barrio,poblacion,hogares,nbi,pct_nbi,escuelas_total,escuelas_estatales,escuelas_privadas,dispensarios_municipales,paradas_colectivo,lineas_colectivo,luminarias_reportes,comisarias,centros_vecinales,poblacion_log,pct_escuelas_privadas,escuelas_por_1000_hab,dispensarios_por_10000_hab,comisarias_por_10000_hab,paradas_por_1000_hab,centros_vecinales_por_10000_hab,tiene_escuela,tiene_dispensario,tiene_comisaria,tiene_transporte,infraestructura_score,centroide_lat,centroide_lon,area_barrio_km2,densidad_poblacional,densidad_hogares,infraestructura_por_km2,educacion_ratio_publico_privado,servicios_basicos_score,tamano_promedio_hogar,cluster_barrio,cluster_descripcion,categoria_infraestructura,tooltip_html
AIRES DEL SUR,500.0,200.0,0.0,0.0,0,0,0,0,2,2,0,0,0,6.217,0.0,0.0,0.0,0.0,4.0,0.0,0,0,0,1,0.0741,-31.4642440553401,-64.1844348530897,0.06,8333.33,3333.33,1.235,1.0,0.33,2.5,1,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Muy Baja,<b>AIRES DEL SUR</b><hr>Pob: 500.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Muy Baja
ALBERDI,32729.0,15505.0,858.0,5.53,38,14,24,0,47,27,354,2,2,10.396,0.632,1.16,0.0,0.61,1.44,0.61,1,0,1,1,0.1507,-31.408369589323,-64.2021742180649,2.5,13091.6,6202.0,0.06,0.6,0.67,2.11,1,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Media,<b>ALBERDI</b><hr>Pob: 32729.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Media
ALBORADA NORTE,500.0,200.0,2.0,1.0,0,0,0,0,17,5,0,0,0,6.217,0.0,0.0,0.0,0.0,24.0,0.0,0,0,0,1,0.4444,-31.3416624086498,-64.2683019408073,0.06,8333.33,3333.33,7.407,1.0,0.33,2.5,0,Cluster 1: Urbano Consolidado (Alta Infraestructura),Muy Alta,<b>ALBORADA NORTE</b><hr>Pob: 500.0<br>Cluster: Cluster 1: Urbano Consolidado (Alta Infraestructura)<br>Infr: Muy Alta
ALBORADA SUR,500.0,200.0,1.0,0.5,0,0,0,0,7,3,23,0,0,6.217,0.0,0.0,0.0,0.0,14.0,0.0,0,0,0,1,0.2593,-31.3620500617943,-64.2251144260463,0.06,8333.33,3333.33,4.322,1.0,0.33,2.5,0,Cluster 1: Urbano Consolidado (Alta Infraestructura),Alta,<b>ALBORADA SUR</b><hr>Pob: 500.0<br>Cluster: Cluster 1: Urbano Consolidado (Alta Infraestructura)<br>Infr: Alta
ALEJANDRO CENTENO,1231.0,432.0,2.0,0.46,2,2,0,0,10,3,21,0,1,7.116,0.0,1.62,0.0,0.0,8.12,8.12,1,0,0,1,0.2628,-31.3582805289735,-64.231473963748,0.25,4924.0,1728.0,1.051,3.0,0.67,2.85,1,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Alta,<b>ALEJANDRO CENTENO</b><hr>Pob: 1231.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Alta
ALMIRANTE BROWN,1019.0,246.0,13.0,5.28,2,2,0,0,6,4,16,0,2,6.928,0.0,1.96,0.0,0.0,5.89,19.63,1,0,0,1,0.2451,-31.4616440154167,-64.0911138850279,0.13,7838.46,1892.31,1.885,3.0,0.67,4.14,1,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Alta,<b>ALMIRANTE BROWN</b><hr>Pob: 1019.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Alta
ALTA CORDOBA,34575.0,12560.0,372.0,2.96,33,13,20,0,31,9,544,1,0,10.451,0.606,0.95,0.0,0.29,0.9,0.0,1,0,1,1,0.1033,-31.3903799365102,-64.1842494728698,4.78,7233.26,2627.62,0.022,0.67,0.67,2.75,1,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Baja,<b>ALTA CORDOBA</b><hr>Pob: 34575.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Baja
ALTAMIRA,6103.0,1895.0,36.0,1.9,2,1,1,1,17,4,91,0,0,8.717,0.5,0.33,1.64,0.0,2.79,0.0,1,1,0,1,0.1293,-31.4251579009481,-64.1312574377859,0.72,8476.39,2631.94,0.18,1.0,1.0,3.22,1,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Baja,<b>ALTAMIRA</b><hr>Pob: 6103.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Baja
ALTO ALBERDI,30472.0,10101.0,389.0,3.85,40,15,25,1,48,14,369,2,2,10.325,0.625,1.31,0.33,0.66,1.58,0.66,1,1,1,1,0.1782,-31.4077929131874,-64.219940676278,3.88,7853.61,2603.35,0.046,0.62,1.0,3.02,1,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Media,<b>ALTO ALBERDI</b><hr>Pob: 30472.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Media
ALTO DE DON BOSCO,675.0,212.0,0.0,0.0,0,0,0,0,0,0,0,0,0,6.516,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,-31.3869535266229,-64.2657645536358,0.83,813.25,255.42,0.0,1.0,0.0,3.18,1,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Muy Baja,<b>ALTO DE DON BOSCO</b><hr>Pob: 675.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Muy Baja
ALTO DE SANTA ANA,1508.0,424.0,20.0,4.72,0,0,0,0,6,2,63,0,0,7.319,0.0,0.0,0.0,0.0,3.98,0.0,0,0,0,1,0.0737,-31.4064423364043,-64.2489468672371,0.63,2393.65,673.02,0.117,1.0,0.33,3.56,1,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Muy Baja,<b>ALTO DE SANTA ANA</b><hr>Pob: 1508.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Muy Baja
ALTO HERMOSO,500.0,200.0,0.0,0.0,0,0,0,0,8,3,0,0,0,6.217,0.0,0.0,0.0,0.0,16.0,0.0,0,0,0,1,0.2963,-31.3302939640896,-64.3052937554776,0.52,961.54,384.62,0.57,1.0,0.33,2.5,0,Cluster 1: Urbano Consolidado (Alta Infraestructura),Alta,<b>ALTO HERMOSO</b><hr>Pob: 500.0<br>Cluster: Cluster 1: Urbano Consolidado (Alta Infraestructura)<br>Infr: Alta
ALTO PALERMO,923.0,311.0,0.0,0.0,1,1,0,0,25,13,158,0,0,6.829,0.0,1.08,0.0,0.0,24.0,0.0,1,0,0,1,0.5194,-31.3756925958522,-64.2247362943992,0.26,3550.0,1196.15,1.998,2.0,0.67,2.97,0,Cluster 1: Urbano Consolidado (Alta Infraestructura),Muy Alta,<b>ALTO PALERMO</b><hr>Pob: 923.0<br>Cluster: Cluster 1: Urbano Consolidado (Alta Infraestructura)<br>Infr: Muy Alta
ALTO VERDE,3956.0,1287.0,3.0,0.23,6,2,4,0,7,2,592,0,0,8.283,0.667,1.52,0.0,0.0,1.77,0.0,1,0,0,1,0.1383,-31.3735358226288,-64.2141325964614,0.9,4395.56,1430.0,0.154,0.6,0.67,3.07,1,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Baja,<b>ALTO VERDE</b><hr>Pob: 3956.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Baja
ALTOS DE VELEZ SARSFIELD,1678.0,544.0,7.0,1.29,1,1,0,0,10,4,170,0,1,7.426,0.0,0.6,0.0,0.0,5.96,5.96,1,0,0,1,0.152,-31.4483323168207,-64.2140975038702,0.21,7990.48,2590.48,0.724,2.0,0.67,3.08,1,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Media,<b>ALTOS DE VELEZ SARSFIELD</b><hr>Pob: 1678.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Media
ALTOS DE VILLA CABRERA,1164.0,400.0,5.0,1.25,1,1,0,0,18,13,173,0,0,7.06,0.0,0.86,0.0,0.0,15.46,0.0,1,0,0,1,0.346,-31.3812472018439,-64.2196230940151,0.23,5060.87,1739.13,1.504,2.0,0.67,2.91,0,Cluster 1: Urbano Consolidado (Alta Infraestructura),Alta,<b>ALTOS DE VILLA CABRERA</b><hr>Pob: 1164.0<br>Cluster: Cluster 1: Urbano Consolidado (Alta Infraestructura)<br>Infr: Alta
ALTOS SAN MARTIN,1279.0,440.0,3.0,0.68,0,0,0,0,7,2,177,0,0,7.155,0.0,0.0,0.0,0.0,5.47,0.0,0,0,0,1,0.1013,-31.3772325958898,-64.2143578517347,0.22,5813.64,2000.0,0.46,1.0,0.33,2.91,1,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Baja,<b>ALTOS SAN MARTIN</b><hr>Pob: 1279.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Baja
ALTOS SUD DE SAN VICENTE,1023.0,275.0,21.0,7.64,0,0,0,0,4,2,7,0,0,6.931,0.0,0.0,0.0,0.0,3.91,0.0,0,0,0,1,0.0724,-31.4371311914398,-64.1408888444944,0.08,12787.5,3437.5,0.905,1.0,0.33,3.72,1,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Muy Baja,<b>ALTOS SUD DE SAN VICENTE</b><hr>Pob: 1023.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Muy Baja
AMEGHINO NORTE,3781.0,1008.0,124.0,12.3,1,1,0,1,17,7,79,0,1,8.238,0.0,0.26,2.64,0.0,4.5,2.64,1,1,0,1,0.1895,-31.4291728661583,-64.2372008417107,0.52,7271.15,1938.46,0.364,2.0,1.0,3.75,1,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Media,<b>AMEGHINO NORTE</b><hr>Pob: 3781.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Media
AMEGHINO SUD,3449.0,1093.0,18.0,1.65,4,4,0,0,22,8,343,0,1,8.146,0.0,1.16,0.0,0.0,6.38,2.9,1,0,0,1,0.1986,-31.4344344120781,-64.2375798932284,0.53,6507.55,2062.26,0.375,5.0,0.67,3.16,1,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Media,<b>AMEGHINO SUD</b><hr>Pob: 3449.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Media
AMPLIACION ALTAMIRA,1897.0,504.0,37.0,7.34,0,0,0,1,16,2,9,0,2,7.549,0.0,0.0,5.27,0.0,8.43,10.54,0,1,0,1,0.332,-31.418800365534,-64.130149050924,0.17,11158.82,2964.71,1.953,1.0,0.67,3.76,1,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Alta,<b>AMPLIACION ALTAMIRA</b><hr>Pob: 1897.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Alta
AMPLIACION BENJAMIN MATIENZO,2024.0,512.0,54.0,10.55,4,4,0,0,8,3,40,0,0,7.613,0.0,1.98,0.0,0.0,3.95,0.0,1,0,0,1,0.2105,-31.44629840021855,-64.2349158491345,0.42,4819.05,1219.05,0.501,5.0,0.67,3.95,1,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Media,<b>AMPLIACION BENJAMIN MATIENZO</b><hr>Pob: 2024.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Media
AMPLIACION CABO FARINA,500.0,200.0,12.0,6.0,0,0,0,0,3,1,17,0,1,6.217,0.0,0.0,0.0,0.0,6.0,20.0,0,0,0,1,0.1111,-31.4615420959235,-64.2148780007921,0.05,10000.0,4000.0,2.222,1.0,0.33,2.5,1,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Baja,<b>AMPLIACION CABO FARINA</b><hr>Pob: 500.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Baja
AMPLIACION EMPALME,3115.0,940.0,25.0,2.66,0,0,0,1,25,3,19,0,1,8.044,0.0,0.0,3.21,0.0,8.03,3.21,0,1,0,1,0.2559,-31.4317354197924,-64.1252161280049,0.35,8900.0,2685.71,0.731,1.0,0.67,3.31,1,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Alta,<b>AMPLIACION EMPALME</b><hr>Pob: 3115.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Alta
AMPLIACION GENERAL ARTIGAS,2325.0,661.0,20.0,3.03,0,0,0,0,1,0,80,0,2,7.752,0.0,0.0,0.0,0.0,0.43,8.6,0,0,0,1,0.008,-31.4632233206896,-64.1958875212659,0.5,4650.0,1322.0,0.016,1.0,0.33,3.52,1,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Muy Baja,<b>AMPLIACION GENERAL ARTIGAS</b><hr>Pob: 2325.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Muy Baja
AMPLIACION JARDIN ESPINOSA,519.0,200.0,0.0,0.0,0,0,0,0,10,4,128,0,0,6.254,0.0,0.0,0.0,0.0,19.27,0.0,0,0,0,1,0.3569,-31.4554158322251,-64.1732980577387,0.19,2731.58,1052.63,1.878,1.0,0.33,2.6,0,Cluster 1: Urbano Consolidado (Alta Infraestructura),Alta,<b>AMPLIACION JARDIN ESPINOSA</b><hr>Pob: 519.0<br>Cluster: Cluster 1: Urbano Consolidado (Alta Infraestructura)<br>Infr: Alta
AMPLIACION JOSE IGNACIO DIAZ SECCION 2,1883.0,430.0,56.0,13.02,1,1,0,1,8,2,0,0,1,7.541,0.0,0.53,5.31,0.0,4.25,5.31,1,1,0,1,0.2927,-31.4509219153054,-64.1466007273166,0.22,8559.09,1954.55,1.33,2.0,1.0,4.38,1,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Alta,<b>AMPLIACION JOSE IGNACIO DIAZ SECCION 2</b><hr>Pob: 1883.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Alta
AMPLIACION JOSE IGNACIO DIAZ SECCION 3,668.0,200.0,22.0,11.0,0,0,0,0,9,3,0,0,1,6.506,0.0,0.0,0.0,0.0,13.47,14.97,0,0,0,1,0.2494,-31.4507822343279,-64.1432181375558,0.17,3929.41,1176.47,1.467,1.0,0.33,3.34,1,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Alta,<b>AMPLIACION JOSE IGNACIO DIAZ SECCION 3</b><hr>Pob: 668.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Alta
AMPLIACION KENNEDY,500.0,200.0,7.0,3.5,0,0,0,0,12,3,20,0,0,6.217,0.0,0.0,0.0,0.0,24.0,0.0,0,0,0,1,0.4444,-31.4562968531853,-64.1943881636183,0.06,8333.33,3333.33,7.407,1.0,0.33,2.5,0,Cluster 1: Urbano Consolidado (Alta Infraestructura),Muy Alta,<b>AMPLIACION KENNEDY</b><hr>Pob: 500.0<br>Cluster: Cluster 1: Urbano Consolidado (Alta Infraestructura)<br>Infr: Muy Alta
AMPLIACION LAS PALMAS,1750.0,513.0,12.0,2.34,2,2,0,0,19,8,182,0,1,7.468,0.0,1.14,0.0,0.0,10.86,5.71,1,0,0,1,0.2802,-31.4010828106417,-64.2428597732512,0.23,7608.7,2230.43,1.218,3.0,0.67,3.41,1,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Alta,<b>AMPLIACION LAS PALMAS</b><hr>Pob: 1750.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Alta
AMPLIACION LOS ALAMOS,795.0,200.0,4.0,2.0,0,0,0,0,6,6,0,0,0,6.68,0.0,0.0,0.0,0.0,7.55,0.0,0,0,0,1,0.1398,-31.3644166507386,-64.1542919428214,0.09,8833.33,2222.22,1.553,1.0,0.33,3.98,1,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Baja,<b>AMPLIACION LOS ALAMOS</b><hr>Pob: 795.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Baja
AMPLIACION LOS PLATANOS,1060.0,281.0,10.0,3.56,0,0,0,0,5,2,18,0,1,6.967,0.0,0.0,0.0,0.0,4.72,9.43,0,0,0,1,0.0874,-31.4186010236435,-64.2341405576036,0.09,11777.78,3122.22,0.971,1.0,0.33,3.77,1,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Baja,<b>AMPLIACION LOS PLATANOS</b><hr>Pob: 1060.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Baja
AMPLIACION PALMAR,1356.0,380.0,6.0,1.58,2,2,0,0,11,2,7,0,1,7.213,0.0,1.47,0.0,0.0,8.11,7.37,1,0,0,1,0.2522,-31.3875352636237,-64.1202527784613,0.16,8475.0,2375.0,1.576,3.0,0.67,3.57,1,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Alta,<b>AMPLIACION PALMAR</b><hr>Pob: 1356.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Alta
AMPLIACION PANAMERICANO,1545.0,528.0,10.0,1.89,0,0,0,0,4,3,54,0,1,7.343,0.0,0.0,0.0,0.0,2.59,6.47,0,0,0,1,0.048,-31.365476066006,-64.1799886672889,0.56,2758.93,942.86,0.086,1.0,0.33,2.93,1,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Muy Baja,<b>AMPLIACION PANAMERICANO</b><hr>Pob: 1545.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Muy Baja
AMPLIACION PARQUE SAN CARLOS,1070.0,311.0,4.0,1.29,0,0,0,0,4,2,0,0,0,6.976,0.0,0.0,0.0,0.0,3.74,0.0,0,0,0,1,0.0693,-31.4499585215276,-64.1563841653437,0.11,9727.27,2827.27,0.63,1.0,0.33,3.44,1,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Muy Baja,<b>AMPLIACION PARQUE SAN CARLOS</b><hr>Pob: 1070.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Muy Baja
AMPLIACION POETA LUGONES,2830.0,839.0,2.0,0.24,1,1,0,0,9,2,147,0,1,7.948,0.0,0.35,0.0,0.0,3.18,3.53,1,0,0,1,0.0832,-31.3597595516254,-64.2227669849132,0.49,5775.51,1712.24,0.17,2.0,0.67,3.37,1,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Baja,<b>AMPLIACION POETA LUGONES</b><hr>Pob: 2830.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Baja
AMPLIACION PRIMERO DE MAYO,1690.0,389.0,40.0,10.28,3,0,3,0,6,3,0,0,1,7.433,1.0,1.78,0.0,0.0,3.55,5.92,1,0,0,1,0.1893,-31.4437153991218,-64.1123370937661,0.13,13000.0,2992.31,1.456,0.25,0.67,4.34,1,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Media,<b>AMPLIACION PRIMERO DE MAYO</b><hr>Pob: 1690.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Media
AMPLIACION PUEYRREDON,1809.0,553.0,14.0,2.53,5,4,1,0,14,5,18,0,1,7.501,0.2,2.76,0.0,0.0,7.74,5.53,1,0,0,1,0.3349,-31.393666954668,-64.1450821797477,0.23,7865.22,2404.35,1.456,2.5,0.67,3.27,0,Cluster 1: Urbano Consolidado (Alta Infraestructura),Alta,<b>AMPLIACION PUEYRREDON</b><hr>Pob: 1809.0<br>Cluster: Cluster 1: Urbano Consolidado (Alta Infraestructura)<br>Infr: Alta
AMPLIACION RESIDENCIAL AMERICA,5488.0,1603.0,53.0,3.31,7,4,3,0,9,1,133,0,2,8.611,0.429,1.28,0.0,0.0,1.64,3.64,1,0,0,1,0.1192,-31.376008249888,-64.1612331264453,0.59,9301.69,2716.95,0.202,1.25,0.67,3.42,1,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Baja,<b>AMPLIACION RESIDENCIAL AMERICA</b><hr>Pob: 5488.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Baja
AMPLIACION ROSEDAL,3123.0,814.0,40.0,4.91,0,0,0,1,8,3,276,0,1,8.047,0.0,0.0,3.2,0.0,2.56,3.2,0,1,0,1,0.1542,-31.4399633501796,-64.2242393178094,0.32,9759.38,2543.75,0.482,1.0,0.67,3.84,1,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Media,<b>AMPLIACION ROSEDAL</b><hr>Pob: 3123.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Media
AMPLIACION SAN FERNANDO,3375.0,1000.0,48.0,4.8,0,0,0,0,5,1,80,0,0,8.124,0.0,0.0,0.0,0.0,1.48,0.0,0,0,0,1,0.0274,-31.4534767190212,-64.1916184339401,0.36,9375.0,2777.78,0.076,1.0,0.33,3.38,1,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Muy Baja,<b>AMPLIACION SAN FERNANDO</b><hr>Pob: 3375.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Muy Baja
AMPLIACION SAN PABLO,2247.0,735.0,2.0,0.27,4,4,0,0,5,2,66,0,1,7.718,0.0,1.78,0.0,0.0,2.23,4.45,1,0,0,1,0.1648,-31.4520403999847,-64.1597214554589,0.18,12483.33,4083.33,0.916,5.0,0.67,3.06,1,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Media,<b>AMPLIACION SAN PABLO</b><hr>Pob: 2247.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Media
