cueanexo,nombre,est_sector,est_ambito,est_barrio,est_localidad,nivel,lat,lon,barrio_asignado
140447100,I.P.E.M. Nº 20 RODOLFO WALSH,Estatal,Urbano,MARQUES DE SOBREMONTE,CORDOBA,"[""2. Común - Secundario""]",-31.3641,-64.1966,MARQUES DE SOBREMONTE
140447200,I.P.E.M. Nº 21 ALFONSINA STORNI,Estatal,Urbano,PARQUE LICEO 2DA. SECCION,CORDOBA,"[""2. Común - Secundario""]",-31.3598,-64.1607,PARQUE LICEO SECCION 2
140447203,I.P.E.M. Nº 21 ALFONSINA STORNI ANEXO PIT KEMPES,Estatal,Urbano,,CORDOBA,"[""2. Común - Secundario""]",-31.3593,-64.1618,PARQUE LICEO SECCION 2
140446000,COLEGIO LA ALDEA DE PIAGET,Privado,Urbano,AYACUCHO,CORDOBA,"[""0. Común - Inicial"",""1. Común - Primario""]",-31.3764,-64.1723,VILLA AZALAIS OESTE
140448100,I.P.E.M. Nº 7 PROF.CARLOS SEGRETI,Estatal,Urbano,VILLA CABRERA,CORDOBA,"[""2. Común - Secundario""]",-31.3911,-64.1935,SAN MARTIN
140449000,INSTITUTO B.A.C.(BACH. PARA ADULTOS A DISTANCIA),Privado,Urbano,CENTRO,CORDOBA,"[""7. Jóvenes y Adultos - Secundario""]",-31.4122,-64.1765,URQUIZA
140451000,I.P.E.M. Nº 11 ALBERTO PIO AUGUSTO COGNIGNI,Estatal,Urbano,JOSE IGNACIO DIAZ 3º SECCION,CORDOBA,"[""2. Común - Secundario""]",-31.4485,-64.1376,COOPERATIVA EL FUTURO
140451100,I.P.E.M. Nº 9 DR. ERNESTO CHE GUEVARA,Estatal,Urbano,SANTA ISABEL 2DA. SECCION,CORDOBA,"[""2. Común - Secundario""]",-31.4795,-64.2296,SANTA ISABEL SECCION 1
140451200,I.P.E.M. Nº 3 GRAL. JUAN BAUTISTA BUSTOS,Estatal,Urbano,PUEYRREDON,CORDOBA,"[""2. Común - Secundario""]",-31.3942,-64.1482,LOS PINOS
140448200,INST. SUP. DE CIENCIAS ECONOMICAS Y TECNOLOGIAS,Privado,Urbano,ALBERDI,CORDOBA,"[""3. Común - Superior""]",-31.3976,-64.2394,VILLA SIBURU
140454700,I.P.E.A. N° 14 DR. CESAR CUESTAS CARNERO,Estatal,Urbano,GENERAL ARENALES,CORDOBA,"[""2. Común - Secundario""]",-31.368,-64.0609,GENERAL ARENALES
140455200,I.P.E.M. Nº 5 EVA PERON,Estatal,Urbano,YAPEYU,CORDOBA,"[""2. Común - Secundario""]",-31.413,-64.1495,YAPEYU
140455400,I.P.E.T. Nº 22 JUAN FILLOY,Estatal,Urbano,GUIÑAZU,CORDOBA,"[""2. Común - Secundario""]",-31.3153,-64.1814,GUINAZU
140455600,I.P.E.M. Nº 15 SANTIAGO AYALA,Estatal,Urbano,SAN VICENTE,CORDOBA,"[""2. Común - Secundario""]",-31.4291,-64.1413,ACOSTA
140455900,INSTITUTO DON ORIONE,Privado,Urbano,SANTA ISABEL 1RA. SECCION,CORDOBA,"[""2. Común - Secundario""]",-31.4758,-64.2354,SANTA ISABEL SECCION 1
140455300,INST. SUP. SAN MIGUEL,Privado,Urbano,ALTO ALBERDI,CORDOBA,"[""3. Común - Superior""]",-31.4117,-64.2146,ALBERDI
140457800,INSTITUTO JORGE VOCOS LESCANO,Privado,Urbano,PARQUE LATINO,CORDOBA,"[""2. Común - Secundario""]",-31.4585,-64.2123,CABO FARINA
140458200,INSTITUTO INTEGRAL MANUEL BELGRANO,Privado,Urbano,SARMIENTO,CORDOBA,"[""2. Común - Secundario""]",-31.4321,-64.1542,JARDIN DEL PILAR
140462400,INSTITUTO DE MARIA,Privado,Urbano,GENERAL PAZ,CORDOBA,"[""2. Común - Secundario""]",-31.4107,-64.1697,GENERAL PUEYRREDON
140464000,INSTITUTO PQUIAL. CRISTO REDENTOR,Privado,Urbano,JARDIN,CORDOBA,"[""2. Común - Secundario""]",-31.445,-64.1835,VILLA REVOL
140465600,INST. SUP. SAN IGNACIO (N.MEDIO DE ADULTOS),Privado,Urbano,PASO DE LOS ANDES,CORDOBA,"[""7. Jóvenes y Adultos - Secundario""]",-31.4137,-64.2033,URQUIZA
140467700,INSTITUTO NUEVO SIGLO,Privado,Urbano,GENERAL PAZ,CORDOBA,"[""2. Común - Secundario""]",-31.4157,-64.1688,YAPEYU
140467900,INSTITUTO LA PRIMERA ENSEÑANZA,Privado,Urbano,ALBERDI,CORDOBA,"[""2. Común - Secundario""]",-31.4062,-64.1994,URQUIZA
140470400,INST. C.E.D.(CENTRO DE ESTUDIOS A DISTANCIA),Privado,Urbano,CENTRO,CORDOBA,"[""7. Jóvenes y Adultos - Secundario""]",-31.4117,-64.1941,URQUIZA
140471700,I.P.E.M. Nº 296 AMANCIO WILLIAMS,Estatal,Urbano,VILLA UNION,CORDOBA,"[""2. Común - Secundario""]",-31.4307,-64.2711,VILLA UNION
140471800,I.P.E.M. Nº 295 AGUSTIN TOSCO,Estatal,Urbano,VILLA EL LIBERTADOR,CORDOBA,"[""2. Común - Secundario""]",-31.4802,-64.2247,SANTA ISABEL SECCION 1
140472300,I.P.E.M. Nº 301 MALVINA ROSA QUIROGA,Estatal,Urbano,RESIDENCIAL AMERICA,CORDOBA,"[""2. Común - Secundario""]",-31.3791,-64.1603,GENERAL BUSTOS
140472600,I.P.E.M.y T. Nº 297 DR. RENE FAVALORO,Estatal,Urbano,PATRICIOS,CORDOBA,"[""2. Común - Secundario""]",-31.3727,-64.139,RESIDENCIAL SAN JORGE
140472800,I.P.E.M. Nº 10 ROMA,Estatal,Urbano,ALTO ALBERDI,CORDOBA,"[""2. Común - Secundario""]",-31.4102,-64.2179,ALBERDI
140473300,INSTITUTO MUSICAL COLLEGIUM,Privado,Urbano,ALBERDI,CORDOBA,"[""2. Común - Secundario""]",-31.4147,-64.1977,URQUIZA
140475500,ESCUELA SECUNDARIA JEAN PIAGET,Privado,Urbano,AYACUCHO,CORDOBA,"[""2. Común - Secundario""]",-31.3764,-64.1723,VILLA AZALAIS OESTE
140475600,I.P.E.M. Nº 323 SAN ANTONIO,Estatal,Urbano,VILLA RIVADAVIA,CORDOBA,"[""2. Común - Secundario""]",-31.495,-64.1885,VILLA RIVADAVIA
140475900,I.P.E.M.y T. N° 310 PUERTO ARGENTINO,Estatal,Urbano,INAUDI,CORDOBA,"[""2. Común - Secundario""]",-31.4749,-64.1925,INAUDI
140476100,I.P.E.T. N° 318 COMBATE DE LA TABLADA,Estatal,Urbano,VILLA URQUIZA,CORDOBA,"[""2. Común - Secundario""]",-31.3911,-64.2405,VILLA SIBURU
140476200,I.P.E.M. y T. Nº 319 - ROBERTO FONTANARROSA,Estatal,Urbano,CERVECEROS,CORDOBA,"[""2. Común - Secundario""]",-31.4628,-64.1579,CERVECEROS
140478200,I.P.E.M. N° 311 PABLO GAITAN,Estatal,Urbano,CABILDO,CORDOBA,"[""2. Común - Secundario""]",-31.4814,-64.2353,SANTA ISABEL SECCION 1
140478300,I.P.E.T. N° 321. BRIGADIER JUAN MANUEL DE ROSAS,Estatal,Urbano,SAN ROQUE,CORDOBA,"[""2. Común - Secundario""]",-31.4232,-64.2438,RESIDENCIAL SAN ROQUE
140478700,I.P.E.M. Nº 320 JORGE CAFRUNE,Estatal,Urbano,PARQUE ITUZAINGO,CORDOBA,"[""2. Común - Secundario""]",-31.4761,-64.0919,LOS SAUCES
140478800,I.P.E.T. Nº 313 Dr. PABLO MIRIZZI ,Estatal,Urbano,MIRIZZI,CORDOBA,"[""2. Común - Secundario""]",-31.471,-64.2071,CABO FARINA
140479000,I.P.E.M. Nº 309 PROFESOR CARLOS FUENTEALBA,Estatal,Urbano,V.I.P.R.O.,CORDOBA,"[""2. Común - Secundario""]",-31.4494,-64.146,BH_CAMINO A 60 CUADRAS
140478100,ESCUELA ELENA AMALIA LOPEZ LALLANA (EX-S/N DE B° 1° DE MAYO),Estatal,Urbano,1º DE MAYO,CORDOBA,"[""1. Común - Primario""]",-31.4274,-64.1136,COLONIA LOLA
140483000,C.E.N.M.A. S.E.P. ANEXO SEDE CORDOBA,Estatal,Urbano,CENTRO,CORDOBA,"[""7. Jóvenes y Adultos - Secundario""]",-31.4172,-64.1932,URQUIZA
140483100,INSTITUTO I.S.A.D.A.,Privado,Urbano,CENTRO,CORDOBA,"[""7. Jóvenes y Adultos - Secundario""]",-31.4125,-64.1831,URQUIZA
140487900,COLEGIO LEON XIII,Privado,Urbano,VILLA RIVERA INDARTE,CORDOBA,"[""0. Común - Inicial"",""1. Común - Primario""]",-31.3302,-64.287,VILLA RIVERA INDARTE
140492200,J.DE INF. SYRIA POLETTI,Privado,Urbano,IPONA,CORDOBA,"[""0. Común - Inicial""]",-31.4481,-64.1895,LAS FLORES
140499300,INSTITUTO MAESTRO HERBERT DIEHL,Privado,Urbano,NUEVA CORDOBA,CORDOBA,"[""2. Común - Secundario""]",-31.4246,-64.1848,GUEMES
140502200,INSTITUTO PAULA MONTAL,Privado,Urbano,VILLA URQUIZA,CORDOBA,"[""2. Común - Secundario""]",-31.3928,-64.2377,VILLA SIBURU
140503300,I.P.E.M. Nº 336 ADOLFO CASTELO,Estatal,Urbano,JUAN B. JUSTO,CORDOBA,"[""2. Común - Secundario""]",-31.358,-64.1839,VILLA AZALAIS OESTE
140504500,I.P.E.M. Nº 92 ANTONIO BERNI,Estatal,Urbano,QUISQIZACATE,CORDOBA,"[""2. Común - Secundario""]",-31.3353,-64.2751,VILLA 9 DE JULIO
140505000,I.P.E.M. Nº 338 DR. SALVADOR MAZZA,Estatal,Urbano,MARQUES DE SOBREMONTE-ANEXO,CORDOBA,"[""2. Común - Secundario""]",-31.3719,-64.1943,SARGENTO CABRAL
140505200,J.DE INF. ESPAÑA,Estatal,Urbano,ACOSTA,CORDOBA,"[""0. Común - Inicial""]",-31.4254,-64.122,COLONIA LOLA
140508100,I.P.E.T. Nº 337 JORGE ALBERTO SABATO,Estatal,Urbano,SPILIMBERGO NORTE (EX BOULEVARES ANEXO),CORDOBA,"[""2. Común - Secundario""]",-31.3243,-64.2012,LOS BOULEVARES
140509800,C.E.N.M.A. ALEJANDRO CARBO,Estatal,Urbano,RESIDENCIAL SANTA ROSA,CORDOBA,"[""7. Jóvenes y Adultos - Secundario""]",-31.4793,-64.2085,COMERCIAL
140509801,C.E.N.M.A. ALEJANDRO CARBO ANEXO VILLA LIBERTADOR,Estatal,Urbano,VILLA EL LIBERTADOR,CORDOBA,"[""7. Jóvenes y Adultos - Secundario""]",-31.4713,-64.224,VILLA EL LIBERTADOR
140509802,C.E.N.M.A. ALEJANDRO CARBO ANEXO BARRIO CABILDO,Estatal,Urbano,CABILDO,CORDOBA,"[""7. Jóvenes y Adultos - Secundario""]",-31.4816,-64.2376,EL CABILDO
140510700,C.E.N.M.A. MANUEL DORREGO,Estatal,Urbano,TALLERES ESTE,CORDOBA,"[""7. Jóvenes y Adultos - Secundario""]",-31.3897,-64.1539,GENERAL BUSTOS
140510702,C.E.N.M.A. MANUEL DORREGO ANEXO SEDE HOSPITAL ONCOLOGICO,Estatal,Urbano,CRISOL,CORDOBA,"[""7. Jóvenes y Adultos - Secundario""]",-31.4287,-64.1674,CRISOL SUD
140511200,C.E.N.M.A. DEAN FUNES,Estatal,Urbano,NUEVA CORDOBA,CORDOBA,"[""7. Jóvenes y Adultos - Secundario""]",-31.4307,-64.1906,GUEMES
140511202,C.E.N.M.A. DEAN FUNES - ANEXO CAMINO SAN CARLOS,Estatal,Urbano,SAN CARLOS,CORDOBA,"[""7. Jóvenes y Adultos - Secundario""]",-31.3994,-64.2066,VILLA PAEZ
140511203,C.E.N.M.A. DEAN FUNES - ANEXO EXTENSION AULICA Bº KENNEDY,Estatal,Urbano,KENNEDY,CORDOBA,"[""7. Jóvenes y Adultos - Secundario""]",-31.4582,-64.191,LAS FLORES
140509803,C.E.N.M.A. ALEJANDRO CARBO ANEXO SEDE Bº COMERCIAL,Estatal,Urbano,COMERCIAL,CORDOBA,"[""7. Jóvenes y Adultos - Secundario""]",-31.4825,-64.207,COMERCIAL
140509900,INSTITUTO SUPERIOR COMODORO SALUSTIANO PEREZ ESTEVEZ,Estatal,Urbano,CALIFORNIA,CORDOBA,"[""3. Común - Superior""]",-31.4505,-64.2063,LAS FLORES
140511400,C.E.N.M.A. BRIGADIER JUAN I. DE SAN MARTIN ,Estatal,Urbano,VILLA ADELA,CORDOBA,"[""7. Jóvenes y Adultos - Secundario""]",-31.4391,-64.2512,VILLA ADELA
140511401,C.E.N.M.A. BRIGADIER JUAN I. DE SAN MARTIN ANEXO VILLA UNION ,Estatal,Urbano,VILLA UNION,CORDOBA,"[""7. Jóvenes y Adultos - Secundario""]",-31.4223,-64.2623,VILLA UNION
140511204,C.E.N.M.A. DEAN FUNES ANEXO SEDE HOSPITAL MISERICORDIA,Estatal,Urbano,GUEMES,CORDOBA,"[""7. Jóvenes y Adultos - Secundario""]",-31.4323,-64.1957,GUEMES
140511406,C.E.N.M.A. BRIGADIER JUAN I. DE SAN MARTIN ANEXO SEDE B° ESTACION FLORES,Estatal,Urbano,ESTACIÓN FLORES,CORDOBA,"[""7. Jóvenes y Adultos - Secundario""]",-31.451,-64.248,ESTACION FLORES
140511405,C.E.N.M.A. BRIGADIER JUAN I. DE SAN MARTIN ANEXO SEDE Bº VILLA LA TELA,Estatal,Urbano,VILLA LA TELA,CORDOBA,"[""7. Jóvenes y Adultos - Secundario""]",-31.4317,-64.2523,VILLA ADELA
140511404,C.E.N.M.A. BRIGADIER JUAN I. DE SAN MARTIN ANEXO Bº SACCHI,Estatal,Urbano,SACHI,CORDOBA,"[""7. Jóvenes y Adultos - Secundario""]",-31.4547,-64.2638,SACHI
140511600,J.DE INF. ROSARITO VERA PEÑALOZA,Privado,Urbano,QUINTAS DE ARGUELLO,CORDOBA,"[""0. Común - Inicial""]",-31.3395,-64.2778,LA SALLE
140511206,C.E.N.M.A. DEAN FUNES ANEXO SEDE HOSPITAL MISERICORDIA EXT AUL B° GÜEMES,Estatal,Urbano,GUEMES,CORDOBA,"[""7. Jóvenes y Adultos - Secundario""]",-31.4286,-64.1927,GUEMES
140511205,C.E.N.M.A. DEAN FUNES ANEXO SEDE CONCEJO DELIBERANTE,Estatal,Urbano,CENTRO,CORDOBA,"[""7. Jóvenes y Adultos - Secundario""]",-31.4084,-64.1906,URQUIZA
140512800,ESCUELA GRACIELA DEL RIO,Estatal,Urbano,AMPLIACION CABILDO,CORDOBA,"[""1. Común - Primario""]",-31.483,-64.2281,SANTA ISABEL SECCION 1
140514100,I.P.E.T. N° 430 INSTITUTO TECNICO INDUSTRIAL ZONA NORTE,Estatal,Urbano,LOS BOULEVARES,CORDOBA,"[""2. Común - Secundario""]",-31.3442,-64.2268,LOS BOULEVARES
140514400,INSTITUTO ROSARITO VERA PEÑALOZA,Privado,Urbano,ARGUELLO,CORDOBA,"[""2. Común - Secundario""]",-31.3392,-64.278,LA SALLE
140513200,INST. SUP. DEL PROF. EN EDUCACION FISICA I.A.C.C.,Privado,Urbano,ALTA CORDOBA,CORDOBA,"[""3. Común - Superior""]",-31.3849,-64.1809,HIPOLITO IRIGOYEN
140518500,INSTITUTO SECUNDARIO BANCARIO,Privado,Urbano,CENTRO,CORDOBA,"[""2. Común - Secundario""]",-31.4134,-64.1925,URQUIZA
140523500,INSTITUTO NUESTRA SEÑORA DE FATIMA,Privado,Urbano,MATIENZO,CORDOBA,"[""2. Común - Secundario""]",-31.4394,-64.2376,AMEGHINO NORTE
140524300,C.E.N.M.A. CUESTAS CARNERO,Estatal,Urbano,GENERAL ARENALES,CORDOBA,"[""7. Jóvenes y Adultos - Secundario""]",-31.3684,-64.061,GENERAL ARENALES
140524303,C.E.N.M.A. CUESTAS CARNERO ANEXO MAESTRO MOYANO,Estatal,Urbano,EL CHINGOLO,CORDOBA,"[""7. Jóvenes y Adultos - Secundario""]",-31.3433,-64.1658,REMEDIOS DE ESCALADA
140524302,C.E.N.M.A. CUESTAS CARNERO ANEXO SEDE Bº CENTRO AMERICA,Estatal,Urbano,CENTRO AMERICA,CORDOBA,"[""7. Jóvenes y Adultos - Secundario""]",-31.3754,-64.1731,VILLA AZALAIS OESTE
140522900,JARDIN MUNICIPAL TERNURITAS,Estatal,Urbano,JOSE IGNACIO DIAZ 3º SECCION,CORDOBA,"[""0. Común - Inicial""]",-31.4479,-64.139,JOSE IGNACIO DIAZ SECCION 1
140523000,JARDIN MUNICIPAL TRAPITO,Estatal,Urbano,MIRIZZI,CORDOBA,"[""0. Común - Inicial""]",-31.4729,-64.2077,CABO FARINA
140525700,INSTITUTO SANTO DOMINGO,Privado,Urbano,CENTRO,CORDOBA,"[""2. Común - Secundario""]",-31.4138,-64.18,URQUIZA
140525800,I.P.E.T. N° 351 AUGUSTO CHAMMAS,Estatal,Urbano,CHINGOLO II,CORDOBA,"[""2. Común - Secundario""]",-31.3394,-64.1699,REMEDIOS DE ESCALADA
140528900,C.E.N.M.A. B° SAN VICENTE,Estatal,Urbano,SAN VICENTE,CORDOBA,"[""7. Jóvenes y Adultos - Secundario""]",-31.4204,-64.1388,MALDONADO
140528902,C.E.N.M.A. Bª SAN VICENTE ANEXO SEDE MULLER,Estatal,Urbano,MULLER,CORDOBA,"[""7. Jóvenes y Adultos - Secundario""]",-31.4129,-64.1388,MALDONADO
140528903,C.E.N.M.A. Bº SAN VICENTE ANEXO SEDE VILLA BUSTOS,Estatal,Urbano,VILLA BUSTOS,CORDOBA,"[""7. Jóvenes y Adultos - Secundario""]",-31.4361,-64.1134,VILLA BUSTOS
140528904,C.E.N.M.A. Bº SAN VICENTE ANEXO CENTRO VECINAL,Estatal,Urbano,MALDONADO,CORDOBA,"[""7. Jóvenes y Adultos - Secundario""]",-31.4145,-64.1316,MALDONADO
140529000,INSTITUTO SECUNDARIO SAN MIGUEL,Privado,Urbano,ALTO ALBERDI,CORDOBA,"[""2. Común - Secundario""]",-31.4117,-64.2146,ALBERDI
140530000,I.P.E.M. N° 353 EFRAIN URBANO BISCHOFF,Estatal,Urbano,COOPERATIVA 2 DE MAYO,CORDOBA,"[""2. Común - Secundario""]",-31.3204,-64.2579,MERCANTIL
140525400,J. DE INF. PARROQUIAL SAN FRANCISCO DE ASIS,Privado,Urbano,LAS FLORES,CORDOBA,"[""0. Común - Inicial""]",-31.4535,-64.1974,LAS FLORES
140535600,I.P.E.M.y T. N° 357 JOSE CAMPELLONE,Estatal,Urbano,SMATA,CORDOBA,"[""2. Común - Secundario""]",-31.4513,-64.2249,ROSEDAL ANEXO
140535800,I.P.E.M. Nº 358 ALEJANDRO PAPALINI,Estatal,Urbano,EL GATEADO,CORDOBA,"[""2. Común - Secundario""]",-31.3236,-64.1189,VILLA ESQUIU
140538200,I.P.E.M. Nº 360 PROFESOR EDGAR TOLEDO,Estatal,Urbano,VILLA EL LIBERTADOR,CORDOBA,"[""2. Común - Secundario""]",-31.4688,-64.2164,CABO FARINA
140540800,I.P.E.T. Nº 312 DALMACIO VELEZ SARSFIELD,Estatal,Urbano,FERREYRA,CORDOBA,"[""2. Común - Secundario""]",-31.4648,-64.1109,FERREYRA
140542300,I.P.E.M. Nº 373 MARIA ELENA WALSH,Estatal,Urbano,CIUDAD DE VILLA RETIRO,CORDOBA,"[""2. Común - Secundario""]",-31.3483,-64.1434,PARQUE LICEO SECCION 3
140541300,COLEGIO ALTA CORDOBA,Privado,Urbano,ALTA CORDOBA,CORDOBA,"[""1. Común - Primario""]",-31.3851,-64.181,HIPOLITO IRIGOYEN
140542700,C.E.N.M.A. B º S.M.A.T.A.,Estatal,Urbano,SMATA,CORDOBA,"[""7. Jóvenes y Adultos - Secundario""]",-31.4527,-64.2223,FERRER
140542701,C.E.N.M.A. B º S.M.A.T.A. ANEXO SEDE SMATA,Estatal,Urbano,CENTRO,CORDOBA,"[""7. Jóvenes y Adultos - Secundario""]",-31.4145,-64.1933,URQUIZA
140542800,C.E.N.M.A. PARQUE LICEO 2° SECCION,Estatal,Urbano,PARQUE LICEO 2DA. SECCION,CORDOBA,"[""7. Jóvenes y Adultos - Secundario""]",-31.3595,-64.1615,PARQUE LICEO SECCION 2
140542805,C.E.N.M.A. PARQUE LICEO 2° SECCION ANEXO SEDE UNION FERROVIARIA,Estatal,Urbano,ALTA CORDOBA,CORDOBA,"[""7. Jóvenes y Adultos - Secundario""]",-31.3959,-64.1857,SAN MARTIN
140543400,I.P.E.M. Nº 375 LEONOR MARZANO,Estatal,Urbano,29 DE MAYO,CORDOBA,"[""2. Común - Secundario""]",-31.3592,-64.131,PATRICIOS ESTE
140543500,I.P.E.M. Nº 376 NELSON MANDELA,Estatal,Urbano,VICOR,CORDOBA,"[""2. Común - Secundario""]",-31.4773,-64.2526,PARQUE FUTURA
140542807,C.E.N.M.A. PARQUE LICEO 2° SECCION ANEXO REMEDIOS DE ESCALADA,Estatal,Urbano,REMEDIOS DE ESCALADA,CORDOBA,"[""7. Jóvenes y Adultos - Secundario""]",-31.3387,-64.179,REMEDIOS DE ESCALADA
140542806,C.E.N.M.A. PARQUE LICEO 2° SECCION ANEXO SEDE EDUCACION A DISTANCIA,Estatal,Urbano,PARQUE LICEO 2DA. SECCION,CORDOBA,"[""7. Jóvenes y Adultos - Secundario""]",-31.3588,-64.1615,PARQUE LICEO SECCION 2
140542803,C.E.N.M.A. PARQUE LICEO 2° SECCION ANEXO CIUDAD DE LOS CUARTETOS,Estatal,Urbano,CIUDAD DE LOS CUARTETOS,CORDOBA,"[""7. Jóvenes y Adultos - Secundario""]",-31.3588,-64.1311,PATRICIOS ESTE
140542808,C.E.N.M.A. PARQUE LICEO 2° SECCION ANEXO SEDE RACING DE CORDOBA,Estatal,Urbano,NUEVA ITALIA,CORDOBA,"[""7. Jóvenes y Adultos - Secundario""]",-31.3889,-64.1429,LOS PINOS
140543900,COLEGIO CENTRO EDUCATIVO MAIMONIDES,Privado,Urbano,PADRE CLARET,CORDOBA,"[""1. Común - Primario""]",-31.3562,-64.2393,LOS BOULEVARES
140544800,C.E.N.M.A. PERIFERICOS DE ARGUELLO,Estatal,Urbano,QUINTAS DE ARGUELLO,CORDOBA,"[""7. Jóvenes y Adultos - Secundario""]",-31.3389,-64.2702,LA SALLE
140544801,C.E.N.M.A. PERIFERICOS DE ARGUELLO ANEXO BARRIO I.P.V.,Estatal,Urbano,I.P.V.,CORDOBA,"[""7. Jóvenes y Adultos - Secundario""]",-31.3315,-64.2462,CERRITO AUTODROMO
140544802,C.E.N.M.A. PERIFERICOS DE ARGUELLO ANEXO BARRIO VILLA CORNU,Estatal,Urbano,16 DE NOVIEMBRE,CORDOBA,"[""7. Jóvenes y Adultos - Secundario""]",-31.3158,-64.2676,VILLA CORNU
140544803,C.E.N.M.A. PERIFERICOS DE ARGUELLO ANEXO SEDE BARRIO VILLA URQUIZA,Estatal,Urbano,VILLA URQUIZA,CORDOBA,"[""7. Jóvenes y Adultos - Secundario""]",-31.3911,-64.2405,VILLA SIBURU
140544804,C.E.N.M.A. PERIFERICOS DE ARGUELLO ANEXO SEDE EDUCACION A DISTANCIA,Estatal,Urbano,IPV ARGUELLO NORTE,CORDOBA,"[""7. Jóvenes y Adultos - Secundario""]",-31.3332,-64.2447,CERRITO AUTODROMO
140545400,INSTITUTO SOR MARIA ANTONIA DE PAZ Y FIGUEROA,Privado,Urbano,YOFRE NORTE,CORDOBA,"[""2. Común - Secundario""]",-31.3855,-64.1345,YOFRE NORTE
140545500,I.P.E.M. Nº 377 JUSTO IRAZABAL CURA VASCO,Estatal,Urbano,CIUDAD OBISPO ANGELELLI,CORDOBA,"[""2. Común - Secundario""]",-31.5007,-64.1907,VILLA RIVADAVIA
140544103,INSTITUTO TECNICO SUPERIOR CORDOBA - ANEXO EXTENSION AULICA B° GENERAL PAZ,Estatal,Urbano,GENERAL PAZ,CORDOBA,"[""3. Común - Superior""]",-31.405,-64.168,GENERAL PUEYRREDON
140544107,INSTITUTO TECNICO SUPERIOR CORDOBA - ANEXO EXTENSION AULICA B° VILLA EL LIBERTADOR,Estatal,Urbano,VILLA EL LIBERTADOR,CORDOBA,"[""3. Común - Superior""]",-31.4686,-64.2178,VILLA EL LIBERTADOR
140546000,KUMELEN ESCUELA,Privado,Urbano,SAN CARLOS,CORDOBA,"[""1. Común - Primario""]",-31.5098,-64.1742,VILLA RIVADAVIA
140547400,ESCUELA EXPERIMENTAL CON ENFASIS EN TECNOLOGIAS DE LA INFORMACION Y LA COMUNICACION,Estatal,Urbano,SAN VICENTE ,CORDOBA,"[""2. Común - Secundario""]",-31.4243,-64.1689,CRISOL SUD
140549000,C.E.N.M.A. CORONEL OLMEDO,Estatal,Urbano,CORONEL OLMEDO,CORDOBA,"[""7. Jóvenes y Adultos - Secundario""]",-31.4807,-64.1424,VILLA CORONEL OLMEDO
140549001,C.E.N.M.A. CORONEL OLMEDO ANEXO Bº YAPEYU,Estatal,Urbano,YAPEYU,CORDOBA,"[""7. Jóvenes y Adultos - Secundario""]",-31.4102,-64.1525,YAPEYU
140549100,INSTITUTO DE ESTUDIOS SUPERIORES SIGLO 21 COLEGIO UNIVERSITARIO,Privado,Urbano,NUEVA CORDOBA,CORDOBA,"[""7. Jóvenes y Adultos - Secundario""]",-31.4227,-64.1843,GUEMES
140549500,SAN ANTONIO DE PADUA,Privado,Urbano,SAN VICENTE,CORDOBA,"[""7. Jóvenes y Adultos - Secundario""]",-31.4225,-64.1573,YAPEYU
140549900,I.P.E.T. N° 383,Estatal,Urbano,MATIENZO,CORDOBA,"[""2. Común - Secundario""]",-31.4445,-64.2373,ESTACION FLORES
140549007,C.E.N.M.A. CORONEL OLMEDO ANEXO SEDE B° CARCANO,Estatal,Urbano,CARCANO,CORDOBA,"[""7. Jóvenes y Adultos - Secundario""]",-31.4638,-64.1434,RAMON J CARCANO
140549006,C.E.N.M.A. CORONEL OLMEDO ANEXO SEDE B° CIUDAD DE MI ESPERANZA,Estatal,Urbano,CIUDAD DE MI ESPERANZA,CORDOBA,"[""7. Jóvenes y Adultos - Secundario""]",-31.4024,-64.0632,VILLA LA MERCED
140549005,C.E.N.M.A. CORONEL OLMEDO ANEXO SEDE CHACRA DE LA MERCED,Estatal,Urbano,CHACRA DE LA MERCED,CORDOBA,"[""7. Jóvenes y Adultos - Secundario""]",-31.4035,-64.0889,CENTRO
140549003,C.E.N.M.A. CORONEL OLMEDO ANEXO SEDE Bº NUESTRO HOGAR III,Estatal,Urbano,NUESTRO HOGAR III,CORDOBA,"[""7. Jóvenes y Adultos - Secundario""]",-31.4999,-64.1989,VILLA RIVADAVIA
140549002,C.E.N.M.A. CORONEL OLMEDO ANEXO SEDE Bº YAPEYU,Estatal,Urbano,YAPEYU,CORDOBA,"[""7. Jóvenes y Adultos - Secundario""]",-31.4151,-64.1505,YAPEYU
140551000,INSTITUTO PARROQUIAL JUAN PABLO II,Privado,Urbano,AMPLIACION 1° DE MAYO,CORDOBA,"[""2. Común - Secundario""]",-31.4437,-64.1138,VILLA BUSTOS
140553300,C.E.N.M.A. BARRIO ACOSTA,Estatal,Urbano,ACOSTA,CORDOBA,"[""7. Jóvenes y Adultos - Secundario""]",-31.4256,-64.1218,COLONIA LOLA
140554100,INSTITUTO TECNOLOGICO ISAAC NEWTON,Privado,Urbano,VILLA WARCALDE,CORDOBA,"[""2. Común - Secundario""]",-31.3422,-64.2949,VILLA RIVERA INDARTE
140554200,C.E.N.M.A. BARRIO PARQUE FUTURA,Estatal,Urbano,PARQUE FUTURA,CORDOBA,"[""7. Jóvenes y Adultos - Secundario""]",-31.4796,-64.2483,PARQUE FUTURA
