cueanexo,nombre,est_sector,est_ambito,est_barrio,est_localidad,nivel,lat,lon,barrio_asignado
140125200,J.DE INF. EJERCITO ARGENTINO,Estatal,Urbano,JARDIN DEL PILAR,CORDOBA,"[""0. Común - Inicial""]",-31.4459,-64.1542,JARDIN DEL PILAR
140126300,J.DE INF. RAUL ANGEL FERREYRA,Estatal,Urbano,S.E.P.,CORDOBA,"[""0. Común - Inicial""]",-31.4598,-64.1632,CERVECEROS
140126400,J.DE INF. FEDERICO FRÖEBEL,Estatal,Urbano,OÑA,CORDOBA,"[""0. Común - Inicial""]",-31.4496,-64.1659,BIALET MASSE
140126800,ESC.ESP. BLANCA ESTELA FEIT,Estatal,Urbano,LAS PALMAS,CORDOBA,"[""4. Especial""]",-31.4076,-64.2348,QUINTA SANTA ANA
140126900,ESC. ESP. Y FORM.LABORAL Nº 19 BEATRIZ.A.MARTINEZ ALLIO,Estatal,Urbano,CIUDAD UNIVERSITARIA,CORDOBA,"[""4. Especial""]",-31.4409,-64.1935,LAS FLORES
140127100,J.DE INF. SANTIAGO DE LAS CARRERAS,Estatal,Urbano,GENERAL PAZ,CORDOBA,"[""0. Común - Inicial""]",-31.4148,-64.1683,YAPEYU
140127200,ESCUELA SANTIAGO DE LAS CARRERAS,Estatal,Urbano,GENERAL PAZ,CORDOBA,"[""1. Común - Primario""]",-31.4145,-64.1686,YAPEYU
140127300,COLEGIO ESCUELAS PIAS,Privado,Urbano,GENERAL PAZ,CORDOBA,"[""0. Común - Inicial"",""1. Común - Primario""]",-31.4139,-64.1665,YAPEYU
140127400,INST. DE ED. ESP. EL SOL,Privado,Urbano,SAN MARTIN,CORDOBA,"[""4. Especial""]",-31.3945,-64.1952,SAN MARTIN
140127700,J.DE INF. GOBERNADOR EMILIO F. OLMOS,Estatal,Urbano,PARQUE CAPITAL,CORDOBA,"[""0. Común - Inicial""]",-31.4308,-64.2188,ROSEDAL ANEXO
140129200,ESCUELA JUAN ZORRILLA DE SAN MARTIN,Estatal,Urbano,CERRO DE LAS ROSAS,CORDOBA,"[""1. Común - Primario""]",-31.3729,-64.2348,COLINAS DEL CERRO
140129300,ESCUELA PRIMERA JUNTA,Estatal,Urbano,VILLA CENTENARIO,CORDOBA,"[""1. Común - Primario""]",-31.364,-64.2311,COLINAS DEL CERRO
140129400,J.DE INF. PRIMERA JUNTA,Estatal,Urbano,VILLA CENTENARIO,CORDOBA,"[""0. Común - Inicial""]",-31.3636,-64.2303,LOS BOULEVARES
140129500,ESCUELA NOCTURNA FRAY JUSTO SANTA MARIA DE ORO,Estatal,Urbano,SAN VICENTE,CORDOBA,"[""6. Jóvenes y Adultos - Primario""]",-31.4206,-64.1388,MALDONADO
140129600,J.DE INF. GRECIA,Estatal,Urbano,SAN VICENTE,CORDOBA,"[""0. Común - Inicial""]",-31.4198,-64.1395,MALDONADO
140129700,J.DE INF. GENERAL MARTIN GUEMES,Estatal,Urbano,MULLER,CORDOBA,"[""0. Común - Inicial""]",-31.4121,-64.1403,MALDONADO
140129800,COLEGIO SAN ANTONIO DE PADUA,Privado,Urbano,SAN VICENTE,CORDOBA,"[""1. Común - Primario""]",-31.4225,-64.1573,YAPEYU
140130200,ESCUELA JOSE MARIA BEDOYA,Estatal,Urbano,SAN VICENTE,CORDOBA,"[""1. Común - Primario""]",-31.4255,-64.149,YAPEYU
140213900,J.DE INF. MAHATMA GANDHI,Estatal,Urbano,LA FRANCE,CORDOBA,"[""0. Común - Inicial""]",-31.3742,-64.2083,ANA MARIA ZUMARAN
140131600,J.DE INF. JAVIER LASCANO COLODRERO,Estatal,Urbano,ARGUELLO,CORDOBA,"[""0. Común - Inicial""]",-31.3355,-64.2588,ARGUELLO
140131700,SAUL TABORDA,Estatal,Urbano,VILLA 9 DE JULIO,CORDOBA,"[""0. Común - Inicial"",""1. Común - Primario"",""6. Jóvenes y Adultos - Primario""]",-31.3288,-64.2737,VILLA 9 DE JULIO
140131701,SAUL TABORDA ANEXO CENTRO VECINAL VILLA SERRANA,Estatal,Urbano,VILLA SERRANA,CORDOBA,"[""6. Jóvenes y Adultos - Primario""]",-31.3301,-64.2787,VILLA 9 DE JULIO
140131800,ESCUELA NOCTURNA DOMINGO F. SARMIENTO,Estatal,Urbano,ARGUELLO,CORDOBA,"[""6. Jóvenes y Adultos - Primario""]",-31.3355,-64.2583,ARGUELLO
140134000,J.DE INF. JUAN ZORRILLA DE SAN MARTIN,Estatal,Urbano,CERRO DE LAS ROSAS,CORDOBA,"[""0. Común - Inicial""]",-31.373,-64.2358,COLINAS DEL CERRO
140135300,ESCUELA GABRIELA MISTRAL,Estatal,Urbano,QUEBRADA LAS ROSAS,CORDOBA,"[""1. Común - Primario""]",-31.3937,-64.2555,LOS ROBLES
140135400,J.DE INF. GABRIELA MISTRAL,Estatal,Urbano,QUEBRADA LAS ROSAS,CORDOBA,"[""0. Común - Inicial""]",-31.3937,-64.2554,LOS ROBLES
140135600,J.DE INF. ANTARTIDA ARGENTINA,Estatal,Urbano,MILITAR GENERAL DEHEZA,CORDOBA,"[""0. Común - Inicial""]",-31.3957,-64.2722,PARQUE DON BOSCO
140135700,ESCUELA NOCTURNA EULOGIA SALVATIERRA DE PALACIO,Estatal,Urbano,ALTO ALBERDI,CORDOBA,"[""6. Jóvenes y Adultos - Primario""]",-31.4021,-64.211,VILLA PAEZ
140136000,J.DE INF. ROSARIO VERA PEÑALOZA,Estatal,Urbano,LOS GRANADOS,CORDOBA,"[""0. Común - Inicial""]",-31.4248,-64.2389,AMEGHINO NORTE
140135702,ESCUELA NOCTURNA EULOGIA SALVATIERRA DE PALACIO ANEXO REPUBLICA DEL ECUADOR,Estatal,Urbano,RESIDENCIAL SAN ROQUE,CORDOBA,"[""6. Jóvenes y Adultos - Primario""]",-31.4224,-64.2433,RESIDENCIAL SAN ROQUE
140135706,ESCUELA NOCTURNA EULOGIA SALVATIERRA DE PALACIO ANEXO Bº RENE FAVALORO,Estatal,Urbano,RENE FAVALORO,CORDOBA,"[""6. Jóvenes y Adultos - Primario""]",-31.409,-64.2327,QUINTA SANTA ANA
140136400,J.DE INF. ARTURO CAPDEVILA,Estatal,Urbano,AMEGHINO NORTE,CORDOBA,"[""0. Común - Inicial""]",-31.431,-64.2328,AMEGHINO NORTE
140136500,J.DE INF. REPUBLICA DEL PERU,Estatal,Urbano,LOS NARANJOS,CORDOBA,"[""0. Común - Inicial""]",-31.4287,-64.2191,ROSEDAL ANEXO
140136700,ESCUELA DALMACIO VELEZ SARSFIELD,Estatal,Urbano,ALTO ALBERDI,CORDOBA,"[""1. Común - Primario""]",-31.4051,-64.2126,ALBERDI
140136800,COLEGIO SAN LUIS GONZAGA,Privado,Urbano,ALTO ALBERDI,CORDOBA,"[""0. Común - Inicial"",""1. Común - Primario""]",-31.4048,-64.2092,ALBERDI
140137000,ESCUELA PRIMER TENIENTE AVILA,Estatal,Urbano,PARQUE REPUBLICA,CORDOBA,"[""1. Común - Primario""]",-31.4162,-64.2628,PARQUE REPUBLICA
140137200,ESCUELA ALAS ARGENTINAS,Estatal,Urbano,ESTACION FLORES,CORDOBA,"[""1. Común - Primario""]",-31.4509,-64.2472,ESTACION FLORES
140137300,INST. SUP. DE CULTURAS ABORIGENES,Privado,Urbano,ALTO ALBERDI,CORDOBA,"[""3. Común - Superior""]",-31.4035,-64.2098,ALBERDI
140137600,J.DE INF. PRIMER TENIENTE AVILA,Estatal,Urbano,PARQUE REPUBLICA,CORDOBA,"[""0. Común - Inicial""]",-31.4157,-64.2639,PARQUE REPUBLICA
140137700,J.DE INF. MANUEL E. PEREZ BULNES,Estatal,Urbano,LAS VIOLETAS,CORDOBA,"[""0. Común - Inicial""]",-31.4104,-64.2525,LAS VIOLETAS
140138000,J.DE INF. HUGO WAST,Estatal,Urbano,CACERES,CORDOBA,"[""0. Común - Inicial""]",-31.4357,-64.1982,BELLA VISTA
140138100,ESCUELA NOCTURNA GENERAL SAN MARTIN,Estatal,Urbano,SAN MARTIN,CORDOBA,"[""6. Jóvenes y Adultos - Primario""]",-31.3979,-64.1986,SAN MARTIN
140138200,J.DE INF. MIGUEL R. DE LA TORRE,Estatal,Urbano,ALTO VERDE,CORDOBA,"[""0. Común - Inicial""]",-31.3711,-64.2205,LAS MARGARITAS
140138101,ESCUELA NOCTURNA GENERAL SAN MARTIN ANEXO EXT. AULICA Bº NUEVA CORDOBA ,Estatal,Urbano,,CORDOBA,"[""6. Jóvenes y Adultos - Primario""]",-31.423,-64.1833,GUEMES
140154900,J.DE INF. ARZOBISPO CASTELLANO,Estatal,Urbano,SUAREZ,CORDOBA,"[""0. Común - Inicial""]",-31.441,-64.211,FERRER
140155000,J.DE INF. PROVINCIA DE CATAMARCA,Estatal,Urbano,LAS FLORES,CORDOBA,"[""0. Común - Inicial""]",-31.4511,-64.2008,LAS FLORES
140155200,ESCUELA JAVIER LAZCANO COLODRERO,Estatal,Urbano,ARGUELLO,CORDOBA,"[""1. Común - Primario""]",-31.3356,-64.2584,ARGUELLO
140155500,J.DE INF. BARTOLOME MITRE,Estatal,Urbano,RESIDENCIAL OLIVOS,CORDOBA,"[""0. Común - Inicial""]",-31.4343,-64.2108,BELLA VISTA
140155600,ESCUELA ARZOBISPO CASTELLANO,Estatal,Urbano,SUAREZ,CORDOBA,"[""1. Común - Primario""]",-31.4411,-64.2115,FERRER
140155700,J.DE INF. AERONAUTICA ARGENTINA,Estatal,Urbano,MATIENZO,CORDOBA,"[""0. Común - Inicial""]",-31.4393,-64.2371,AMEGHINO NORTE
140155800,ESCUELA AERONAUTICA ARGENTINA,Estatal,Urbano,MATIENZO,CORDOBA,"[""1. Común - Primario""]",-31.4392,-64.2373,AMEGHINO NORTE
140156300,J.DE INF. DON ORIONE,Privado,Urbano,SANTA ISABEL 1RA. SECCION,CORDOBA,"[""0. Común - Inicial""]",-31.4758,-64.2354,SANTA ISABEL SECCION 1
140158500,ESCUELA PROVINCIA SANTIAGO DEL ESTERO,Estatal,Urbano,VILLA EL LIBERTADOR,CORDOBA,"[""1. Común - Primario""]",-31.48,-64.2107,COMERCIAL
140158800,COLEGIO SAN JOSE OBRERO,Privado,Urbano,VILLA EL LIBERTADOR,CORDOBA,"[""1. Común - Primario""]",-31.4783,-64.2157,COMERCIAL
140160600,J.DE INF. JOSE MARIA TORRES,Estatal,Urbano,SAN VICENTE,CORDOBA,"[""0. Común - Inicial""]",-31.4221,-64.1501,YAPEYU
140161300,ESCUELA NOCTURNA MANUELA PEDRAZA,Estatal,Urbano,BELLA VISTA,CORDOBA,"[""6. Jóvenes y Adultos - Primario""]",-31.4413,-64.2117,FERRER
140161400,ESCUELA BARTOLOME MITRE,Estatal,Urbano,OLIVOS,CORDOBA,"[""1. Común - Primario""]",-31.4301,-64.209,BELLA VISTA
140162400,JORGE LUIS BORGES,Estatal,Urbano,QUINTAS DE SAN JORGE,CORDOBA,"[""0. Común - Inicial"",""1. Común - Primario""]",-31.3735,-64.132,RESIDENCIAL SAN JORGE
140163000,DOCTOR DONATO LATELLA FRIAS,Estatal,Urbano,PATRICIOS ESTE,CORDOBA,"[""0. Común - Inicial"",""1. Común - Primario""]",-31.3679,-64.1351,PATRICIOS ESTE
140169300,ESCUELA SUPERIOR DE CERAMICA FERNANDO ARRANZ,Estatal,Urbano,ROGELIO MARTINEZ,CORDOBA,"[""3. Común - Superior"",""8. Artística""]",-31.4346,-64.1744,CRISOL SUD
140169500,COLEGIO SAN PATRICIO,Privado,Urbano,JARDIN HIPODROMO,CORDOBA,"[""0. Común - Inicial"",""1. Común - Primario""]",-31.4613,-64.1872,INAUDI
140169900,COLEGIO AMERICA,Privado,Urbano,VILLA AZALAIS,CORDOBA,"[""0. Común - Inicial"",""1. Común - Primario""]",-31.3771,-64.1552,VILLA AZALAIS
140174300,ESCUELA CANONIGO MANUEL AVELINO PIÑERO,Estatal,Urbano,CAMPO DE LA RIBERA,CORDOBA,"[""1. Común - Primario""]",-31.4103,-64.1324,MALDONADO
140174500,COOPERATIVISMO ARGENTINO DOCTOR RAMON BAUTISTA MESTRE,Estatal,Urbano,RENACIMIENTO,CORDOBA,"[""0. Común - Inicial"",""1. Común - Primario""]",-31.419,-64.1217,RENACIMIENTO
140193100,ESCUELA REPUBLICA DE SIRIA,Estatal,Urbano,PARQUE ATLANTICA,CORDOBA,"[""1. Común - Primario""]",-31.4528,-64.2105,FERRER
140193600,COLEGIO MATER PURISSIMA,Privado,Urbano,ALTO VERDE,CORDOBA,"[""0. Común - Inicial"",""1. Común - Primario""]",-31.3691,-64.2157,LAS MARGARITAS
140206000,J.DE INF. RICARDO PALMA,Estatal,Urbano,VILLA BELGRANO,CORDOBA,"[""0. Común - Inicial""]",-31.3613,-64.2522,COLINAS DEL CERRO
140211800,J.DE INF. PROVINCIA DE CORRIENTES,Estatal,Urbano,ESCOBAR,CORDOBA,"[""0. Común - Inicial""]",-31.3919,-64.217,VILLA SIBURU
140211900,J.DE INF. PRESIDENTE KENNEDY,Estatal,Urbano,VILLA CABRERA,CORDOBA,"[""0. Común - Inicial""]",-31.3881,-64.2087,VILLA PAEZ
140212200,J.DE INF. EJERCITO DE LOS ANDES,Estatal,Urbano,SAN MARTIN,CORDOBA,"[""0. Común - Inicial""]",-31.4027,-64.1923,SAN MARTIN
140212700,J.DE INF. REPUBLICA DE SIRIA,Estatal,Urbano,RESIDENCIAL VELEZ SARSFIELD,CORDOBA,"[""0. Común - Inicial""]",-31.4486,-64.2078,FERRER
140213000,ESCUELA YAPEYU,Estatal,Urbano,IRUPE,CORDOBA,"[""1. Común - Primario""]",-31.4604,-64.2036,CABO FARINA
140221200,J.DE INF. DOCTOR RAMON J. CARCANO,Estatal,Urbano,GENERAL PAZ,CORDOBA,"[""0. Común - Inicial""]",-31.411,-64.1649,GENERAL PUEYRREDON
140221700,J.DE INF. PROF. MIGUEL LUCIANI,Estatal,Urbano,RAMON J. CARCANO,CORDOBA,"[""0. Común - Inicial""]",-31.4641,-64.1477,RAMON J CARCANO
140221800,J.DE INF. LIBERTADOR GENERAL SAN MARTIN,Estatal,Urbano,FERREYRA,CORDOBA,"[""0. Común - Inicial""]",-31.4614,-64.1108,FERREYRA
140222000,J.DE INF. CONSTANCIO C. VIGIL,Estatal,Urbano,SAN LORENZO SUD,CORDOBA,"[""0. Común - Inicial""]",-31.454,-64.1096,SAN LORENZO
140222300,ESCUELA CONSTANCIO C. VIGIL,Estatal,Urbano,SAN LORENZO SUD,CORDOBA,"[""1. Común - Primario""]",-31.454,-64.1095,SAN LORENZO
140222400,ESCUELA JUAN XXIII,Estatal,Urbano,NICOLAS AVELLANEDA,CORDOBA,"[""1. Común - Primario""]",-31.463,-64.1041,LOS SAUCES
140222500,J.DE INF. JUAN XXIII,Estatal,Urbano,NICOLAS AVELLANEDA,CORDOBA,"[""0. Común - Inicial""]",-31.4629,-64.1042,LOS SAUCES
140222800,ESCRIBANO OSCAR SOTO LOPEZ,Estatal,Urbano,LOS SAUCES,CORDOBA,"[""0. Común - Inicial"",""1. Común - Primario""]",-31.462,-64.0983,LOS SAUCES
140222900,J.DE INF. FRAY JUSTO SANTA MARIA DE ORO,Estatal,Urbano,1º DE MAYO,CORDOBA,"[""0. Común - Inicial""]",-31.4354,-64.1205,EMPALME
140224800,J.DE INF. PROVINCIA DE MISIONES,Estatal,Urbano,VICOR,CORDOBA,"[""0. Común - Inicial""]",-31.4792,-64.2476,PARQUE FUTURA
140225400,J.DE INF. PATRICIAS MENDOCINAS,Estatal,Urbano,VILLA EL LIBERTADOR,CORDOBA,"[""0. Común - Inicial""]",-31.4713,-64.2232,VILLA EL LIBERTADOR
140225500,ESCUELA NOCTURNA LUIS MARIA DRAGO,Estatal,Urbano,VILLA EL LIBERTADOR,CORDOBA,"[""6. Jóvenes y Adultos - Primario""]",-31.4714,-64.2229,VILLA EL LIBERTADOR
140225600,J.DE INF. MERCEDITAS BALCARCE DE SAN MARTIN,Estatal,Urbano,SAN MARTIN,CORDOBA,"[""0. Común - Inicial""]",-31.3921,-64.1933,SAN MARTIN
140225700,COLEGIO INSTITUCION JOSE PEÑA,Privado,Urbano,VILLA CABRERA,CORDOBA,"[""1. Común - Primario""]",-31.3837,-64.2173,LAS MARGARITAS
140225800,ESCUELA PATRICIAS MENDOCINAS,Estatal,Urbano,VILLA EL LIBERTADOR,CORDOBA,"[""1. Común - Primario""]",-31.4713,-64.2229,VILLA EL LIBERTADOR
140226000,ESCUELA MANUEL BELGRANO,Estatal,Urbano,PARQUE VELEZ SARSFIELD,CORDOBA,"[""1. Común - Primario""]",-31.443,-64.206,FERRER
140226100,ESCUELA BANDERA ARGENTINA,Estatal,Urbano,SANTA ISABEL 1RA. SECCION,CORDOBA,"[""1. Común - Primario""]",-31.471,-64.2347,CONGRESO
140226200,ALICIA MOREAU,Estatal,Urbano,VILLA EL LIBERTADOR,CORDOBA,"[""0. Común - Inicial"",""1. Común - Primario"",""6. Jóvenes y Adultos - Primario""]",-31.4705,-64.2163,VILLA EL LIBERTADOR
140226300,J.DE INF. BANDERA ARGENTINA,Estatal,Urbano,SANTA ISABEL 1RA. SECCION,CORDOBA,"[""0. Común - Inicial""]",-31.4708,-64.2342,CONGRESO
140226400,DOCTOR CESAR ENRIQUE ROMERO,Estatal,Urbano,SACHI,CORDOBA,"[""0. Común - Inicial"",""1. Común - Primario"",""6. Jóvenes y Adultos - Primario""]",-31.4547,-64.2637,SACHI
140226500,J.DE INF. JOSE MARMOL,Estatal,Urbano,LOS PLATANOS,CORDOBA,"[""0. Común - Inicial""]",-31.4229,-64.231,QUINTA SANTA ANA
140226700,ESCUELA MAURO FERNANDEZ,Estatal,Urbano,RESIDENCIAL SAN ROQUE,CORDOBA,"[""1. Común - Primario""]",-31.4295,-64.2425,AMEGHINO NORTE
140225507,ESCUELA NOCTURNA LUIS MARIA DRAGO ANEXO EXT. AULICA Bº GUEMES,Estatal,Urbano,GUEMES,CORDOBA,"[""6. Jóvenes y Adultos - Primario""]",-31.4286,-64.1927,GUEMES
140225505,ESCUELA NOCTURNA LUIS MARIA DRAGO ANEXO EXT. AULICA Bº VILLA RIVADAVIA,Estatal,Urbano,VILLA RIVADAVIA,CORDOBA,"[""6. Jóvenes y Adultos - Primario""]",-31.5136,-64.1907,VILLA RIVADAVIA
140227300,ESC. ESP. BILINGÜE PARA SORDOS (IBIS),Estatal,Urbano,ALTO ALBERDI,CORDOBA,"[""4. Especial""]",-31.4084,-64.2128,ALBERDI
140227400,COLEGIO SANTISIMA TRINIDAD,Privado,Urbano,SAN RAFAEL,CORDOBA,"[""1. Común - Primario""]",-31.4228,-64.2222,QUINTA SANTA ANA
140227500,ESCUELA JOSE MARIA PAZ,Estatal,Urbano,ALTO ALBERDI,CORDOBA,"[""1. Común - Primario""]",-31.4032,-64.2181,ALBERDI
140227700,ESCUELA BERNARDO DE MONTEAGUDO,Estatal,Urbano,LOS PLATANOS,CORDOBA,"[""1. Común - Primario""]",-31.4136,-64.2297,QUINTA SANTA ANA
140228000,J.DE INF. MYRIAM HAYQUEL DE ANDRES,Estatal,Urbano,VILLA LA MERCED,CORDOBA,"[""0. Común - Inicial""]",-31.4104,-64.0633,VILLA LA MERCED
140228100,ESCUELA RICARDO GUIRALDES,Estatal,Urbano,YAPEYU,CORDOBA,"[""1. Común - Primario""]",-31.4103,-64.1528,YAPEYU
140228200,COLEGIO ESPIRITU SANTO,Privado,Urbano,PARQUE LICEO 1RA. SECCION,CORDOBA,"[""1. Común - Primario""]",-31.3506,-64.1742,REMEDIOS DE ESCALADA
140228300,J.DE INF. ESPIRITU SANTO,Privado,Urbano,PARQUE LICEO 1RA. SECCION,CORDOBA,"[""0. Común - Inicial""]",-31.3511,-64.1739,PARQUE LICEO SECCION 2
140228400,J.DE INF. RICARDO ROJAS,Estatal,Urbano,PARQUE LICEO 2DA. SECCION,CORDOBA,"[""0. Común - Inicial""]",-31.3548,-64.1639,PARQUE LICEO SECCION 2
140228600,J.DE INF. DR. HENOCH D. AGUIAR,Estatal,Urbano,LOS GIGANTES,CORDOBA,"[""0. Común - Inicial""]",-31.3635,-64.1682,VILLA AZALAIS OESTE
140228700,ESCUELA RICARDO ROJAS,Estatal,Urbano,PARQUE LICEO 2DA. SECCION,CORDOBA,"[""1. Común - Primario""]",-31.3547,-64.1638,PARQUE LICEO SECCION 2
140228800,ESCUELA DR. HENOCH DOMINGO AGUIAR,Estatal,Urbano,LOS GIGANTES,CORDOBA,"[""1. Común - Primario""]",-31.3638,-64.1675,PARQUE LICEO SECCION 2
140229100,ESCUELA U.N.E.S.C.O.,Estatal,Urbano,GUIÑAZU,CORDOBA,"[""1. Común - Primario""]",-31.3134,-64.1757,GUINAZU
140229600,ESCUELA REPUBLICA DE LA INDIA,Estatal,Urbano,LA DOROTEA,CORDOBA,"[""1. Común - Primario""]",-31.3827,-64.1093,CENTRO
140229800,ESCUELA ANTARTIDA ARGENTINA,Estatal,Urbano,LOS PINOS,CORDOBA,"[""1. Común - Primario""]",-31.3929,-64.1419,LOS PINOS
140230000,ESCUELA ALMIRANTE GUILLERMO BROWN,Estatal,Urbano,YOFRE SUD,CORDOBA,"[""1. Común - Primario""]",-31.3925,-64.1378,LOS PINOS
140230100,J.DE INF. ALMIRANTE G. BROWN,Estatal,Urbano,YOFRE SUD,CORDOBA,"[""0. Común - Inicial""]",-31.3925,-64.1378,LOS PINOS
140231300,ESCUELA HONORATO LACONI,Estatal,Urbano,MARQUES DE SOBREMONTE,CORDOBA,"[""1. Común - Primario""]",-31.3638,-64.1948,MARQUES DE SOBREMONTE
140270700,INST. SUP. MARIANO MORENO,Privado,Urbano,ALBERDI,CORDOBA,"[""3. Común - Superior""]",-31.4092,-64.1965,URQUIZA
140232400,ESCUELA NOCTURNA GREGORIA M. DE SAN MARTIN,Estatal,Urbano,GUIÑAZU,CORDOBA,"[""6. Jóvenes y Adultos - Primario""]",-31.3134,-64.1758,GUINAZU
140232700,ESCUELA NACIONES UNIDAS,Estatal,Urbano,REMEDIOS DE ESCALADA,CORDOBA,"[""1. Común - Primario""]",-31.3387,-64.1788,REMEDIOS DE ESCALADA
140232900,ESCUELA OLEGARIO VICTOR ANDRADE,Estatal,Urbano,VILLA RETIRO,CORDOBA,"[""1. Común - Primario""]",-31.3423,-64.1474,PARQUE LICEO SECCION 3
140233100,COLEGIO MODELO DE JUEGOS Y DEPORTES RACING,Privado,Urbano,NUEVA ITALIA,CORDOBA,"[""1. Común - Primario""]",-31.3889,-64.1429,LOS PINOS
140233200,J.DE INF. HIJAS DE MARIA INMACULADA,Privado,Urbano,VILLA CORINA,CORDOBA,"[""0. Común - Inicial""]",-31.3783,-64.1431,NUEVA ITALIA
140233400,COLEGIO HIJAS DE MARIA INMACULADA,Privado,Urbano,VILLA CORINA,CORDOBA,"[""1. Común - Primario""]",-31.3786,-64.1431,NUEVA ITALIA
140232600,ESCUELA NOCTURNA HEROES DE MALVINAS,Estatal,Urbano,REMEDIOS DE ESCALADA,CORDOBA,"[""6. Jóvenes y Adultos - Primario""]",-31.3387,-64.179,REMEDIOS DE ESCALADA
140234700,ESCUELA FRANCISCO VIDAL,Estatal,Urbano,PANAMERICANO,CORDOBA,"[""1. Común - Primario""]",-31.3681,-64.1824,HIPOLITO IRIGOYEN
140234800,J.DE INF. PAULA ALBARRACIN DE SARMIENTO,Estatal,Urbano,VILLA AZALAIS OESTE,CORDOBA,"[""0. Común - Inicial""]",-31.3678,-64.1748,VILLA AZALAIS OESTE
140234900,J.DE INF. FRANCISCO VIDAL,Estatal,Urbano,PANAMERICANO,CORDOBA,"[""0. Común - Inicial""]",-31.3674,-64.1818,VILLA AZALAIS OESTE
140235000,ESCUELA ARTURO CAPDEVILA,Estatal,Urbano,MARIANO FRAGUEIRO,CORDOBA,"[""1. Común - Primario""]",-31.368,-64.187,HIPOLITO IRIGOYEN
140235800,COLEGIO CRISTO REY,Privado,Urbano,GENERAL BUSTOS,CORDOBA,"[""1. Común - Primario""]",-31.3916,-64.1707,GENERAL BUSTOS
140235900,INST. SUP. SOR MARIA ANTONIA DE PAZ Y FIGUEROA,Privado,Urbano,YOFRE NORTE,CORDOBA,"[""3. Común - Superior""]",-31.3856,-64.1346,YOFRE NORTE
140236000,ESCUELA MARIANO MORENO,Estatal,Urbano,ALBERDI,CORDOBA,"[""1. Común - Primario""]",-31.4077,-64.1999,URQUIZA
140236300,COLEGIO DE SAN JOSE (H.H.DOMINICAS),Privado,Urbano,ALBERDI,CORDOBA,"[""0. Común - Inicial"",""1. Común - Primario""]",-31.4135,-64.1982,URQUIZA
140239000,ESCUELA JUAN M. DE PUEYRREDON,Estatal,Urbano,EMPALME,CORDOBA,"[""1. Común - Primario""]",-31.4396,-64.1266,EMPALME
140236900,J.DE INF. GREGORIA MATORRAS DE SAN MARTIN,Estatal,Urbano,MARIA LASTENIA,CORDOBA,"[""0. Común - Inicial""]",-31.3239,-64.176,GUINAZU
140238900,ESCUELA 9 DE JULIO,Estatal,Urbano,PARQUE DEAN FUNES,CORDOBA,"[""1. Común - Primario""]",-31.4443,-64.1212,VILLA BUSTOS
140239100,COLEGIO CARLOS MARIA DE ALVEAR,Privado,Urbano,ITUZAINGO,CORDOBA,"[""1. Común - Primario""]",-31.4649,-64.0981,LOS SAUCES
140239200,J.DE INF. CARLOS MARIA DE ALVEAR,Privado,Urbano,ITUZAINGO,CORDOBA,"[""0. Común - Inicial""]",-31.4663,-64.0984,LOS SAUCES
140239300,ESCUELA MONSEÑOR M. DE ANDREA,Estatal,Urbano,FERROVIARIO MITRE,CORDOBA,"[""1. Común - Primario""]",-31.4343,-64.1363,ACOSTA
140241000,ESCUELA HUGO LEONELLI,Estatal,Urbano,GRANJA DE FUNES 2º SECCION,CORDOBA,"[""1. Común - Primario""]",-31.3335,-64.2425,CERRITO AUTODROMO
140241100,MAESTRO MANUEL GREGORIO OLIVA,Estatal,Urbano,MERCANTIL,CORDOBA,"[""0. Común - Inicial"",""1. Común - Primario""]",-31.3186,-64.2583,MERCANTIL
140241200,J.DE INF. RICARDO NASSIF,Estatal,Urbano,IPV ARGUELLO NORTE,CORDOBA,"[""0. Común - Inicial""]",-31.3363,-64.2465,CERRITO AUTODROMO
140241300,J.DE INF. REPUBLICA DE PANAMA,Estatal,Urbano,COLINAS DEL CERRO,CORDOBA,"[""0. Común - Inicial""]",-31.3791,-64.2483,COLINAS DEL CERRO
140241500,ESCUELA REPUBLICA DE PANAMA,Estatal,Urbano,COLINAS DEL CERRO,CORDOBA,"[""1. Común - Primario""]",-31.3792,-64.2481,COLINAS DEL CERRO
140242900,ESC. ESP. DR. DOMINGO CABRED,Estatal,Urbano,CIUDAD UNIVERSITARIA,CORDOBA,"[""4. Especial""]",-31.4416,-64.194,LAS FLORES
140243000,ESC. ESP. DR. JERONIMO DE MORAGAS,Estatal,Urbano,AMPLIACION SAN CARLOS,CORDOBA,"[""4. Especial""]",-31.4498,-64.1567,JARDIN DEL PILAR
140243300,J.DE INF. ROSARIO VERA PEÑALOZA,Estatal,Urbano,CENTRO,CORDOBA,"[""0. Común - Inicial""]",-31.4102,-64.1831,URQUIZA
140243500,ESCUELA NOCTURNA PAULA ALBARRACIN,Estatal,Urbano,CENTRO,CORDOBA,"[""6. Jóvenes y Adultos - Primario""]",-31.4097,-64.184,URQUIZA
140243501,ESCUELA NOCTURNA PAULA ALBARRACIN ANEXO SACRA,Estatal,Urbano,CENTRO,CORDOBA,"[""6. Jóvenes y Adultos - Primario""]",-31.4141,-64.1758,URQUIZA
140243502,ESCUELA NOCTURNA PAULA ALBARRACIN ANEXO AMMAR,Estatal,Urbano,CENTRO,CORDOBA,"[""6. Jóvenes y Adultos - Primario""]",-31.4099,-64.1771,URQUIZA
