barrio,poblacion,hogares,nbi,pct_nbi,escuelas_total,escuelas_estatales,escuelas_privadas,dispensarios_municipales,paradas_colectivo,lineas_colectivo,luminarias_reportes,comisarias,centros_vecinales,poblacion_log,pct_escuelas_privadas,escuelas_por_1000_hab,dispensarios_por_10000_hab,comisarias_por_10000_hab,paradas_por_1000_hab,centros_vecinales_por_10000_hab,tiene_escuela,tiene_dispensario,tiene_comisaria,tiene_transporte,infraestructura_score,centroide_lat,centroide_lon,area_barrio_km2,densidad_poblacional,densidad_hogares,infraestructura_por_km2,educacion_ratio_publico_privado,servicios_basicos_score,tamano_promedio_hogar,cluster_barrio,cluster_descripcion,categoria_infraestructura,tooltip_html
COOPERATIVA EL FUTURO,500.0,200.0,12.0,6.0,0,0,0,0,3,2,0,0,0,6.217,0.0,0.0,0.0,0.0,6.0,0.0,0,0,0,1,0.1111,0.0,0.0,0.04,12500.0,5000.0,2.7775,1.0,0.3333,2.5,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Baja,"<b>COOPERATIVA EL FUTURO</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 500.0<br>Score Infra: Baja"
COOPERATIVA LA HERMOSA,500.0,200.0,24.0,12.0,0,0,0,0,0,0,0,0,1,6.217,0.0,0.0,0.0,0.0,0.0,20.0,0,0,0,0,0.0,0.0,0.0,0.04,12500.0,5000.0,0.0,1.0,0.0,2.5,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Muy Baja,"<b>COOPERATIVA LA HERMOSA</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 500.0<br>Score Infra: Muy Baja"
COOPERATIVA LA UNIDAD,2120.0,508.0,32.0,6.3,0,0,0,0,8,3,0,0,1,7.66,0.0,0.0,0.0,0.0,3.77,4.72,0,0,0,1,0.0698,0.0,0.0,0.21,10095.2381,2419.0476,0.3324,1.0,0.3333,4.1732,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Muy Baja,"<b>COOPERATIVA LA UNIDAD</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 2120.0<br>Score Infra: Muy Baja"
CORDOBA IV,500.0,200.0,0.0,0.0,2,0,2,0,4,1,0,0,0,6.217,1.0,4.0,0.0,0.0,8.0,0.0,1,0,0,1,0.4257,0.0,0.0,0.09,5555.5556,2222.2222,4.73,0.3333,0.6667,2.5,1,"Núcleo Consolidado (Alto Estándar, Alta Infraestructura)",Muy Alta,"<b>CORDOBA IV</b><hr>Tipología: Núcleo Consolidado (Alto Estándar, Alta Infraestructura)<br>Pob: 500.0<br>Score Infra: Muy Alta"
CORDOBA V,500.0,200.0,1.0,0.5,0,0,0,0,2,2,0,0,0,6.217,0.0,0.0,0.0,0.0,4.0,0.0,0,0,0,1,0.0741,0.0,0.0,0.06,8333.3333,3333.3333,1.235,1.0,0.3333,2.5,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Muy Baja,"<b>CORDOBA V</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 500.0<br>Score Infra: Muy Baja"
CORRAL DE PALOS,1244.0,342.0,23.0,6.73,0,0,0,0,7,2,0,0,1,7.127,0.0,0.0,0.0,0.0,5.63,8.04,0,0,0,1,0.1043,0.0,0.0,0.13,9569.2308,2630.7692,0.8023,1.0,0.3333,3.6374,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Baja,"<b>CORRAL DE PALOS</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 1244.0<br>Score Infra: Baja"
COSTA VERDE,500.0,200.0,0.0,0.0,0,0,0,1,6,2,0,0,0,6.217,0.0,0.0,6.657,0.0,12.0,0.0,0,1,0,1,0.4444,0.0,0.0,0.09,5555.5556,2222.2222,4.9378,1.0,0.6667,2.5,1,"Núcleo Consolidado (Alto Estándar, Alta Infraestructura)",Muy Alta,"<b>COSTA VERDE</b><hr>Tipología: Núcleo Consolidado (Alto Estándar, Alta Infraestructura)<br>Pob: 500.0<br>Score Infra: Muy Alta"
COUNTRY ALTOS DEL CHATEAU,1120.0,252.0,0.0,0.0,1,0,1,0,0,0,0,0,0,7.022,1.0,0.89,0.0,0.0,0.0,0.0,1,0,0,0,0.0618,0.0,0.0,0.46,2434.7826,547.8261,0.1343,0.5,0.3333,4.4444,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Muy Baja,"<b>COUNTRY ALTOS DEL CHATEAU</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 1120.0<br>Score Infra: Muy Baja"
COUNTRY BARRANCAS,500.0,200.0,0.0,0.0,0,0,0,0,6,1,0,0,0,6.217,0.0,0.0,0.0,0.0,12.0,0.0,0,0,0,1,0.2222,0.0,0.0,0.14,3571.4286,1428.5714,1.5871,1.0,0.3333,2.5,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Media,"<b>COUNTRY BARRANCAS</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 500.0<br>Score Infra: Media"
COUNTRY CLUB,500.0,200.0,0.0,0.0,0,0,0,0,6,2,0,0,0,6.217,0.0,0.0,0.0,0.0,12.0,0.0,0,0,0,1,0.2222,0.0,0.0,0.04,12500.0,5000.0,5.555,1.0,0.3333,2.5,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Media,"<b>COUNTRY CLUB</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 500.0<br>Score Infra: Media"
COUNTRY FORTIN DEL POZO,500.0,200.0,6.0,3.0,0,0,0,0,1,2,0,0,0,6.217,0.0,0.0,0.0,0.0,2.0,0.0,0,0,0,1,0.037,0.0,0.0,0.47,1063.8298,425.5319,0.0787,1.0,0.3333,2.5,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Muy Baja,"<b>COUNTRY FORTIN DEL POZO</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 500.0<br>Score Infra: Muy Baja"
COUNTRY JOCKEY CLUB,1555.0,379.0,7.0,1.85,0,0,0,0,0,0,0,0,0,7.35,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1.22,1274.5902,310.6557,0.0,1.0,0.0,4.1029,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Muy Baja,"<b>COUNTRY JOCKEY CLUB</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 1555.0<br>Score Infra: Muy Baja"
COUNTRY LA RESERVA,795.0,207.0,2.0,0.97,0,0,0,0,0,0,0,0,0,6.68,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.39,2038.4615,530.7692,0.0,1.0,0.0,3.8406,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Muy Baja,"<b>COUNTRY LA RESERVA</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 795.0<br>Score Infra: Muy Baja"
COUNTRY LA SANTINA - COUNTRY CAMPINA DEL SUR,500.0,200.0,0.0,0.0,0,0,0,0,9,2,0,0,0,6.217,0.0,0.0,0.0,0.0,18.0,0.0,0,0,0,1,0.3333,0.0,0.0,0.28,6950.9434,2083.3333,0.5626,1.0,0.3333,2.5,1,"Núcleo Consolidado (Alto Estándar, Alta Infraestructura)",Alta,"<b>COUNTRY LA SANTINA - COUNTRY CAMPINA DEL SUR</b><hr>Tipología: Núcleo Consolidado (Alto Estándar, Alta Infraestructura)<br>Pob: 500.0<br>Score Infra: Alta"
COUNTRY LAS DELICIAS,776.0,213.0,2.0,0.94,0,0,0,0,0,0,0,0,0,6.655,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1.33,583.4586,160.1504,0.0,1.0,0.0,3.6432,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Muy Baja,"<b>COUNTRY LAS DELICIAS</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 776.0<br>Score Infra: Muy Baja"
COUNTRY LOMAS DE LA CAROLINA,1572.0,383.0,0.0,0.0,0,0,0,0,2,1,0,0,0,7.361,0.0,0.0,0.0,0.0,1.27,0.0,0,0,0,1,0.0235,0.0,0.0,1.44,1091.6667,265.9722,0.0163,1.0,0.3333,4.1044,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Muy Baja,"<b>COUNTRY LOMAS DE LA CAROLINA</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 1572.0<br>Score Infra: Muy Baja"
COUNTRY LOS ALGARROBOS,500.0,200.0,0.0,0.0,0,0,0,0,4,2,0,0,0,6.217,0.0,0.0,0.0,0.0,8.0,0.0,0,0,0,1,0.1481,0.0,0.0,0.09,5555.5556,2222.2222,1.6456,1.0,0.3333,2.5,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Media,"<b>COUNTRY LOS ALGARROBOS</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 500.0<br>Score Infra: Media"
COUNTRY LOS MIMBRES,500.0,200.0,0.0,0.0,0,0,0,0,3,1,0,0,0,6.217,0.0,0.0,0.0,0.0,6.0,0.0,0,0,0,1,0.1111,0.0,0.0,0.18,2777.7778,1111.1111,0.6172,1.0,0.3333,2.5,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Baja,"<b>COUNTRY LOS MIMBRES</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 500.0<br>Score Infra: Baja"
COUNTRY RANCH CLUB,500.0,200.0,0.0,0.0,0,0,0,0,3,1,0,0,0,6.217,0.0,0.0,0.0,0.0,6.0,0.0,0,0,0,1,0.1111,0.0,0.0,0.06,8333.3333,3333.3333,1.8517,1.0,0.3333,2.5,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Baja,"<b>COUNTRY RANCH CLUB</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 500.0<br>Score Infra: Baja"
COUNTRY VALLE ESCONDIDO,6660.0,1818.0,8.0,0.44,1,0,1,0,3,1,0,0,0,8.804,1.0,0.15,0.0,0.0,0.45,0.0,1,0,0,1,0.0187,0.0,0.0,5.38,1237.9182,337.9182,0.0035,0.5,0.6667,3.6634,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Muy Baja,"<b>COUNTRY VALLE ESCONDIDO</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 6660.0<br>Score Infra: Muy Baja"
CRISOL NORTE,1224.0,541.0,5.0,0.92,8,4,4,0,41,20,121,0,1,7.111,0.5,4.8035,0.0,0.0,24.0,8.17,1,0,0,1,0.7778,0.0,0.0,0.24,5100.0,2254.1667,3.2408,1.0,0.6667,2.2625,1,"Núcleo Consolidado (Alto Estándar, Alta Infraestructura)",Muy Alta,"<b>CRISOL NORTE</b><hr>Tipología: Núcleo Consolidado (Alto Estándar, Alta Infraestructura)<br>Pob: 1224.0<br>Score Infra: Muy Alta"
CRISOL SUD,3336.0,1124.0,10.0,0.89,7,4,3,0,17,8,152,0,1,8.113,0.429,2.1,0.0,0.0,5.1,3.0,1,0,0,1,0.2402,0.0,0.0,0.52,6415.3846,2161.5385,0.4619,1.25,0.6667,2.968,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Alta,"<b>CRISOL SUD</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 3336.0<br>Score Infra: Alta"
CUPANI,2255.0,674.0,32.0,4.75,2,0,2,1,13,6,6,0,1,7.721,1.0,0.89,4.43,0.0,5.76,4.43,1,1,0,1,0.3163,0.0,0.0,0.19,11868.4211,3547.3684,1.6647,0.3333,1.0,3.3457,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Alta,"<b>CUPANI</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 2255.0<br>Score Infra: Alta"
DE LOS BIOQUIMICOS,1265.0,348.0,25.0,7.18,0,0,0,0,13,1,0,0,1,7.144,0.0,0.0,0.0,0.0,10.28,7.91,0,0,0,1,0.1904,0.0,0.0,0.17,7441.1765,2047.0588,1.12,1.0,0.3333,3.6351,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Media,"<b>DE LOS BIOQUIMICOS</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 1265.0<br>Score Infra: Media"
DE LOS DOCENTES,500.0,200.0,0.0,0.0,0,0,0,0,3,3,0,0,2,6.217,0.0,0.0,0.0,0.0,6.0,40.0,0,0,0,1,0.1111,0.0,0.0,0.01,50000.0,20000.0,11.11,1.0,0.3333,2.5,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Baja,"<b>DE LOS DOCENTES</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 500.0<br>Score Infra: Baja"
DEAN FUNES,2124.0,682.0,22.0,3.23,2,1,1,0,27,10,87,0,1,7.662,0.5,0.94,0.0,0.0,12.71,4.71,1,0,0,1,0.3006,0.0,0.0,0.74,2870.2703,921.6216,0.4062,1.0,0.6667,3.1144,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Alta,"<b>DEAN FUNES</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 2124.0<br>Score Infra: Alta"
DIPAS,500.0,200.0,0.0,0.0,0,0,0,0,0,0,0,0,0,6.217,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,6950.9434,2083.3333,0.5626,1.0,0.0,2.5,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Muy Baja,"<b>DIPAS</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 500.0<br>Score Infra: Muy Baja"
DUCASSE,936.0,389.0,32.0,8.23,1,1,0,0,52,43,5,0,1,6.843,0.0,1.07,0.0,0.0,24.0,10.68,1,0,0,1,0.5187,0.0,0.0,0.17,5505.8824,2288.2353,3.0512,2.0,0.6667,2.4062,1,"Núcleo Consolidado (Alto Estándar, Alta Infraestructura)",Muy Alta,"<b>DUCASSE</b><hr>Tipología: Núcleo Consolidado (Alto Estándar, Alta Infraestructura)<br>Pob: 936.0<br>Score Infra: Muy Alta"
EJERCITO ARGENTINO,1845.0,624.0,8.0,1.28,3,3,0,0,37,24,64,0,1,7.521,0.0,1.63,0.0,0.0,20.05,5.42,1,0,0,1,0.4844,0.0,0.0,0.15,12300.0,4160.0,3.2293,4.0,0.6667,2.9567,1,"Núcleo Consolidado (Alto Estándar, Alta Infraestructura)",Muy Alta,"<b>EJERCITO ARGENTINO</b><hr>Tipología: Núcleo Consolidado (Alto Estándar, Alta Infraestructura)<br>Pob: 1845.0<br>Score Infra: Muy Alta"
EL BALCON,500.0,200.0,0.0,0.0,0,0,0,0,1,1,0,0,0,6.217,0.0,0.0,0.0,0.0,2.0,0.0,0,0,0,1,0.037,0.0,0.0,0.0,6950.9434,2083.3333,0.5626,1.0,0.3333,2.5,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Muy Baja,"<b>EL BALCON</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 500.0<br>Score Infra: Muy Baja"
EL BOSQUE,1590.0,407.0,6.0,1.47,0,0,0,0,6,1,0,0,1,7.372,0.0,0.0,0.0,0.0,3.77,6.29,0,0,0,1,0.0698,0.0,0.0,1.73,919.0751,235.2601,0.0403,1.0,0.3333,3.9066,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Muy Baja,"<b>EL BOSQUE</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 1590.0<br>Score Infra: Muy Baja"
EL CABILDO,5049.0,1331.0,88.0,6.61,5,5,0,1,22,4,13,0,1,8.527,0.0,0.99,1.98,0.0,4.36,1.98,1,1,0,1,0.2155,0.0,0.0,0.55,9180.0,2420.0,0.3918,6.0,1.0,3.7934,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Media,"<b>EL CABILDO</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 5049.0<br>Score Infra: Media"
EL CERRITO,3659.0,920.0,105.0,11.41,1,1,0,1,8,2,5,0,2,8.205,0.0,0.27,2.73,0.0,2.19,5.47,1,1,0,1,0.1504,0.0,0.0,0.7,5227.1429,1314.2857,0.2149,2.0,1.0,3.9772,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Media,"<b>EL CERRITO</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 3659.0<br>Score Infra: Media"
EL PRADO,500.0,200.0,0.0,0.0,0,0,0,0,4,1,0,0,0,6.217,0.0,0.0,0.0,0.0,8.0,0.0,0,0,0,1,0.1481,0.0,0.0,0.0,6950.9434,2083.3333,0.5626,1.0,0.3333,2.5,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Media,"<b>EL PRADO</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 500.0<br>Score Infra: Media"
EL PUEBLITO,1315.0,332.0,124.0,37.35,0,0,0,0,0,0,0,0,0,7.182,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.4,3287.5,830.0,0.0,1.0,0.0,3.9608,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Muy Baja,"<b>EL PUEBLITO</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 1315.0<br>Score Infra: Muy Baja"
EL QUEBRACHAL,500.0,200.0,5.0,2.5,0,0,0,0,8,1,0,0,0,6.217,0.0,0.0,0.0,0.0,16.0,0.0,0,0,0,1,0.2963,0.0,0.0,1.98,252.5253,101.0101,0.1496,1.0,0.3333,2.5,1,"Núcleo Consolidado (Alto Estándar, Alta Infraestructura)",Alta,"<b>EL QUEBRACHAL</b><hr>Tipología: Núcleo Consolidado (Alto Estándar, Alta Infraestructura)<br>Pob: 500.0<br>Score Infra: Alta"
EL QUEBRACHO,4361.0,1017.0,136.0,13.37,2,2,0,0,12,4,238,0,2,8.381,0.0,0.46,0.0,0.0,2.75,4.59,1,0,0,1,0.0828,0.0,0.0,0.76,5738.1579,1338.1579,0.1089,3.0,0.6667,4.2881,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Muy Baja,"<b>EL QUEBRACHO</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 4361.0<br>Score Infra: Muy Baja"
EL REFUGIO,1201.0,334.0,2.0,0.6,1,0,1,0,5,3,146,0,0,7.092,1.0,0.83,0.0,0.0,4.16,0.0,1,0,0,1,0.1346,0.0,0.0,0.32,3753.125,1043.75,0.4206,0.5,0.6667,3.5958,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Baja,"<b>EL REFUGIO</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 1201.0<br>Score Infra: Baja"
EL TREBOL,1264.0,412.0,6.0,1.46,0,0,0,0,5,4,60,0,1,7.143,0.0,0.0,0.0,0.0,3.96,7.91,0,0,0,1,0.0733,0.0,0.0,0.17,7435.2941,2423.5294,0.4312,1.0,0.3333,3.068,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Muy Baja,"<b>EL TREBOL</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 1264.0<br>Score Infra: Muy Baja"
EL VIEJO ALGARROBO,500.0,200.0,4.0,2.0,1,1,0,0,23,1,0,0,1,6.217,0.0,2.0,0.0,0.0,24.0,20.0,1,0,0,1,0.5832,0.0,0.0,0.24,2083.3333,833.3333,2.43,2.0,0.6667,2.5,1,"Núcleo Consolidado (Alto Estándar, Alta Infraestructura)",Muy Alta,"<b>EL VIEJO ALGARROBO</b><hr>Tipología: Núcleo Consolidado (Alto Estándar, Alta Infraestructura)<br>Pob: 500.0<br>Score Infra: Muy Alta"
EMAUS,500.0,200.0,1.0,0.5,0,0,0,0,2,1,6,0,0,6.217,0.0,0.0,0.0,0.0,4.0,0.0,0,0,0,1,0.0741,0.0,0.0,0.02,25000.0,10000.0,3.705,1.0,0.3333,2.5,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Muy Baja,"<b>EMAUS</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 500.0<br>Score Infra: Muy Baja"
EMPALME,3426.0,1140.0,12.0,1.05,7,5,2,0,7,8,79,1,0,8.139,0.286,2.04,0.0,1.5585,2.04,0.0,1,0,1,1,0.2905,0.0,0.0,0.63,5438.0952,1809.5238,0.4611,2.0,0.6667,3.0053,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Alta,"<b>EMPALME</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 3426.0<br>Score Infra: Alta"
EMPALME CASAS DE OBREROS Y EMPLEADOS,1233.0,375.0,13.0,3.47,0,0,0,0,21,11,24,0,1,7.118,0.0,0.0,0.0,0.0,17.03,8.11,0,0,0,1,0.3154,0.0,0.0,0.18,6850.0,2083.3333,1.7522,1.0,0.3333,3.288,1,"Núcleo Consolidado (Alto Estándar, Alta Infraestructura)",Alta,"<b>EMPALME CASAS DE OBREROS Y EMPLEADOS</b><hr>Tipología: Núcleo Consolidado (Alto Estándar, Alta Infraestructura)<br>Pob: 1233.0<br>Score Infra: Alta"
ESCOBAR,2180.0,733.0,7.0,0.95,4,2,2,0,17,4,456,0,0,7.688,0.5,1.83,0.0,0.0,7.8,0.0,1,0,0,1,0.2714,0.0,0.0,0.44,4954.5455,1665.9091,0.6168,1.0,0.6667,2.9741,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Alta,"<b>ESCOBAR</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 2180.0<br>Score Infra: Alta"
ESCUELA DE SUBOFICIALES,500.0,200.0,0.0,0.0,0,0,0,1,2,1,0,0,1,6.217,0.0,0.0,6.657,0.0,4.0,20.0,0,1,0,1,0.2963,0.0,0.0,0.0,6950.9434,2083.3333,0.5626,1.0,0.6667,2.5,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Alta,"<b>ESCUELA DE SUBOFICIALES</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 500.0<br>Score Infra: Alta"
ESTACION FLORES,3876.0,1024.0,124.0,12.11,5,5,0,1,13,2,287,0,1,8.263,0.0,1.29,2.58,0.0,3.35,2.58,1,1,0,1,0.2377,0.0,0.0,0.7,5537.1429,1462.8571,0.3396,6.0,1.0,3.7852,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Alta,"<b>ESTACION FLORES</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 3876.0<br>Score Infra: Alta"
ESTADIO CORDOBA,500.0,200.0,0.0,0.0,0,0,0,0,4,0,0,0,0,6.217,0.0,0.0,0.0,0.0,8.0,0.0,0,0,0,1,0.1481,0.0,0.0,0.0,6950.9434,2083.3333,0.5626,1.0,0.3333,2.5,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Media,"<b>ESTADIO CORDOBA</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 500.0<br>Score Infra: Media"
FERIAR,500.0,200.0,0.0,0.0,0,0,0,0,10,2,0,0,1,6.217,0.0,0.0,0.0,0.0,20.0,20.0,0,0,0,1,0.3704,0.0,0.0,0.0,6950.9434,2083.3333,0.5626,1.0,0.3333,2.5,1,"Núcleo Consolidado (Alto Estándar, Alta Infraestructura)",Muy Alta,"<b>FERIAR</b><hr>Tipología: Núcleo Consolidado (Alto Estándar, Alta Infraestructura)<br>Pob: 500.0<br>Score Infra: Muy Alta"
FERRER,1844.0,462.0,139.0,30.09,0,0,0,1,13,5,21,0,2,7.52,0.0,0.0,5.42,0.0,7.05,10.85,0,1,0,1,0.3115,0.0,0.0,0.21,8780.9524,2200.0,1.4833,1.0,0.6667,3.9913,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Alta,"<b>FERRER</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 1844.0<br>Score Infra: Alta"
FERREYRA,3868.0,1029.0,101.0,9.82,5,4,1,0,19,2,66,2,1,8.261,0.2,1.29,0.0,1.5585,4.91,2.59,1,0,1,1,0.2916,0.0,0.0,0.89,4346.0674,1156.1798,0.3276,2.5,0.6667,3.759,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Alta,"<b>FERREYRA</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 3868.0<br>Score Infra: Alta"
FERREYRA SEGUNDA SECCION,939.0,215.0,32.0,14.88,0,0,0,0,6,2,0,0,0,6.846,0.0,0.0,0.0,0.0,6.39,0.0,0,0,0,1,0.1183,0.0,0.0,0.1,9390.0,2150.0,1.183,1.0,0.3333,4.3674,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Baja,"<b>FERREYRA SEGUNDA SECCION</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 939.0<br>Score Infra: Baja"
FERROVIARIO MITRE,1133.0,350.0,42.0,12.0,6,5,1,0,9,9,14,0,1,7.034,0.167,4.8035,0.0,0.0,7.94,8.83,1,0,0,1,0.4804,0.0,0.0,0.18,6294.4444,1944.4444,2.6689,3.0,0.6667,3.2371,1,"Núcleo Consolidado (Alto Estándar, Alta Infraestructura)",Muy Alta,"<b>FERROVIARIO MITRE</b><hr>Tipología: Núcleo Consolidado (Alto Estándar, Alta Infraestructura)<br>Pob: 1133.0<br>Score Infra: Muy Alta"
FINCA LA DOROTEA,500.0,200.0,10.0,5.0,0,0,0,0,2,1,12,0,1,6.217,0.0,0.0,0.0,0.0,4.0,20.0,0,0,0,1,0.0741,0.0,0.0,0.15,3333.3333,1333.3333,0.494,1.0,0.3333,2.5,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Muy Baja,"<b>FINCA LA DOROTEA</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 500.0<br>Score Infra: Muy Baja"
FINCAS DEL SUR,500.0,200.0,0.0,0.0,0,0,0,0,0,0,187,0,0,6.217,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.59,847.4576,338.9831,0.0,1.0,0.0,2.5,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Muy Baja,"<b>FINCAS DEL SUR</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 500.0<br>Score Infra: Muy Baja"
