barrio,poblacion,hogares,nbi,pct_nbi,escuelas_total,escuelas_estatales,escuelas_privadas,dispensarios_municipales,paradas_colectivo,lineas_colectivo,luminarias_reportes,comisarias,centros_vecinales,poblacion_log,pct_escuelas_privadas,escuelas_por_1000_hab,dispensarios_por_10000_hab,comisarias_por_10000_hab,paradas_por_1000_hab,centros_vecinales_por_10000_hab,tiene_escuela,tiene_dispensario,tiene_comisaria,tiene_transporte,infraestructura_score,centroide_lat,centroide_lon,area_barrio_km2,densidad_poblacional,densidad_hogares,infraestructura_por_km2,educacion_ratio_publico_privado,servicios_basicos_score,tamano_promedio_hogar,cluster_barrio,cluster_descripcion,categoria_infraestructura,tooltip_html
LICEO GENERAL PAZ,628.0,200.0,14.0,7.0,0,0,0,0,0,0,14,1,1,6.444,0.0,0.0,0.0,1.5585,0.0,15.92,0,0,1,0,0.1111,0.0,0.0,1.34,468.6567,149.2537,0.0829,1.0,0.0,3.14,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Baja,"<b>LICEO GENERAL PAZ</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 628.0<br>Score Infra: Baja"
LOMAS DE SAN MARTIN,1734.0,560.0,3.0,0.54,0,0,0,0,7,4,308,0,0,7.459,0.0,0.0,0.0,0.0,4.04,0.0,0,0,0,1,0.0748,0.0,0.0,0.26,6669.2308,2153.8462,0.2877,1.0,0.3333,3.0964,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Muy Baja,"<b>LOMAS DE SAN MARTIN</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 1734.0<br>Score Infra: Muy Baja"
LOS ALAMOS,1964.0,518.0,33.0,6.37,0,0,0,0,6,3,201,0,1,7.583,0.0,0.0,0.0,0.0,3.05,5.09,0,0,0,1,0.0565,0.0,0.0,0.2,9820.0,2590.0,0.2825,1.0,0.3333,3.7915,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Muy Baja,"<b>LOS ALAMOS</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 1964.0<br>Score Infra: Muy Baja"
LOS ANGELES,766.0,282.0,0.0,0.0,3,0,3,0,15,13,4,0,0,6.642,1.0,3.92,0.0,0.0,19.58,0.0,1,0,0,1,0.6346,0.0,0.0,0.23,3330.4348,1226.087,2.7591,0.25,0.6667,2.7163,1,"Núcleo Consolidado (Alto Estándar, Alta Infraestructura)",Muy Alta,"<b>LOS ANGELES</b><hr>Tipología: Núcleo Consolidado (Alto Estándar, Alta Infraestructura)<br>Pob: 766.0<br>Score Infra: Muy Alta"
LOS ARBOLES,500.0,200.0,0.0,0.0,0,0,0,0,0,0,0,0,0,6.217,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,6950.9434,2083.3333,0.5626,1.0,0.0,2.5,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Muy Baja,"<b>LOS ARBOLES</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 500.0<br>Score Infra: Muy Baja"
LOS BOULEVARES,12277.0,3480.0,218.0,6.26,8,8,0,1,56,3,444,1,2,9.416,0.0,0.65,0.81,0.81,4.56,1.63,1,1,1,1,0.2143,0.0,0.0,10.27,1195.4236,338.851,0.0209,9.0,1.0,3.5279,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Media,"<b>LOS BOULEVARES</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 12277.0<br>Score Infra: Media"
LOS CEIBOS,826.0,249.0,7.0,2.81,0,0,0,0,8,5,23,0,1,6.718,0.0,0.0,0.0,0.0,9.69,12.11,0,0,0,1,0.1794,0.0,0.0,0.12,6883.3333,2075.0,1.495,1.0,0.3333,3.3173,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Media,"<b>LOS CEIBOS</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 826.0<br>Score Infra: Media"
LOS CHINGOLOS,1944.0,473.0,42.0,8.88,4,4,0,0,5,1,49,0,1,7.573,0.0,2.06,0.0,0.0,2.57,5.14,1,0,0,1,0.1905,0.0,0.0,0.23,8452.1739,2056.5217,0.8283,5.0,0.6667,4.1099,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Media,"<b>LOS CHINGOLOS</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 1944.0<br>Score Infra: Media"
LOS CIELOS,500.0,200.0,0.0,0.0,0,0,0,0,0,0,0,0,0,6.217,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,6950.9434,2083.3333,0.5626,1.0,0.0,2.5,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Muy Baja,"<b>LOS CIELOS</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 500.0<br>Score Infra: Muy Baja"
LOS EUCALIPTUS,1741.0,480.0,15.0,3.12,2,1,1,0,4,3,31,0,1,7.463,0.5,1.15,0.0,0.0,2.3,5.74,1,0,0,1,0.1224,0.0,0.0,0.2,8705.0,2400.0,0.612,1.0,0.6667,3.6271,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Baja,"<b>LOS EUCALIPTUS</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 1741.0<br>Score Infra: Baja"
LOS FILTROS,852.0,200.0,32.0,16.0,2,2,0,0,7,2,12,0,0,6.749,0.0,2.35,0.0,0.0,8.22,0.0,1,0,0,1,0.3153,0.0,0.0,0.2,4260.0,1000.0,1.5765,3.0,0.6667,4.26,1,"Núcleo Consolidado (Alto Estándar, Alta Infraestructura)",Alta,"<b>LOS FILTROS</b><hr>Tipología: Núcleo Consolidado (Alto Estándar, Alta Infraestructura)<br>Pob: 852.0<br>Score Infra: Alta"
LOS FRESNOS,1067.0,246.0,38.0,15.45,1,1,0,0,0,0,0,0,2,6.974,0.0,0.94,0.0,0.0,0.0,18.74,1,0,0,0,0.0652,0.0,0.0,0.14,7621.4286,1757.1429,0.4657,2.0,0.3333,4.3374,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Muy Baja,"<b>LOS FRESNOS</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 1067.0<br>Score Infra: Muy Baja"
LOS GIGANTES,4442.0,1249.0,49.0,3.92,3,3,0,0,11,2,41,0,1,8.399,0.0,0.68,0.0,0.0,2.48,2.25,1,0,0,1,0.0931,0.0,0.0,0.72,6169.4444,1734.7222,0.1293,4.0,0.6667,3.5564,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Baja,"<b>LOS GIGANTES</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 4442.0<br>Score Infra: Baja"
LOS GRANADOS,3435.0,917.0,41.0,4.47,4,3,1,0,6,2,10,0,1,8.142,0.25,1.16,0.0,0.0,1.75,2.91,1,0,0,1,0.1129,0.0,0.0,0.45,7633.3333,2037.7778,0.2509,2.0,0.6667,3.7459,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Baja,"<b>LOS GRANADOS</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 3435.0<br>Score Infra: Baja"
LOS HORNILLOS,726.0,200.0,20.0,10.0,0,0,0,0,19,5,1,0,1,6.589,0.0,0.0,0.0,0.0,24.0,13.77,0,0,0,1,0.4444,0.0,0.0,0.05,14520.0,4000.0,8.888,1.0,0.3333,3.63,1,"Núcleo Consolidado (Alto Estándar, Alta Infraestructura)",Muy Alta,"<b>LOS HORNILLOS</b><hr>Tipología: Núcleo Consolidado (Alto Estándar, Alta Infraestructura)<br>Pob: 726.0<br>Score Infra: Muy Alta"
LOS JACARANDAES,1305.0,319.0,70.0,21.94,0,0,0,0,0,0,6,0,1,7.175,0.0,0.0,0.0,0.0,0.0,7.66,0,0,0,0,0.0,0.0,0.0,0.15,8700.0,2126.6667,0.0,1.0,0.0,4.0909,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Muy Baja,"<b>LOS JACARANDAES</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 1305.0<br>Score Infra: Muy Baja"
LOS JOSEFINOS,500.0,200.0,9.0,4.5,0,0,0,1,0,0,0,0,1,6.217,0.0,0.0,6.657,0.0,0.0,20.0,0,1,0,0,0.2222,0.0,0.0,0.05,10000.0,4000.0,4.444,1.0,0.3333,2.5,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Alta,"<b>LOS JOSEFINOS</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 500.0<br>Score Infra: Alta"
LOS NARANJOS,1615.0,561.0,7.0,1.25,6,3,3,0,9,7,430,1,1,7.388,0.5,3.72,0.0,1.5585,5.57,6.19,1,0,1,1,0.4724,0.0,0.0,0.25,6460.0,2244.0,1.8896,1.0,0.6667,2.8788,1,"Núcleo Consolidado (Alto Estándar, Alta Infraestructura)",Muy Alta,"<b>LOS NARANJOS</b><hr>Tipología: Núcleo Consolidado (Alto Estándar, Alta Infraestructura)<br>Pob: 1615.0<br>Score Infra: Muy Alta"
LOS OLMOS,1859.0,541.0,21.0,3.88,2,0,2,0,13,8,56,0,1,7.528,1.0,1.08,0.0,0.0,6.99,5.38,1,0,0,1,0.2044,0.0,0.0,0.36,5163.8889,1502.7778,0.5678,0.3333,0.6667,3.4362,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Media,"<b>LOS OLMOS</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 1859.0<br>Score Infra: Media"
LOS OLMOS SUD,2486.0,636.0,48.0,7.55,1,1,0,1,19,4,19,0,2,7.819,0.0,0.4,4.02,0.0,7.64,8.05,1,1,0,1,0.3034,0.0,0.0,0.42,5919.0476,1514.2857,0.7224,2.0,1.0,3.9088,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Alta,"<b>LOS OLMOS SUD</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 2486.0<br>Score Infra: Alta"
LOS PARAISOS,5079.0,1638.0,40.0,2.44,3,0,3,0,28,6,364,0,1,8.533,1.0,0.59,0.0,0.0,5.51,1.97,1,0,0,1,0.143,0.0,0.0,0.48,10581.25,3412.5,0.2979,0.25,0.6667,3.1007,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Baja,"<b>LOS PARAISOS</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 5079.0<br>Score Infra: Baja"
LOS PINOS,1901.0,532.0,21.0,3.95,2,2,0,1,7,4,160,0,1,7.551,0.0,1.05,5.26,0.0,3.68,5.26,1,1,0,1,0.3166,0.0,0.0,0.16,11881.25,3325.0,1.9788,3.0,1.0,3.5733,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Alta,"<b>LOS PINOS</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 1901.0<br>Score Infra: Alta"
LOS PLATANOS,7003.0,2166.0,58.0,2.68,8,7,1,0,11,5,120,0,0,8.854,0.125,1.14,0.0,0.0,1.57,0.0,1,0,0,1,0.1082,0.0,0.0,0.92,7611.9565,2354.3478,0.1176,4.0,0.6667,3.2331,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Baja,"<b>LOS PLATANOS</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 7003.0<br>Score Infra: Baja"
LOS ROBLES,3479.0,958.0,144.0,15.03,4,4,0,0,8,2,203,0,1,8.155,0.0,1.15,0.0,0.0,2.3,2.87,1,0,0,1,0.1224,0.0,0.0,0.57,6103.5088,1680.7018,0.2147,5.0,0.6667,3.6315,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Baja,"<b>LOS ROBLES</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 3479.0<br>Score Infra: Baja"
LOS SAUCES,1635.0,469.0,22.0,4.69,2,2,0,1,9,2,16,0,1,7.4,0.0,1.22,6.12,0.0,5.5,6.12,1,1,0,1,0.3908,0.0,0.0,0.21,7785.7143,2233.3333,1.861,3.0,1.0,3.4861,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Muy Alta,"<b>LOS SAUCES</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 1635.0<br>Score Infra: Muy Alta"
LOS SOLES,500.0,200.0,0.0,0.0,0,0,0,0,5,1,0,0,0,6.217,0.0,0.0,0.0,0.0,10.0,0.0,0,0,0,1,0.1852,0.0,0.0,0.0,6950.9434,2083.3333,0.5626,1.0,0.3333,2.5,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Media,"<b>LOS SOLES</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 500.0<br>Score Infra: Media"
LOS SUENOS,500.0,200.0,0.0,0.0,0,0,0,0,1,1,0,0,0,6.217,0.0,0.0,0.0,0.0,2.0,0.0,0,0,0,1,0.037,0.0,0.0,0.0,6950.9434,2083.3333,0.5626,1.0,0.3333,2.5,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Muy Baja,"<b>LOS SUENOS</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 500.0<br>Score Infra: Muy Baja"
LOURDES,1413.0,318.0,50.0,15.72,1,1,0,0,26,6,7,0,1,7.254,0.0,0.71,0.0,0.0,18.4,7.08,1,0,0,1,0.39,0.0,0.0,0.13,10869.2308,2446.1538,3.0,2.0,0.6667,4.4434,1,"Núcleo Consolidado (Alto Estándar, Alta Infraestructura)",Muy Alta,"<b>LOURDES</b><hr>Tipología: Núcleo Consolidado (Alto Estándar, Alta Infraestructura)<br>Pob: 1413.0<br>Score Infra: Muy Alta"
MAIPU SECCION 1,2022.0,679.0,7.0,1.03,0,0,0,0,17,12,0,0,1,7.612,0.0,0.0,0.0,0.0,8.41,4.95,0,0,0,1,0.1557,0.0,0.0,0.27,7488.8889,2514.8148,0.5767,1.0,0.3333,2.9779,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Media,"<b>MAIPU SECCION 1</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 2022.0<br>Score Infra: Media"
MAIPU SECCION 2,2283.0,764.0,8.0,1.05,0,0,0,0,13,11,0,0,1,7.734,0.0,0.0,0.0,0.0,5.69,4.38,0,0,0,1,0.1054,0.0,0.0,0.36,6341.6667,2122.2222,0.2928,1.0,0.3333,2.9882,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Baja,"<b>MAIPU SECCION 2</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 2283.0<br>Score Infra: Baja"
MALDONADO,8018.0,1873.0,359.0,19.17,7,7,0,0,10,2,13,0,0,8.99,0.0,0.87,0.0,0.0,1.25,0.0,1,0,0,1,0.0835,0.0,0.0,1.88,4264.8936,996.2766,0.0444,8.0,0.6667,4.2808,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Baja,"<b>MALDONADO</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 8018.0<br>Score Infra: Baja"
MANANTIALES I-MANANTIALES II,500.0,200.0,0.0,0.0,0,0,0,0,1,1,0,0,0,6.217,0.0,0.0,0.0,0.0,2.0,0.0,0,0,0,1,0.037,0.0,0.0,0.28,6950.9434,2083.3333,0.5626,1.0,0.3333,2.5,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Muy Baja,"<b>MANANTIALES I-MANANTIALES II</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 500.0<br>Score Infra: Muy Baja"
MARCELO T DE ALVEAR,2748.0,751.0,48.0,6.39,0,0,0,0,8,2,263,0,1,7.919,0.0,0.0,0.0,0.0,2.91,3.64,0,0,0,1,0.0539,0.0,0.0,0.28,9814.2857,2682.1429,0.1925,1.0,0.3333,3.6591,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Muy Baja,"<b>MARCELO T DE ALVEAR</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 2748.0<br>Score Infra: Muy Baja"
MARCOS SASTRE,1104.0,281.0,18.0,6.41,1,1,0,0,11,3,33,0,1,7.008,0.0,0.91,0.0,0.0,9.96,9.06,1,0,0,1,0.2476,0.0,0.0,0.17,6494.1176,1652.9412,1.4565,2.0,0.6667,3.9288,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Alta,"<b>MARCOS SASTRE</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 1104.0<br>Score Infra: Alta"
MARECHAL,3557.0,1077.0,61.0,5.66,1,1,0,0,19,4,20,0,1,8.177,0.0,0.28,0.0,0.0,5.34,2.81,1,0,0,1,0.1183,0.0,0.0,0.41,8675.6098,2626.8293,0.2885,2.0,0.6667,3.3027,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Baja,"<b>MARECHAL</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 3557.0<br>Score Infra: Baja"
MARIA LASTENIA,500.0,200.0,11.0,5.5,4,4,0,0,20,5,16,0,1,6.217,0.0,4.8035,0.0,0.0,24.0,20.0,1,0,0,1,0.7778,0.0,0.0,2.29,218.3406,87.3362,0.3397,5.0,0.6667,2.5,1,"Núcleo Consolidado (Alto Estándar, Alta Infraestructura)",Muy Alta,"<b>MARIA LASTENIA</b><hr>Tipología: Núcleo Consolidado (Alto Estándar, Alta Infraestructura)<br>Pob: 500.0<br>Score Infra: Muy Alta"
MARIANO BALCARCE,1994.0,656.0,10.0,1.52,1,0,1,0,6,7,40,0,1,7.598,1.0,0.5,0.0,0.0,3.01,5.02,1,0,0,1,0.0904,0.0,0.0,0.22,9063.6364,2981.8182,0.4109,0.5,0.6667,3.0396,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Baja,"<b>MARIANO BALCARCE</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 1994.0<br>Score Infra: Baja"
MARIANO FRAGUEIRO,3630.0,963.0,89.0,9.24,3,3,0,0,31,8,25,0,1,8.197,0.0,0.83,0.0,0.0,8.54,2.75,1,0,0,1,0.2157,0.0,0.0,0.29,12517.2414,3320.6897,0.7438,4.0,0.6667,3.7695,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Media,"<b>MARIANO FRAGUEIRO</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 3630.0<br>Score Infra: Media"
MARQUES ANEXO,10478.0,2704.0,230.0,8.51,1,1,0,0,0,0,0,0,0,9.257,0.0,0.1,0.0,0.0,0.0,0.0,1,0,0,0,0.0069,0.0,0.0,0.61,17177.0492,4432.7869,0.0113,2.0,0.3333,3.875,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Muy Baja,"<b>MARQUES ANEXO</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 10478.0<br>Score Infra: Muy Baja"
MARQUES DE SOBREMONTE,24608.0,7540.0,340.0,4.51,12,8,4,1,35,4,1415,1,2,10.111,0.333,0.49,0.41,0.41,1.42,0.81,1,1,1,1,0.1032,0.0,0.0,2.7,9114.0741,2792.5926,0.0382,1.8,1.0,3.2637,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Baja,"<b>MARQUES DE SOBREMONTE</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 24608.0<br>Score Infra: Baja"
MAULLER,5734.0,1593.0,125.0,7.85,7,7,0,0,15,1,0,1,3,8.654,0.0,1.22,0.0,1.5585,2.62,5.23,1,0,1,1,0.2443,0.0,0.0,0.84,6826.1905,1896.4286,0.2908,8.0,0.6667,3.5995,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Alta,"<b>MAULLER</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 5734.0<br>Score Infra: Alta"
MAURIZI,756.0,255.0,11.0,4.31,1,1,0,0,3,3,1,0,0,6.629,0.0,1.32,0.0,0.0,3.97,0.0,1,0,0,1,0.1651,0.0,0.0,0.11,6872.7273,2318.1818,1.5009,2.0,0.6667,2.9647,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Media,"<b>MAURIZI</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 756.0<br>Score Infra: Media"
MERCANTIL,723.0,214.0,3.0,1.4,5,4,1,0,8,2,87,0,0,6.585,0.2,4.8035,0.0,0.0,11.07,0.0,1,0,0,1,0.5383,0.0,0.0,0.09,8033.3333,2377.7778,5.9811,2.5,0.6667,3.3785,1,"Núcleo Consolidado (Alto Estándar, Alta Infraestructura)",Muy Alta,"<b>MERCANTIL</b><hr>Tipología: Núcleo Consolidado (Alto Estándar, Alta Infraestructura)<br>Pob: 723.0<br>Score Infra: Muy Alta"
MILITAR GENERAL DEHEZA,825.0,200.0,2.0,1.0,2,2,0,0,3,2,0,0,0,6.717,0.0,2.42,0.0,0.0,3.64,0.0,1,0,0,1,0.2353,0.0,0.0,0.37,2229.7297,540.5405,0.6359,3.0,0.6667,4.125,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Alta,"<b>MILITAR GENERAL DEHEZA</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 825.0<br>Score Infra: Alta"
MIRADOR,3164.0,956.0,107.0,11.19,0,0,0,0,13,4,14,0,1,8.06,0.0,0.0,0.0,0.0,4.11,3.16,0,0,0,1,0.0761,0.0,0.0,0.31,10206.4516,3083.871,0.2455,1.0,0.3333,3.3096,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Muy Baja,"<b>MIRADOR</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 3164.0<br>Score Infra: Muy Baja"
MIRADOR DEL CHATEAU,754.0,288.0,0.0,0.0,0,0,0,0,10,4,71,0,1,6.627,0.0,0.0,0.0,0.0,13.26,13.26,0,0,0,1,0.2456,0.0,0.0,0.5,1508.0,576.0,0.4912,1.0,0.3333,2.6181,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Alta,"<b>MIRADOR DEL CHATEAU</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 754.0<br>Score Infra: Alta"
MIRALTA,3528.0,889.0,145.0,16.31,0,0,0,1,10,2,5,0,2,8.169,0.0,0.0,2.83,0.0,2.83,5.67,0,1,0,1,0.1469,0.0,0.0,0.34,10376.4706,2614.7059,0.4321,1.0,0.6667,3.9685,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Baja,"<b>MIRALTA</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 3528.0<br>Score Infra: Baja"
MIRIZZI,693.0,200.0,17.0,8.5,3,3,0,0,19,5,12,0,2,6.542,0.0,4.33,0.0,0.0,24.0,28.86,1,0,0,1,0.7449,0.0,0.0,0.24,2887.5,833.3333,3.1038,4.0,0.6667,3.465,1,"Núcleo Consolidado (Alto Estándar, Alta Infraestructura)",Muy Alta,"<b>MIRIZZI</b><hr>Tipología: Núcleo Consolidado (Alto Estándar, Alta Infraestructura)<br>Pob: 693.0<br>Score Infra: Muy Alta"
MUTUAL DE LOS DOCENTES,729.0,205.0,1.0,0.49,0,0,0,0,3,1,54,0,0,6.593,0.0,0.0,0.0,0.0,4.12,0.0,0,0,0,1,0.0763,0.0,0.0,0.2,3645.0,1025.0,0.3815,1.0,0.3333,3.5561,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Muy Baja,"<b>MUTUAL DE LOS DOCENTES</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 729.0<br>Score Infra: Muy Baja"
NICOLAS AVELLANEDA,1782.0,492.0,16.0,3.25,6,6,0,1,14,5,10,0,2,7.486,0.0,3.37,5.61,0.0,7.86,11.22,1,1,0,1,0.5667,0.0,0.0,0.17,10482.3529,2894.1176,3.3335,7.0,1.0,3.622,1,"Núcleo Consolidado (Alto Estándar, Alta Infraestructura)",Muy Alta,"<b>NICOLAS AVELLANEDA</b><hr>Tipología: Núcleo Consolidado (Alto Estándar, Alta Infraestructura)<br>Pob: 1782.0<br>Score Infra: Muy Alta"
NUESTRO HOGAR I,595.0,200.0,18.0,9.0,0,0,0,1,17,4,0,0,1,6.39,0.0,0.0,6.657,0.0,24.0,16.81,0,1,0,1,0.6667,0.0,0.0,0.07,8500.0,2857.1429,9.5243,1.0,0.6667,2.975,1,"Núcleo Consolidado (Alto Estándar, Alta Infraestructura)",Muy Alta,"<b>NUESTRO HOGAR I</b><hr>Tipología: Núcleo Consolidado (Alto Estándar, Alta Infraestructura)<br>Pob: 595.0<br>Score Infra: Muy Alta"
NUESTRO HOGAR II,861.0,209.0,33.0,15.79,4,4,0,0,9,2,0,0,1,6.759,0.0,4.65,0.0,0.0,10.45,11.61,1,0,0,1,0.5162,0.0,0.0,0.13,6623.0769,1607.6923,3.9708,5.0,0.6667,4.1196,1,"Núcleo Consolidado (Alto Estándar, Alta Infraestructura)",Muy Alta,"<b>NUESTRO HOGAR II</b><hr>Tipología: Núcleo Consolidado (Alto Estándar, Alta Infraestructura)<br>Pob: 861.0<br>Score Infra: Muy Alta"
NUESTRO HOGAR III,11140.0,2788.0,610.0,21.88,1,1,0,1,18,1,3,0,2,9.318,0.0,0.09,0.9,0.0,1.62,1.8,1,1,0,1,0.0663,0.0,0.0,0.63,17682.5397,4425.3968,0.1052,2.0,1.0,3.9957,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Muy Baja,"<b>NUESTRO HOGAR III</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 11140.0<br>Score Infra: Muy Baja"
NUEVA CORDOBA,37055.0,20000.0,245.0,1.23,21,8,13,0,44,34,344,1,1,10.52,0.619,0.57,0.0,0.27,1.19,0.27,1,0,1,1,0.0808,0.0,0.0,1.24,29883.0645,16129.0323,0.0652,0.6429,0.6667,1.8528,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Muy Baja,"<b>NUEVA CORDOBA</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 37055.0<br>Score Infra: Muy Baja"
NUEVA CORDOBA ANEXA,1582.0,500.0,6.0,1.2,0,0,0,1,8,4,0,0,1,7.367,0.0,0.0,6.32,0.0,5.06,6.32,0,1,0,1,0.3047,0.0,0.0,0.19,8326.3158,2631.5789,1.6037,1.0,0.6667,3.164,0,"Transición Urbana (Vulnerabilidad Media, Servicios Básicos)",Alta,"<b>NUEVA CORDOBA ANEXA</b><hr>Tipología: Transición Urbana (Vulnerabilidad Media, Servicios Básicos)<br>Pob: 1582.0<br>Score Infra: Alta"
