barrio,poblacion,hogares,nbi,pct_nbi,escuelas_total,escuelas_estatales,escuelas_privadas,dispensarios_municipales,paradas_colectivo,lineas_colectivo,luminarias_reportes,comisarias,centros_vecinales,poblacion_log,pct_escuelas_privadas,escuelas_por_1000_hab,dispensarios_por_10000_hab,comisarias_por_10000_hab,paradas_por_1000_hab,centros_vecinales_por_10000_hab,tiene_escuela,tiene_dispensario,tiene_comisaria,tiene_transporte,infraestructura_score,centroide_lat,centroide_lon,area_barrio_km2,densidad_poblacional,densidad_hogares,infraestructura_por_km2,educacion_ratio_publico_privado,servicios_basicos_score,tamano_promedio_hogar,cluster_barrio,cluster_descripcion,categoria_infraestructura,tooltip_html
COOPERATIVA LA UNIDAD,-0.1643,-0.2272,-0.1609,0.199,-0.5499,-0.6587,-0.3168,-0.4858,-0.2864,-0.1947,-0.5455,-0.2838,0.3244,0.254,-0.4469,-0.7611,-0.4167,-0.2758,-0.4626,-0.062,-1.1726,-0.4943,-0.2968,0.2968,-0.8542,-31.4306306779508,-64.1128840395055,-0.2731,0.6478,0.1566,-0.4028,-0.6046,-0.9109,1.5485,0.5508,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Muy Baja,<b>COOPERATIVA LA UNIDAD</b><hr>Pob: 2120.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Muy Baja
CORDOBA IV,-0.487,-0.3966,-0.4048,-0.9179,-0.1551,-0.6587,0.3978,-0.4858,-0.6562,-0.578,-0.5455,-0.2838,-1.0337,-1.235,3.2869,2.2298,-0.4167,-0.2758,0.1864,-0.6477,0.8528,-0.4943,-0.2968,0.2968,1.0567,-31.3896498487242,-64.2635715412857,-0.3459,-0.2513,0.0497,1.1477,-0.9825,0.4055,-1.3426,-1.8154,Cluster 1: Urbano Consolidado (Alta Infraestructura),Muy Alta,<b>CORDOBA IV</b><hr>Pob: 500.0<br>Cluster: Cluster 1: Urbano Consolidado (Alta Infraestructura)<br>Infr: Muy Alta
CORDOBA V,-0.487,-0.3966,-0.3972,-0.8293,-0.5499,-0.6587,-0.3168,-0.4858,-0.8411,-0.3864,-0.5455,-0.2838,-1.0337,-1.235,-0.4469,-0.7611,-0.4167,-0.2758,-0.4273,-0.6477,-1.1726,-0.4943,-0.2968,0.2968,-0.8311,-31.3849544927415,-64.2624888179182,-0.3641,0.2989,0.6532,-0.0845,-0.6046,-0.9109,-1.3426,0.5508,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Muy Baja,<b>CORDOBA V</b><hr>Pob: 500.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Muy Baja
CORRAL DE PALOS,-0.3388,-0.3185,-0.2295,0.2752,-0.5499,-0.6587,-0.3168,-0.4858,-0.3788,-0.3864,-0.5455,-0.2838,0.3244,-0.296,-0.4469,-0.7611,-0.4167,-0.2758,-0.1772,0.35,-1.1726,-0.4943,-0.2968,0.2968,-0.6689,-31.4396411027469,-64.141051484461,-0.3216,0.5436,0.2716,-0.2371,-0.6046,-0.9109,0.631,0.5508,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Baja,<b>CORRAL DE PALOS</b><hr>Pob: 1244.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Baja
COSTA VERDE,-0.487,-0.3966,-0.4048,-0.9179,-0.5499,-0.6587,-0.3168,1.9142,-0.4713,-0.3864,-0.5455,-0.2838,-1.0337,-1.235,-0.4469,-0.7611,3.2291,-0.2758,0.8001,-0.6477,-1.1726,2.0231,-0.2968,0.2968,1.1571,-31.3812221255911,-64.2504690018409,-0.3459,-0.2513,0.0497,1.221,-0.6046,0.4055,-1.3426,-1.8154,Cluster 1: Urbano Consolidado (Alta Infraestructura),Muy Alta,<b>COSTA VERDE</b><hr>Pob: 500.0<br>Cluster: Cluster 1: Urbano Consolidado (Alta Infraestructura)<br>Infr: Muy Alta
COUNTRY ALTOS DEL CHATEAU,-0.3635,-0.368,-0.4048,-0.9179,-0.3525,-0.6587,0.0405,-0.4858,-1.026,-0.7696,-0.5455,-0.2838,-1.0337,-0.4043,3.2869,-0.0956,-0.4167,-0.2758,-1.0409,-0.6477,0.8528,-0.4943,-0.2968,-3.369,-0.8971,-31.374793804328448,-64.2668099528476,-0.1215,-0.8694,-0.8597,-0.4726,-0.8866,-0.9109,2.0159,0.5508,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Muy Baja,<b>COUNTRY ALTOS DEL CHATEAU</b><hr>Pob: 1120.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Muy Baja
COUNTRY BARRANCAS,-0.487,-0.3966,-0.4048,-0.9179,-0.5499,-0.6587,-0.3168,-0.4858,-0.4713,-0.578,-0.5455,-0.2838,-1.0337,-1.235,-0.4469,-0.7611,-0.4167,-0.2758,0.8001,-0.6477,-1.1726,-0.4943,-0.2968,0.2968,-0.0359,-31.3805061482489,-64.2462880530412,-0.3156,-0.6443,-0.3813,0.0396,-0.6046,-0.9109,-1.3426,0.5508,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Media,<b>COUNTRY BARRANCAS</b><hr>Pob: 500.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Media
COUNTRY CLUB,-0.487,-0.3966,-0.4048,-0.9179,-0.5499,-0.6587,-0.3168,-0.4858,-0.4713,-0.3864,-0.5455,-0.2838,-1.0337,-1.235,-0.4469,-0.7611,-0.4167,-0.2758,0.8001,-0.6477,-1.1726,-0.4943,-0.2968,0.2968,-0.0359,-31.4533364108918,-64.1872789853517,-0.3762,1.1241,1.5585,1.4386,-0.6046,-0.9109,-1.3426,0.5508,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Media,<b>COUNTRY CLUB</b><hr>Pob: 500.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Media
COUNTRY FORTIN DEL POZO,-0.487,-0.3966,-0.359,-0.3861,-0.5499,-0.6587,-0.3168,-0.4858,-0.9336,-0.3864,-0.5455,-0.2838,-1.0337,-1.235,-0.4469,-0.7611,-0.4167,-0.2758,-0.7341,-0.6477,-1.1726,-0.4943,-0.2968,0.2968,-1.0303,-31.4740206319748,-64.1757907577539,-0.1154,-1.1409,-0.9261,-0.492,-0.6046,-0.9109,-1.3426,0.5508,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Muy Baja,<b>COUNTRY FORTIN DEL POZO</b><hr>Pob: 500.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Muy Baja
COUNTRY JOCKEY CLUB,-0.2768,-0.2982,-0.3514,-0.59,-0.5499,-0.6587,-0.3168,-0.4858,-1.026,-0.7696,-0.5455,-0.2838,-1.0337,-0.0659,-0.4469,-0.7611,-0.4167,-0.2758,-1.0409,-0.6477,-1.1726,-0.4943,-0.2968,-3.369,-1.2289,-31.4634727942897,-64.1766590207414,0.3394,-1.0992,-0.9885,-0.5199,-0.6046,-2.1885,1.4273,0.5508,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Muy Baja,<b>COUNTRY JOCKEY CLUB</b><hr>Pob: 1555.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Muy Baja
COUNTRY LA RESERVA,-0.4282,-0.3928,-0.3895,-0.746,-0.5499,-0.6587,-0.3168,-0.4858,-1.026,-0.7696,-0.5455,-0.2838,-1.0337,-0.7572,-0.4469,-0.7611,-0.4167,-0.2758,-1.0409,-0.6477,-1.1726,-0.4943,-0.2968,-3.369,-1.2289,-31.3672636397445,-64.2683557873944,-0.1639,-0.9479,-0.869,-0.5199,-0.6046,-2.1885,0.9772,0.5508,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Muy Baja,<b>COUNTRY LA RESERVA</b><hr>Pob: 795.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Muy Baja
COUNTRY LA SANTINA - COUNTRY CAMPINA DEL SUR,-0.487,-0.3966,-0.4048,-0.9179,-0.5499,-0.6587,-0.3168,-0.4858,-0.1939,-0.3864,-0.5455,-0.2838,-1.0337,-1.235,-0.4469,-0.7611,-0.4167,-0.2758,1.7206,-0.6477,-1.1726,-0.4943,-0.2968,0.2968,0.5606,-31.4773649782027,-64.1736761204654,-0.4005,-1.3516,-1.1573,-0.5199,-0.6046,-0.9109,-1.3426,-1.8154,Cluster 1: Urbano Consolidado (Alta Infraestructura),Alta,<b>COUNTRY LA SANTINA - COUNTRY CAMPINA DEL SUR</b><hr>Pob: 500.0<br>Cluster: Cluster 1: Urbano Consolidado (Alta Infraestructura)<br>Infr: Alta
COUNTRY LAS DELICIAS,-0.432,-0.3895,-0.3895,-0.7513,-0.5499,-0.6587,-0.3168,-0.4858,-1.026,-0.7696,-0.5455,-0.2838,-1.0337,-0.783,-0.4469,-0.7611,-0.4167,-0.2758,-1.0409,-0.6477,-1.1726,-0.4943,-0.2968,-3.369,-1.2289,-31.3619352535703,-64.2994579008155,0.4061,-1.2361,-1.0703,-0.5199,-0.6046,-2.1885,0.631,0.5508,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Muy Baja,<b>COUNTRY LAS DELICIAS</b><hr>Pob: 776.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Muy Baja
COUNTRY LOMAS DE LA CAROLINA,-0.2734,-0.296,-0.4048,-0.9179,-0.5499,-0.6587,-0.3168,-0.4858,-0.8411,-0.578,-0.5455,-0.2838,-1.0337,-0.0545,-0.4469,-0.7611,-0.4167,-0.2758,-0.8461,-0.6477,-1.1726,-0.4943,-0.2968,0.2968,-1.1028,-31.3556553169784,-64.3056209170965,0.4728,-1.1354,-1.0128,-0.5142,-0.6046,-0.9109,1.4273,0.5508,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Muy Baja,<b>COUNTRY LOMAS DE LA CAROLINA</b><hr>Pob: 1572.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Muy Baja
COUNTRY LOS ALGARROBOS,-0.487,-0.3966,-0.4048,-0.9179,-0.5499,-0.6587,-0.3168,-0.4858,-0.6562,-0.3864,-0.5455,-0.2838,-1.0337,-1.235,-0.4469,-0.7611,-0.4167,-0.2758,0.1864,-0.6477,-1.1726,-0.4943,-0.2968,0.2968,-0.4338,-31.4833510004042,-64.2406895217807,-0.3459,-0.2513,0.0497,0.0604,-0.6046,-0.9109,-1.3426,0.5508,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Media,<b>COUNTRY LOS ALGARROBOS</b><hr>Pob: 500.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Media
COUNTRY LOS MIMBRES,-0.487,-0.3966,-0.4048,-0.9179,-0.5499,-0.6587,-0.3168,-0.4858,-0.7487,-0.578,-0.5455,-0.2838,-1.0337,-1.235,-0.4469,-0.7611,-0.4167,-0.2758,-0.1204,-0.6477,-1.1726,-0.4943,-0.2968,0.2968,-0.6324,-31.4933845474551,-64.1839627867177,-0.2913,-0.8015,-0.5538,-0.3023,-0.6046,-0.9109,-1.3426,0.5508,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Baja,<b>COUNTRY LOS MIMBRES</b><hr>Pob: 500.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Baja
COUNTRY RANCH CLUB,-0.487,-0.3966,-0.4048,-0.9179,-0.5499,-0.6587,-0.3168,-0.4858,-0.7487,-0.578,-0.5455,-0.2838,-1.0337,-1.235,-0.4469,-0.7611,-0.4167,-0.2758,-0.1204,-0.6477,-1.1726,-0.4943,-0.2968,0.2968,-0.6324,-31.4527198034093,-64.2191810889962,-0.3641,0.2989,0.6532,0.1331,-0.6046,-0.9109,-1.3426,0.5508,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Baja,<b>COUNTRY RANCH CLUB</b><hr>Pob: 500.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Baja
COUNTRY VALLE ESCONDIDO,0.7402,0.4934,-0.3438,-0.8399,-0.3525,-0.6587,0.0405,-0.4858,-0.7487,-0.578,-0.5455,-0.2838,-1.0337,1.4345,3.2869,-0.649,-0.4167,-0.2758,-0.9719,-0.6477,0.8528,-0.4943,-0.2968,0.2968,-1.1285,-31.365093628436902,-64.280614112077,2.8622,-1.1065,-0.9737,-0.5188,-0.8866,0.4055,0.6656,0.5508,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Muy Baja,<b>COUNTRY VALLE ESCONDIDO</b><hr>Pob: 6660.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Muy Baja
CRISOL NORTE,-0.3428,-0.2091,-0.3667,-0.7548,1.0294,0.7289,1.1124,-0.4858,2.7648,3.063,0.1885,-0.2838,0.3244,-0.3125,1.42,2.8306,-0.4167,-0.2758,2.6411,0.3661,0.8528,-0.4943,-0.2968,0.2968,2.9471,-31.428051362204,-64.167176368668,-0.2549,-0.3415,0.0671,0.6228,-0.6046,0.4055,-1.7581,-1.8154,Cluster 1: Urbano Consolidado (Alta Infraestructura),Muy Alta,<b>CRISOL NORTE</b><hr>Pob: 1224.0<br>Cluster: Cluster 1: Urbano Consolidado (Alta Infraestructura)<br>Infr: Muy Alta
CRISOL SUD,0.078,0.1116,-0.3286,-0.7602,0.832,0.7289,0.7551,-0.4858,0.5458,0.7634,0.3765,-0.2838,0.3244,0.7215,1.1549,0.8091,-0.4167,-0.2758,-0.2585,-0.2755,0.8528,-0.4943,-0.2968,0.2968,0.0607,-31.4349582821362,-64.1674254311003,-0.0851,-0.081,0.0168,-0.357,-0.4636,0.4055,-0.5289,0.5508,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Alta,<b>CRISOL SUD</b><hr>Pob: 3336.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Alta
CUPANI,-0.1374,-0.1359,-0.1609,-0.0758,-0.1551,-0.6587,0.3978,1.9142,0.1759,0.3802,-0.5091,-0.2838,0.3244,0.317,3.2869,-0.0956,2.0094,-0.2758,-0.1573,-0.098,0.8528,2.0231,-0.2968,0.2968,0.4693,-31.4214735888533,-64.2076951619414,-0.2852,0.999,0.7695,0.0671,-0.9825,1.6832,0.1289,0.5508,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Alta,<b>CUPANI</b><hr>Pob: 2255.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Alta
DE LOS BIOQUIMICOS,-0.3346,-0.3152,-0.2142,0.355,-0.5499,-0.6587,-0.3168,-0.4858,0.1759,-0.578,-0.5455,-0.2838,0.3244,-0.2784,-0.4469,-0.7611,-0.4167,-0.2758,0.5362,0.3338,-1.1726,-0.4943,-0.2968,0.2968,-0.2067,-31.3204288535283,-64.2668138957885,-0.2974,0.1222,-0.0454,-0.125,-0.6046,-0.9109,0.631,0.5508,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Media,<b>DE LOS BIOQUIMICOS</b><hr>Pob: 1265.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Media
DE LOS DOCENTES,-0.487,-0.3966,-0.4048,-0.9179,-0.5499,-0.6587,-0.3168,-0.4858,-0.7487,-0.1947,-0.5455,-0.2838,1.6826,-1.235,-0.4469,-0.7611,-0.4167,-0.2758,-0.1204,4.3158,-1.1726,-0.4943,-0.2968,0.2968,-0.6324,-31.4590670929175,-64.1524118917786,-0.3944,8.5514,9.7056,3.397,-0.6046,-0.9109,-1.3426,0.5508,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Baja,<b>DE LOS DOCENTES</b><hr>Pob: 500.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Baja
DEAN FUNES,-0.1635,-0.1315,-0.2371,-0.3453,-0.1551,-0.3118,0.0405,-0.4858,1.4704,1.1467,-0.0178,-0.2838,0.3244,0.2561,1.42,-0.0583,-0.4167,-0.2758,0.909,-0.0633,0.8528,-0.4943,-0.2968,0.2968,0.385,-31.4458597071522,-64.1178957921271,0.0483,-0.7832,-0.6567,-0.3767,-0.6046,0.4055,-0.2866,0.5508,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Alta,<b>DEAN FUNES</b><hr>Pob: 2124.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Alta
DIPAS,-0.487,-0.3966,-0.4048,-0.9179,-0.5499,-0.6587,-0.3168,-0.4858,-1.026,-0.7696,-0.5455,-0.2838,-1.0337,-1.235,-0.4469,-0.7611,-0.4167,-0.2758,-1.0409,-0.6477,-1.1726,-0.4943,-0.2968,-3.369,-1.2289,-31.3563236095696,-64.2944936477692,-0.4005,-1.3516,-1.1573,-0.5199,-0.6046,-2.1885,-1.3426,0.5508,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Muy Baja,<b>DIPAS</b><hr>Pob: 500.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Muy Baja
DUCASSE,-0.4002,-0.2927,-0.1609,0.5411,-0.3525,-0.3118,-0.3168,-0.4858,3.7819,7.4706,-0.5151,-0.2838,0.3244,-0.589,-0.4469,0.0389,-0.4167,-0.2758,2.6411,0.6776,0.8528,-0.4943,-0.2968,0.2968,1.556,-31.404888252086,-64.1908855434012,-0.2974,-0.2611,0.0856,0.5558,-0.0407,0.4055,-1.4984,-1.8154,Cluster 1: Urbano Consolidado (Alta Infraestructura),Muy Alta,<b>DUCASSE</b><hr>Pob: 936.0<br>Cluster: Cluster 1: Urbano Consolidado (Alta Infraestructura)<br>Infr: Muy Alta
EJERCITO ARGENTINO,-0.2191,-0.1634,-0.3438,-0.691,0.0424,0.382,-0.3168,-0.4858,2.395,3.8296,-0.1573,-0.2838,0.3244,0.1106,-0.4469,0.4577,-0.4167,-0.2758,2.0351,0.0248,0.8528,-0.4943,-0.2968,0.2968,1.3718,-31.447568948723,-64.1961913422897,-0.3095,1.0845,1.1022,0.6185,1.0872,0.4055,-0.5462,-1.8154,Cluster 1: Urbano Consolidado (Alta Infraestructura),Muy Alta,<b>EJERCITO ARGENTINO</b><hr>Pob: 1845.0<br>Cluster: Cluster 1: Urbano Consolidado (Alta Infraestructura)<br>Infr: Muy Alta
EL BALCON,-0.487,-0.3966,-0.4048,-0.9179,-0.5499,-0.6587,-0.3168,-0.4858,-0.9336,-0.578,-0.5455,-0.2838,-1.0337,-1.235,-0.4469,-0.7611,-0.4167,-0.2758,-0.7341,-0.6477,-1.1726,-0.4943,-0.2968,0.2968,-1.0303,-31.3747201959085,-64.2747796532456,-0.4005,-1.3516,-1.1573,-0.5199,-0.6046,-0.9109,-1.3426,0.5508,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Muy Baja,<b>EL BALCON</b><hr>Pob: 500.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Muy Baja
EL BOSQUE,-0.2699,-0.2828,-0.359,-0.6573,-0.5499,-0.6587,-0.3168,-0.4858,-0.4713,-0.578,-0.5455,-0.2838,0.3244,-0.0432,-0.4469,-0.7611,-0.4167,-0.2758,-0.4626,0.1328,-1.1726,-0.4943,-0.2968,0.2968,-0.8542,-31.3380384713002,-64.307387518257,0.6487,-1.1696,-1.0295,-0.5058,-0.6046,-0.9109,1.0984,0.5508,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Muy Baja,<b>EL BOSQUE</b><hr>Pob: 1590.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Muy Baja
EL CABILDO,0.4193,0.2255,0.266,0.2539,0.4372,1.0758,-0.3168,1.9142,1.0081,-0.0031,-0.4666,-0.2838,0.3244,1.1486,-0.4469,-0.0209,0.6677,-0.2758,-0.372,-0.402,0.8528,2.0231,-0.2968,0.2968,-0.0719,-31.4859068227125,-64.2351105437776,-0.0669,0.4666,0.1572,-0.3817,2.2152,1.6832,0.8906,0.5508,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Media,<b>EL CABILDO</b><hr>Pob: 5049.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Media
EL CERRITO,0.1424,-0.0006,0.3956,1.1049,-0.3525,-0.3118,-0.3168,1.9142,-0.2864,-0.3864,-0.5151,-0.2838,1.6826,0.8164,-0.4469,-0.5592,1.0784,-0.2758,-0.705,0.031,0.8528,2.0231,-0.2968,0.2968,-0.4214,-31.3221687252868,-64.2502548066828,0.024,-0.3164,-0.4434,-0.4441,-0.0407,1.6832,1.2196,0.5508,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Media,<b>EL CERRITO</b><hr>Pob: 3659.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Media
EL PRADO,-0.487,-0.3966,-0.4048,-0.9179,-0.5499,-0.6587,-0.3168,-0.4858,-0.6562,-0.578,-0.5455,-0.2838,-1.0337,-1.235,-0.4469,-0.7611,-0.4167,-0.2758,0.1864,-0.6477,-1.1726,-0.4943,-0.2968,0.2968,-0.4338,-31.375753313966,-64.2703111858803,-0.4005,-1.3516,-1.1573,-0.5199,-0.6046,-0.9109,-1.3426,0.5508,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Media,<b>EL PRADO</b><hr>Pob: 500.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Media
EL PUEBLITO,-0.3246,-0.324,0.5404,5.7038,-0.5499,-0.6587,-0.3168,-0.4858,-1.026,-0.7696,-0.5455,-0.2838,-1.0337,-0.2392,-0.4469,-0.7611,-0.4167,-0.2758,-1.0409,-0.6477,-1.1726,-0.4943,-0.2968,-3.369,-1.2289,-31.4064405446942,-64.2568328545741,-0.1579,-0.7005,-0.7064,-0.5199,-0.6046,-2.1885,1.1849,0.5508,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Muy Baja,<b>EL PUEBLITO</b><hr>Pob: 1315.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Muy Baja
EL QUEBRACHAL,-0.487,-0.3966,-0.3667,-0.4747,-0.5499,-0.6587,-0.3168,-0.4858,-0.2864,-0.578,-0.5455,-0.2838,-1.0337,-1.235,-0.4469,-0.7611,-0.4167,-0.2758,1.4137,-0.6477,-1.1726,-0.4943,-0.2968,0.2968,0.3619,-31.3380076521557,-64.0666753385544,0.8003,-1.3016,-1.1024,-0.467,-0.6046,-0.9109,-1.3426,-1.8154,Cluster 1: Urbano Consolidado (Alta Infraestructura),Alta,<b>EL QUEBRACHAL</b><hr>Pob: 500.0<br>Cluster: Cluster 1: Urbano Consolidado (Alta Infraestructura)<br>Infr: Alta
EL QUEBRACHO,0.2822,0.0528,0.6318,1.4524,-0.1551,0.0351,-0.3168,-0.4858,0.0835,-0.0031,0.8981,-0.2838,1.6826,0.998,-0.4469,-0.4172,-0.4167,-0.2758,-0.6191,-0.0782,0.8528,-0.4943,-0.2968,0.2968,-0.7844,-31.4773371547605,-64.1377151621983,0.0604,-0.2151,-0.4304,-0.4814,0.5233,0.4055,1.7562,0.5508,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Muy Baja,<b>EL QUEBRACHO</b><hr>Pob: 4361.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Muy Baja
EL REFUGIO,-0.3474,-0.3229,-0.3895,-0.8116,-0.3525,-0.6587,0.0405,-0.4858,-0.5637,-0.1947,0.3401,-0.2838,-1.0337,-0.3321,3.2869,-0.1405,-0.4167,-0.2758,-0.4027,-0.6477,0.8528,-0.4943,-0.2968,0.2968,-0.5063,-31.3442649511605,-64.2818199937408,-0.2064,-0.6083,-0.5903,-0.3714,-0.8866,0.4055,0.5617,0.5508,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Baja,<b>EL REFUGIO</b><hr>Pob: 1201.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Baja
EL TREBOL,-0.3348,-0.28,-0.359,-0.6591,-0.5499,-0.6587,-0.3168,-0.4858,-0.5637,-0.0031,-0.1815,-0.2838,0.3244,-0.2795,-0.4469,-0.7611,-0.4167,-0.2758,-0.4334,0.3338,-1.1726,-0.4943,-0.2968,0.2968,-0.8354,-31.4230857776258,-64.2255537451732,-0.2974,0.121,0.1591,-0.3679,-0.6046,-0.9109,-0.3558,0.5508,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Muy Baja,<b>EL TREBOL</b><hr>Pob: 1264.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Muy Baja
EL VIEJO ALGARROBO,-0.487,-0.3966,-0.3743,-0.5634,-0.3525,-0.3118,-0.3168,-0.4858,1.1005,-0.578,-0.5455,-0.2838,0.3244,-1.235,-0.4469,0.7343,-0.4167,-0.2758,2.6411,1.8341,0.8528,-0.4943,-0.2968,0.2968,1.9023,-31.5024363493638,-64.1658119554321,-0.2549,-0.939,-0.7046,0.3368,-0.0407,0.4055,-1.3426,-1.8154,Cluster 1: Urbano Consolidado (Alta Infraestructura),Muy Alta,<b>EL VIEJO ALGARROBO</b><hr>Pob: 500.0<br>Cluster: Cluster 1: Urbano Consolidado (Alta Infraestructura)<br>Infr: Muy Alta
EMAUS,-0.487,-0.3966,-0.3972,-0.8293,-0.5499,-0.6587,-0.3168,-0.4858,-0.8411,-0.578,-0.5091,-0.2838,-1.0337,-1.235,-0.4469,-0.7611,-0.4167,-0.2758,-0.4273,-0.6477,-1.1726,-0.4943,-0.2968,0.2968,-0.8311,-31.4371264001266,-64.1430479576708,-0.3883,3.5999,4.2742,0.7863,-0.6046,-0.9109,-1.3426,0.5508,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Muy Baja,<b>EMAUS</b><hr>Pob: 500.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Muy Baja
EMPALME,0.0959,0.1204,-0.3133,-0.7318,0.832,1.0758,0.3978,-0.4858,-0.3788,0.7634,-0.0663,2.8315,-1.0337,0.7483,0.621,0.7642,-0.4167,3.9761,-0.728,-0.6477,0.8528,-0.4943,3.369,0.2968,0.3308,-31.4345112094775,-64.130487667635,-0.0184,-0.2746,-0.1744,-0.3573,-0.0407,0.4055,-0.4597,0.5508,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Alta,<b>EMPALME</b><hr>Pob: 3426.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Alta
EMPALME CASAS DE OBREROS Y EMPLEADOS,-0.341,-0.3004,-0.3057,-0.3028,-0.5499,-0.6587,-0.3168,-0.4858,0.9156,1.3383,-0.3999,-0.2838,0.3244,-0.3053,-0.4469,-0.7611,-0.4167,-0.2758,1.5717,0.3586,-1.1726,-0.4943,-0.2968,0.2968,0.4645,-31.4387401458057,-64.1251666065268,-0.2913,0.0051,-0.0257,0.0978,-0.6046,-0.9109,0.0251,-1.8154,Cluster 1: Urbano Consolidado (Alta Infraestructura),Alta,<b>EMPALME CASAS DE OBREROS Y EMPLEADOS</b><hr>Pob: 1233.0<br>Cluster: Cluster 1: Urbano Consolidado (Alta Infraestructura)<br>Infr: Alta
