barrio,poblacion,hogares,nbi,pct_nbi,escuelas_total,escuelas_estatales,escuelas_privadas,dispensarios_municipales,paradas_colectivo,lineas_colectivo,luminarias_reportes,comisarias,centros_vecinales,poblacion_log,pct_escuelas_privadas,escuelas_por_1000_hab,dispensarios_por_10000_hab,comisarias_por_10000_hab,paradas_por_1000_hab,centros_vecinales_por_10000_hab,tiene_escuela,tiene_dispensario,tiene_comisaria,tiene_transporte,infraestructura_score,centroide_lat,centroide_lon,tamano_promedio_hogar,educacion_ratio_publico_privado,ranking_infraestructura,percentil_infraestructura
JOSE I RUCCI,-0.487,-0.3966,-0.4048,-0.9179,-0.5499,-0.6587,-0.3168,-0.4858,-0.2864,-0.1947,-0.5455,-0.2838,0.3244,-1.235,-0.4469,-0.7611,-0.4167,-0.2758,1.4137,1.8341,-1.1726,-0.4943,-0.2968,0.2968,0.3619,-31.4609802081608,-64.1294432268321,-1.3426,-0.7304,132,0.7968
JOSE IGNACIO DIAZ SECCION 1,0.3065,0.1512,0.2507,0.3568,-0.5499,-0.6587,-0.3168,1.9142,-0.3788,-0.3864,-0.5455,-0.2838,0.3244,1.0259,-0.4469,-0.7611,0.8046,-0.2758,-0.8016,-0.371,-1.1726,2.0231,-0.2968,0.2968,-0.6743,-31.4434066051212,-64.1379279859404,0.8214,-0.7304,369,-0.8556
JOSE IGNACIO DIAZ SECCION 2,-0.1475,-0.1777,-0.0084,0.6245,-0.5499,-0.6587,-0.3168,-0.4858,-0.1014,-0.3864,-0.5455,-0.2838,-1.0337,0.2932,-0.4469,-0.7611,-0.4167,-0.2758,-0.3444,-0.6477,-1.1726,-0.4943,-0.2968,0.2968,-0.7774,-31.445119854089,-64.1454220109331,0.7175,-0.7304,392,-1.0114
JOSE IGNACIO DIAZ SECCION 3,1.7794,1.1468,3.2082,1.8779,0.6346,1.4227,-0.3168,1.9142,-0.2864,-0.1947,0.1703,2.8315,-1.0337,2.0309,-0.4469,-0.3798,0.0433,2.0159,-0.9382,-0.6477,0.8528,2.0231,3.369,0.2968,-0.5004,-31.4513797512027,-64.13227473173771,1.1676,2.6069,309,-0.4295
JUAN B JUSTO,0.0286,-0.0594,-0.2218,-0.3949,-0.3525,-0.3118,-0.3168,-0.4858,-0.2864,-0.1947,-0.412,-0.2838,0.3244,0.642,-0.4469,-0.5218,-0.4167,-0.2758,-0.6436,-0.2457,0.8528,-0.4943,-0.2968,0.2968,-0.852,-31.3596644034487,-64.1815511893765,0.908,-0.1742,418,-1.195
JUAN XXIII,-0.392,-0.3372,-0.3895,-0.8027,-0.5499,-0.6587,-0.3168,-0.4858,0.3609,0.1885,-0.1209,-0.2838,0.3244,-0.5446,-0.4469,-0.7611,-0.4167,-0.2758,1.314,0.623,-1.1726,-0.4943,-0.2968,0.2968,0.2975,-31.4205156024717,-64.224871196559,-0.1827,-0.7304,146,0.7102
JUNIORS,0.7126,0.8184,-0.26,-0.7779,0.832,1.4227,0.0405,-0.4858,0.6382,0.1885,-0.0117,-0.2838,0.3244,1.4128,0.087,0.0389,-0.4167,-0.2758,-0.6175,-0.4579,0.8528,-0.4943,-0.2968,0.2968,-0.5557,-31.4192717920482,-64.1653082078352,-0.979,2.6069,323,-0.5299
KAIROS,-0.4221,-0.3966,-0.2295,1.1209,-0.5499,-0.6587,-0.3168,1.9142,-0.3788,-0.578,-0.4363,-0.2838,1.6826,-0.718,-0.4469,-0.7611,3.2291,-0.2758,0.2585,2.3565,-1.1726,2.0231,-0.2968,0.2968,0.8065,-31.4826802195118,-64.2497173104398,1.4792,-0.7304,87,1.1258
KENNEDY,-0.3727,-0.3273,-0.3438,-0.4836,0.0424,0.382,-0.3168,-0.4858,-0.8411,-0.578,0.1763,-0.2838,-1.0337,-0.4476,-0.4469,1.325,-0.4167,-0.2758,-0.7556,-0.6477,0.8528,-0.4943,-0.2968,0.2968,-0.0043,-31.4580417689364,-64.1911071520722,0.0251,0.9382,191,0.3949
LA CAROLINA,-0.4472,-0.3966,-0.4048,-0.9179,-0.1551,0.0351,-0.3168,-0.4858,-1.026,-0.7696,-0.5151,-0.2838,0.3244,-0.8883,-0.4469,1.3774,-0.4167,-0.2758,-1.0409,1.1255,0.8528,-0.4943,-0.2968,-3.369,-0.1632,-31.352759985372,-64.2862020234934,0.3886,0.382,223,0.1732
LA DOROTEA,-0.4818,-0.3966,-0.2828,0.5004,-0.3525,-0.3118,-0.3168,-0.4858,-0.7487,-0.578,-0.5455,-0.2838,-1.0337,-1.1834,-0.4469,0.6596,-0.4167,-0.2758,-0.1665,-0.6477,0.8528,-0.4943,-0.2968,0.2968,0.0457,-31.3788286307828,-64.1116311003492,-1.1175,-0.1742,182,0.4608
LA ESPERANZA,-0.487,-0.3966,-0.3972,-0.8293,-0.5499,-0.6587,-0.3168,-0.4858,-0.2864,-0.1947,-0.5091,-0.2838,-1.0337,-1.235,-0.4469,-0.7611,-0.4167,-0.2758,1.4137,-0.6477,-1.1726,-0.4943,-0.2968,0.2968,0.3619,-31.4838140058101,-64.2421336446981,-1.3426,-0.7304,132,0.7968
LA FLORESTA,-0.2699,-0.3053,0.144,2.5693,-0.1551,0.0351,-0.3168,-0.4858,-0.7487,-0.578,0.6252,-0.2838,1.6826,-0.0432,-0.4469,0.181,-0.4167,-0.2758,-0.751,0.9133,0.8528,-0.4943,-0.2968,0.2968,-0.5718,-31.3892085271405,-64.0584290695021,1.8428,0.382,325,-0.5542
LA FRANCE,0.0545,0.0522,-0.1761,-0.3949,1.0294,1.0758,0.7551,-0.4858,0.5458,0.7634,0.7465,2.8315,0.3244,0.6843,0.9533,1.1007,-0.4167,3.9761,-0.2309,-0.2618,0.8528,-0.4943,3.369,0.2968,0.8204,-31.373065947038,-64.2085938676132,-0.1827,0.1985,86,1.1328
LA FRATERNIDAD,-0.487,-0.3966,-0.3667,-0.4747,-0.3525,-0.3118,-0.3168,-0.4858,1.2855,0.7634,-0.2361,-0.2838,1.6826,-1.235,-0.4469,0.7343,-0.4167,-0.2758,2.6411,4.3158,0.8528,-0.4943,-0.2968,0.2968,1.9023,-31.3768577788271,-64.1839607417547,-1.3426,-0.1742,32,1.5069
LA HORTENSIA,-0.3031,-0.3026,-0.1837,0.4685,-0.5499,-0.6587,-0.3168,-0.4858,-0.9336,-0.578,0.9103,-0.2838,-1.0337,-0.1577,-0.4469,-0.7611,-0.4167,-0.2758,-0.9336,-0.6477,-1.1726,-0.4943,-0.2968,0.2968,-1.1591,-31.3843979505714,-64.1399484740113,0.9772,-0.7304,465,-1.5241
LA SALLE,-0.4458,-0.3911,-0.3819,-0.6644,-0.1551,0.0351,-0.3168,1.9142,-0.009,-0.0031,-0.5212,-0.2838,-1.0337,-0.879,-0.4469,1.3549,3.2291,-0.2758,1.3462,-0.6477,0.8528,2.0231,-0.2968,0.2968,2.5659,-31.3454778183915,-64.275515246264,0.1636,0.382,15,1.6316
LA TOMA,-0.487,-0.3966,-0.2676,0.6777,-0.5499,-0.6587,-0.3168,1.9142,-1.026,-0.7696,-0.5151,-0.2838,1.6826,-1.235,-0.4469,-0.7611,3.2291,-0.2758,-1.0409,4.3158,-1.1726,2.0231,-0.2968,-3.369,-0.0359,-31.4051127349579,-64.2618449754138,-1.3426,-0.7304,197,0.3395
LAMADRID,-0.1192,-0.1403,-0.1609,-0.067,-0.5499,-0.6587,-0.3168,1.9142,-0.3788,-0.578,-0.4727,-0.2838,0.3244,0.3582,-0.4469,-0.7611,1.9163,-0.2758,-0.5838,-0.1191,-1.1726,2.0231,-0.2968,0.2968,-0.1691,-31.4142542254104,-64.2345600721848,0.4232,-0.7304,224,0.1629
LAS CANITAS,-0.487,-0.3966,-0.4048,-0.9179,-0.5499,-0.6587,-0.3168,-0.4858,-0.9336,-0.3864,-0.5455,-0.2838,-1.0337,-1.235,-0.4469,-0.7611,-0.4167,-0.2758,-0.7341,-0.6477,-1.1726,-0.4943,-0.2968,0.2968,-1.0303,-31.4650784096084,-64.1891322142882,-1.3426,-0.7304,447,-1.4167
LAS CANUELAS,-0.487,-0.3966,-0.4048,-0.9179,-0.5499,-0.6587,-0.3168,-0.4858,-1.026,-0.7696,-0.5455,-0.2838,-1.0337,-1.235,-0.4469,-0.7611,-0.4167,-0.2758,-1.0409,-0.6477,-1.1726,-0.4943,-0.2968,-3.369,-1.2289,-31.475993631789,-64.1545963596112,-1.3426,-0.7304,469,-1.6419
LAS CORTADERAS,-0.487,-0.3966,-0.2676,0.6777,-0.3525,-0.3118,-0.3168,1.9142,1.193,-0.1947,-0.5455,-0.2838,-1.0337,-1.235,-0.4469,0.7343,3.2291,-0.2758,2.6411,-0.6477,0.8528,2.0231,-0.2968,0.2968,3.0958,-31.3315892531035,-64.229590962207,-1.3426,-0.1742,5,1.7009
LAS DALIAS,-0.4573,-0.3966,-0.3514,-0.2974,-0.5499,-0.6587,-0.3168,-0.4858,-0.5637,-0.3864,-0.2664,-0.2838,0.3244,-0.9667,-0.4469,-0.7611,-0.4167,-0.2758,0.1404,1.2645,-1.1726,-0.4943,-0.2968,0.2968,-0.4633,-31.4096984739965,-64.2372977684071,-0.0615,-0.7304,303,-0.3879
LAS FLORES,0.2177,0.1996,-0.1075,-0.379,1.0294,1.0758,0.7551,-0.4858,0.9156,1.7216,1.4259,-0.2838,-1.0337,0.9185,0.9533,0.7194,-0.4167,-0.2758,-0.2432,-0.6477,0.8528,-0.4943,-0.2968,0.2968,0.0258,-31.4500092193326,-64.1971927194197,-0.2346,0.1985,185,0.44
LAS HUERTILLAS,-0.3609,-0.3537,-0.199,0.8035,-0.3525,-0.3118,-0.3168,-0.4858,-0.9336,-0.578,-0.503,-0.2838,1.6826,-0.3919,-0.4469,-0.1031,-0.4167,-0.2758,-0.9059,1.5425,0.8528,-0.4943,-0.2968,0.2968,-0.8134,-31.4711647618496,-64.196333901865,1.3927,-0.1742,401,-1.0773
LAS LILAS,-0.141,-0.2041,0.0221,0.8869,-0.1551,0.0351,-0.3168,1.9142,-0.4713,-0.578,-0.23,-0.2838,0.3244,0.3087,-0.4469,-0.0956,2.0313,-0.2758,-0.6298,-0.093,0.8528,2.0231,-0.2968,0.2968,0.1702,-31.4453296898999,-64.1319168615125,1.3754,0.382,155,0.6478
LAS MAGNOLIAS,-0.0967,-0.0848,-0.2142,-0.34,-0.5499,-0.6587,-0.3168,-0.4858,2.1176,0.7634,-0.3817,-0.2838,1.6826,0.4067,-0.4469,-0.7611,-0.4167,-0.2758,1.0808,0.3611,-1.1726,-0.4943,-0.2968,0.2968,0.1461,-31.3678491335932,-64.2102388700929,-0.1134,-0.7304,159,0.6201
LAS MARGARITAS,-0.1818,-0.1524,-0.26,-0.3949,-0.1551,0.0351,-0.3168,1.9142,-0.3788,0.5718,0.698,-0.2838,0.3244,0.2097,-0.4469,-0.0283,2.2778,-0.2758,-0.5132,-0.0372,0.8528,2.0231,-0.2968,0.2968,0.3598,-31.3784736934929,-64.2099396727188,-0.2,0.382,137,0.776
LAS PALMAS,0.637,0.5896,0.0297,-0.4109,2.0165,1.4227,2.1843,1.9142,0.3609,-0.0031,2.0688,2.8315,0.3244,1.3509,1.5619,0.8241,0.476,3.9761,-0.6666,-0.4455,0.8528,2.0231,3.369,0.2968,0.6921,-31.4039268357349,-64.2392888497874,-0.3385,-0.2521,100,1.0358
LAS PALMAS ANEXO,-0.4145,-0.3801,-0.3819,-0.6875,-0.5499,-0.6587,-0.3168,-0.4858,-0.2864,-0.3864,-0.5455,-0.2838,-1.0337,-0.6716,-0.4469,-0.7611,-0.4167,-0.2758,0.3797,-0.6477,-1.1726,-0.4943,-0.2968,0.2968,-0.3081,-31.4128592856954,-64.2397007234111,0.8387,-0.7304,252,-0.0311
LAS PLAYAS,-0.015,-0.0677,-0.0313,0.1706,-0.5499,-0.6587,-0.3168,-0.4858,-0.7487,-0.578,0.419,-0.2838,-1.0337,0.5656,-0.4469,-0.7611,-0.4167,-0.2758,-0.8799,-0.6477,-1.1726,-0.4943,-0.2968,0.2968,-1.1248,-31.439564782513,-64.247489470892,0.5617,-0.7304,462,-1.5033
LAS ROSAS,-0.4119,-0.3163,-0.3972,-0.8665,0.2398,-0.6587,1.1124,-0.4858,-0.8411,-0.578,0.8072,-0.2838,-1.0337,-0.6561,3.2869,2.6485,-0.4167,-0.2758,-0.6912,-0.6477,0.8528,-0.4943,-0.2968,0.2968,0.6969,-31.391393991088,-64.2281073274152,-1.2906,-0.7304,98,1.0496
LAS VIOLETAS,0.0595,-0.0479,0.3422,1.1652,0.4372,1.0758,-0.3168,1.9142,-0.3788,-0.3864,-0.5333,-0.2838,1.6826,0.6926,-0.4469,0.3904,1.2701,-0.2758,-0.7096,0.1179,0.8528,2.0231,-0.2968,0.2968,0.1117,-31.4093312889146,-64.2503950304475,1.0638,2.0507,166,0.5716
LICEO GENERAL PAZ,-0.4615,-0.3966,-0.2981,0.3231,-0.5499,-0.6587,-0.3168,-0.4858,-1.026,-0.7696,-0.4605,2.8315,0.3244,-1.0007,-0.4469,-0.7611,-0.4167,3.9761,-1.0409,1.3278,-1.1726,-0.4943,3.369,-3.369,-0.6324,-31.3355758005306,-64.1667020824379,-0.2346,-0.7304,347,-0.7274
LOMAS DE SAN MARTIN,-0.2412,-0.1986,-0.3819,-0.8222,-0.5499,-0.6587,-0.3168,-0.4858,-0.3788,-0.0031,1.3227,-0.2838,-1.0337,0.0466,-0.4469,-0.7611,-0.4167,-0.2758,-0.4211,-0.6477,-1.1726,-0.4943,-0.2968,0.2968,-0.8273,-31.3825174083115,-64.2059476982937,-0.3039,-0.7304,404,-1.098
LOS ALAMOS,-0.1953,-0.2217,-0.1532,0.2114,-0.5499,-0.6587,-0.3168,-0.4858,-0.4713,-0.1947,0.6737,-0.2838,0.3244,0.1746,-0.4469,-0.7611,-0.4167,-0.2758,-0.573,-0.0161,-1.1726,-0.4943,-0.2968,0.2968,-0.9256,-31.3678133678231,-64.1569101282328,0.8906,-0.7304,431,-1.2851
LOS ANGELES,-0.434,-0.3515,-0.4048,-0.9179,0.0424,-0.6587,0.7551,-0.4858,0.3609,1.7216,-0.5212,-0.2838,-1.0337,-0.7964,3.2869,2.17,-0.4167,-0.2758,1.963,-0.6477,0.8528,-0.4943,-0.2968,0.2968,2.1783,-31.359507855743,-64.2370170092703,-0.9617,-0.7304,26,1.5519
LOS ARBOLES,-0.487,-0.3966,-0.4048,-0.9179,-0.5499,-0.6587,-0.3168,-0.4858,-1.026,-0.7696,-0.5455,-0.2838,-1.0337,-1.235,-0.4469,-0.7611,-0.4167,-0.2758,-1.0409,-0.6477,-1.1726,-0.4943,-0.2968,-3.369,-1.2289,-31.3663128297877,-64.2847366879914,-1.3426,-0.7304,469,-1.6419
LOS BOULEVARES,1.8593,1.4075,1.2569,0.1919,1.0294,2.1165,-0.3168,1.9142,4.1517,-0.1947,2.1477,2.8315,1.6826,2.066,-0.4469,-0.2751,0.0269,1.9341,-0.3414,-0.4455,0.8528,2.0231,3.369,0.2968,-0.0783,-31.3451594663769,-64.2192643585421,0.4405,3.7194,208,0.2772
LOS CEIBOS,-0.4221,-0.3697,-0.3514,-0.4198,-0.5499,-0.6587,-0.3168,-0.4858,-0.2864,0.1885,-0.406,-0.2838,0.3244,-0.718,-0.4469,-0.7611,-0.4167,-0.2758,0.4457,0.855,-1.1726,-0.4943,-0.2968,0.2968,-0.2657,-31.429311789068,-64.1480959893981,0.077,-0.7304,242,0.0382
LOS CHINGOLOS,-0.1993,-0.2465,-0.0846,0.6564,0.2398,0.7289,-0.3168,-0.4858,-0.5637,-0.578,-0.2482,-0.2838,0.3244,0.1642,-0.4469,0.7792,-0.4167,-0.2758,-0.6467,-0.0099,0.8528,-0.4943,-0.2968,0.2968,-0.2061,-31.340792625602,-64.169066378749,1.4446,1.4945,231,0.1144
LOS CIELOS,-0.487,-0.3966,-0.4048,-0.9179,-0.5499,-0.6587,-0.3168,-0.4858,-1.026,-0.7696,-0.5455,-0.2838,-1.0337,-1.235,-0.4469,-0.7611,-0.4167,-0.2758,-1.0409,-0.6477,-1.1726,-0.4943,-0.2968,-3.369,-1.2289,-31.3714859295371,-64.28265773622033,-1.3426,-0.7304,469,-1.6419
LOS EUCALIPTUS,-0.2398,-0.2426,-0.2904,-0.3648,-0.1551,-0.3118,0.0405,-0.4858,-0.6562,-0.1947,-0.3574,-0.2838,0.3244,0.0507,1.42,0.0988,-0.4167,-0.2758,-0.6881,0.0646,0.8528,-0.4943,-0.2968,0.2968,-0.5718,-31.4678374607454,-64.0885166553114,0.6137,-0.1742,325,-0.5542
LOS FILTROS,-0.4169,-0.3966,-0.1609,1.9187,-0.1551,0.0351,-0.3168,-0.4858,-0.3788,-0.3864,-0.4727,-0.2838,-1.0337,-0.686,-0.4469,0.996,-0.4167,-0.2758,0.2201,-0.6477,0.8528,-0.4943,-0.2968,0.2968,0.4639,-31.4133081279979,-64.2484968686162,1.7043,0.382,121,0.8868
LOS FRESNOS,-0.3741,-0.3713,-0.1151,1.8212,-0.3525,-0.3118,-0.3168,-0.4858,-1.026,-0.7696,-0.5455,-0.2838,1.6826,-0.4538,-0.4469,-0.0583,-0.4167,-0.2758,-1.0409,1.6777,0.8528,-0.4943,-0.2968,-3.369,-0.8789,-31.4709007424932,-64.0815785370936,1.8428,-0.1742,425,-1.2435
LOS GIGANTES,0.2983,0.1804,-0.0313,-0.223,0.0424,0.382,-0.3168,-0.4858,-0.009,-0.3864,-0.2968,-0.2838,0.3244,1.0166,-0.4469,-0.2527,-0.4167,-0.2758,-0.6605,-0.3685,0.8528,-0.4943,-0.2968,0.2968,-0.7291,-31.3626362226789,-64.1695064760401,0.4925,0.9382,381,-0.9352
LOS GRANADOS,0.0977,-0.0022,-0.0923,-0.1255,0.2398,0.382,0.0405,-0.4858,-0.4713,-0.3864,-0.4848,-0.2838,0.3244,0.7514,0.4866,0.1062,-0.4167,-0.2758,-0.7725,-0.2866,0.8528,-0.4943,-0.2968,0.2968,-0.6228,-31.4233609670665,-64.2369958390385,0.8214,0.9382,340,-0.6512
LOS HORNILLOS,-0.442,-0.3966,-0.2523,0.8549,-0.5499,-0.6587,-0.3168,-0.4858,0.7307,0.1885,-0.5394,-0.2838,0.3244,-0.8511,-0.4469,-0.7611,-0.4167,-0.2758,2.6411,1.061,-1.1726,-0.4943,-0.2968,0.2968,1.1571,-31.3409132203449,-64.1720953360985,0.6137,-0.7304,59,1.2921
LOS JACARANDAES,-0.3266,-0.3312,0.1288,2.9718,-0.5499,-0.6587,-0.3168,-0.4858,-1.026,-0.7696,-0.5091,-0.2838,0.3244,-0.2464,-0.4469,-0.7611,-0.4167,-0.2758,-1.0409,0.3028,-1.1726,-0.4943,-0.2968,-3.369,-1.2289,-31.4171979227171,-64.2364547163467,1.41,-0.7304,469,-1.6419
LOS JOSEFINOS,-0.487,-0.3966,-0.3362,-0.1201,-0.5499,-0.6587,-0.3168,1.9142,-1.026,-0.7696,-0.5455,-0.2838,0.3244,-1.235,-0.4469,-0.7611,3.2291,-0.2758,-1.0409,1.8341,-1.1726,2.0231,-0.2968,-3.369,-0.0359,-31.4142006207762,-64.1238803796894,-1.3426,-0.7304,197,0.3395
LOS NARANJOS,-0.2649,-0.1981,-0.3514,-0.6963,0.6346,0.382,0.7551,-0.4858,-0.1939,0.5718,2.0627,2.8315,0.3244,-0.0266,1.42,2.0204,-0.4167,3.9761,-0.1864,0.1204,0.8528,-0.4943,3.369,0.2968,1.3074,-31.4296647566055,-64.226563138602,-0.6847,-0.1742,54,1.3579
LOS OLMOS,-0.2163,-0.2091,-0.2447,-0.2301,-0.1551,-0.6587,0.3978,-0.4858,0.1759,0.7634,-0.2058,-0.2838,0.3244,0.1178,3.2869,0.0464,-0.4167,-0.2758,0.0314,0.0199,0.8528,-0.4943,-0.2968,0.2968,-0.1315,-31.4597965821554,-64.2172530936535,0.2847,-0.7304,215,0.2287
LOS OLMOS SUD,-0.0913,-0.1568,-0.0389,0.4206,-0.3525,-0.3118,-0.3168,1.9142,0.7307,-0.0031,-0.4302,-0.2838,1.6826,0.4181,-0.4469,-0.462,1.7849,-0.2758,0.1312,0.3512,0.8528,2.0231,-0.2968,0.2968,0.4,-31.465400290473603,-64.21545121967615,1.0984,-0.1742,128,0.8383
LOS PARAISOS,0.4253,0.3943,-0.0999,-0.4854,0.0424,-0.6587,0.7551,-0.4858,1.5628,0.3802,1.6624,-0.2838,0.3244,1.1548,3.2869,-0.32,-0.4167,-0.2758,-0.1956,-0.4033,0.8528,-0.4943,-0.2968,0.2968,-0.4612,-31.3830882690084,-64.1946480503973,-0.3039,-0.7304,302,-0.381
LOS PINOS,-0.2079,-0.214,-0.2447,-0.2177,-0.1551,0.0351,-0.3168,1.9142,-0.3788,-0.0031,0.425,-0.2838,0.3244,0.1415,-0.4469,0.024,2.464,-0.2758,-0.4764,0.005,0.8528,2.0231,-0.2968,0.2968,0.4709,-31.3936669516838,-64.1410319653281,0.5098,0.382,117,0.9145
LOS PLATANOS,0.8086,0.6848,0.0373,-0.4428,1.0294,1.7696,0.0405,-0.4858,-0.009,0.1885,0.1824,-0.2838,-1.0337,1.4861,0.0198,0.0913,-0.4167,-0.2758,-0.8001,-0.6477,0.8528,-0.4943,-0.2968,0.2968,-0.648,-31.4222080751586,-64.2307130188136,-0.0788,3.1631,360,-0.7897
LOS ROBLES,0.1065,0.0203,0.6928,1.7467,0.2398,0.7289,-0.3168,-0.4858,-0.2864,-0.3864,0.6859,-0.2838,0.3244,0.7648,-0.4469,0.0988,-0.4167,-0.2758,-0.6881,-0.2916,0.8528,-0.4943,-0.2968,0.2968,-0.5718,-31.4010362677022,-64.2649086322231,0.6137,1.4945,325,-0.5542
LOS SAUCES,-0.2609,-0.2487,-0.2371,-0.0865,-0.1551,0.0351,-0.3168,1.9142,-0.1939,-0.3864,-0.4484,-0.2838,0.3244,-0.0143,-0.4469,0.1511,2.935,-0.2758,-0.1972,0.1117,0.8528,2.0231,-0.2968,0.2968,0.8693,-31.4611868550392,-64.0988703018824,0.3713,0.382,83,1.1536
LOS SOLES,-0.487,-0.3966,-0.4048,-0.9179,-0.5499,-0.6587,-0.3168,-0.4858,-0.5637,-0.578,-0.5455,-0.2838,-1.0337,-1.235,-0.4469,-0.7611,-0.4167,-0.2758,0.4932,-0.6477,-1.1726,-0.4943,-0.2968,0.2968,-0.2346,-31.37321427576532,-64.27863327990656,-1.3426,-0.7304,237,0.0659
LOS SUENOS,-0.487,-0.3966,-0.4048,-0.9179,-0.5499,-0.6587,-0.3168,-0.4858,-0.9336,-0.578,-0.5455,-0.2838,-1.0337,-1.235,-0.4469,-0.7611,-0.4167,-0.2758,-0.7341,-0.6477,-1.1726,-0.4943,-0.2968,0.2968,-1.0303,-31.3604453595515,-64.2832690939214,-1.3426,-0.7304,447,-1.4167
LOURDES,-0.3051,-0.3317,-0.0237,1.869,-0.3525,-0.3118,-0.3168,-0.4858,1.3779,0.3802,-0.503,-0.2838,0.3244,-0.1649,-0.4469,-0.2302,-0.4167,-0.2758,1.7819,0.2308,0.8528,-0.4943,-0.2968,0.2968,0.865,-31.3316515562663,-64.2559838632293,2.0159,-0.1742,85,1.1397
MAIPU SECCION 1,-0.1838,-0.1332,-0.3514,-0.7353,-0.5499,-0.6587,-0.3168,-0.4858,0.5458,1.53,-0.5455,-0.2838,0.3244,0.2045,-0.4469,-0.7611,-0.4167,-0.2758,0.2493,-0.0335,-1.1726,-0.4943,-0.2968,0.2968,-0.393,-31.4361764058547,-64.1595471854071,-0.5116,-0.7304,278,-0.2147
MAIPU SECCION 2,-0.1318,-0.0864,-0.3438,-0.7318,-0.5499,-0.6587,-0.3168,-0.4858,0.1759,1.3383,-0.5455,-0.2838,0.3244,0.3304,-0.4469,-0.7611,-0.4167,-0.2758,-0.168,-0.1042,-1.1726,-0.4943,-0.2968,0.2968,-0.663,-31.4296995173019,-64.159805647332,-0.4943,-0.7304,367,-0.8382
MALDONADO,1.0108,0.5236,2.3316,2.4807,0.832,1.7696,-0.3168,-0.4858,-0.1014,-0.3864,-0.4666,-0.2838,-1.0337,1.6264,-0.4469,-0.1106,-0.4167,-0.2758,-0.8492,-0.6477,0.8528,-0.4943,-0.2968,0.2968,-0.7806,-31.412245483126,-64.127450781327,1.7389,3.1631,393,-1.0253
MANANTIALES I-MANANTIALES II,-0.487,-0.3966,-0.4048,-0.9179,-0.5499,-0.6587,-0.3168,-0.4858,-0.9336,-0.578,-0.5455,-0.2838,-1.0337,-1.235,-0.4469,-0.7611,-0.4167,-0.2758,-0.7341,-0.6477,-1.1726,-0.4943,-0.2968,0.2968,-1.0303,-31.4501755442947,-64.2275132126212,-1.3426,-0.7304,447,-1.4167
MARCELO T DE ALVEAR,-0.0391,-0.0936,-0.0389,0.2149,-0.5499,-0.6587,-0.3168,-0.4858,-0.2864,-0.3864,1.0498,-0.2838,0.3244,0.5213,-0.4469,-0.7611,-0.4167,-0.2758,-0.5945,-0.196,-1.1726,-0.4943,-0.2968,0.2968,-0.9395,-31.3680411492782,-64.1718542573729,0.6656,-0.7304,433,-1.3059
MARCOS SASTRE,-0.3667,-0.3521,-0.2676,0.2185,-0.3525,-0.3118,-0.3168,-0.4858,-0.009,-0.1947,-0.3453,-0.2838,0.3244,-0.4188,-0.4469,-0.0807,-0.4167,-0.2758,0.4871,0.4765,0.8528,-0.4943,-0.2968,0.2968,0.1004,-31.4451190053854,-64.149863964445,1.133,-0.1742,169,0.5508
MARECHAL,0.122,0.0858,0.0602,0.0855,-0.3525,-0.3118,-0.3168,-0.4858,0.7307,-0.0031,-0.4241,-0.2838,0.3244,0.7875,-0.4469,-0.5518,-0.4167,-0.2758,-0.2217,-0.299,0.8528,-0.4943,-0.2968,0.2968,-0.5938,-31.3955292239017,-64.2142652519137,0.0424,-0.1742,331,-0.5888
MARIA LASTENIA,-0.487,-0.3966,-0.3209,0.0571,0.2398,0.7289,-0.3168,-0.4858,0.8232,0.1885,-0.4484,-0.2838,0.3244,-1.235,-0.4469,2.8306,-0.4167,-0.2758,2.6411,1.8341,0.8528,-0.4943,-0.2968,0.2968,2.9471,-31.3266603545532,-64.1819207021647,-1.3426,1.4945,6,1.6766
MARIANO BALCARCE,-0.1894,-0.1458,-0.3286,-0.6485,-0.3525,-0.6587,0.0405,-0.4858,-0.4713,0.5718,-0.3028,-0.2838,0.3244,0.19,3.2869,-0.3873,-0.4167,-0.2758,-0.5792,-0.0248,0.8528,-0.4943,-0.2968,0.2968,-0.7436,-31.4336980595615,-64.2215931493569,-0.4077,-0.7304,385,-0.9629
MARIANO FRAGUEIRO,0.1366,0.0231,0.2736,0.7202,0.0424,0.382,-0.3168,-0.4858,1.8402,0.7634,-0.3938,-0.2838,0.3244,0.8081,-0.4469,-0.1405,-0.4167,-0.2758,0.2692,-0.3065,0.8528,-0.4943,-0.2968,0.2968,-0.0708,-31.3660728145572,-64.1856708289333,0.856,0.9382,205,0.298
MARQUES ANEXO,1.5009,0.9807,1.3483,0.5908,-0.3525,-0.3118,-0.3168,-0.4858,-1.026,-0.7696,-0.5455,-0.2838,-1.0337,1.9019,-0.4469,-0.6863,-0.4167,-0.2758,-1.0409,-0.6477,0.8528,-0.4943,-0.2968,-3.369,-1.1919,-31.37143579108965,-64.19161266923146,1.0465,-0.1742,468,-1.5449
MARQUES DE SOBREMONTE,4.3161,3.6408,2.1868,-0.1184,1.8191,2.1165,1.1124,1.9142,2.2101,-0.0031,8.0373,2.8315,1.6826,2.7831,0.7965,-0.3947,-0.1922,0.8428,-0.8231,-0.5472,0.8528,2.0231,3.369,0.2968,-0.6748,-31.36862893655555,-64.19402795529055,-0.0269,0.382,371,-0.866
