barrio,poblacion,hogares,nbi,pct_nbi,escuelas_total,escuelas_estatales,escuelas_privadas,dispensarios_municipales,paradas_colectivo,lineas_colectivo,luminarias_reportes,comisarias,centros_vecinales,hogares_por_poblacion,poblacion_log,pct_escuelas_privadas,escuelas_por_1000_hab,dispensarios_por_10000_hab,comisarias_por_10000_hab,paradas_por_1000_hab,centros_vecinales_por_10000_hab,tiene_escuela,tiene_dispensario,tiene_comisaria,tiene_transporte,infraestructura_score,centroide_lat,centroide_lon,area_barrio_km2,densidad_poblacional,infraestructura_por_km2,outlier_flag,cluster_barrio,cluster_descripcion,categoria_infraestructura,tooltip_html
RESIDENCIAL ARAGON,1719.0,432.0,55.0,12.73,0,0,0,0,5,1,5,0,0,0.251,7.45,0.0,0.0,0.0,0.0,2.91,0.0,0,0,0,1,0.0539,-31.3715261997823,-64.1307766978515,0.14,12278.57,0.385,1,4,Periferia Vulnerable,Muy Baja,<b>RESIDENCIAL ARAGON</b><hr>Tipología: <span style='color:#38bdf8'>Periferia Vulnerable</span><br>Pob: 1719.0<br>Score Infra: <b style='color:#e2e8f0'>Muy Baja</b>
RESIDENCIAL OLIVOS,971.0,311.0,4.0,1.29,1,1,0,0,3,3,118,0,1,0.32,6.879,0.0,1.03,0.0,0.0,3.09,10.3,1,0,0,1,0.1287,-31.4327587703916,-64.2106558663057,0.2,4855.0,0.644,1,0,Anillo Denso Residencial,Baja,<b>RESIDENCIAL OLIVOS</b><hr>Tipología: <span style='color:#38bdf8'>Anillo Denso Residencial</span><br>Pob: 971.0<br>Score Infra: <b style='color:#e2e8f0'>Baja</b>
RESIDENCIAL SAN CARLOS,2868.0,908.0,17.0,1.87,0,0,0,0,11,7,672,2,0,0.317,7.962,0.0,0.0,0.0,1.5584999999999962,3.84,0.0,0,0,1,1,0.1822,-31.4440185024215,-64.1657393867709,0.44,6518.18,0.414,1,2,Suburbio Popular Consolidado,Media,<b>RESIDENCIAL SAN CARLOS</b><hr>Tipología: <span style='color:#38bdf8'>Suburbio Popular Consolidado</span><br>Pob: 2868.0<br>Score Infra: <b style='color:#e2e8f0'>Media</b>
RESIDENCIAL SAN JORGE,2240.0,584.0,72.0,12.33,2,2,0,0,1,1,31,0,1,0.261,7.715,0.0,0.89,0.0,0.0,0.45,4.46,1,0,0,1,0.0701,-31.3688561270228,-64.12982377053319,0.1,22400.0,0.701,1,3,Anillo Denso Residencial,Muy Baja,<b>RESIDENCIAL SAN JORGE</b><hr>Tipología: <span style='color:#38bdf8'>Anillo Denso Residencial</span><br>Pob: 2240.0<br>Score Infra: <b style='color:#e2e8f0'>Muy Baja</b>
RESIDENCIAL SAN ROQUE,13559.0,3398.0,501.0,14.74,8,8,0,1,12,2,90,0,2,0.251,9.515,0.0,0.59,0.74,0.0,0.89,1.48,1,1,0,1,0.0821,-31.4270382314086,-64.2472947834154,1.57,8636.31,0.052,1,4,Periferia Vulnerable,Muy Baja,<b>RESIDENCIAL SAN ROQUE</b><hr>Tipología: <span style='color:#38bdf8'>Periferia Vulnerable</span><br>Pob: 13559.0<br>Score Infra: <b style='color:#e2e8f0'>Muy Baja</b>
RESIDENCIAL SANTA ANA,1547.0,474.0,13.0,2.74,0,0,0,0,17,6,0,0,1,0.306,7.345,0.0,0.0,0.0,0.0,10.99,6.46,0,0,0,1,0.2035,-31.4238461538475,-64.2149551539217,0.29,5334.48,0.702,1,0,Anillo Denso Residencial,Media,<b>RESIDENCIAL SANTA ANA</b><hr>Tipología: <span style='color:#38bdf8'>Anillo Denso Residencial</span><br>Pob: 1547.0<br>Score Infra: <b style='color:#e2e8f0'>Media</b>
RESIDENCIAL SANTA ROSA,2741.0,713.0,43.0,6.03,6,4,2,0,7,2,0,0,1,0.26,7.916,0.333,2.19,0.0,0.0,2.55,3.65,1,0,0,1,0.1992,-31.4776887498821,-64.2053354654748,0.28,9789.29,0.711,1,2,Suburbio Popular Consolidado,Media,<b>RESIDENCIAL SANTA ROSA</b><hr>Tipología: <span style='color:#38bdf8'>Suburbio Popular Consolidado</span><br>Pob: 2741.0<br>Score Infra: <b style='color:#e2e8f0'>Media</b>
RESIDENCIAL SUD,947.0,282.0,5.0,1.77,1,1,0,0,39,10,30,0,1,0.298,6.854,0.0,1.06,0.0,0.0,24.0,10.56,1,0,0,1,0.518,-31.4663754728897,-64.2254447512096,0.19,4984.21,2.726,1,1,Núcleo Urbano Consolidado,Muy Alta,<b>RESIDENCIAL SUD</b><hr>Tipología: <span style='color:#38bdf8'>Núcleo Urbano Consolidado</span><br>Pob: 947.0<br>Score Infra: <b style='color:#e2e8f0'>Muy Alta</b>
RESIDENCIAL VELEZ SARSFIELD,3161.0,1013.0,6.0,0.59,2,2,0,0,14,5,372,0,1,0.32,8.059,0.0,0.63,0.0,0.0,4.43,3.16,1,0,0,1,0.1258,-31.4488841804524,-64.2091247187554,0.46,6871.74,0.273,1,2,Suburbio Popular Consolidado,Baja,<b>RESIDENCIAL VELEZ SARSFIELD</b><hr>Tipología: <span style='color:#38bdf8'>Suburbio Popular Consolidado</span><br>Pob: 3161.0<br>Score Infra: <b style='color:#e2e8f0'>Baja</b>
RIVADAVIA,3105.0,1064.0,25.0,2.35,0,0,0,0,14,11,37,0,1,0.343,8.041,0.0,0.0,0.0,0.0,4.51,3.22,0,0,0,1,0.0835,-31.432367391206,-64.1487458501079,0.34,9132.35,0.246,1,2,Suburbio Popular Consolidado,Baja,<b>RIVADAVIA</b><hr>Tipología: <span style='color:#38bdf8'>Suburbio Popular Consolidado</span><br>Pob: 3105.0<br>Score Infra: <b style='color:#e2e8f0'>Baja</b>
RIVERA INDARTE,1742.0,517.0,23.0,4.45,0,0,0,0,6,2,301,0,1,0.297,7.463,0.0,0.0,0.0,0.0,3.44,5.74,0,0,0,1,0.0637,-31.333982397703,-64.296330832545,1.08,1612.96,0.059,1,0,Anillo Denso Residencial,Muy Baja,<b>RIVERA INDARTE</b><hr>Tipología: <span style='color:#38bdf8'>Anillo Denso Residencial</span><br>Pob: 1742.0<br>Score Infra: <b style='color:#e2e8f0'>Muy Baja</b>
ROCIO,500.0,200.0,0.0,0.0,0,0,0,0,3,1,0,0,1,0.4,6.217,0.0,0.0,0.0,0.0,6.0,20.0,0,0,0,1,0.1111,-31.3681724782991,-64.28048692984187,0.0,0.0,0.0,1,0,Anillo Denso Residencial,Baja,<b>ROCIO</b><hr>Tipología: <span style='color:#38bdf8'>Anillo Denso Residencial</span><br>Pob: 500.0<br>Score Infra: <b style='color:#e2e8f0'>Baja</b>
ROCIO DEL SUR,500.0,200.0,0.0,0.0,0,0,0,0,4,1,0,0,0,0.4,6.217,0.0,0.0,0.0,0.0,8.0,0.0,0,0,0,1,0.1481,-31.4868760584956,-64.1912693028927,0.06,8333.33,2.468,1,0,Anillo Denso Residencial,Media,<b>ROCIO DEL SUR</b><hr>Tipología: <span style='color:#38bdf8'>Anillo Denso Residencial</span><br>Pob: 500.0<br>Score Infra: <b style='color:#e2e8f0'>Media</b>
ROGELIO MARTINEZ,1204.0,390.0,3.0,0.77,9,9,0,0,12,7,13,0,1,0.324,7.094,0.0,4.8035,0.0,0.0,9.97,8.31,1,0,0,1,0.518,-31.4382346065369,-64.1782006713031,0.32,3762.5,1.619,1,1,Núcleo Urbano Consolidado,Muy Alta,<b>ROGELIO MARTINEZ</b><hr>Tipología: <span style='color:#38bdf8'>Núcleo Urbano Consolidado</span><br>Pob: 1204.0<br>Score Infra: <b style='color:#e2e8f0'>Muy Alta</b>
ROSEDAL,2314.0,755.0,6.0,0.79,2,2,0,0,1,1,186,0,2,0.326,7.747,0.0,0.86,0.0,0.0,0.43,8.64,1,0,0,1,0.0676,-31.4339776305225,-64.2262394291001,0.34,6805.88,0.199,1,2,Suburbio Popular Consolidado,Muy Baja,<b>ROSEDAL</b><hr>Tipología: <span style='color:#38bdf8'>Suburbio Popular Consolidado</span><br>Pob: 2314.0<br>Score Infra: <b style='color:#e2e8f0'>Muy Baja</b>
ROSEDAL ANEXO,916.0,288.0,6.0,2.08,3,3,0,0,5,3,0,0,2,0.314,6.821,0.0,3.28,0.0,0.0,5.46,21.83,1,0,0,1,0.3287,-31.4394090528371,-64.2285738840511,0.14,6542.86,2.348,1,0,Anillo Denso Residencial,Alta,<b>ROSEDAL ANEXO</b><hr>Tipología: <span style='color:#38bdf8'>Anillo Denso Residencial</span><br>Pob: 916.0<br>Score Infra: <b style='color:#e2e8f0'>Alta</b>
SACHI,1053.0,255.0,28.0,10.98,2,2,0,0,10,2,2,0,1,0.242,6.96,0.0,1.9,0.0,0.0,9.5,9.5,1,0,0,1,0.3078,-31.4537288140298,-64.2663075456171,0.15,7020.0,2.052,1,4,Periferia Vulnerable,Alta,<b>SACHI</b><hr>Tipología: <span style='color:#38bdf8'>Periferia Vulnerable</span><br>Pob: 1053.0<br>Score Infra: <b style='color:#e2e8f0'>Alta</b>
SAN ANTONIO,500.0,200.0,4.0,2.0,0,0,0,0,11,2,2,0,1,0.4,6.217,0.0,0.0,0.0,0.0,22.0,20.0,0,0,0,1,0.4074,-31.4744328449938,-64.1905169218078,0.2,2500.0,2.037,1,1,Núcleo Urbano Consolidado,Muy Alta,<b>SAN ANTONIO</b><hr>Tipología: <span style='color:#38bdf8'>Núcleo Urbano Consolidado</span><br>Pob: 500.0<br>Score Infra: <b style='color:#e2e8f0'>Muy Alta</b>
SAN CAYETANO,500.0,200.0,6.0,3.0,0,0,0,0,9,9,14,0,0,0.4,6.217,0.0,0.0,0.0,0.0,18.0,0.0,0,0,0,1,0.3333,-31.4366816283972,-64.1435193646877,0.05,10000.0,6.666,1,0,Anillo Denso Residencial,Alta,<b>SAN CAYETANO</b><hr>Tipología: <span style='color:#38bdf8'>Anillo Denso Residencial</span><br>Pob: 500.0<br>Score Infra: <b style='color:#e2e8f0'>Alta</b>
SAN DANIEL,1359.0,455.0,13.0,2.86,0,0,0,1,8,11,158,0,1,0.335,7.215,0.0,0.0,6.656999999999986,0.0,5.89,7.36,0,1,0,1,0.3313,-31.4489648668651,-64.2027069336836,0.2,6795.0,1.656,1,0,Anillo Denso Residencial,Alta,<b>SAN DANIEL</b><hr>Tipología: <span style='color:#38bdf8'>Anillo Denso Residencial</span><br>Pob: 1359.0<br>Score Infra: <b style='color:#e2e8f0'>Alta</b>
SAN FELIPE,2553.0,667.0,44.0,6.6,5,5,0,0,4,3,20,0,1,0.261,7.845,0.0,1.96,0.0,0.0,1.57,3.92,1,0,0,1,0.1651,-31.4567629225238,-64.136040573816,0.8,3191.25,0.206,1,2,Suburbio Popular Consolidado,Media,<b>SAN FELIPE</b><hr>Tipología: <span style='color:#38bdf8'>Suburbio Popular Consolidado</span><br>Pob: 2553.0<br>Score Infra: <b style='color:#e2e8f0'>Media</b>
SAN FERNANDO,4094.0,1612.0,65.0,4.03,4,2,2,0,9,4,246,0,0,0.394,8.318,0.5,0.98,0.0,0.0,2.2,0.0,1,0,0,1,0.1087,-31.4475771620013,-64.1904852101721,0.52,7873.08,0.209,1,2,Suburbio Popular Consolidado,Baja,<b>SAN FERNANDO</b><hr>Tipología: <span style='color:#38bdf8'>Suburbio Popular Consolidado</span><br>Pob: 4094.0<br>Score Infra: <b style='color:#e2e8f0'>Baja</b>
SAN FRANCISCO,1123.0,362.0,2.0,0.55,1,1,0,0,6,4,133,0,0,0.322,7.025,0.0,0.89,0.0,0.0,5.34,0.0,1,0,0,1,0.1606,-31.4261196823107,-64.2113739415651,0.26,4319.23,0.618,1,0,Anillo Denso Residencial,Media,<b>SAN FRANCISCO</b><hr>Tipología: <span style='color:#38bdf8'>Anillo Denso Residencial</span><br>Pob: 1123.0<br>Score Infra: <b style='color:#e2e8f0'>Media</b>
SAN IGNACIO,2787.0,755.0,82.0,10.86,1,1,0,0,17,3,181,0,1,0.271,7.933,0.0,0.36,0.0,0.0,6.1,3.59,1,0,0,1,0.1379,-31.3901313573677,-64.2483281769605,0.49,5687.76,0.281,1,4,Periferia Vulnerable,Baja,<b>SAN IGNACIO</b><hr>Tipología: <span style='color:#38bdf8'>Periferia Vulnerable</span><br>Pob: 2787.0<br>Score Infra: <b style='color:#e2e8f0'>Baja</b>
SAN JAVIER,1637.0,413.0,36.0,8.72,2,2,0,0,7,1,10,0,0,0.252,7.401,0.0,1.22,0.0,0.0,4.28,0.0,1,0,0,1,0.1639,-31.4556731937559,-64.1016938389538,1.17,1399.15,0.14,1,0,Anillo Denso Residencial,Media,<b>SAN JAVIER</b><hr>Tipología: <span style='color:#38bdf8'>Anillo Denso Residencial</span><br>Pob: 1637.0<br>Score Infra: <b style='color:#e2e8f0'>Media</b>
SAN JOSE,548.0,200.0,2.0,1.0,1,1,0,0,15,4,146,0,1,0.365,6.308,0.0,1.82,0.0,0.0,24.0,18.25,1,0,0,1,0.5707,-31.3396643850959,-64.2892805257168,0.14,3914.29,4.076,1,1,Núcleo Urbano Consolidado,Muy Alta,<b>SAN JOSE</b><hr>Tipología: <span style='color:#38bdf8'>Núcleo Urbano Consolidado</span><br>Pob: 548.0<br>Score Infra: <b style='color:#e2e8f0'>Muy Alta</b>
SAN LORENZO,1988.0,618.0,17.0,2.75,2,2,0,1,27,8,61,0,1,0.311,7.595,0.0,1.01,5.03,0.0,13.58,5.03,1,1,0,1,0.4895,-31.4555850114127,-64.1104826929887,0.36,5522.22,1.36,1,1,Núcleo Urbano Consolidado,Muy Alta,<b>SAN LORENZO</b><hr>Tipología: <span style='color:#38bdf8'>Núcleo Urbano Consolidado</span><br>Pob: 1988.0<br>Score Infra: <b style='color:#e2e8f0'>Muy Alta</b>
SAN LORENZO NORTE,500.0,200.0,5.0,2.5,0,0,0,0,4,2,47,0,1,0.4,6.217,0.0,0.0,0.0,0.0,8.0,20.0,0,0,0,1,0.1481,-31.375034879287,-64.2167246301229,0.05,10000.0,2.962,1,0,Anillo Denso Residencial,Media,<b>SAN LORENZO NORTE</b><hr>Tipología: <span style='color:#38bdf8'>Anillo Denso Residencial</span><br>Pob: 500.0<br>Score Infra: <b style='color:#e2e8f0'>Media</b>
SAN LUIS DE FRANCIA,500.0,200.0,4.0,2.0,1,1,0,0,6,1,19,0,0,0.4,6.217,0.0,2.0,0.0,0.0,12.0,0.0,1,0,0,1,0.361,-31.480037185052,-64.2537276188054,0.07,7142.86,5.157,1,0,Anillo Denso Residencial,Muy Alta,<b>SAN LUIS DE FRANCIA</b><hr>Tipología: <span style='color:#38bdf8'>Anillo Denso Residencial</span><br>Pob: 500.0<br>Score Infra: <b style='color:#e2e8f0'>Muy Alta</b>
SAN MARCELO,500.0,200.0,0.0,0.0,0,0,0,0,14,11,8,0,0,0.4,6.217,0.0,0.0,0.0,0.0,24.0,0.0,0,0,0,1,0.4444,-31.3625836463826,-64.2356214056744,0.09,5555.56,4.938,1,1,Núcleo Urbano Consolidado,Muy Alta,<b>SAN MARCELO</b><hr>Tipología: <span style='color:#38bdf8'>Núcleo Urbano Consolidado</span><br>Pob: 500.0<br>Score Infra: <b style='color:#e2e8f0'>Muy Alta</b>
SAN MARTIN,13157.0,4358.0,207.0,4.75,21,13,8,1,19,5,728,0,0,0.331,9.485,0.381,1.6,0.76,0.0,1.44,0.0,1,1,0,1,0.1631,-31.3938093272891,-64.196540458099,1.45,9073.79,0.112,1,2,Suburbio Popular Consolidado,Media,<b>SAN MARTIN</b><hr>Tipología: <span style='color:#38bdf8'>Suburbio Popular Consolidado</span><br>Pob: 13157.0<br>Score Infra: <b style='color:#e2e8f0'>Media</b>
SAN MARTIN ANEXO,3153.0,1078.0,37.0,3.43,0,0,0,0,12,3,152,0,0,0.342,8.056,0.0,0.0,0.0,0.0,3.81,0.0,0,0,0,1,0.0706,-31.3810124729714,-64.2031139721542,0.34,9273.53,0.208,1,2,Suburbio Popular Consolidado,Muy Baja,<b>SAN MARTIN ANEXO</b><hr>Tipología: <span style='color:#38bdf8'>Suburbio Popular Consolidado</span><br>Pob: 3153.0<br>Score Infra: <b style='color:#e2e8f0'>Muy Baja</b>
SAN MARTIN NORTE,1945.0,560.0,34.0,6.07,0,0,0,1,13,7,110,0,0,0.288,7.574,0.0,0.0,5.14,0.0,6.68,0.0,0,1,0,1,0.2953,-31.3727739384295,-64.2025244371434,0.23,8456.52,1.284,1,2,Suburbio Popular Consolidado,Alta,<b>SAN MARTIN NORTE</b><hr>Tipología: <span style='color:#38bdf8'>Suburbio Popular Consolidado</span><br>Pob: 1945.0<br>Score Infra: <b style='color:#e2e8f0'>Alta</b>
SAN NICOLAS,2063.0,596.0,44.0,7.38,0,0,0,0,7,2,193,0,1,0.289,7.632,0.0,0.0,0.0,0.0,3.39,4.85,0,0,0,1,0.0628,-31.3806758446016,-64.1513078024304,0.22,9377.27,0.285,1,2,Suburbio Popular Consolidado,Muy Baja,<b>SAN NICOLAS</b><hr>Tipología: <span style='color:#38bdf8'>Suburbio Popular Consolidado</span><br>Pob: 2063.0<br>Score Infra: <b style='color:#e2e8f0'>Muy Baja</b>
SAN PABLO,2190.0,672.0,25.0,3.72,0,0,0,0,15,6,69,0,1,0.307,7.692,0.0,0.0,0.0,0.0,6.85,4.57,0,0,0,1,0.1269,-31.4442248614309,-64.1609205677274,0.28,7821.43,0.453,1,2,Suburbio Popular Consolidado,Baja,<b>SAN PABLO</b><hr>Tipología: <span style='color:#38bdf8'>Suburbio Popular Consolidado</span><br>Pob: 2190.0<br>Score Infra: <b style='color:#e2e8f0'>Baja</b>
SAN PEDRO NOLASCO,982.0,265.0,26.0,9.81,1,1,0,0,9,1,15,0,2,0.27,6.891,0.0,1.02,0.0,0.0,9.16,20.37,1,0,0,1,0.2404,-31.466073357489,-64.2402160055799,0.41,2395.12,0.586,1,0,Anillo Denso Residencial,Alta,<b>SAN PEDRO NOLASCO</b><hr>Tipología: <span style='color:#38bdf8'>Anillo Denso Residencial</span><br>Pob: 982.0<br>Score Infra: <b style='color:#e2e8f0'>Alta</b>
SAN RAFAEL,5172.0,1698.0,20.0,1.18,5,2,3,0,9,2,252,0,0,0.328,8.551,0.6,0.97,0.0,0.0,1.74,0.0,1,0,0,1,0.0995,-31.4254002097623,-64.2219912910859,0.65,7956.92,0.153,1,2,Suburbio Popular Consolidado,Baja,<b>SAN RAFAEL</b><hr>Tipología: <span style='color:#38bdf8'>Suburbio Popular Consolidado</span><br>Pob: 5172.0<br>Score Infra: <b style='color:#e2e8f0'>Baja</b>
SAN RAMON,500.0,200.0,11.0,5.5,3,3,0,0,3,1,0,0,0,0.4,6.217,0.0,4.8035,0.0,0.0,6.0,0.0,1,0,0,1,0.4444,-31.3408780235715,-64.1007723274352,1.06,471.7,0.419,1,1,Núcleo Urbano Consolidado,Muy Alta,<b>SAN RAMON</b><hr>Tipología: <span style='color:#38bdf8'>Núcleo Urbano Consolidado</span><br>Pob: 500.0<br>Score Infra: <b style='color:#e2e8f0'>Muy Alta</b>
SAN SALVADOR,2101.0,648.0,4.0,0.62,0,0,0,0,16,9,339,0,1,0.308,7.651,0.0,0.0,0.0,0.0,7.62,4.76,0,0,0,1,0.1411,-31.4009400687718,-64.2323869269285,0.34,6179.41,0.415,1,2,Suburbio Popular Consolidado,Baja,<b>SAN SALVADOR</b><hr>Tipología: <span style='color:#38bdf8'>Suburbio Popular Consolidado</span><br>Pob: 2101.0<br>Score Infra: <b style='color:#e2e8f0'>Baja</b>
SAN VICENTE,18145.0,5733.0,291.0,5.08,34,23,11,0,42,9,272,1,1,0.316,9.806,0.324,1.87,0.0,0.55,2.31,0.55,1,0,1,1,0.2118,-31.4243205159937,-64.1539750599537,2.6,6978.85,0.081,1,2,Suburbio Popular Consolidado,Media,<b>SAN VICENTE</b><hr>Tipología: <span style='color:#38bdf8'>Suburbio Popular Consolidado</span><br>Pob: 18145.0<br>Score Infra: <b style='color:#e2e8f0'>Media</b>
SANTA CECILIA,1089.0,317.0,40.0,12.62,2,2,0,0,7,3,40,0,1,0.291,6.994,0.0,1.84,0.0,0.0,6.43,9.18,1,0,0,1,0.2468,-31.3576320292659,-64.2277242696327,0.13,8376.92,1.898,1,4,Periferia Vulnerable,Alta,<b>SANTA CECILIA</b><hr>Tipología: <span style='color:#38bdf8'>Periferia Vulnerable</span><br>Pob: 1089.0<br>Score Infra: <b style='color:#e2e8f0'>Alta</b>
SANTA CLARA DE ASIS,1839.0,481.0,8.0,1.66,3,0,3,0,8,2,200,0,1,0.262,7.518,1.0,1.63,0.0,0.0,4.35,5.44,1,0,0,1,0.1937,-31.3807288135085,-64.1407980125362,0.2,9195.0,0.968,1,2,Suburbio Popular Consolidado,Media,<b>SANTA CLARA DE ASIS</b><hr>Tipología: <span style='color:#38bdf8'>Suburbio Popular Consolidado</span><br>Pob: 1839.0<br>Score Infra: <b style='color:#e2e8f0'>Media</b>
SANTA ISABEL ANEXO,1361.0,328.0,24.0,7.32,2,0,2,0,8,2,0,0,0,0.241,7.217,1.0,1.47,0.0,0.0,5.88,0.0,1,0,0,1,0.2109,-31.4762535311804,-64.246541585744,0.18,7561.11,1.172,1,2,Suburbio Popular Consolidado,Media,<b>SANTA ISABEL ANEXO</b><hr>Tipología: <span style='color:#38bdf8'>Suburbio Popular Consolidado</span><br>Pob: 1361.0<br>Score Infra: <b style='color:#e2e8f0'>Media</b>
SANTA ISABEL SECCION 1,3583.0,1013.0,45.0,4.44,0,0,0,1,13,6,0,0,1,0.283,8.184,0.0,0.0,2.79,0.0,3.63,2.79,0,1,0,1,0.1604,-31.4706991572602,-64.2324062857146,0.79,4535.44,0.203,1,2,Suburbio Popular Consolidado,Media,<b>SANTA ISABEL SECCION 1</b><hr>Tipología: <span style='color:#38bdf8'>Suburbio Popular Consolidado</span><br>Pob: 3583.0<br>Score Infra: <b style='color:#e2e8f0'>Media</b>
SANTA ISABEL SECCION 2,6113.0,1748.0,100.0,5.72,0,0,0,1,19,5,0,0,1,0.286,8.718,0.0,0.0,1.64,0.0,3.11,1.64,0,1,0,1,0.1123,-31.4765694987008,-64.2314214735328,0.89,6868.54,0.126,1,2,Suburbio Popular Consolidado,Baja,<b>SANTA ISABEL SECCION 2</b><hr>Tipología: <span style='color:#38bdf8'>Suburbio Popular Consolidado</span><br>Pob: 6113.0<br>Score Infra: <b style='color:#e2e8f0'>Baja</b>
SANTA ISABEL SECCION 3,4047.0,1071.0,51.0,4.76,12,8,4,0,14,3,102,0,2,0.265,8.306,0.333,2.97,0.0,0.0,3.46,4.94,1,0,0,1,0.2702,-31.4780759649089,-64.2417721699096,0.49,8259.18,0.551,1,2,Suburbio Popular Consolidado,Alta,<b>SANTA ISABEL SECCION 3</b><hr>Tipología: <span style='color:#38bdf8'>Suburbio Popular Consolidado</span><br>Pob: 4047.0<br>Score Infra: <b style='color:#e2e8f0'>Alta</b>
SANTA RITA,1145.0,395.0,13.0,3.29,1,1,0,1,14,5,247,0,0,0.345,7.044,0.0,0.87,6.656999999999986,0.0,12.23,0.0,1,1,0,1,0.5091,-31.4475111531909,-64.1726932933092,0.16,7156.25,3.182,1,1,Núcleo Urbano Consolidado,Muy Alta,<b>SANTA RITA</b><hr>Tipología: <span style='color:#38bdf8'>Núcleo Urbano Consolidado</span><br>Pob: 1145.0<br>Score Infra: <b style='color:#e2e8f0'>Muy Alta</b>
SARGENTO CABRAL,3597.0,1060.0,78.0,7.36,1,1,0,1,9,4,34,0,1,0.295,8.188,0.0,0.28,2.78,0.0,2.5,2.78,1,1,0,1,0.1585,-31.3761553934638,-64.1930039660383,0.36,9991.67,0.44,1,2,Suburbio Popular Consolidado,Media,<b>SARGENTO CABRAL</b><hr>Tipología: <span style='color:#38bdf8'>Suburbio Popular Consolidado</span><br>Pob: 3597.0<br>Score Infra: <b style='color:#e2e8f0'>Media</b>
SARMIENTO,2507.0,785.0,17.0,2.17,5,3,2,0,12,8,23,0,1,0.313,7.827,0.4,1.99,0.0,0.0,4.79,3.99,1,0,0,1,0.2268,-31.4301438218054,-64.1542666069568,0.3,8356.67,0.756,1,2,Suburbio Popular Consolidado,Alta,<b>SARMIENTO</b><hr>Tipología: <span style='color:#38bdf8'>Suburbio Popular Consolidado</span><br>Pob: 2507.0<br>Score Infra: <b style='color:#e2e8f0'>Alta</b>
SEP,1039.0,292.0,7.0,2.4,2,2,0,0,9,6,27,0,1,0.281,6.947,0.0,1.92,0.0,0.0,8.66,9.62,1,0,0,1,0.2936,-31.4590458861221,-64.1656905708457,0.06,17316.67,4.893,1,3,Anillo Denso Residencial,Alta,<b>SEP</b><hr>Tipología: <span style='color:#38bdf8'>Anillo Denso Residencial</span><br>Pob: 1039.0<br>Score Infra: <b style='color:#e2e8f0'>Alta</b>
SEP SEGUNDA ETAPA,2640.0,759.0,16.0,2.11,0,0,0,0,6,3,0,0,0,0.288,7.879,0.0,0.0,0.0,0.0,2.27,0.0,0,0,0,1,0.042,-31.459818195198,-64.163901564558,0.15,17600.0,0.28,1,3,Anillo Denso Residencial,Muy Baja,<b>SEP SEGUNDA ETAPA</b><hr>Tipología: <span style='color:#38bdf8'>Anillo Denso Residencial</span><br>Pob: 2640.0<br>Score Infra: <b style='color:#e2e8f0'>Muy Baja</b>
SMATA,2291.0,599.0,2.0,0.33,4,4,0,0,4,2,79,0,2,0.261,7.737,0.0,1.75,0.0,0.0,1.75,8.73,1,0,0,1,0.1538,-31.4544018167226,-64.2235302714597,0.3,7636.67,0.513,1,2,Suburbio Popular Consolidado,Media,<b>SMATA</b><hr>Tipología: <span style='color:#38bdf8'>Suburbio Popular Consolidado</span><br>Pob: 2291.0<br>Score Infra: <b style='color:#e2e8f0'>Media</b>
SUAREZ,2807.0,762.0,87.0,11.42,4,4,0,0,7,2,26,0,0,0.271,7.94,0.0,1.43,0.0,0.0,2.49,0.0,1,0,0,1,0.1453,-31.4386525402631,-64.2104488002246,0.35,8020.0,0.415,1,4,Periferia Vulnerable,Baja,<b>SUAREZ</b><hr>Tipología: <span style='color:#38bdf8'>Periferia Vulnerable</span><br>Pob: 2807.0<br>Score Infra: <b style='color:#e2e8f0'>Baja</b>
TABLADA PARK,748.0,265.0,0.0,0.0,0,0,0,0,7,11,17,0,0,0.354,6.619,0.0,0.0,0.0,0.0,9.36,0.0,0,0,0,1,0.1733,-31.371014347978,-64.2262528800577,0.28,2671.43,0.619,1,0,Anillo Denso Residencial,Media,<b>TABLADA PARK</b><hr>Tipología: <span style='color:#38bdf8'>Anillo Denso Residencial</span><br>Pob: 748.0<br>Score Infra: <b style='color:#e2e8f0'>Media</b>
TALLERES ESTE,5542.0,1710.0,59.0,3.45,4,4,0,0,18,7,31,0,2,0.309,8.62,0.0,0.72,0.0,0.0,3.25,3.61,1,0,0,1,0.1101,-31.3889614484158,-64.1506644470621,0.6,9236.67,0.184,1,2,Suburbio Popular Consolidado,Baja,<b>TALLERES ESTE</b><hr>Tipología: <span style='color:#38bdf8'>Suburbio Popular Consolidado</span><br>Pob: 5542.0<br>Score Infra: <b style='color:#e2e8f0'>Baja</b>
TALLERES OESTE,5925.0,1848.0,62.0,3.35,7,7,0,0,27,9,0,0,0,0.312,8.687,0.0,1.18,0.0,0.0,4.56,0.0,1,0,0,1,0.1663,-31.3901962264128,-64.1589426196123,1.39,4262.59,0.12,1,2,Suburbio Popular Consolidado,Media,<b>TALLERES OESTE</b><hr>Tipología: <span style='color:#38bdf8'>Suburbio Popular Consolidado</span><br>Pob: 5925.0<br>Score Infra: <b style='color:#e2e8f0'>Media</b>
