barrio,poblacion,hogares,nbi,pct_nbi,escuelas_total,escuelas_estatales,escuelas_privadas,dispensarios_municipales,paradas_colectivo,lineas_colectivo,luminarias_reportes,comisarias,centros_vecinales,hogares_por_poblacion,poblacion_log,pct_escuelas_privadas,escuelas_por_1000_hab,dispensarios_por_10000_hab,comisarias_por_10000_hab,paradas_por_1000_hab,centros_vecinales_por_10000_hab,tiene_escuela,tiene_dispensario,tiene_comisaria,tiene_transporte,infraestructura_score,area_barrio_km2,densidad_poblacional,densidad_hogares,infraestructura_por_km2,educacion_ratio_publico_privado,centroide_lat,centroide_lon,cluster_barrio,cluster_descripcion,categoria_infraestructura,tooltip_barrio,servicios_basicos_score,infraestructura_por_habitante,ranking_infraestructura,percentil_infraestructura
ANA MARIA ZUMARAN,3542.0,1198.0,36.0,3.01,7,4,3,0,6,4,269,0,1,0.338,8.173,0.429,1.98,0.0,0.0,1.69,2.82,1,0,0,1,0.1687,0.4,8855.0,2995.0,0.422,1.25,-31.3788939846699,-64.2012741737084,1,Tipo B (Infr 0.14 - NBI 3.0%),Media,<b>ANA MARIA ZUMARAN</b><br>Pob: 3542.0<br>Score: 0.17 (Media),0.67,0.4763,257,48.2
ANEXO LOS ALAMOS,757.0,218.0,3.0,1.38,0,0,0,0,7,3,0,0,0,0.288,6.631,0.0,0.0,0.0,0.0,9.25,0.0,0,0,0,1,0.1713,0.04,18925.0,5450.0,4.282,1.0,-31.3666642452745,-64.1594514014465,1,Tipo B (Infr 0.14 - NBI 3.0%),Media,<b>ANEXO LOS ALAMOS</b><br>Pob: 757.0<br>Score: 0.17 (Media),0.33,2.2629,253,49.0
APEADERO LA TABLADA,500.0,200.0,3.0,1.5,0,0,0,0,2,2,33,0,0,0.4,6.217,0.0,0.0,0.0,0.0,4.0,0.0,0,0,0,1,0.0741,0.09,5555.56,2222.22,0.823,1.0,-31.3520184390118,-64.2355975006689,1,Tipo B (Infr 0.14 - NBI 3.0%),Muy Baja,<b>APEADERO LA TABLADA</b><br>Pob: 500.0<br>Score: 0.07 (Muy Baja),0.33,1.482,406,17.5
ARGUELLO,14865.0,4354.0,87.0,2.0,24,5,19,0,15,3,533,0,1,0.293,9.607,0.792,1.61,0.0,0.0,1.01,0.67,1,0,0,1,0.1304,4.98,2984.94,874.3,0.026,0.3,-31.3461722429859,-64.262051826128,1,Tipo B (Infr 0.14 - NBI 3.0%),Baja,<b>ARGUELLO</b><br>Pob: 14865.0<br>Score: 0.13 (Baja),0.67,0.0877,316,36.2
ARGUELLO II,2677.0,623.0,91.0,14.61,2,2,0,0,3,1,0,0,0,0.233,7.893,0.0,0.75,0.0,0.0,1.12,0.0,1,0,0,1,0.0728,0.34,7873.53,1832.35,0.214,3.0,-31.3247249919385,-64.2422392486779,2,Tipo C (Infr 0.16 - NBI 14.4%),Muy Baja,<b>ARGUELLO II</b><br>Pob: 2677.0<br>Score: 0.07 (Muy Baja),0.67,0.2719,414,16.4
ARGUELLO NORTE,15574.0,4079.0,539.0,13.21,13,11,2,0,20,3,59,1,1,0.262,9.653,0.154,0.83,0.0,0.64,1.28,0.64,1,0,1,1,0.1269,2.98,5226.17,1368.79,0.043,4.0,-31.3308180580161,-64.2488448935656,2,Tipo C (Infr 0.16 - NBI 14.4%),Baja,<b>ARGUELLO NORTE</b><br>Pob: 15574.0<br>Score: 0.13 (Baja),0.67,0.0815,320,35.3
ARTURO CAPDEVILA,1818.0,484.0,7.0,1.45,4,4,0,0,18,3,24,0,0,0.266,7.506,0.0,2.2,0.0,0.0,9.9,0.0,1,0,0,1,0.336,0.15,12120.0,3226.67,2.24,5.0,-31.3761910181056,-64.131224666199,3,Tipo D (Infr 0.40 - NBI 2.8%),Alta,<b>ARTURO CAPDEVILA</b><br>Pob: 1818.0<br>Score: 0.34 (Alta),0.67,1.8482,106,78.7
ATE,968.0,324.0,6.0,1.85,0,0,0,0,13,8,189,0,1,0.335,6.876,0.0,0.0,0.0,0.0,13.43,10.33,0,0,0,1,0.2487,0.18,5377.78,1800.0,1.382,1.0,-31.4341764450624,-64.2307559136671,3,Tipo D (Infr 0.40 - NBI 2.8%),Alta,<b>ATE</b><br>Pob: 968.0<br>Score: 0.25 (Alta),0.33,2.5692,168,66.2
AVENIDA,1121.0,352.0,4.0,1.14,3,0,3,0,5,5,72,0,0,0.314,7.023,1.0,2.68,0.0,0.0,4.46,0.0,1,0,0,1,0.2686,0.16,7006.25,2200.0,1.679,0.25,-31.4281121539283,-64.2169629957844,1,Tipo B (Infr 0.14 - NBI 3.0%),Alta,<b>AVENIDA</b><br>Pob: 1121.0<br>Score: 0.27 (Alta),0.67,2.3961,151,69.6
AYACUCHO,4356.0,1435.0,15.0,1.05,4,2,2,0,38,8,185,0,2,0.329,8.38,0.5,0.92,0.0,0.0,8.72,4.59,1,0,0,1,0.2253,0.68,6405.88,2110.29,0.331,1.0,-31.3790860572758,-64.1710426559524,1,Tipo B (Infr 0.14 - NBI 3.0%),Alta,<b>AYACUCHO</b><br>Pob: 4356.0<br>Score: 0.23 (Alta),0.67,0.5172,194,60.9
BAJADA DE PIEDRA,889.0,225.0,26.0,11.56,0,0,0,0,12,4,19,0,1,0.253,6.791,0.0,0.0,0.0,0.0,13.5,11.25,0,0,0,1,0.25,0.25,3556.0,900.0,1.0,1.0,-31.414768303164,-64.1450691476688,3,Tipo D (Infr 0.40 - NBI 2.8%),Alta,<b>BAJADA DE PIEDRA</b><br>Pob: 889.0<br>Score: 0.25 (Alta),0.33,2.8121,165,66.8
BAJADA SAN ROQUE,500.0,200.0,3.0,1.5,1,1,0,0,4,3,0,0,0,0.4,6.217,0.0,2.0,0.0,0.0,8.0,0.0,1,0,0,1,0.2869,0.05,10000.0,4000.0,5.738,2.0,-31.4270086711897,-64.2050175366239,1,Tipo B (Infr 0.14 - NBI 3.0%),Alta,<b>BAJADA SAN ROQUE</b><br>Pob: 500.0<br>Score: 0.29 (Alta),0.67,5.738,145,70.9
BAJO GALAN,810.0,301.0,6.0,1.99,1,1,0,0,29,17,57,1,1,0.372,6.698,0.0,1.23,0.0,1.5584999999999962,24.0,12.35,1,0,1,1,0.6409,0.17,4764.71,1770.59,3.77,2.0,-31.393145323592,-64.2020960413652,3,Tipo D (Infr 0.40 - NBI 2.8%),Muy Alta,<b>BAJO GALAN</b><br>Pob: 810.0<br>Score: 0.64 (Muy Alta),0.67,7.9123,25,95.1
BAJO GENERAL PAZ,1223.0,423.0,7.0,1.65,4,3,1,0,33,11,22,0,1,0.346,7.11,0.25,3.27,0.0,0.0,24.0,8.18,1,0,0,1,0.6714,0.14,8735.71,3021.43,4.796,2.0,-31.415001699413,-64.1586498297489,0,Tipo A (Infr 0.57 - NBI 4.5%),Muy Alta,<b>BAJO GENERAL PAZ</b><br>Pob: 1223.0<br>Score: 0.67 (Muy Alta),0.67,5.4898,19,96.4
BARRANCAS DEL SUR,500.0,200.0,0.0,0.0,0,0,0,0,3,2,0,0,0,0.4,6.217,0.0,0.0,0.0,0.0,6.0,0.0,0,0,0,1,0.1111,0.12,4166.67,1666.67,0.926,1.0,-31.4629669528025,-64.1843646320929,1,Tipo B (Infr 0.14 - NBI 3.0%),Baja,<b>BARRANCAS DEL SUR</b><br>Pob: 500.0<br>Score: 0.11 (Baja),0.33,2.222,347,29.1
BELLA VISTA,4607.0,1364.0,118.0,8.65,5,5,0,0,9,5,249,0,0,0.296,8.436,0.0,1.09,0.0,0.0,1.95,0.0,1,0,0,1,0.1118,0.52,8859.62,2623.08,0.215,6.0,-31.4310760948932,-64.2017610385703,2,Tipo C (Infr 0.16 - NBI 14.4%),Baja,<b>BELLA VISTA</b><br>Pob: 4607.0<br>Score: 0.11 (Baja),0.67,0.2427,345,30.4
BELLA VISTA OESTE,1828.0,532.0,28.0,5.26,0,0,0,0,4,1,31,0,1,0.291,7.512,0.0,0.0,0.0,0.0,2.19,5.47,0,0,0,1,0.0406,0.17,10752.94,3129.41,0.239,1.0,-31.4325822240742,-64.2076232592013,1,Tipo B (Infr 0.14 - NBI 3.0%),Muy Baja,<b>BELLA VISTA OESTE</b><br>Pob: 1828.0<br>Score: 0.04 (Muy Baja),0.33,0.2221,442,10.7
BETANIA,1992.0,480.0,65.0,13.54,0,0,0,0,10,2,15,0,4,0.241,7.597,0.0,0.0,0.0,0.0,5.02,20.08,0,0,0,1,0.093,0.92,2165.22,521.74,0.101,1.0,-31.4568137138722,-64.0910018817445,2,Tipo C (Infr 0.16 - NBI 14.4%),Baja,<b>BETANIA</b><br>Pob: 1992.0<br>Score: 0.09 (Baja),0.33,0.4669,382,22.9
BH_CAMINO A 60 CUADRAS,1615.0,422.0,89.0,21.09,0,0,0,0,0,0,0,0,1,0.261,7.388,0.0,0.0,0.0,0.0,0.0,6.19,0,0,0,0,0.0,,0.0,0.0,0.0,1.0,-31.4988602721623,-64.1435230251151,2,Tipo C (Infr 0.16 - NBI 14.4%),Muy Baja,<b>BH_CAMINO A 60 CUADRAS</b><br>Pob: 1615.0<br>Score: 0.00 (Muy Baja),0.0,0.0,469,2.7
BIALET MASSE,2091.0,591.0,20.0,3.38,0,0,0,1,9,2,138,0,1,0.283,7.646,0.0,0.0,4.78,0.0,4.3,4.78,0,1,0,1,0.2392,0.21,9957.14,2814.29,1.139,1.0,-31.4525117900242,-64.1651467142123,1,Tipo B (Infr 0.14 - NBI 3.0%),Alta,<b>BIALET MASSE</b><br>Pob: 2091.0<br>Score: 0.24 (Alta),0.67,1.144,178,64.2
BOEDO,2664.0,567.0,154.0,27.16,0,0,0,0,6,1,38,0,1,0.213,7.888,0.0,0.0,0.0,0.0,2.25,3.75,0,0,0,1,0.0417,0.22,12109.09,2577.27,0.19,1.0,-31.4319549557882,-64.1081671999376,2,Tipo C (Infr 0.16 - NBI 14.4%),Muy Baja,<b>BOEDO</b><br>Pob: 2664.0<br>Score: 0.04 (Muy Baja),0.33,0.1565,441,10.9
BRIGADIER SAN MARTIN,500.0,200.0,0.0,0.0,5,5,0,0,32,4,43,0,3,0.4,6.217,0.0,4.8035,0.0,0.0,24.0,60.0,1,0,0,1,0.7778,0.06,8333.33,3333.33,12.963,6.0,-31.3411226022524,-64.2394604532514,0,Tipo A (Infr 0.57 - NBI 4.5%),Muy Alta,<b>BRIGADIER SAN MARTIN</b><br>Pob: 500.0<br>Score: 0.78 (Muy Alta),0.67,15.556,6,98.5
CABANA DEL PILAR,500.0,200.0,0.0,0.0,0,0,0,0,12,8,122,0,0,0.4,6.217,0.0,0.0,0.0,0.0,24.0,0.0,0,0,0,1,0.4444,0.0,0.0,0.0,0.0,1.0,-31.4422675134741,-64.167683330608,3,Tipo D (Infr 0.40 - NBI 2.8%),Muy Alta,<b>CABANA DEL PILAR</b><br>Pob: 500.0<br>Score: 0.44 (Muy Alta),0.33,8.888,59,87.4
CABO FARINA,4574.0,1294.0,158.0,12.21,0,0,0,1,8,4,146,0,0,0.283,8.428,0.0,0.0,2.19,0.0,1.75,0.0,0,1,0,1,0.1055,0.74,6181.08,1748.65,0.143,1.0,-31.46548795914475,-64.20747572478724,2,Tipo C (Infr 0.16 - NBI 14.4%),Baja,<b>CABO FARINA</b><br>Pob: 4574.0<br>Score: 0.11 (Baja),0.67,0.2307,366,26.1
CACERES,875.0,248.0,21.0,8.47,2,2,0,0,10,3,63,1,0,0.283,6.775,0.0,2.29,0.0,1.5584999999999962,11.43,0.0,1,0,1,1,0.4817,0.12,7291.67,2066.67,4.014,3.0,-31.4334534441777,-64.1995556046831,0,Tipo A (Infr 0.57 - NBI 4.5%),Muy Alta,<b>CACERES</b><br>Pob: 875.0<br>Score: 0.48 (Muy Alta),0.67,5.5051,51,89.8
CALIFORNIA,600.0,200.0,12.0,6.0,1,1,0,0,8,8,70,0,0,0.333,6.399,0.0,1.67,0.0,0.0,13.33,0.0,1,0,0,1,0.3627,0.06,10000.0,3333.33,6.045,2.0,-31.4512195238216,-64.2049114948959,3,Tipo D (Infr 0.40 - NBI 2.8%),Muy Alta,<b>CALIFORNIA</b><br>Pob: 600.0<br>Score: 0.36 (Muy Alta),0.67,6.045,95,81.0
CAMINO A SAN CARLOS,1123.0,316.0,58.0,18.35,0,0,0,0,0,0,0,0,0,0.281,7.025,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,14.86,75.57,21.27,0.0,1.0,-31.498433296585,-64.1602009421762,2,Tipo C (Infr 0.16 - NBI 14.4%),Muy Baja,<b>CAMINO A SAN CARLOS</b><br>Pob: 1123.0<br>Score: 0.00 (Muy Baja),0.0,0.0,469,2.7
CAMINO A VILLA POSSE,500.0,200.0,5.0,2.5,2,2,0,0,4,1,0,0,1,0.4,6.217,0.0,4.0,0.0,0.0,8.0,20.0,1,0,0,1,0.4257,1.22,409.84,163.93,0.349,3.0,-31.4454314028892,-64.1016340990286,0,Tipo A (Infr 0.57 - NBI 4.5%),Muy Alta,<b>CAMINO A VILLA POSSE</b><br>Pob: 500.0<br>Score: 0.43 (Muy Alta),0.67,8.514,73,85.3
CAMPING GRL SAN MARTIN,500.0,200.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0.4,6.217,0.0,0.0,0.0,0.0,0.0,20.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,-31.3643753189019,-64.2618877279315,1,Tipo B (Infr 0.14 - NBI 3.0%),Muy Baja,<b>CAMPING GRL SAN MARTIN</b><br>Pob: 500.0<br>Score: 0.00 (Muy Baja),0.0,0.0,469,2.7
CARBO,1444.0,395.0,29.0,7.34,0,0,0,1,32,3,15,0,2,0.274,7.276,0.0,0.0,6.656999999999986,0.0,22.16,13.85,0,1,0,1,0.6326,0.15,9626.67,2633.33,4.217,1.0,-31.481475590577,-64.2062215826798,3,Tipo D (Infr 0.40 - NBI 2.8%),Muy Alta,<b>CARBO</b><br>Pob: 1444.0<br>Score: 0.63 (Muy Alta),0.67,4.3809,27,94.7
CAROLA LORENZINI,500.0,200.0,3.0,1.5,0,0,0,0,7,6,10,0,1,0.4,6.217,0.0,0.0,0.0,0.0,14.0,20.0,0,0,0,1,0.2593,0.07,7142.86,2857.14,3.704,1.0,-31.4287913300171,-64.2143267353581,3,Tipo D (Infr 0.40 - NBI 2.8%),Alta,<b>CAROLA LORENZINI</b><br>Pob: 500.0<br>Score: 0.26 (Alta),0.33,5.186,156,68.4
CARRARA,500.0,200.0,11.0,5.5,0,0,0,1,10,2,9,0,0,0.4,6.217,0.0,0.0,6.656999999999986,0.0,20.0,0.0,0,1,0,1,0.5926,0.13,3846.15,1538.46,4.558,1.0,-31.4539727871905,-64.2571015075561,3,Tipo D (Infr 0.40 - NBI 2.8%),Muy Alta,<b>CARRARA</b><br>Pob: 500.0<br>Score: 0.59 (Muy Alta),0.67,11.852,30,94.0
CASEROS,1497.0,619.0,6.0,0.97,1,1,0,0,10,4,2,0,0,0.413,7.312,0.0,0.67,0.0,0.0,6.68,0.0,1,0,0,1,0.1702,0.14,10692.86,4421.43,1.216,2.0,-31.4142417872261,-64.2082520348117,1,Tipo B (Infr 0.14 - NBI 3.0%),Media,<b>CASEROS</b><br>Pob: 1497.0<br>Score: 0.17 (Media),0.67,1.1369,254,48.7
CENTRO,28200.0,14423.0,568.0,3.94,40,19,21,0,120,64,1419,1,2,0.511,10.247,0.525,1.42,0.0,0.35,4.26,0.71,1,0,1,1,0.2024,3.12,9038.46,4622.76,0.065,0.91,-31.4178042932322,-64.1834500355127,4,Tipo E (Infr 0.11 - NBI 5.5%),Media,<b>CENTRO</b><br>Pob: 28200.0<br>Score: 0.20 (Media),0.67,0.0718,218,56.1
CENTRO AMERICA,5529.0,1658.0,36.0,2.17,5,5,0,0,16,2,330,0,1,0.3,8.618,0.0,0.9,0.0,0.0,2.89,1.81,1,0,0,1,0.116,0.67,8252.24,2474.63,0.173,6.0,-31.3711168685116,-64.169598089564,1,Tipo B (Infr 0.14 - NBI 3.0%),Baja,<b>CENTRO AMERICA</b><br>Pob: 5529.0<br>Score: 0.12 (Baja),0.67,0.2098,335,32.4
CERRO CHICO,2719.0,1019.0,6.0,0.59,0,0,0,0,25,6,99,0,0,0.375,7.908,0.0,0.0,0.0,0.0,9.19,0.0,0,0,0,1,0.1702,0.66,4119.7,1543.94,0.258,1.0,-31.3661094460602,-64.2218998049562,1,Tipo B (Infr 0.14 - NBI 3.0%),Media,<b>CERRO CHICO</b><br>Pob: 2719.0<br>Score: 0.17 (Media),0.33,0.626,254,48.7
CERRO DE LAS ROSAS,5947.0,1944.0,3.0,0.15,19,5,14,0,11,10,308,1,1,0.327,8.691,0.737,3.19,0.0,1.5584999999999962,1.85,1.68,1,0,1,1,0.3667,2.28,2608.33,852.63,0.161,0.4,-31.3721205657055,-64.2338114049795,0,Tipo A (Infr 0.57 - NBI 4.5%),Muy Alta,<b>CERRO DE LAS ROSAS</b><br>Pob: 5947.0<br>Score: 0.37 (Muy Alta),0.67,0.6166,93,81.4
CERRO NORTE,5374.0,1449.0,111.0,7.66,2,2,0,0,17,2,108,0,0,0.27,8.59,0.0,0.37,0.0,0.0,3.16,0.0,1,0,0,1,0.0842,0.93,5778.49,1558.06,0.091,3.0,-31.3209690442071,-64.2768733858269,1,Tipo B (Infr 0.14 - NBI 3.0%),Baja,<b>CERRO NORTE</b><br>Pob: 5374.0<br>Score: 0.08 (Baja),0.67,0.1567,391,21.1
CERVECEROS,3893.0,1094.0,17.0,1.55,5,5,0,1,11,2,68,0,1,0.281,8.267,0.0,1.28,2.57,0.0,2.83,2.57,1,1,0,1,0.227,0.39,9982.05,2805.13,0.582,6.0,-31.4645962351559,-64.1590022913468,1,Tipo B (Infr 0.14 - NBI 3.0%),Alta,<b>CERVECEROS</b><br>Pob: 3893.0<br>Score: 0.23 (Alta),1.0,0.5831,192,61.3
CHATEAU CARRERAS,1624.0,514.0,3.0,0.58,11,4,7,0,15,4,113,1,0,0.317,7.393,0.636,4.8035,0.0,1.5584999999999962,9.24,0.0,1,0,1,1,0.6156,0.99,1640.4,519.19,0.622,0.62,-31.3816923685587,-64.2552177396363,0,Tipo A (Infr 0.57 - NBI 4.5%),Muy Alta,<b>CHATEAU CARRERAS</b><br>Pob: 1624.0<br>Score: 0.62 (Muy Alta),0.67,3.7906,29,94.3
CIRCUNVALACION,500.0,200.0,0.0,0.0,0,0,0,0,15,18,0,0,1,0.4,6.217,0.0,0.0,0.0,0.0,24.0,20.0,0,0,0,1,0.4444,0.0,0.0,0.0,0.0,1.0,-31.41451436457093,-64.20343550824263,3,Tipo D (Infr 0.40 - NBI 2.8%),Muy Alta,<b>CIRCUNVALACION</b><br>Pob: 500.0<br>Score: 0.44 (Muy Alta),0.33,8.888,59,87.4
CIUDAD AMPLIACION CABILDO,2593.0,577.0,93.0,16.12,2,2,0,0,5,2,0,1,3,0.223,7.861,0.0,0.77,0.0,1.5584999999999962,1.93,11.57,1,0,1,1,0.2003,0.31,8364.52,1861.29,0.646,3.0,-31.4849199270226,-64.2274587118079,2,Tipo C (Infr 0.16 - NBI 14.4%),Media,<b>CIUDAD AMPLIACION CABILDO</b><br>Pob: 2593.0<br>Score: 0.20 (Media),0.67,0.7725,219,55.9
CIUDAD AMPLIACION FERREYRA,500.0,200.0,0.0,0.0,4,4,0,0,0,0,0,0,1,0.4,6.217,0.0,4.8035,0.0,0.0,0.0,20.0,1,0,0,0,0.3333,0.18,2777.78,1111.11,1.852,5.0,-31.4735017733638,-64.1192198232826,0,Tipo A (Infr 0.57 - NBI 4.5%),Alta,<b>CIUDAD AMPLIACION FERREYRA</b><br>Pob: 500.0<br>Score: 0.33 (Alta),0.33,6.666,108,78.0
CIUDAD DE JUAN PABLO II,2125.0,552.0,45.0,8.15,4,4,0,0,2,1,3,0,1,0.26,7.662,0.0,1.88,0.0,0.0,0.94,4.71,1,0,0,1,0.1479,0.27,7870.37,2044.44,0.548,5.0,-31.3635208249505,-64.1578281757511,1,Tipo B (Infr 0.14 - NBI 3.0%),Media,<b>CIUDAD DE JUAN PABLO II</b><br>Pob: 2125.0<br>Score: 0.15 (Media),0.67,0.696,296,40.3
CIUDAD DE LAS ARTES,500.0,200.0,0.0,0.0,0,0,0,0,9,5,0,0,0,0.4,6.217,0.0,0.0,0.0,0.0,18.0,0.0,0,0,0,1,0.3333,0.0,0.0,0.0,0.0,1.0,-31.4372589847956,-64.1749362785875,3,Tipo D (Infr 0.40 - NBI 2.8%),Alta,<b>CIUDAD DE LAS ARTES</b><br>Pob: 500.0<br>Score: 0.33 (Alta),0.33,6.666,108,78.0
CIUDAD DE LOS CUARTETOS,2204.0,489.0,68.0,13.91,2,2,0,0,6,1,0,1,2,0.222,7.698,0.0,0.91,0.0,1.5584999999999962,2.72,9.07,1,0,1,1,0.2246,0.3,7346.67,1630.0,0.749,3.0,-31.3566522536983,-64.1303859488957,2,Tipo C (Infr 0.16 - NBI 14.4%),Alta,<b>CIUDAD DE LOS CUARTETOS</b><br>Pob: 2204.0<br>Score: 0.22 (Alta),0.67,1.0191,196,60.5
CIUDAD DE MIS SUENOS,2147.0,511.0,85.0,16.63,6,6,0,0,8,1,0,1,0,0.238,7.672,0.0,2.79,0.0,1.5584999999999962,3.73,0.0,1,0,1,1,0.3738,0.3,7156.67,1703.33,1.246,7.0,-31.4778174582913,-64.086363859368,2,Tipo C (Infr 0.16 - NBI 14.4%),Muy Alta,<b>CIUDAD DE MIS SUENOS</b><br>Pob: 2147.0<br>Score: 0.37 (Muy Alta),0.67,1.741,88,82.4
CIUDAD EVITA,2662.0,638.0,95.0,14.89,3,3,0,0,7,2,0,1,1,0.24,7.887,0.0,1.13,0.0,1.5584999999999962,2.63,3.76,1,0,1,1,0.2382,0.4,6655.0,1595.0,0.595,4.0,-31.4484079521651,-64.1087832676033,2,Tipo C (Infr 0.16 - NBI 14.4%),Alta,<b>CIUDAD EVITA</b><br>Pob: 2662.0<br>Score: 0.24 (Alta),0.67,0.8948,180,63.8
CIUDAD MI ESPERANZA,1492.0,349.0,50.0,14.33,1,1,0,0,4,1,0,0,1,0.234,7.309,0.0,0.67,0.0,0.0,2.68,6.7,1,0,0,1,0.0961,0.19,7852.63,1836.84,0.506,2.0,-31.4039224720164,-64.0647579740385,2,Tipo C (Infr 0.16 - NBI 14.4%),Baja,<b>CIUDAD MI ESPERANZA</b><br>Pob: 1492.0<br>Score: 0.10 (Baja),0.67,0.6441,379,23.5
CIUDAD OBISPO ANGELELLI,1828.0,403.0,81.0,20.1,5,5,0,0,21,2,0,0,1,0.22,7.512,0.0,2.74,0.0,0.0,11.49,5.47,1,0,0,1,0.4029,0.24,7616.67,1679.17,1.679,6.0,-31.5051491986518,-64.1937646299897,2,Tipo C (Infr 0.16 - NBI 14.4%),Muy Alta,<b>CIUDAD OBISPO ANGELELLI</b><br>Pob: 1828.0<br>Score: 0.40 (Muy Alta),0.67,2.204,77,84.6
CIUDAD PARQUE LAS ROSAS,1385.0,325.0,26.0,8.0,0,0,0,0,5,2,0,1,1,0.235,7.234,0.0,0.0,0.0,1.5584999999999962,3.61,7.22,0,0,1,1,0.178,0.21,6595.24,1547.62,0.848,1.0,-31.4488199161473,-64.2411054061895,1,Tipo B (Infr 0.14 - NBI 3.0%),Media,<b>CIUDAD PARQUE LAS ROSAS</b><br>Pob: 1385.0<br>Score: 0.18 (Media),0.33,1.2852,245,50.6
CIUDAD UNIVERSITARIA,500.0,200.0,0.0,0.0,10,8,2,0,77,21,41,0,0,0.4,6.217,0.2,4.8035,0.0,0.0,24.0,0.0,1,0,0,1,0.7778,0.0,0.0,0.0,0.0,3.0,-31.4381745010519,-64.1885056254328,0,Tipo A (Infr 0.57 - NBI 4.5%),Muy Alta,<b>CIUDAD UNIVERSITARIA</b><br>Pob: 500.0<br>Score: 0.78 (Muy Alta),0.67,15.556,6,98.5
CIUDAD VILLA RETIRO,1402.0,316.0,57.0,18.04,2,2,0,0,6,2,0,0,0,0.225,7.246,0.0,1.43,0.0,0.0,4.28,0.0,1,0,0,1,0.1785,0.11,12745.45,2872.73,1.623,3.0,-31.3475166725032,-64.1404442766924,2,Tipo C (Infr 0.16 - NBI 14.4%),Media,<b>CIUDAD VILLA RETIRO</b><br>Pob: 1402.0<br>Score: 0.18 (Media),0.67,1.2732,243,51.0
CIUDADELA,1442.0,469.0,10.0,2.13,0,0,0,0,4,3,111,0,0,0.325,7.274,0.0,0.0,0.0,0.0,2.77,0.0,0,0,0,1,0.0513,0.22,6554.55,2131.82,0.233,1.0,-31.4460153622855,-64.2017866497851,1,Tipo B (Infr 0.14 - NBI 3.0%),Muy Baja,<b>CIUDADELA</b><br>Pob: 1442.0<br>Score: 0.05 (Muy Baja),0.33,0.3558,435,12.1
CLAROS DEL BOSQUE,500.0,200.0,5.0,2.5,0,0,0,0,4,3,5,0,0,0.4,6.217,0.0,0.0,0.0,0.0,8.0,0.0,0,0,0,1,0.1481,0.11,4545.45,1818.18,1.346,1.0,-31.456977552863,-64.1501328655991,1,Tipo B (Infr 0.14 - NBI 3.0%),Media,<b>CLAROS DEL BOSQUE</b><br>Pob: 500.0<br>Score: 0.15 (Media),0.33,2.962,288,41.2
COFICO,500.0,200.0,1.0,0.5,4,4,0,0,36,22,2,0,1,0.4,6.217,0.0,4.8035,0.0,0.0,24.0,20.0,1,0,0,1,0.7778,0.07,7142.86,2857.14,11.111,5.0,-31.4031901115249,-64.1852851395368,0,Tipo A (Infr 0.57 - NBI 4.5%),Muy Alta,<b>COFICO</b><br>Pob: 500.0<br>Score: 0.78 (Muy Alta),0.67,15.556,6,98.5
COLINAS DE BELLA VISTA,817.0,242.0,13.0,5.37,1,1,0,1,6,2,21,0,0,0.296,6.707,0.0,1.22,6.656999999999986,0.0,7.34,0.0,1,1,0,1,0.4428,0.1,8170.0,2420.0,4.428,2.0,-31.436452678148,-64.2085248637918,3,Tipo D (Infr 0.40 - NBI 2.8%),Muy Alta,<b>COLINAS DE BELLA VISTA</b><br>Pob: 817.0<br>Score: 0.44 (Muy Alta),1.0,5.4198,68,86.4
COLINAS DE VELEZ SARSFIELD,1642.0,581.0,4.0,0.69,4,1,3,0,18,9,317,0,1,0.354,7.404,0.75,2.44,0.0,0.0,10.96,6.09,1,0,0,1,0.3723,0.29,5662.07,2003.45,1.284,0.5,-31.4381468762996,-64.1990623202613,0,Tipo A (Infr 0.57 - NBI 4.5%),Muy Alta,<b>COLINAS DE VELEZ SARSFIELD</b><br>Pob: 1642.0<br>Score: 0.37 (Muy Alta),0.67,2.2674,89,82.2
COLINAS DEL CERRO,2264.0,674.0,27.0,4.01,4,4,0,0,11,3,300,0,0,0.298,7.725,0.0,1.77,0.0,0.0,4.86,0.0,1,0,0,1,0.2128,0.45,5031.11,1497.78,0.473,5.0,-31.3794775140737,-64.2425945373611,1,Tipo B (Infr 0.14 - NBI 3.0%),Media,<b>COLINAS DEL CERRO</b><br>Pob: 2264.0<br>Score: 0.21 (Media),0.67,0.9399,209,57.9
COLON,3862.0,1259.0,30.0,2.38,11,5,6,0,12,4,281,0,1,0.326,8.259,0.545,2.85,0.0,0.0,3.11,2.59,1,0,0,1,0.2554,0.48,8045.83,2622.92,0.532,0.86,-31.436618122344,-64.1545306231643,1,Tipo B (Infr 0.14 - NBI 3.0%),Alta,<b>COLON</b><br>Pob: 3862.0<br>Score: 0.26 (Alta),0.67,0.6613,161,67.6
COLONIA LOLA,9418.0,2368.0,292.0,12.33,1,1,0,1,0,0,11,0,1,0.251,9.15,0.0,0.11,1.06,0.0,0.0,1.06,1,1,0,0,0.043,1.33,7081.2,1780.45,0.032,2.0,-31.41369840274715,-64.1166371703697,2,Tipo C (Infr 0.16 - NBI 14.4%),Muy Baja,<b>COLONIA LOLA</b><br>Pob: 9418.0<br>Score: 0.04 (Muy Baja),0.67,0.0457,439,11.3
