barrio,poblacion,hogares,nbi,pct_nbi,escuelas_total,escuelas_estatales,escuelas_privadas,dispensarios_municipales,paradas_colectivo,lineas_colectivo,luminarias_reportes,comisarias,centros_vecinales,hogares_por_poblacion,poblacion_log,pct_escuelas_privadas,escuelas_por_1000_hab,dispensarios_por_10000_hab,comisarias_por_10000_hab,paradas_por_1000_hab,centros_vecinales_por_10000_hab,tiene_escuela,tiene_dispensario,tiene_comisaria,tiene_transporte,infraestructura_score,area_barrio_km2,densidad_poblacional,densidad_hogares,infraestructura_por_km2,educacion_ratio_publico_privado,centroide_lat,centroide_lon,cluster_barrio,cluster_descripcion,categoria_infraestructura,tooltip_barrio,servicios_basicos_score,infraestructura_por_habitante,ranking_infraestructura,percentil_infraestructura
COMANDANTE ESPORA,1567.0,500.0,10.0,2.0,0,0,0,0,10,3,20,0,1,0.319,7.358,0.0,0.0,0.0,0.0,6.38,6.38,0,0,0,1,0.1181,0.21,7461.9,2380.95,0.562,1.0,-31.4172008300048,-64.2239801087424,1,Tipo B (Infr 0.14 - NBI 3.0%),Baja,<b>COMANDANTE ESPORA</b><br>Pob: 1567.0<br>Score: 0.12 (Baja),0.33,0.7537,333,32.8
COMERCIAL,6575.0,1700.0,215.0,12.65,2,2,0,0,5,1,37,1,0,0.259,8.791,0.0,0.3,0.0,1.52,0.76,0.0,1,0,1,1,0.1433,1.42,4630.28,1197.18,0.101,3.0,-31.4888795374585,-64.2022362312717,2,Tipo C (Infr 0.16 - NBI 14.4%),Baja,<b>COMERCIAL</b><br>Pob: 6575.0<br>Score: 0.14 (Baja),0.67,0.2179,301,39.3
CONGRESO,2534.0,657.0,39.0,5.94,4,4,0,0,10,5,97,0,1,0.259,7.838,0.0,1.58,0.0,0.0,3.95,3.95,1,0,0,1,0.1828,0.4,6335.0,1642.5,0.457,5.0,-31.4681013129692,-64.2358058990285,1,Tipo B (Infr 0.14 - NBI 3.0%),Media,<b>CONGRESO</b><br>Pob: 2534.0<br>Score: 0.18 (Media),0.67,0.7214,240,51.6
CONSORCIO 16 DE NOVIEMBRE,785.0,213.0,12.0,5.63,6,6,0,2,15,3,28,0,3,0.271,6.667,0.0,4.8035,6.656999999999986,0.0,19.11,38.22,1,1,0,1,0.9094,0.09,8722.22,2366.67,10.104,7.0,-31.318339045152,-64.2568748329355,0,Tipo A (Infr 0.57 - NBI 4.5%),Muy Alta,<b>CONSORCIO 16 DE NOVIEMBRE</b><br>Pob: 785.0<br>Score: 0.91 (Muy Alta),1.0,11.5847,3,99.6
CONSORCIO ESPERANZA,500.0,200.0,3.0,1.5,0,0,0,0,6,2,4,0,0,0.4,6.217,0.0,0.0,0.0,0.0,12.0,0.0,0,0,0,1,0.2222,0.04,12500.0,5000.0,5.555,1.0,-31.420751186944,-64.2343527594393,3,Tipo D (Infr 0.40 - NBI 2.8%),Media,<b>CONSORCIO ESPERANZA</b><br>Pob: 500.0<br>Score: 0.22 (Media),0.33,4.444,197,59.9
COOPERATIVA 16 DE NOVIEMBRE,5676.0,1377.0,174.0,12.64,2,2,0,1,6,1,140,0,1,0.243,8.644,0.0,0.35,1.76,0.0,1.06,1.76,1,1,0,1,0.1027,0.4,14190.0,3442.5,0.257,3.0,-31.313277089012065,-64.26143287238966,2,Tipo C (Infr 0.16 - NBI 14.4%),Baja,<b>COOPERATIVA 16 DE NOVIEMBRE</b><br>Pob: 5676.0<br>Score: 0.10 (Baja),1.0,0.1809,372,24.9
COOPERATIVA EL FUTURO,500.0,200.0,12.0,6.0,0,0,0,0,3,2,0,0,0,0.4,6.217,0.0,0.0,0.0,0.0,6.0,0.0,0,0,0,1,0.1111,0.04,12500.0,5000.0,2.778,1.0,-31.4401823495232,-64.1081012779207,1,Tipo B (Infr 0.14 - NBI 3.0%),Baja,<b>COOPERATIVA EL FUTURO</b><br>Pob: 500.0<br>Score: 0.11 (Baja),0.33,2.222,347,29.1
COOPERATIVA LA HERMOSA,500.0,200.0,24.0,12.0,0,0,0,0,0,0,0,0,1,0.4,6.217,0.0,0.0,0.0,0.0,0.0,20.0,0,0,0,0,0.0,0.04,12500.0,5000.0,0.0,1.0,-31.4387347588299,-64.108104347353,2,Tipo C (Infr 0.16 - NBI 14.4%),Muy Baja,<b>COOPERATIVA LA HERMOSA</b><br>Pob: 500.0<br>Score: 0.00 (Muy Baja),0.0,0.0,469,2.7
COOPERATIVA LA UNIDAD,2120.0,508.0,32.0,6.3,0,0,0,0,8,3,0,0,1,0.24,7.66,0.0,0.0,0.0,0.0,3.77,4.72,0,0,0,1,0.0698,0.21,10095.24,2419.05,0.332,1.0,-31.4306306779508,-64.1128840395055,1,Tipo B (Infr 0.14 - NBI 3.0%),Muy Baja,<b>COOPERATIVA LA UNIDAD</b><br>Pob: 2120.0<br>Score: 0.07 (Muy Baja),0.33,0.3292,420,15.1
CORDOBA IV,500.0,200.0,0.0,0.0,2,0,2,0,4,1,0,0,0,0.4,6.217,1.0,4.0,0.0,0.0,8.0,0.0,1,0,0,1,0.4257,0.09,5555.56,2222.22,4.73,0.33,-31.3896498487242,-64.2635715412857,0,Tipo A (Infr 0.57 - NBI 4.5%),Muy Alta,<b>CORDOBA IV</b><br>Pob: 500.0<br>Score: 0.43 (Muy Alta),0.67,8.514,73,85.3
CORDOBA V,500.0,200.0,1.0,0.5,0,0,0,0,2,2,0,0,0,0.4,6.217,0.0,0.0,0.0,0.0,4.0,0.0,0,0,0,1,0.0741,0.06,8333.33,3333.33,1.235,1.0,-31.3849544927415,-64.2624888179182,1,Tipo B (Infr 0.14 - NBI 3.0%),Muy Baja,<b>CORDOBA V</b><br>Pob: 500.0<br>Score: 0.07 (Muy Baja),0.33,1.482,406,17.5
CORRAL DE PALOS,1244.0,342.0,23.0,6.73,0,0,0,0,7,2,0,0,1,0.275,7.127,0.0,0.0,0.0,0.0,5.63,8.04,0,0,0,1,0.1043,0.13,9569.23,2630.77,0.802,1.0,-31.4396411027469,-64.141051484461,1,Tipo B (Infr 0.14 - NBI 3.0%),Baja,<b>CORRAL DE PALOS</b><br>Pob: 1244.0<br>Score: 0.10 (Baja),0.33,0.8384,368,25.7
COSTA VERDE,500.0,200.0,0.0,0.0,0,0,0,1,6,2,0,0,0,0.4,6.217,0.0,0.0,6.656999999999986,0.0,12.0,0.0,0,1,0,1,0.4444,0.09,5555.56,2222.22,4.938,1.0,-31.3812221255911,-64.2504690018409,3,Tipo D (Infr 0.40 - NBI 2.8%),Muy Alta,<b>COSTA VERDE</b><br>Pob: 500.0<br>Score: 0.44 (Muy Alta),0.67,8.888,59,87.4
COUNTRY ALTOS DEL CHATEAU,1120.0,252.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0.225,7.022,1.0,0.89,0.0,0.0,0.0,0.0,1,0,0,0,0.0618,0.46,2434.78,547.83,0.134,0.5,-31.374793804328448,-64.2668099528476,1,Tipo B (Infr 0.14 - NBI 3.0%),Muy Baja,<b>COUNTRY ALTOS DEL CHATEAU</b><br>Pob: 1120.0<br>Score: 0.06 (Muy Baja),0.33,0.5518,430,13.2
COUNTRY BARRANCAS,500.0,200.0,0.0,0.0,0,0,0,0,6,1,0,0,0,0.4,6.217,0.0,0.0,0.0,0.0,12.0,0.0,0,0,0,1,0.2222,0.14,3571.43,1428.57,1.587,1.0,-31.3805061482489,-64.2462880530412,3,Tipo D (Infr 0.40 - NBI 2.8%),Media,<b>COUNTRY BARRANCAS</b><br>Pob: 500.0<br>Score: 0.22 (Media),0.33,4.444,197,59.9
COUNTRY CLUB,500.0,200.0,0.0,0.0,0,0,0,0,6,2,0,0,0,0.4,6.217,0.0,0.0,0.0,0.0,12.0,0.0,0,0,0,1,0.2222,0.04,12500.0,5000.0,5.555,1.0,-31.4533364108918,-64.1872789853517,3,Tipo D (Infr 0.40 - NBI 2.8%),Media,<b>COUNTRY CLUB</b><br>Pob: 500.0<br>Score: 0.22 (Media),0.33,4.444,197,59.9
COUNTRY FORTIN DEL POZO,500.0,200.0,6.0,3.0,0,0,0,0,1,2,0,0,0,0.4,6.217,0.0,0.0,0.0,0.0,2.0,0.0,0,0,0,1,0.037,0.47,1063.83,425.53,0.079,1.0,-31.4740206319748,-64.1757907577539,1,Tipo B (Infr 0.14 - NBI 3.0%),Muy Baja,<b>COUNTRY FORTIN DEL POZO</b><br>Pob: 500.0<br>Score: 0.04 (Muy Baja),0.33,0.74,447,9.2
COUNTRY JOCKEY CLUB,1555.0,379.0,7.0,1.85,0,0,0,0,0,0,0,0,0,0.244,7.35,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.22,1274.59,310.66,0.0,1.0,-31.4634727942897,-64.1766590207414,1,Tipo B (Infr 0.14 - NBI 3.0%),Muy Baja,<b>COUNTRY JOCKEY CLUB</b><br>Pob: 1555.0<br>Score: 0.00 (Muy Baja),0.0,0.0,469,2.7
COUNTRY LA RESERVA,795.0,207.0,2.0,0.97,0,0,0,0,0,0,0,0,0,0.26,6.68,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.39,2038.46,530.77,0.0,1.0,-31.3672636397445,-64.2683557873944,1,Tipo B (Infr 0.14 - NBI 3.0%),Muy Baja,<b>COUNTRY LA RESERVA</b><br>Pob: 795.0<br>Score: 0.00 (Muy Baja),0.0,0.0,469,2.7
COUNTRY LA SANTINA - COUNTRY CAMPINA DEL SUR,500.0,200.0,0.0,0.0,0,0,0,0,9,2,0,0,0,0.4,6.217,0.0,0.0,0.0,0.0,18.0,0.0,0,0,0,1,0.3333,,0.0,0.0,0.0,1.0,-31.4773649782027,-64.1736761204654,3,Tipo D (Infr 0.40 - NBI 2.8%),Alta,<b>COUNTRY LA SANTINA - COUNTRY CAMPINA DEL SUR</b><br>Pob: 500.0<br>Score: 0.33 (Alta),0.33,6.666,108,78.0
COUNTRY LAS DELICIAS,776.0,213.0,2.0,0.94,0,0,0,0,0,0,0,0,0,0.274,6.655,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.33,583.46,160.15,0.0,1.0,-31.3619352535703,-64.2994579008155,1,Tipo B (Infr 0.14 - NBI 3.0%),Muy Baja,<b>COUNTRY LAS DELICIAS</b><br>Pob: 776.0<br>Score: 0.00 (Muy Baja),0.0,0.0,469,2.7
COUNTRY LOMAS DE LA CAROLINA,1572.0,383.0,0.0,0.0,0,0,0,0,2,1,0,0,0,0.244,7.361,0.0,0.0,0.0,0.0,1.27,0.0,0,0,0,1,0.0235,1.44,1091.67,265.97,0.016,1.0,-31.3556553169784,-64.3056209170965,1,Tipo B (Infr 0.14 - NBI 3.0%),Muy Baja,<b>COUNTRY LOMAS DE LA CAROLINA</b><br>Pob: 1572.0<br>Score: 0.02 (Muy Baja),0.33,0.1495,461,6.9
COUNTRY LOS ALGARROBOS,500.0,200.0,0.0,0.0,0,0,0,0,4,2,0,0,0,0.4,6.217,0.0,0.0,0.0,0.0,8.0,0.0,0,0,0,1,0.1481,0.09,5555.56,2222.22,1.646,1.0,-31.4833510004042,-64.2406895217807,1,Tipo B (Infr 0.14 - NBI 3.0%),Media,<b>COUNTRY LOS ALGARROBOS</b><br>Pob: 500.0<br>Score: 0.15 (Media),0.33,2.962,288,41.2
COUNTRY LOS MIMBRES,500.0,200.0,0.0,0.0,0,0,0,0,3,1,0,0,0,0.4,6.217,0.0,0.0,0.0,0.0,6.0,0.0,0,0,0,1,0.1111,0.18,2777.78,1111.11,0.617,1.0,-31.4933845474551,-64.1839627867177,1,Tipo B (Infr 0.14 - NBI 3.0%),Baja,<b>COUNTRY LOS MIMBRES</b><br>Pob: 500.0<br>Score: 0.11 (Baja),0.33,2.222,347,29.1
COUNTRY RANCH CLUB,500.0,200.0,0.0,0.0,0,0,0,0,3,1,0,0,0,0.4,6.217,0.0,0.0,0.0,0.0,6.0,0.0,0,0,0,1,0.1111,0.06,8333.33,3333.33,1.852,1.0,-31.4527198034093,-64.2191810889962,1,Tipo B (Infr 0.14 - NBI 3.0%),Baja,<b>COUNTRY RANCH CLUB</b><br>Pob: 500.0<br>Score: 0.11 (Baja),0.33,2.222,347,29.1
COUNTRY VALLE ESCONDIDO,6660.0,1818.0,8.0,0.44,1,0,1,0,3,1,0,0,0,0.273,8.804,1.0,0.15,0.0,0.0,0.45,0.0,1,0,0,1,0.0187,5.38,1237.92,337.92,0.003,0.5,-31.365093628436902,-64.280614112077,1,Tipo B (Infr 0.14 - NBI 3.0%),Muy Baja,<b>COUNTRY VALLE ESCONDIDO</b><br>Pob: 6660.0<br>Score: 0.02 (Muy Baja),0.67,0.0281,464,6.3
CRISOL NORTE,1224.0,541.0,5.0,0.92,8,4,4,0,41,20,121,0,1,0.442,7.111,0.5,4.8035,0.0,0.0,24.0,8.17,1,0,0,1,0.7778,0.24,5100.0,2254.17,3.241,1.0,-31.428051362204,-64.167176368668,0,Tipo A (Infr 0.57 - NBI 4.5%),Muy Alta,<b>CRISOL NORTE</b><br>Pob: 1224.0<br>Score: 0.78 (Muy Alta),0.67,6.3546,6,98.5
CRISOL SUD,3336.0,1124.0,10.0,0.89,7,4,3,0,17,8,152,0,1,0.337,8.113,0.429,2.1,0.0,0.0,5.1,3.0,1,0,0,1,0.2402,0.52,6415.38,2161.54,0.462,1.25,-31.4349582821362,-64.1674254311003,1,Tipo B (Infr 0.14 - NBI 3.0%),Alta,<b>CRISOL SUD</b><br>Pob: 3336.0<br>Score: 0.24 (Alta),0.67,0.72,177,64.4
CUPANI,2255.0,674.0,32.0,4.75,2,0,2,1,13,6,6,0,1,0.299,7.721,1.0,0.89,4.43,0.0,5.76,4.43,1,1,0,1,0.3163,0.19,11868.42,3547.37,1.665,0.33,-31.4214735888533,-64.2076951619414,1,Tipo B (Infr 0.14 - NBI 3.0%),Alta,<b>CUPANI</b><br>Pob: 2255.0<br>Score: 0.32 (Alta),1.0,1.4027,118,76.3
DE LOS BIOQUIMICOS,1265.0,348.0,25.0,7.18,0,0,0,0,13,1,0,0,1,0.275,7.144,0.0,0.0,0.0,0.0,10.28,7.91,0,0,0,1,0.1904,0.17,7441.18,2047.06,1.12,1.0,-31.3204288535283,-64.2668138957885,1,Tipo B (Infr 0.14 - NBI 3.0%),Media,<b>DE LOS BIOQUIMICOS</b><br>Pob: 1265.0<br>Score: 0.19 (Media),0.33,1.5051,232,53.2
DE LOS DOCENTES,500.0,200.0,0.0,0.0,0,0,0,0,3,3,0,0,2,0.4,6.217,0.0,0.0,0.0,0.0,6.0,40.0,0,0,0,1,0.1111,0.01,50000.0,20000.0,11.11,1.0,-31.4590670929175,-64.1524118917786,1,Tipo B (Infr 0.14 - NBI 3.0%),Baja,<b>DE LOS DOCENTES</b><br>Pob: 500.0<br>Score: 0.11 (Baja),0.33,2.222,347,29.1
DEAN FUNES,2124.0,682.0,22.0,3.23,2,1,1,0,27,10,87,0,1,0.321,7.662,0.5,0.94,0.0,0.0,12.71,4.71,1,0,0,1,0.3006,0.74,2870.27,921.62,0.406,1.0,-31.4458597071522,-64.1178957921271,3,Tipo D (Infr 0.40 - NBI 2.8%),Alta,<b>DEAN FUNES</b><br>Pob: 2124.0<br>Score: 0.30 (Alta),0.67,1.4153,130,73.9
DIPAS,500.0,200.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.4,6.217,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,-31.3563236095696,-64.2944936477692,1,Tipo B (Infr 0.14 - NBI 3.0%),Muy Baja,<b>DIPAS</b><br>Pob: 500.0<br>Score: 0.00 (Muy Baja),0.0,0.0,469,2.7
DUCASSE,936.0,389.0,32.0,8.23,1,1,0,0,52,43,5,0,1,0.416,6.843,0.0,1.07,0.0,0.0,24.0,10.68,1,0,0,1,0.5187,0.17,5505.88,2288.24,3.051,2.0,-31.404888252086,-64.1908855434012,3,Tipo D (Infr 0.40 - NBI 2.8%),Muy Alta,<b>DUCASSE</b><br>Pob: 936.0<br>Score: 0.52 (Muy Alta),0.67,5.5417,43,91.5
EJERCITO ARGENTINO,1845.0,624.0,8.0,1.28,3,3,0,0,37,24,64,0,1,0.338,7.521,0.0,1.63,0.0,0.0,20.05,5.42,1,0,0,1,0.4844,0.15,12300.0,4160.0,3.229,4.0,-31.447568948723,-64.1961913422897,3,Tipo D (Infr 0.40 - NBI 2.8%),Muy Alta,<b>EJERCITO ARGENTINO</b><br>Pob: 1845.0<br>Score: 0.48 (Muy Alta),0.67,2.6255,50,90.1
EL BALCON,500.0,200.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0.4,6.217,0.0,0.0,0.0,0.0,2.0,0.0,0,0,0,1,0.037,0.0,0.0,0.0,0.0,1.0,-31.3747201959085,-64.2747796532456,1,Tipo B (Infr 0.14 - NBI 3.0%),Muy Baja,<b>EL BALCON</b><br>Pob: 500.0<br>Score: 0.04 (Muy Baja),0.33,0.74,447,9.2
EL BOSQUE,1590.0,407.0,6.0,1.47,0,0,0,0,6,1,0,0,1,0.256,7.372,0.0,0.0,0.0,0.0,3.77,6.29,0,0,0,1,0.0698,1.73,919.08,235.26,0.04,1.0,-31.3380384713002,-64.307387518257,1,Tipo B (Infr 0.14 - NBI 3.0%),Muy Baja,<b>EL BOSQUE</b><br>Pob: 1590.0<br>Score: 0.07 (Muy Baja),0.33,0.439,420,15.1
EL CABILDO,5049.0,1331.0,88.0,6.61,5,5,0,1,22,4,13,0,1,0.264,8.527,0.0,0.99,1.98,0.0,4.36,1.98,1,1,0,1,0.2155,0.55,9180.0,2420.0,0.392,6.0,-31.4859068227125,-64.2351105437776,1,Tipo B (Infr 0.14 - NBI 3.0%),Media,<b>EL CABILDO</b><br>Pob: 5049.0<br>Score: 0.22 (Media),1.0,0.4268,206,58.5
EL CERRITO,3659.0,920.0,105.0,11.41,1,1,0,1,8,2,5,0,2,0.251,8.205,0.0,0.27,2.73,0.0,2.19,5.47,1,1,0,1,0.1504,0.7,5227.14,1314.29,0.215,2.0,-31.3221687252868,-64.2502548066828,2,Tipo C (Infr 0.16 - NBI 14.4%),Media,<b>EL CERRITO</b><br>Pob: 3659.0<br>Score: 0.15 (Media),1.0,0.411,285,42.5
EL PRADO,500.0,200.0,0.0,0.0,0,0,0,0,4,1,0,0,0,0.4,6.217,0.0,0.0,0.0,0.0,8.0,0.0,0,0,0,1,0.1481,0.0,0.0,0.0,0.0,1.0,-31.375753313966,-64.2703111858803,1,Tipo B (Infr 0.14 - NBI 3.0%),Media,<b>EL PRADO</b><br>Pob: 500.0<br>Score: 0.15 (Media),0.33,2.962,288,41.2
EL PUEBLITO,1315.0,332.0,124.0,37.35,0,0,0,0,0,0,0,0,0,0.252,7.182,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.4,3287.5,830.0,0.0,1.0,-31.4064405446942,-64.2568328545741,2,Tipo C (Infr 0.16 - NBI 14.4%),Muy Baja,<b>EL PUEBLITO</b><br>Pob: 1315.0<br>Score: 0.00 (Muy Baja),0.0,0.0,469,2.7
EL QUEBRACHAL,500.0,200.0,5.0,2.5,0,0,0,0,8,1,0,0,0,0.4,6.217,0.0,0.0,0.0,0.0,16.0,0.0,0,0,0,1,0.2963,1.98,252.53,101.01,0.15,1.0,-31.3380076521557,-64.0666753385544,3,Tipo D (Infr 0.40 - NBI 2.8%),Alta,<b>EL QUEBRACHAL</b><br>Pob: 500.0<br>Score: 0.30 (Alta),0.33,5.926,132,73.1
EL QUEBRACHO,4361.0,1017.0,136.0,13.37,2,2,0,0,12,4,238,0,2,0.233,8.381,0.0,0.46,0.0,0.0,2.75,4.59,1,0,0,1,0.0828,0.76,5738.16,1338.16,0.109,3.0,-31.4773371547605,-64.1377151621983,2,Tipo C (Infr 0.16 - NBI 14.4%),Muy Baja,<b>EL QUEBRACHO</b><br>Pob: 4361.0<br>Score: 0.08 (Muy Baja),0.67,0.1899,396,20.0
EL REFUGIO,1201.0,334.0,2.0,0.6,1,0,1,0,5,3,146,0,0,0.278,7.092,1.0,0.83,0.0,0.0,4.16,0.0,1,0,0,1,0.1346,0.32,3753.12,1043.75,0.421,0.5,-31.3442649511605,-64.2818199937408,1,Tipo B (Infr 0.14 - NBI 3.0%),Baja,<b>EL REFUGIO</b><br>Pob: 1201.0<br>Score: 0.13 (Baja),0.67,1.1207,312,37.0
EL TREBOL,1264.0,412.0,6.0,1.46,0,0,0,0,5,4,60,0,1,0.326,7.143,0.0,0.0,0.0,0.0,3.96,7.91,0,0,0,1,0.0733,0.17,7435.29,2423.53,0.431,1.0,-31.4230857776258,-64.2255537451732,1,Tipo B (Infr 0.14 - NBI 3.0%),Muy Baja,<b>EL TREBOL</b><br>Pob: 1264.0<br>Score: 0.07 (Muy Baja),0.33,0.5799,413,16.6
EL VIEJO ALGARROBO,500.0,200.0,4.0,2.0,1,1,0,0,23,1,0,0,1,0.4,6.217,0.0,2.0,0.0,0.0,24.0,20.0,1,0,0,1,0.5832,0.24,2083.33,833.33,2.43,2.0,-31.5024363493638,-64.1658119554321,3,Tipo D (Infr 0.40 - NBI 2.8%),Muy Alta,<b>EL VIEJO ALGARROBO</b><br>Pob: 500.0<br>Score: 0.58 (Muy Alta),0.67,11.664,32,93.6
EMAUS,500.0,200.0,1.0,0.5,0,0,0,0,2,1,6,0,0,0.4,6.217,0.0,0.0,0.0,0.0,4.0,0.0,0,0,0,1,0.0741,0.02,25000.0,10000.0,3.705,1.0,-31.4371264001266,-64.1430479576708,1,Tipo B (Infr 0.14 - NBI 3.0%),Muy Baja,<b>EMAUS</b><br>Pob: 500.0<br>Score: 0.07 (Muy Baja),0.33,1.482,406,17.5
EMPALME,3426.0,1140.0,12.0,1.05,7,5,2,0,7,8,79,1,0,0.333,8.139,0.286,2.04,0.0,1.5584999999999962,2.04,0.0,1,0,1,1,0.2905,0.63,5438.1,1809.52,0.461,2.0,-31.4345112094775,-64.130487667635,1,Tipo B (Infr 0.14 - NBI 3.0%),Alta,<b>EMPALME</b><br>Pob: 3426.0<br>Score: 0.29 (Alta),0.67,0.8479,144,71.1
EMPALME CASAS DE OBREROS Y EMPLEADOS,1233.0,375.0,13.0,3.47,0,0,0,0,21,11,24,0,1,0.304,7.118,0.0,0.0,0.0,0.0,17.03,8.11,0,0,0,1,0.3154,0.18,6850.0,2083.33,1.752,1.0,-31.4387401458057,-64.1251666065268,3,Tipo D (Infr 0.40 - NBI 2.8%),Alta,<b>EMPALME CASAS DE OBREROS Y EMPLEADOS</b><br>Pob: 1233.0<br>Score: 0.32 (Alta),0.33,2.558,120,75.9
ESCOBAR,2180.0,733.0,7.0,0.95,4,2,2,0,17,4,456,0,0,0.336,7.688,0.5,1.83,0.0,0.0,7.8,0.0,1,0,0,1,0.2714,0.44,4954.55,1665.91,0.617,1.0,-31.3918891605182,-64.2206422574801,1,Tipo B (Infr 0.14 - NBI 3.0%),Alta,<b>ESCOBAR</b><br>Pob: 2180.0<br>Score: 0.27 (Alta),0.67,1.245,149,70.0
ESCUELA DE SUBOFICIALES,500.0,200.0,0.0,0.0,0,0,0,1,2,1,0,0,1,0.4,6.217,0.0,0.0,6.656999999999986,0.0,4.0,20.0,0,1,0,1,0.2963,0.0,0.0,0.0,0.0,1.0,-31.4272175434882,-64.2575368439051,1,Tipo B (Infr 0.14 - NBI 3.0%),Alta,<b>ESCUELA DE SUBOFICIALES</b><br>Pob: 500.0<br>Score: 0.30 (Alta),0.67,5.926,132,73.1
ESTACION FLORES,3876.0,1024.0,124.0,12.11,5,5,0,1,13,2,287,0,1,0.264,8.263,0.0,1.29,2.58,0.0,3.35,2.58,1,1,0,1,0.2377,0.7,5537.14,1462.86,0.34,6.0,-31.4487314083608,-64.2475078934286,2,Tipo C (Infr 0.16 - NBI 14.4%),Alta,<b>ESTACION FLORES</b><br>Pob: 3876.0<br>Score: 0.24 (Alta),1.0,0.6133,181,63.6
ESTADIO CORDOBA,500.0,200.0,0.0,0.0,0,0,0,0,4,0,0,0,0,0.4,6.217,0.0,0.0,0.0,0.0,8.0,0.0,0,0,0,1,0.1481,0.0,0.0,0.0,0.0,1.0,-31.3678801343148,-64.2467689606442,1,Tipo B (Infr 0.14 - NBI 3.0%),Media,<b>ESTADIO CORDOBA</b><br>Pob: 500.0<br>Score: 0.15 (Media),0.33,2.962,288,41.2
FERIAR,500.0,200.0,0.0,0.0,0,0,0,0,10,2,0,0,1,0.4,6.217,0.0,0.0,0.0,0.0,20.0,20.0,0,0,0,1,0.3704,0.0,0.0,0.0,0.0,1.0,-31.3702867943909,-64.2556701915654,3,Tipo D (Infr 0.40 - NBI 2.8%),Muy Alta,<b>FERIAR</b><br>Pob: 500.0<br>Score: 0.37 (Muy Alta),0.33,7.408,90,81.8
FERRER,1844.0,462.0,139.0,30.09,0,0,0,1,13,5,21,0,2,0.251,7.52,0.0,0.0,5.42,0.0,7.05,10.85,0,1,0,1,0.3115,0.21,8780.95,2200.0,1.483,1.0,-31.4437749243189,-64.2117812947588,2,Tipo C (Infr 0.16 - NBI 14.4%),Alta,<b>FERRER</b><br>Pob: 1844.0<br>Score: 0.31 (Alta),0.67,1.6893,122,75.5
FERREYRA,3868.0,1029.0,101.0,9.82,5,4,1,0,19,2,66,2,1,0.266,8.261,0.2,1.29,0.0,1.5584999999999962,4.91,2.59,1,0,1,1,0.2916,0.89,4346.07,1156.18,0.328,2.5,-31.4663540173135,-64.1106089877883,2,Tipo C (Infr 0.16 - NBI 14.4%),Alta,<b>FERREYRA</b><br>Pob: 3868.0<br>Score: 0.29 (Alta),0.67,0.7539,141,71.7
FERREYRA SEGUNDA SECCION,939.0,215.0,32.0,14.88,0,0,0,0,6,2,0,0,0,0.229,6.846,0.0,0.0,0.0,0.0,6.39,0.0,0,0,0,1,0.1183,0.1,9390.0,2150.0,1.183,1.0,-31.4710619707259,-64.1175953235484,2,Tipo C (Infr 0.16 - NBI 14.4%),Baja,<b>FERREYRA SEGUNDA SECCION</b><br>Pob: 939.0<br>Score: 0.12 (Baja),0.33,1.2599,331,33.1
FERROVIARIO MITRE,1133.0,350.0,42.0,12.0,6,5,1,0,9,9,14,0,1,0.309,7.034,0.167,4.8035,0.0,0.0,7.94,8.83,1,0,0,1,0.4804,0.18,6294.44,1944.44,2.669,3.0,-31.4334514626288,-64.136352474103,0,Tipo A (Infr 0.57 - NBI 4.5%),Muy Alta,<b>FERROVIARIO MITRE</b><br>Pob: 1133.0<br>Score: 0.48 (Muy Alta),0.67,4.2401,53,89.5
FINCA LA DOROTEA,500.0,200.0,10.0,5.0,0,0,0,0,2,1,12,0,1,0.4,6.217,0.0,0.0,0.0,0.0,4.0,20.0,0,0,0,1,0.0741,0.15,3333.33,1333.33,0.494,1.0,-31.3764290500034,-64.1151406917793,1,Tipo B (Infr 0.14 - NBI 3.0%),Muy Baja,<b>FINCA LA DOROTEA</b><br>Pob: 500.0<br>Score: 0.07 (Muy Baja),0.33,1.482,406,17.5
FINCAS DEL SUR,500.0,200.0,0.0,0.0,0,0,0,0,0,0,187,0,0,0.4,6.217,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.59,847.46,338.98,0.0,1.0,-31.4867716545205,-64.1572739805666,1,Tipo B (Infr 0.14 - NBI 3.0%),Muy Baja,<b>FINCAS DEL SUR</b><br>Pob: 500.0<br>Score: 0.00 (Muy Baja),0.0,0.0,469,2.7
GENERAL ARENALES,2318.0,622.0,60.0,9.65,3,3,0,2,10,1,41,0,2,0.268,7.749,0.0,1.29,6.656999999999986,0.0,4.31,8.63,1,1,0,1,0.3916,0.37,6264.86,1681.08,1.058,4.0,-31.3687802681924,-64.0602371117818,2,Tipo C (Infr 0.16 - NBI 14.4%),Muy Alta,<b>GENERAL ARENALES</b><br>Pob: 2318.0<br>Score: 0.39 (Muy Alta),1.0,1.6894,82,83.6
