stop_id,stop_name,stop_lat,stop_lon,barrio_asignado
C7079,Constancio C. Vigil 1219,-31.354796,-64.157136,PARQUE LICEO SECCION 3
C7082,Juan Montalvo 4702,-31.35448,-64.163852,PARQUE LICEO SECCION 2
C7080,Alfonsina Storni 1171,-31.355978,-64.158665,PARQUE LICEO SECCION 2
C7081,Alfonsina Storni 1013,-31.355346,-64.160838,PARQUE LICEO SECCION 2
C7085,Alfonsina Storni 261,-31.353839,-64.172055,PARQUE LICEO SECCION 2
C7083,Alfonsina Storni 665,-31.353871,-64.165966,PARQUE LICEO SECCION 2
C7086,Alfonsina Storni 29,-31.353797,-64.175456,VILLA AZALAIS OESTE
C7087,Avenida Juan B. Justo 5181,-31.362217,-64.17618,VILLA AZALAIS OESTE
C7084,Alfonsina Storni 509,-31.353802,-64.168122,PARQUE LICEO SECCION 2
C7088,Avenida Juan B. Justo 5001,-31.364965,-64.17618,VILLA AZALAIS OESTE
C7092,Avenida Juan B. Justo 4091,-31.376274,-64.176174,VILLA AZALAIS OESTE
C7089,Avenida Juan B. Justo 4773,-31.368181,-64.17618,VILLA AZALAIS OESTE
C7091,Avenida Juan B. Justo 4335,-31.373288,-64.176137,VILLA AZALAIS OESTE
C7090,Avenida Juan B. Justo 4491,-31.371533452706032,-64.17617440223695,VILLA AZALAIS OESTE
C7093,Avenida Juan B. Justo 3905,-31.379168,-64.176142,HIPOLITO IRIGOYEN
C7097,Tucumán 2415,-31.387293,-64.178438,GENERAL BUSTOS
C7094,Avenida Juan B. Justo 3781,-31.381422,-64.176121,GENERAL BUSTOS
C7096,Calderón de La Barca 248,-31.385149,-64.177709,GENERAL BUSTOS
C7098,Tucumán 2265,-31.389509,-64.17846,GENERAL BUSTOS
C7095,Avenida Juan B. Justo 3469,-31.384902,-64.176153,GENERAL BUSTOS
C7101,José Baigorri 109,-31.394825,-64.176963,GENERAL BUSTOS
C7099,Tucumán 2181,-31.391451,-64.178427,GENERAL BUSTOS
C7100,Tucumán 2045,-31.393617,-64.178449,GENERAL BUSTOS
C7104,Gino Galeotti 201,-31.398269,-64.172934,GENERAL BUSTOS
C7103,Gianelli 800,-31.396282,-64.172215,GENERAL BUSTOS
C7108,Faustino Allende 56,-31.403347,-64.177247,GENERAL BUSTOS
C7102,Gianelli 590,-31.395531,-64.174619,GENERAL BUSTOS
C7106,Suipacha 997,-31.401099,-64.174678,GENERAL BUSTOS
C7107,Cochabamba 911,-31.403489,-64.174758,GENERAL BUSTOS
C7105,Avenida Bulnes 1047,-31.399688,-64.174404,GENERAL BUSTOS
C7110,Faustino Allende 317,-31.401712,-64.182563,SAN MARTIN
C7111,Avenida Roque Sáenz Peña 1107,-31.402527,-64.183143,SAN MARTIN
C7109,Faustino Allende 169,-31.402486,-64.180096,SAN MARTIN
C6193,Avenida General Paz 675,-31.407476,-64.183609,URQUIZA
C7117,Avenida Duarte Quirós 671,-31.416857,-64.194354,URQUIZA
C7118,Avenida Duarte Quirós 994,-31.415525,-64.198453,URQUIZA
C7119,Avenida Duarte Quirós 1172,-31.414664,-64.200824,URQUIZA
C7123,Avenida Duarte Quirós 2192,-31.410219,-64.213436,ALBERDI
C7120,Avenida Duarte Quirós 1460,-31.413025,-64.204611,ALBERDI
C7122,Ocaña 299,-31.410942,-64.211193,ALBERDI
C7121,Avenida Duarte Quirós 1692,-31.41205,-64.207787,ALBERDI
C7124,Avenida Duarte Quirós 2472,-31.409198,-64.216644,ALBERDI
C7126,Avenida Duarte Quirós 2866,-31.407737,-64.221134,ALBERDI
C7125,Avenida Duarte Quirós 2674,-31.408447,-64.21894,ALBERDI
C7130,Luis de Azpeitía 3562,-31.407852,-64.229314,QUINTA SANTA ANA
C7132,Avenida Don Bosco 3886,-31.407875,-64.23366,QUINTA SANTA ANA
C7127,Avenida Duarte Quirós 3088,-31.406977,-64.223612,ALBERDI
C7128,Avenida Duarte Quirós 3278,-31.4063,-64.225817,QUINTA SANTA ANA
C7129,Juana Azurduy 364,-31.40744,-64.227576,QUINTA SANTA ANA
C7131,Avenida Don Bosco 3798,-31.407733,-64.232066,QUINTA SANTA ANA
C7133,Avenida Don Bosco 3978,-31.407737,-64.235628,QUINTA SANTA ANA
C7137,Avenida Don Bosco 4626,-31.405288,-64.244238,LAS VIOLETAS
C7135,Avenida Don Bosco 4336,-31.406552,-64.240462,LAS VIOLETAS
C7136,Avenida Don Bosco 4464,-31.406043,-64.242285,LAS VIOLETAS
C7138,Avenida Don Bosco 4730,-31.404743,-64.245434,LAS VIOLETAS
C7134,Avenida Don Bosco 4184,-31.407142,-64.238209,QUINTA SANTA ANA
C5199,Avenida Don Bosco 5228,-31.401625,-64.251958,LAS VIOLETAS
C7139,Avenida Don Bosco 4985,-31.403145,-64.248878,LAS VIOLETAS
C7141,Avenida Don Bosco 5284,-31.400938,-64.253342,LOS ROBLES
C7143,Pasco 323,-31.39725686515653,-64.25916194915773,LOS ROBLES
C7365,Avenida General Paz 287,-31.412004,-64.185423,URQUIZA
C7151,Luz Vieyra Méndez 644,-31.406703,-64.264956,LOS ROBLES
MA-00000927,Avenida Idelfonso Muñecas 4165,-31.480707481981685,-64.14216935634614,VILLA CORONEL OLMEDO
MA-00000918,Avenida Rafael Núñez 5493,-31.353302523278355,-64.24565434455873,LAS CORTADERAS
MA-00000906,Estocolmo 4328,-31.44843541936173,-64.2445492744446,ESTACION FLORES
MA-00000852,Coronel José Javier Diaz 251,-31.445671209459764,-64.19494450092317,LAS FLORES
MA-00000841,Tilcara 698,-31.474421410740053,-64.21270608901979,COMERCIAL
MA-00000832,Avenida Doctor Arturo Capdevila 502,-31.37899428817043,-64.16741430759431,GENERAL BUSTOS
C7673,Nueva Orleans 1590,-31.384014,-64.163734,GENERAL BUSTOS
MA-00000793,Centeno 3802,-31.432201384281225,-64.13672447204591,ACOSTA
MA-00000781,Avenida General Paz 223,-31.41249433084862,-64.18569087982179,URQUIZA
MA-00000669,Manuel de Falla 6905,-31.34035091929355,-64.29042577743532,VILLA RIVERA INDARTE
MA-00000626,Solares 2432,-31.437963941946933,-64.14350509643556,JOSE IGNACIO DIAZ SECCION 1
MA-00000609,Libertad 2394,-31.40501326411656,-64.15443778038026,GENERAL PUEYRREDON
MA-00000597,Avenida Renault 2300,-31.47254099734393,-64.2382836341858,CONGRESO
MA-00000584,Avenida Santa Fe 352,-31.4067210509797,-64.20010507106782,URQUIZA
MA-00000580,Vélez Sársfield 355,-31.316156378171428,-64.30891156196596,VILLA RIVERA INDARTE
c7712,Medellin 702,-31.383473252827788,-64.16795611381532,GENERAL BUSTOS
MA-00000519,Chachapoyas 2141,-31.38401364516802,-64.13264751434328,YOFRE NORTE
MA-00000479,Bulevar Los Alemanes 3446,-31.343264842054108,-64.2155170440674,LOS BOULEVARES
MA-00000470,Barda Del Medio 968,-31.46251148789197,-64.21426177024843,CABO FARINA
MA-00000459,Bermudas 536,-31.461550575204523,-64.20842528343202,CABO FARINA
MA-00000458,Carnerillo 2200,-31.43771678630036,-64.12860274314882,EMPALME
MA-00000457,Av. Vucetich 7331-7311,-31.464666641915493,-64.0860950946808,ITUZAINGO ANEXO
p29_ida,Avenida Amadeo Sabattini 5312,-31.45165717698353,-64.11700487136842,SAN LORENZO
p35_ida_a1,Avenida Armada Argentina 1600,-31.46620862188692,-64.22412157058717,CONGRESO
MA-00000381,Nicolás Avellaneda 4549,-31.36442014637081,-64.18694078922273,MARQUES ANEXO
MA-00000361,Pasaje Puch 3699,-31.36564772253986,-64.15070950984956,GENERAL MOSCONI
MA-00000347,Avenida Sagrada Familia 1655,-31.38344577516811,-64.22399282455446,VILLA SIBURU
MA-00000236,Mariano Boedo 1767,-31.429221559046223,-64.11688685417177,COLONIA LOLA
MA-00000244,Emilio Salgari 1724,-31.42901099945628,-64.12666082382204,ACOSTA
MA-00000219,Bariloche 599-449,-31.458283398309025,-64.20736312866212,CABO FARINA
MA-00000272,Luis José de Tejeda 4346,-31.369055536526677,-64.23516154289247,COLINAS DEL CERRO
MA-00000545,Lisardo Novillo Saravia 692,-31.44295840596921,-64.18701857328415,VILLA REVOL
C7142,Avenida Don Bosco 5584,-31.399166,-64.257129,LOS ROBLES
C7150,Luz Vieyra Méndez 518,-31.404523,-64.264977,LOS ROBLES
MA-00000950,Aviador Silvio Pettirossi 3737,-31.45117791416836,-64.24800527721773,ESTACION FLORES
MA-00000928,Avenida Idelfonso Muñecas 4285,-31.48076695516616,-64.14026498794557,VILLA CORONEL OLMEDO
MA-00000911,Mackay Gordon S/N,-31.36107629415369,-64.1864848136902,MARQUES DE SOBREMONTE
MA-00000900,Avenida Agustín Roque Arias 3479,-31.448243208728694,-64.24286484718324,ESTACION FLORES
MA-00000880,Dirección desconocida,-31.49574384425198,-64.26665067672731,PARQUE FUTURA
MA-00000872,Constancio C. Vigil 1201,-31.354345754097327,-64.15752040928417,PARQUE LICEO SECCION 3
MA-00000862,Colorado 5809,-31.48047873861217,-64.23453390598299,SANTA ISABEL SECCION 1
MA-00000417,Manuel Calviño S/N,-31.338069199791587,-64.25539612770082,ARGUELLO
MA-00000856,Viña del Mar S/N,-31.47149783201488,-64.20692861080171,CABO FARINA
MA-00000846,Adrián Beccar Varela 177,-31.447703186268427,-64.1960656642914,LAS FLORES
MA-00000834,Abad e Illana 1020,-31.38772303408833,-64.16581571102144,GENERAL BUSTOS
MA-00000226,Bulogne Sur Mer 600,-31.390488952197096,-64.24314916133882,COLINAS DEL CERRO
MA-00000937,De Las Exposiciones 4156,-31.467315903410476,-64.14321541786195,RAMON J CARCANO
p5_iida_a1,Mariano Fragueíro 3633,-31.371977730214976,-64.18388843536378,HIPOLITO IRIGOYEN
MA-00000666,Ausonia 9258,-31.329674928198568,-64.29445981979372,VILLA RIVERA INDARTE
MA-00000629,Impira S/N,-31.463554753358963,-64.24548268318178,CONGRESO
MA-00000619,Pedro Antonio Inchauspe 98,-31.449844951954606,-64.19803977012636,LAS FLORES
MA-00000611,Gavilán 541,-31.40760469257128,-64.15340781211854,YAPEYU
MA-00000598,Cacheuta 3809,-31.4518173467014,-64.21280264854433,FERRER
MA-00000586,Rodríguez de Ruesca 507,-31.358639329665905,-64.19042766094209,MARQUES DE SOBREMONTE
C1652,Los Álamos 7919,-31.336174,-64.310056,VILLA RIVERA INDARTE
MA-00000530,Ferroviarios 1563,-31.42904761854935,-64.16449069976808,CRISOL SUD
MA-00000513,Venezuela 190,-31.433647778360847,-64.18872177600862,GUEMES
MA-00000460,Viña Del Mar 4365,-31.46077268628281,-64.20438051223756,CABO FARINA
MA-00000452,Avenida Gobernador Amadeo Sabattini 5652,-31.45948753720936,-64.10849882831575,FERREYRA
MA-00000449,Avenida Amadeo Sabattini 5315,-31.45176700767672,-64.1164255142212,SAN LORENZO
MA-00000441,Juan Vucetich 6966,-31.465055571009465,-64.09129858016969,LOS SAUCES
MA-00000434,Avenida Colón 4198,-31.39779717817849,-64.23462510108949,VILLA SIBURU
MA-00000421,Fernando Fader 3494,-31.380578895171357,-64.22539830207826,LAS MARGARITAS
p3_vuelta_a1,Nueva Jersey 4808,-31.466343583066912,-64.22859379766442,CONGRESO
MA-00000399,Avenida Armada Argentina 1571,-31.466153715024284,-64.22317743301393,CONGRESO
MA-00000384,Avenida Armada Argentina 216,-31.452425989131623,-64.20466482639314,LAS FLORES
p19_vuelta_a,Mariano Fragueíro 3262,-31.377465371077754,-64.1838098930359,HIPOLITO IRIGOYEN
MA-00000362,Martiniano Chilavert 3891,-31.36458504559432,-64.14658427238466,GENERAL MOSCONI
MA-00000352,Cleto Aguirre 5924,-31.409225443603315,-64.26273465156557,LOS ROBLES
MA-00000273,Escalante 3180,-31.44927748034413,-64.13964271545412,BH_CAMINO A 60 CUADRAS
MA-00000262,Obispo Castellano 624,-31.41682520211988,-64.13946568965913,MALDONADO
MA-00000649,Concejal Felipe Belardinelli 3585,-31.45223378668616,-64.1950035095215,LAS FLORES
C8477,Avenida Río Bamba 283,-31.397495,-64.256405,LOS ROBLES
MA-00000954,Avenida La Donosa 5000,-31.452198008444302,-64.25131215956387,ESTACION FLORES
MA-00000036,Aviador Silvio Pettirossi 3631,-31.45220632916176,-64.25167322158815,ESTACION FLORES
MA-00000936,Prudencio Murguiondo 4611,-31.466162866170293,-64.14356946945192,RAMON J CARCANO
MA-00000926,Avenida Idelfonso Muñecas 3993,-31.48068460766989,-64.14486765861513,VILLA CORONEL OLMEDO
C9052,Avenida 11 de Septiembre 2811,-31.444081980671363,-64.14831932634115,BH_CAMINO A 60 CUADRAS
MA-00000907,Avenida Agustín Roque Arias 3252,-31.44578104717068,-64.24288630485536,ESTACION FLORES
MA-00000871,Germán Berdiales 1201,-31.35160625921154,-64.15745000901236,PARQUE LICEO SECCION 3
MA-00000863,Dirección desconocida,-31.34928233161684,-64.14916605016599,PARQUE LICEO SECCION 3
MA-00000855,Defensa S/N,-31.471342271276725,-64.20464873313905,CABO FARINA
MA-00000845,Adrián Beccar Varela 19,-31.447300455627754,-64.19846892356874,LAS FLORES
MA-00000833,Guayaquil 1002,-31.384870023271663,-64.16458725929262,GENERAL BUSTOS
C7671,Cabo Contreras 1487,-31.385777,-64.165376,GENERAL BUSTOS
p6_ida,Belgrano 554,-31.4215037833952,-64.1906261444092,GUEMES
MA-00000720,Dirección desconocida,-31.31494648788554,-64.21397209167482,LAS CORTADERAS
MA-00000698,Gobernación 774,-31.477912199671675,-64.21492695808412,COMERCIAL
MA-00000656,Avenida Recta Martinoli 8946,-31.342385176768868,-64.28940653800966,LA SALLE
MA-00000651,Avenida Ciudad De Valparaíso S/N,-31.433926984774786,-64.18468236923218,GUEMES
MA-00000418,Carlos Zatuszeck S/N,-31.33439450710001,-64.25609350204469,ARGUELLO
MA-00000091,Bulevar Los Alemanes 3974,-31.34329233146172,-64.22171831130983,LOS BOULEVARES
MA-00000734,Avenida Octavio Pinto 2651,-31.38975626659044,-64.21559214591981,VILLA PAEZ
MA-00000631,Impira S/N,-31.463545601958025,-64.25002098083498,ESTACION FLORES
MA-00000620,Viña Del Mar 4736,-31.464488191555212,-64.20575380325319,CABO FARINA
MA-00000593,Camino a San Antonio 6879,-31.4999336502302,-64.18972492218019,VILLA RIVADAVIA
C1638,Quinta Villa Manuela 6780,-31.34196,-64.293348,VILLA RIVERA INDARTE
MA-00000579,Cruz Roja Argentina 763,-31.442220409145005,-64.18524026870729,VILLA REVOL
MA-00000551,Avenida Emilio Olmos 492,-31.41568527758902,-64.17668938636781,URQUIZA
MA-00000532,Tilcara 885,-31.473968467901607,-64.21553850173952,VILLA EL LIBERTADOR
MA-00000520,Avenida Capdevila 2909,-31.376819131096703,-64.12956196814775,RESIDENCIAL SAN JORGE
c6285,Cafayate 4761,-31.4639848681937,-64.20953035354616,CABO FARINA
p4_reg,Juan Vucetich 6945,-31.464899999565752,-64.09149169921876,LOS SAUCES
MA-00000444,Avenida Amadeo Sabattini 5166,-31.44865508817377,-64.11977291107178,VILLA BUSTOS
MA-00000435,Avenida Sagrada Familia 578,-31.393950814363915,-64.23387408256532,VILLA SIBURU
MA-00000412,Avenida Colón 3591,-31.39993092633125,-64.228413105011,VILLA SIBURU
MA-00000387,Avenida Vélez Sarsfield 3060,-31.445726128331323,-64.19869422912599,LAS FLORES
p19_ida_a,Avenida General Paz 417,-31.41038833811128,-64.18473601341249,URQUIZA
MA-00000349,Sagrada Familia 1547,-31.38480133012894,-64.22521591186525,VILLA SIBURU
MA-00000246,Agustín Garzón 2090,-31.424699001255007,-64.15738821029665,YAPEYU
MA-00000254,Enfermera Clermont 345,-31.40369462994157,-64.21083927154542,ALBERDI
MA-00000232,La Rioja 3233,-31.399473044548905,-64.22234058380128,VILLA SIBURU
C7145,Avenida Don Bosco 6030,-31.397129,-64.261394,LOS ROBLES
MA-00000953,Calle 3 S/N,-31.453133223968784,-64.25978042652577,SACHI
MA-00000040,Avenida La Donosa 5602,-31.452407684153812,-64.2599129676819,SACHI
MA-00000934,De Las Exposiciones 4186,-31.467956473518758,-64.14300084114076,RAMON J CARCANO
MA-00000924,Prudencio Murguiondo 4668,-31.46677599091518,-64.14364457130434,RAMON J CARCANO
MA-00000916,27 de Abril 504,-31.414984835163107,-64.19144153594972,URQUIZA
C4830,Calderón de La Barca 1366,-31.385040324804656,-64.19243160635233,SARGENTO CABRAL
C8234,Avenida Colón 5513,-31.39573496707538,-64.25469604512388,LOS ROBLES
MA-00000883,Avenida Armada Argentina 2000,-31.47131939467578,-64.22950208187105,VILLA EL LIBERTADOR
MA-00000876,Dirección desconocida,-31.4955746014195,-64.2662698030472,PARQUE FUTURA
MA-00000868,Dirección desconocida,-31.35061339105316,-64.15140377037923,PARQUE LICEO SECCION 3
MA-00000857,Carmelo Ibarra 451,-31.474023370180596,-64.20905828475954,COMERCIAL
MA-00000847,Isla Verde 2080,-31.47864419656272,-64.23420667648317,SANTA ISABEL SECCION 1
MA-00000835,Abad e Illana 1214,-31.388281719477423,-64.16385769844057,GENERAL BUSTOS
MA-00000824,Dirección desconocida,-31.349234019895384,-64.14888997528844,PARQUE LICEO SECCION 3
p36_vuelta_a1,Mariano Fragueíro 3618,-31.37218841778393,-64.18378114700319,HIPOLITO IRIGOYEN
MA-00000715,Avenida Amadeo Sabattini 359,-31.425678602117294,-64.17129278182985,CRISOL SUD
MA-00000700,Gobernación 1332,-31.47636583741514,-64.2230272293091,VILLA EL LIBERTADOR
MA-00000624,Monseñor Miguel de Andrea 1172,-31.39388670696524,-64.21301722526552,VILLA PAEZ
MA-00000613,San Jerónimo 2120,-31.422693991882724,-64.15640115737916,YAPEYU
MA-00000602,Avenida Vélez Sarsfield 2177,-31.439131057027843,-64.19620513916017,BELLA VISTA
MA-00000587,Rodríguez de Ruesca 613,-31.35983033524008,-64.18914556503297,MARQUES DE SOBREMONTE
C1650,Los Álamos 7891,-31.337863,-64.310048,VILLA RIVERA INDARTE
MA-00000556,Avenida Gobernador Amadeo Sabattini 3254,-31.43298866483908,-64.14323151111604,JOSE IGNACIO DIAZ SECCION 1
c7711,Cartago 1611,-31.381302492946517,-64.16711926460268,GENERAL BUSTOS
C4194,Bulevar Juan Domingo Perón 60,-31.41921,-64.17594,URQUIZA
MA-00000475,Avenida Ambrosio Olmos 887,-31.431537683325864,-64.1910606622696,GUEMES
MA-00000462,Bermudas 238,-31.4622094878242,-64.20522809028627,CABO FARINA
MA-00000456,Juan Vucetich 7671,-31.465014390358338,-64.08127784729005,ITUZAINGO ANEXO
MA-00000447,Av. Vucetich 7800-7892,-31.465023541615707,-64.07863318920137,ITUZAINGO ANEXO
MA-00000410,Avenida Sagrada Familia 637,-31.39323189317168,-64.23363268375398,VILLA SIBURU
MA-00000406,Avenida Vélez Sarsfield 2343,-31.4407199154711,-64.19655575027467,LAS FLORES
MA-00000392,Río Pinto 1643,-31.467288450307876,-64.23504352569581,CONGRESO
MA-00000386,Avenida Armada Argentina 64,-31.450833442680008,-64.20165538787843,LAS FLORES
MA-00000358,Curunao 814,-31.410681348627417,-64.25872206687929,PARQUE REPUBLICA
MA-00000276,Chirinos de Posadas 4361,-31.446531601415742,-64.14213180541994,BH_CAMINO A 60 CUADRAS
MA-00000241,Emilio Salgari 2020,-31.433396034159944,-64.12665009498598,EMPALME
MA-00000214,Leonardo Rosales 3331,-31.42934057077919,-64.14215326309206,ACOSTA
MA-00000208,Avenida Vélez Sarsfield 4499,-31.46300566772005,-64.20101165771486,CABO FARINA
MA-00000694,Concejal Felipe Belardinelli 3994,-31.457514,-64.196522,LAS FLORES
MA-00000521,Avenida Doctor Arturo Capdevila 2849,-31.376979142393555,-64.13057684898378,RESIDENCIAL SAN JORGE
C4032,Avenida General Paz 65,-31.414484965577053,-64.18647576123475,URQUIZA
C7144,Ribero 74,-31.398182,-64.262515,LOS ROBLES
C7152,Alto Alegre 674,-31.407467,-64.263968,LOS ROBLES
MA-00000939,Avenida Idelfonso Muñecas 3980,-31.48089505112741,-64.14506614208223,VILLA CORONEL OLMEDO
MA-00000919,Dirección desconocida,-31.37743713386565,-64.25494551658632,COLINAS DEL CERRO
MA-00000909,Avenida Agustín Roque Arias 2830,-31.44164373781403,-64.2428755760193,VILLA ADELA
MA-00000899,Estocolmo 4386,-31.44851779522661,-64.24516081809999,ESTACION FLORES
MA-00000885,Avenida Armada Argentina 2162,-31.47425212932968,-64.23306941986085,VILLA EL LIBERTADOR
MA-00000865,Florentino Ameghino 4709,-31.35572338442476,-64.1589372707879,PARQUE LICEO SECCION 2
MA-00000860,Tilcara 870,-31.47396389271024,-64.21536684036256,VILLA EL LIBERTADOR
MA-00000851,Concejal Felipe Belardinelli 2971,-31.445630020284995,-64.19389843940736,LAS FLORES
MA-00000839,Tilcara 1024,-31.473451469861672,-64.21764671802522,VILLA EL LIBERTADOR
MA-00000008,Bulevar San Juan 484,-31.418981693140555,-64.19248022139072,URQUIZA
MA-00000667,Ricardo Rojas 9243,-31.33252,-64.29265,VILLA RIVERA INDARTE
MA-00000623,Avenida General Manuel Savio 5570,-31.460406618671872,-64.12475109100343,COOPERATIVA EL FUTURO
MA-00000600,Cacheuta 3403,-31.446906876283634,-64.21136498451234,FERRER
MA-00000589,Avenida Libertador San Martín 29,-31.55778499053069,-64.19486403465272,VILLA RIVADAVIA
C1644,Molino De Torres 6352,-31.346912,-64.296951,VILLA RIVERA INDARTE
MA-00000538,República del Libano 1415,-31.38504862520761,-64.16999459266664,GENERAL BUSTOS
MA-00000523,Copacabana 21,-31.391807771882355,-64.20389771461488,VILLA PAEZ
MA-00000480,Boulevard Bernardino Rivadavia 3424,-31.336648824368336,-64.21528100967409,LOS BOULEVARES
c6752,Cafayate 4757,-31.4639848681937,-64.2094123363495,CABO FARINA
MA-00000451,Avenida Amadeo Sabattini 5879,-31.462502336389072,-64.1054928302765,FERREYRA
MA-00000424,Luis José de Tejeda 4629,-31.3645942066538,-64.23825144767763,COLINAS DEL CERRO
MA-00000411,Avenida Colón 4065,-31.398383276923223,-64.23334300518037,VILLA SIBURU
MA-00000401,Esquel 4202,-31.458191879107744,-64.21131134033205,CABO FARINA
MA-00000385,Avenida Vélez Sarsfield 1892,-31.43645353615052,-64.19549703598024,GUEMES
MA-00000380,General Justo José de Urquiza 1875,-31.39341047920465,-64.18631315231325,SAN MARTIN
S00000305,Humberto Primo 656,-31.407403241334475,-64.19077634811403,URQUIZA
MA-00000363,Pasaje Puch 3700,-31.36576681489715,-64.1506612300873,GENERAL MOSCONI
MA-00000348,Democracia 1800,-31.38496619358707,-64.22040939331056,LAS MARGARITAS
MA-00000428,Avenida Donato Álvarez 7243,-31.33873814337061,-64.25715565681459,ARGUELLO
MA-00000228,La Rioja 4999,-31.392316062024012,-64.24400210380556,COLINAS DEL CERRO
MA-00000929,Avenida Idelfonso Muñecas 4497,-31.480757805447933,-64.13705170154573,VILLA CORONEL OLMEDO
MA-00000274,Juan de la Guardia 4653,-31.45145582037824,-64.13872003555299,COOPERATIVA EL FUTURO
MA-00000258,Zorzal 505,-31.385149374867805,-64.25987005233766,PARQUE DON BOSCO
MA-00000239,Mariano Boedo 2107,-31.434338927145564,-64.11681175231935,VILLA BUSTOS
MA-00000574,Guillermo Furlong 8772,-31.317476240755934,-64.25894737243654,MERCANTIL
MA-00000496,Bulevar Juan Domingo Perón 712,-31.42474935481985,-64.17177021503448,CRISOL SUD
MA-00000420,Fernando Fader 3763,-31.37756308112907,-64.22886304557323,LAS MARGARITAS
C7985,Pasco 219,-31.395553485104656,-64.25827145576478,LOS ROBLES
MA-00000951,Pública I S/N,-31.45731994587696,-64.26415353019317,SACHI
MA-00000933,Dirección desconocida,-31.47043635360619,-64.1429364681244,RAMON J CARCANO
MA-00000923,Avenida El Quebracho 4225,-31.47704294592664,-64.14116621017457,VILLA CORONEL OLMEDO
MA-00000915,General Manuel Oribe 2502,-31.37368153788809,-64.20630097389223,ANA MARIA ZUMARAN
MA-00000864,José Santos Chocano 4502,-31.35884421683609,-64.15444659518857,PARQUE LICEO SECCION 3
MA-00000853,Coronel José Javier Diaz 85,-31.445318812601407,-64.19699370861055,LAS FLORES
MA-00000840,Tilcara 800,-31.47411487390732,-64.21424031257631,COMERCIAL
MA-00000830,Enrique Muiño 101,-31.36900973339448,-64.16715145111085,VILLA AZALAIS OESTE
MA-00000790,Agustín Garzón 3526,-31.426429317347125,-64.13936376571657,ACOSTA
MA-00000671,Avenida Rafael Núñez 4235,-31.369339515448,-64.23243641853334,COLINAS DEL CERRO
MA-00000637,72 Chateau Reserva,-31.37134566467379,-64.25069689750673,COLINAS DEL CERRO
MA-00000627,Juan de Urdinola 4751,-31.45082429003596,-64.1372072696686,COOPERATIVA EL FUTURO
MA-00000616,Plaza Villa Boedo,-31.432727764456452,-64.1081213951111,VILLA BUSTOS
MA-00000591,Avenida Libertador San Martín 449,-31.55803182901617,-64.19071197509767,VILLA RIVADAVIA
MA-00000581,Molino De Torres S/N,-31.34859305544108,-64.30302143096925,VILLA RIVERA INDARTE
MA-00000469,Avenida Circunvalación 4251,-31.46434177049276,-64.21244859695436,CABO FARINA
MA-00000448,Juan Vucetich 6301,-31.464936604634595,-64.09946322441102,LOS SAUCES
MA-00000442,Simbolar 2199,-31.43756116944777,-64.12902116775513,EMPALME
MA-00000436,Avenida Colón 3706,-31.399610409318143,-64.22874569892885,VILLA SIBURU
MA-00000431,Avenida Rafael Núñez 3758,-31.37507387390736,-64.22712564468385,LAS MARGARITAS
MA-00000405,Avenida Armada Argentina 25,-31.450952426971423,-64.20114040374757,LAS FLORES
p32_ida_a1,Avenida Armada Argentina 460,-31.45458595139913,-64.20774936676027,LAS FLORES
MA-00000350,Cleto Aguirre 6022,-31.409225443603315,-64.26059961318971,PARQUE REPUBLICA
MA-00000270,Valencia 1464,-31.43435723565336,-64.16679739952089,CRISOL SUD
MA-00000261,Obispo Castellano 230,-31.412585894677907,-64.13884878158571,MALDONADO
MA-00000264,López y Planes 3147,-31.421586182930994,-64.14333343505861,YAPEYU
MA-00000413,Luis José de Tejeda 4463,-31.367395731271568,-64.23648219555616,COLINAS DEL CERRO
MA-00000650,Bv. Enrique Barros S/N,-31.43941024710868,-64.19240713119508,LAS FLORES
MA-00000576,Antucura 10058,-31.30768223647437,-64.28700327873231,VILLA ALLENDE PARQUE
MA-00000873,Azor Grimaut 3099,-31.35883573210474,-64.21296626329422,LOS BOULEVARES
C4028,Avenida General Paz 549,-31.408127,-64.183772,URQUIZA
MA-00000952,Pública I S/N,-31.457331594244184,-64.26224023391404,SACHI
MA-00000925,Avenida Idelfonso Muñecas 3821,-31.480680032806863,-64.14735674858095,VILLA CORONEL OLMEDO
C8056,Rodríguez del Busto 3902,-31.367285515500495,-64.22072220593691,LAS MARGARITAS
MA-00000910,Fournier 2740,-31.44047207719636,-64.2418134212494,VILLA ADELA
MA-00000898,Berna 3523,-31.44887475647075,-64.24677014350893,ESTACION FLORES
MA-00000372,Bulevar San Juan 540,-31.418802297410146,-64.19330969452858,URQUIZA
MA-00000905,San Marino 4678,-31.44965274421344,-64.24777865409852,ESTACION FLORES
MA-00000493,Humberto Primo 286,-31.40903315257164,-64.18536901474,URQUIZA
MA-00000785,Avenida Castro Barros 1049,-31.39611212390397,-64.2007863521576,SAN MARTIN
MA-00000604,Tilcara 1425,-31.472394588876305,-64.22349929809572,VILLA EL LIBERTADOR
MA-00000879,Dirección desconocida,-31.498392225973475,-64.26188707351686,PARQUE FUTURA
MA-00000870,Dirección desconocida,-31.350894926775805,-64.15152797024008,PARQUE LICEO SECCION 3
MA-00000854,Avenida Vélez Sarsfield 3895,-31.456013695723552,-64.20089900493623,LAS FLORES
MA-00000844,Avenida Vélez Sarsfield 3906,-31.45585810925765,-64.20111358165742,LAS FLORES
