stop_id,stop_name,stop_lat,stop_lon,barrio_asignado
C4160,Paso de los Andes 823,-31.42096,-64.2023,CUPANI
C4184,República de Israel 500,-31.41040665129536,-64.18086290359498,URQUIZA
C4158,Paso de los Andes 561,-31.41832000000001,-64.20133,URQUIZA
C2064,Viamonte 631,-31.4089,-64.16646,GENERAL PUEYRREDON
C2070,Sarmiento 973,-31.41165000000001,-64.17105,GENERAL PUEYRREDON
C2054,Avenida Bulnes 1702,-31.39809,-64.16609,GENERAL BUSTOS
C2564,Charcas 1399,-31.40244,-64.16883,GENERAL PUEYRREDON
C2566,Viamonte 1067,-31.40424,-64.16818,GENERAL PUEYRREDON
C2048,Avenida Bulnes 2261,-31.39542000000001,-64.15894,GENERAL PUEYRREDON
C2036,Avenida Malvinas Argentinas 2319,-31.39043,-64.1406,LOS PINOS
C3352,Tafí 1120,-31.451291073742883,-64.21337127685548,FERRER
C7513,Laboulaye 189,-31.483704,-64.207052,COMERCIAL
C7551,Avenida Alem 3156,-31.372976,-64.150715,VILLA AZALAIS
C7976,Cleto Aguirre 5946,-31.409175,-64.263014,LOS ROBLES
C7997,Avenida Colón 4109,-31.398237,-64.23396,VILLA SIBURU
C7990,Avenida Colón 2042,-31.405631,-64.209659,ALBERDI
C6128,Jorge Eduardo Newbery 824,-31.352043,-64.183964,REMEDIOS DE ESCALADA
C6470,Juan de Constans 583,-31.368749,-64.18244,HIPOLITO IRIGOYEN
C6430,Río Negro 4979,-31.469434,-64.221445,VILLA EL LIBERTADOR
C6463,De Mauro 99,-31.480282,-64.205314,COMERCIAL
C6399,28 de Julio 3619,-31.372216,-64.180584,HIPOLITO IRIGOYEN
C6053,Jorge Eduardo Newbery 559,-31.352496,-64.180831,REMEDIOS DE ESCALADA
C6389,Córdoba S/N,-31.34279752089547,-64.16921138763429,REMEDIOS DE ESCALADA
C6155,Cacheuta 4128,-31.456343,-64.214648,FERRER
C6549,Paso de los Andes 2532,-31.439932,-64.207921,BELLA VISTA
C6532,Los Cocos 514,-31.434023,-64.200835,BELLA VISTA
C6034,Manuel Baigorria 902,-31.44471012399707,-64.20723438262941,FERRER
C6337,Río Negro 6746,-31.483649,-64.225377,SANTA ISABEL SECCION 1
C6317,Arroyo De La Reducción 1330,-31.46549,-64.220077,VILLA EL LIBERTADOR
C6199,Avenida Vélez Sarsfield 1498,-31.432306,-64.193973,GUEMES
C6373,Camilo Henríquez 2866,-31.475634,-64.250375,PARQUE FUTURA
C6232,Avenida Vélez Sarsfield 3437,-31.449712,-64.199601,LAS FLORES
C6380,Río Quilpo 4809,-31.467115,-64.218907,VILLA EL LIBERTADOR
C6360,José Benito Cottolengo 924,-31.48401,-64.225677,SANTA ISABEL SECCION 1
C6338,Atlántida 1901,-31.481188,-64.242441,PARQUE FUTURA
C6512,El Arañado 1545,-31.47765428377793,-64.22715716063975,VILLA EL LIBERTADOR
C7542,Avenida Leandro N. Alem 889,-31.39243512057838,-64.16538655757905,GENERAL BUSTOS
C6425,Avenida Colón 227,-31.41276902206838,-64.18621659278871,URQUIZA
C6322,Camilo Henríquez 2790,-31.475487,-64.24824,PARQUE FUTURA
C6680,Rosario Del Dorado 2285,-31.46518368847489,-64.23717856407167,CONGRESO
C6611,Huiliches 1259,-31.455565,-64.21733,FERRER
C6008,Michigan 1900,-31.468112,-64.230945,CONGRESO
C4943,Avenida Bernardo O'higgins S/N,-31.54109,-64.168772,VILLA RIVADAVIA
C4905,Camino a San Carlos 6966,-31.496585,-64.168997,VILLA RIVADAVIA
C6070,Avenida General Paz 199,-31.412961305443687,-64.18583035469057,URQUIZA
C4902,Ciudad De Valparaíso 7938,-31.506611,-64.189875,VILLA RIVADAVIA
C4895,Ciudad De Valparaíso 7934,-31.506447,-64.190165,VILLA RIVADAVIA
C4883,Camino a San Antonio 5902,-31.484024,-64.189146,INAUDI
C4870,Camino a San Carlos 6579,-31.491609,-64.168729,VILLA CORONEL OLMEDO
C4814,Avenida Bernardo O'higgins S/N,-31.541346,-64.168439,VILLA RIVADAVIA
C4810,Huascha 3096,-31.447973,-64.160687,JARDIN DEL PILAR
C4799,Luis de Góngora 1408,-31.380409,-64.19296,SARGENTO CABRAL
C4787,Florencio Sánchez 4102,-31.368332,-64.191876,MARQUES ANEXO
C4850,Tristán de Tejeda 731,-31.36366,-64.191093,MARQUES DE SOBREMONTE
C4838,Angel Gallardo 1898,-31.373901,-64.198861,SARGENTO CABRAL
C4828,Suquía 789,-31.386899,-64.195207,SAN MARTIN
C4827,Gobernador Julio Roca S/N,-31.432526367173278,-64.17160391807558,CRISOL SUD
C4646,Avenida Padre Claret 5888,-31.346183,-64.235719,LAS CORTADERAS
C4724,Manuel Cardeñosa 4600,-31.357027,-64.230473,LOS BOULEVARES
C9577,Avenida Madrid 2305,-31.43539623761108,-64.16875004768373,CRISOL SUD
C6097,Mariano Fragueíro 1515,-31.397703596643648,-64.18667994439602,SAN MARTIN
C6092,José Baigorri 747,-31.392255387894984,-64.18501362204552,SAN MARTIN
C2038,Avenida Malvinas Argentinas 2153,-31.39104,-64.14334,LOS PINOS
C2018,Celestino Vidal 2713,-31.37796,-64.1399,NUEVA ITALIA
C3124,Julio de Vedia 3876,-31.36488,-64.13815,PATRICIOS ESTE
C3106,Avenida Capdevila 2692,-31.37815,-64.1333,RESIDENCIAL SAN JORGE
C3092,Avenida Malvinas Argentinas 2485,-31.38976,-64.13755,LOS PINOS
C3086,Avenida Malvinas Argentinas 1915,-31.39181,-64.14626,LOS PINOS
C3076,Avenida Bulnes 2166,-31.39636,-64.16043,GENERAL PUEYRREDON
C3060,25 de Mayo 1359,-31.41368,-64.16555,YAPEYU
C3040,Avenida Julio A. Roca 1502,-31.42945,-64.21163,BELLA VISTA
C3002,Aviador Silvio Pettirossi 3431,-31.44771,-64.24811,ESTACION FLORES
C1328,Avenida Recta Martinoli 7487,-31.34767,-64.26595,LA SALLE
C1668,Avenida Zanon Eguia 9163,-31.34091,-64.29396,VILLA RIVERA INDARTE
C0566,Avenida Recta Martinoli 8929,-31.343136558045625,-64.28972840309144,LA SALLE
C4256,Avenida Cruz Roja Argentina 349,-31.443313,-64.193069,LAS FLORES
C1630,Avenida Ricardo Rojas 7567,-31.335045,-64.265272,VILLA 9 DE JULIO
C1610,Avenida Enrique Bodereau 8637,-31.323090032911427,-64.28862333297731,VILLA ALLENDE PARQUE
C1594,San Jerónimo 259-223,-31.31518910108295,-64.30421391019755,VILLA RIVERA INDARTE
C0596,Avenida Ricardo Rojas 7426,-31.336108732442103,-64.2629100009799,VILLA 9 DE JULIO
C4220,Avenida Ciudad De Valparaíso S/N,-31.438332,-64.1858,VILLA REVOL
C0624,Eva Perón 8936,-31.313211101082956,-64.29111691152254,VILLA ALLENDE PARQUE
C1590,James Franck 5482,-31.46473,-64.0823,ITUZAINGO ANEXO
C1572,Avenida Torcuato Wermuth 5000,-31.45938,-64.10182,LOS SAUCES
C1131,Avenida Amadeo Sabattini 5391,-31.455428,-64.111737,SAN LORENZO
C0448,Avenida Torcuato Wermuth 4908,-31.45873,-64.10176,LOS SAUCES
C9076,Avenida Madrid 2211,-31.433684,-64.168755,CRISOL SUD
C1508,Avenida Gobernador Amadeo Sabattini S/N,-31.4909,-64.07662,ITUZAINGO ANEXO
C1488,Cipriano Perelló 5097,-31.46692,-64.11376,FERREYRA
C1476,Piedra Labrada 7775,-31.325919,-64.268781,VILLA 9 DE JULIO
C0222,Cruz Alta 8390,-31.31466,-64.28262,VILLA ALLENDE PARQUE
C0204,Piedra Labrada 8350,-31.32549,-64.28182,VILLA ALLENDE PARQUE
C0174,Cipriano Perelló 4706,-31.46464,-64.11066,FERREYRA
C6257,Buenos Aires 724,-31.425006,-64.186538,GUEMES
C1412,Avenida La Cordillera 4517,-31.36089,-64.23254,LOS BOULEVARES
C0484,Juan Masjoan 5902,-31.34222,-64.243559,LAS CORTADERAS
C0316,José de Goyechea 3398,-31.37826,-64.22319,LAS MARGARITAS
C0302,José Ignacio De La Roza S/N,-31.44437145343748,-64.10932302474977,VILLA BUSTOS
C0352,Bulevar Los Alemanes 5940,-31.34328,-64.24523,LAS CORTADERAS
C0334,Avenida La Cordillera 4476,-31.36109872967296,-64.23181818457155,LOS BOULEVARES
C1094,Avenida Sabattini 1634,-31.43158,-64.16454,CRISOL SUD
C1264,Malalco 7459,-31.32387,-64.26594,VILLA 9 DE JULIO
C1285,Los Espinillos 5286,-31.461848001613895,-64.0996026992798,LOS SAUCES
C0414,Malalco 7399,-31.3236,-64.26536,VILLA 9 DE JULIO
C0392,Avenida Los Chañares 5339,-31.462498,-64.09701,LOS SAUCES
C0246,Cangallo 1928,-31.4323,-64.11924,EMPALME
C0696,Calingasta 5331,-31.440902,-64.116715,VILLA BUSTOS
C1676,Calingasta 5324,-31.441113,-64.117042,VILLA BUSTOS
C1222,Pascana 4100,-31.43026,-64.12771,ACOSTA
C1210,Avenida Tte. Gral. Donato Álvarez 7417,-31.33605,-64.26161,VILLA 9 DE JULIO
C1200,Avenida Donato Álvarez 8279,-31.32714,-64.267,VILLA 9 DE JULIO
C0158,Sergio Camargo 7599,-31.34033,-64.26716,LA SALLE
C0140,Avenida Rafael Núñez 6309,-31.34437000000001,-64.25167,ARGUELLO
C1350,Avenida Carlos Federico Gauss 5033,-31.36319,-64.25357,COLINAS DEL CERRO
C2044,Santiso y Moscoso 2558,-31.39325,-64.15202,GENERAL PUEYRREDON
C2022,Avenida Capdevila 2647,-31.37775,-64.13407,RESIDENCIAL SAN JORGE
C2006,Julio de Vedia 3577,-31.36961,-64.13824,PATRICIOS ESTE
C3112,Julio de Vedia 2964,-31.376,-64.13824,RESIDENCIAL SAN JORGE
C3068,Roma 1272,-31.402,-64.16767,GENERAL PUEYRREDON
C4019,Avenida Colón 87,-31.413465,-64.18413,URQUIZA
C3046,Río Negro 1105,-31.42259,-64.20909,CUPANI
C3028,Avenida Fuerza Aérea 3039,-31.43166,-64.23062,AMEGHINO NORTE
C3008,Aviador Silvio Pettirossi 2855,-31.44159,-64.24806,VILLA ADELA
C1354,Avenida Simón Laplace 5201,-31.36241,-64.25099,COLINAS DEL CERRO
C1332,Avenida Recta Martinoli 6965,-31.34805,-64.26033,LA SALLE
C1314,Avenida Recta Martinoli 8709,-31.34584,-64.28436,LA SALLE
C1654,Ricardo Santos 10498,-31.33461,-64.3098,VILLA RIVERA INDARTE
C0552,Avenida Recta Martinoli 8114,-31.347136,-64.273857,LA SALLE
C0546,Avenida Recta Martinoli 7280,-31.34775,-64.2638,LA SALLE
C0540,Avenida Recta Martinoli 6525,-31.34824,-64.25652,LA SALLE
C4074,Avenida Hipólito Yrigoyen 537,-31.42717,-64.18556,GUEMES
C1622,Avenida Ricardo Rojas 8753,-31.33758810729133,-64.28510427474977,LA SALLE
C0600,Avenida Ricardo Rojas 8134,-31.336005,-64.276538,LA SALLE
C4126,Bulevar Chacabuco 560,-31.423940547413803,-64.18292049318552,GUEMES
C0637,San Lorenzo 101,-31.315794,-64.306911,VILLA RIVERA INDARTE
C1554,Delfín Huerco S/N,-31.45078,-64.11219,SAN LORENZO
C0452,Eduardo Baravalle 6068,-31.45515,-64.10344,SAN LORENZO
C0436,Alberto Michelson 7450,-31.46217,-64.08437,ITUZAINGO ANEXO
C0646,Córdoba S/N,-31.48994,-64.08396,ITUZAINGO ANEXO
p11_ida,Avenida Emilio Olmos 434,-31.415496,-64.177364,URQUIZA
C1466,Piedra Labrada 8353,-31.325509588675217,-64.28158521652223,VILLA ALLENDE PARQUE
C0206,Molleyaco 8300,-31.324357,-64.281216,VILLA ALLENDE PARQUE
C0180,Avenida General Manuel Savio 6338,-31.46151,-64.11228,FERREYRA
C1418,Avenida La Cordillera 4043,-31.36325,-64.22713,LOS BOULEVARES
C0322,Bulevar Los Granaderos 3400,-31.37147,-64.2218,LAS MARGARITAS
C0312,Avenida Cangallo 2896,-31.44277,-64.11865,VILLA BUSTOS
C1180,Avenida Donato Álvarez 9241,-31.31861389000001,-64.27306667,VILLA CORNU
C0192,Avenida Donato Álvarez 8002,-31.32978,-64.26509,VILLA 9 DE JULIO
C1600,Eva Perón 9401,-31.313214690795128,-64.29549112915993,VILLA ALLENDE PARQUE
C0372,Julio Tristany 8346,-31.326018237374136,-64.2520594596863,ARGUELLO
C1394,Bulevar Los Alemanes 5817,-31.34337,-64.24331,LAS CORTADERAS
C1370,Eugenio Pizzolatto 6829,-31.32285,-64.25559,MERCANTIL
C0360,Martín Fermín 7847,-31.33245,-64.24636,CERRITO AUTODROMO
C1106,Avenida Sabattini 3058,-31.43343,-64.14802,JARDIN DEL PILAR
C1268,Valerio Beta 7421,-31.32566,-64.26404,VILLA 9 DE JULIO
C1287,Los Algarrobos 6488,-31.461564,-64.097714,LOS SAUCES
C0416,Malalco 7225,-31.32259,-64.26339,MERCANTIL
C0186,Avenida Donato Álvarez 7380,-31.33638,-64.2607,ARGUELLO
C0270,Avenida Donato Álvarez 8630,-31.32376,-64.26927,VILLA 9 DE JULIO
C0260,Pascana 4142,-31.43111,-64.12915,ACOSTA
C0678,Calingasta 5414,-31.441163,-64.114317,VILLA BUSTOS
C0694,Ancastí 5399,-31.439154,-64.11678,VILLA BUSTOS
C0286,Coligüe 9288,-31.318614,-64.2715,VILLA CORNU
C1230,Callao 1882,-31.43150106520535,-64.12048101425172,EMPALME
C1112,Centeno 3772,-31.43226,-64.13721,ACOSTA
C1170,Avenida Donato Álvarez 10099,-31.3086,-64.28069,VILLA ALLENDE PARQUE
C0156,José María Morelos 7600,-31.34181,-64.26706,LA SALLE
C0146,Avenida Ricardo Rojas 7304,-31.33838,-64.25994,ARGUELLO
C0088,Avenida Castro Barros 958,-31.39686,-64.19981,SAN MARTIN
C1374,Julio Tristany 8339,-31.326118191102804,-64.25215736031532,ARGUELLO
MA-00000546,De la Industria 896,-31.442728426186925,-64.18280482292177,VILLA REVOL
C2046,Avenida Juan XXIII 1204,-31.39443,-64.15576,GENERAL PUEYRREDON
C2014,Celestino Vidal 3015,-31.37533,-64.1399,NUEVA ITALIA
C3120,Julio de Vedia 3678,-31.36769,-64.13816,PATRICIOS ESTE
C3110,Julio de Vedia 2794,-31.37785,-64.13825,NUEVA ITALIA
C3054,Avenida 24 de Septiembre 743,-31.41546209797201,-64.17270999401808,URQUIZA
C3052,Avenida Pueyrredón 1019,-31.42455,-64.20242,CUPANI
C3014,Aviador Silvio Pettirossi 2295,-31.43582,-64.24798,VILLA ADELA
C1340,Avenida Carlos Federico Gauss 5987,-31.35246,-64.24928,COLINAS DEL CERRO
C1318,Avenida Recta Martinoli 8333,-31.34691,-64.27829,LA SALLE
C1660,Avenida Zanon Eguia 9915,-31.33581,-64.30278,VILLA RIVERA INDARTE
C0560,Avenida Recta Martinoli 8714,-31.34592,-64.28398,LA SALLE
C4096,Humberto Primo 871,-31.40686,-64.19273,URQUIZA
C1628,Avenida Ricardo Rojas 8053,-31.33480688624588,-64.27261590957643,VILLA 9 DE JULIO
C1608,Avenida Enrique Bodereau 8867,-31.319799703900483,-64.28848385810853,VILLA ALLENDE PARQUE
C0608,Agrimensor Enrique Bodereau 7538,-31.333759,-64.288063,VILLA RIVERA INDARTE
C0592,Ducasse 886,-31.40386403884156,-64.19209063053133,SAN MARTIN
C4212,Maestro Marcelo López 3512,-31.4401,-64.19277,LAS FLORES
C0626,Eva Perón 9234,-31.313118101082956,-64.29426991158482,VILLA ALLENDE PARQUE
C1588,James Franck 5302,-31.46278,-64.08229,ITUZAINGO ANEXO
C1564,Augusto Fernando Marzano 4631,-31.45279,-64.10387,SAN LORENZO
C0470,Manuel Leiva 5540,-31.45289,-64.11006,SAN LORENZO
C0444,A Capilla De Los Remedios 6825,-31.45837,-64.09339,LOS SAUCES
C1512,Córdoba S/N,-31.48991,-64.081,ITUZAINGO ANEXO
C9491,Agustín Gamarra 5749,-31.463189,-64.110525,FERREYRA
C1470,Piedra Labrada 8189,-31.325701,-64.27747,VILLA 9 DE JULIO
C1452,Cruz Alta 8189,-31.3156,-64.27898,VILLA ALLENDE PARQUE
C0212,Molleyaco 8000,-31.321303,-64.275254,VILLA 9 DE JULIO
C0188,Avenida Donato Álvarez 7612,-31.333844665427883,-64.26223039627077,VILLA 9 DE JULIO
C1438,Calingasta 5314,-31.44113113809626,-64.11736965179445,VILLA BUSTOS
C1424,Rodríguez del Busto 3627,-31.36852,-64.22117,LAS MARGARITAS
C3034,Avenida Fuerza Aérea 2449,-31.43093,-64.22036,ROSEDAL ANEXO
C0319,Avenida Amadeo Sabattini 5077,-31.447479,-64.12062,VILLA BUSTOS
C0306,Calingasta 5812,-31.44164373781403,-64.11078214645387,VILLA BUSTOS
C0330,Bernardo Capdevila 4101,-31.36304,-64.22738,LOS BOULEVARES
C1274,José Massetti 8164,-31.32818,-64.26113,ARGUELLO
C0344,Miguel Potel Junot 6576,-31.34663,-64.24324,LAS CORTADERAS
C0356,Martín Fermín 7482,-31.33577,-64.24651,CERRITO AUTODROMO
C0112,Avenida Rafael Núñez 3678,-31.37646,-64.2261,LAS MARGARITAS
C0364,Oscar Cabalén 6382,-31.32926,-64.24834,CERRITO AUTODROMO
C0214,Molleyaco 7799,-31.32012222,-64.27312778,VILLA CORNU
C1402,García Voglino 5700,-31.347898411884227,-64.2443149164319,LAS CORTADERAS
C1388,Martín Fermín 7692,-31.333753024836867,-64.24646437168123,CERRITO AUTODROMO
C0130,Avenida Rafael Núñez 4818,-31.36024,-64.23848,COLINAS DEL CERRO
C1254,Eugenio Pizzolatto 7006,-31.32191,-64.25813,MERCANTIL
C0424,Eugenio Pizzolatto 6900,-31.32231,-64.25704,MERCANTIL
C0406,Italo Bizio 7252,-31.32648,-64.26019,ARGUELLO
C0280,Tabacué 9199,-31.31632,-64.26728,VILLA CORNU
C0266,Punilla 2200,-31.43221,-64.13381,ACOSTA
C0686,Tinogasta 5802,-31.437524553680205,-64.11112546920778,VILLA BUSTOS
C0242,Pedro Medrano 5082,-31.43532,-64.12056,EMPALME
C0292,Avenida Donato Álvarez 9956,-31.31002000000001,-64.27896,VILLA ALLENDE PARQUE
C1672,Fiambala 4799,-31.43887,-64.124633,EMPALME
C1228,Junín 5092,-31.42977799481701,-64.12064965814352,EMPALME
C1064,Avenida Caraffa 2739,-31.387,-64.21557,LAS MARGARITAS
C1198,Avenida Donato Álvarez 8447,-31.32515,-64.26843,VILLA 9 DE JULIO
C0166,Viracocha 6719,-31.342889,-64.273499,LA SALLE
C0118,Avenida Rafael Núñez 3932,-31.37224,-64.2298,LAS MARGARITAS
C4236,Avenida Cruz Roja Argentina S/N,-31.44192320645676,-64.19390212744474,LAS FLORES
C1243,Pérez Amuchastegui 9203,-31.313012464314955,-64.26093757152559,COOPERATIVA 16 DE NOVIEMBRE
C2042,Avenida Malvinas Argentinas 1647,-31.39247,-64.14951,LOS PINOS
C2020,Avenida Capdevila 2520,-31.37817,-64.13675,RESIDENCIAL SAN JORGE
C2002,Julio de Vedia 3779,-31.36653,-64.13818,PATRICIOS ESTE
MA-00000300,Avenida Doctor Arturo Capdevila 2569,-31.377931762147803,-64.13608074188234,RESIDENCIAL SAN JORGE
C3032,Avenida Fuerza Aérea 2703,-31.43122,-64.22453,ROSEDAL ANEXO
C3012,Aviador Silvio Pettirossi 2416,-31.43696,-64.24804,VILLA ADELA
C1362,Avenida Simón Laplace 5758,-31.35837,-64.24217,COLINAS DEL CERRO
C1338,Avenida Recta Martinoli 5943,-31.35027,-64.25129,LA SALLE
C1320,Avenida Recta Martinoli 8181,-31.347061,-64.275705,LA SALLE
C1662,Avenida Zanon Eguia 9703,-31.33752000000001,-64.29996,VILLA RIVERA INDARTE
C0558,Avenida Recta Martinoli 8504,-31.34665,-64.28124,LA SALLE
C4234,Maestro Marcelo López 3524,-31.43975,-64.19267,LAS FLORES
C1626,Avenida Ricardo Rojas 8233,-31.336227289471957,-64.27625298500062,LA SALLE
C0606,Avenida Ricardo Rojas 8908,-31.336202,-64.288082,VILLA RIVERA INDARTE
C4112,Mitre 501,-31.40728,-64.188118,URQUIZA
C4206,Avenida Cruz Roja Argentina 518,-31.44273,-64.18914,LAS FLORES
C0622,Cruz Alta 8685,-31.313744101082943,-64.28803991116553,VILLA ALLENDE PARQUE
C0610,Agrimensor Enrique Bodereau 7952,-31.33054898457461,-64.28808890283108,VILLA RIVERA INDARTE
C1576,Santa Bárbara S/N,-31.45848,-64.0955,LOS SAUCES
C1135,Martín Zapata 4507,-31.453058,-64.109774,SAN LORENZO
C0454,Augusto Fernando Marzano 4632,-31.45286,-64.10384,SAN LORENZO
C0432,James Franck 5311,-31.4629,-64.08223,ITUZAINGO ANEXO
C0644,Córdoba S/N,-31.4899,-64.08625,ITUZAINGO ANEXO
C1490,Cipriano Perelló 5316,-31.468556,-64.115971,FERREYRA
C1464,Piedra Labrada 8400,-31.325194,-64.282664,VILLA ALLENDE PARQUE
C1444,Lancun 8532,-31.310455092553106,-64.28471803665163,VILLA ALLENDE PARQUE
C0202,Piedra Labrada 8185,-31.32556,-64.27887,VILLA 9 DE JULIO
C0178,Agustín Gamarra 5729,-31.46303,-64.11071,FERREYRA
C1414,Avenida La Cordillera 4265,-31.36218,-64.22959,LOS BOULEVARES
C1372,Eugenio Pizzolatto 6659,-31.32374533540417,-64.25311088562013,ARGUELLO
C0320,Curapaligüe 3377,-31.37336,-64.2222,LAS MARGARITAS
C0315,Avenida Cangallo 3040,-31.444454,-64.118711,VILLA BUSTOS
C1102,Navarra 2600,-31.43322,-64.15304,JARDIN DEL PILAR
C1266,Malalco 7501,-31.32536,-64.26563,VILLA 9 DE JULIO
C1286,Avenida Los Chañares 5332,-31.462369,-64.097181,LOS SAUCES
C0418,Malalco 7101,-31.32186,-64.26199,MERCANTIL
C1182,Arrayan 9133,-31.32031944,-64.27450833,VILLA CORNU
C0098,Avenida Caraffa 2264,-31.388804,-64.209579,VILLA PAEZ
C0342,Belisario Caraffa 5674,-31.34812,-64.2446,LAS CORTADERAS
C0084,Avenida Castro Barros 481,-31.400904,-64.19656,SAN MARTIN
C0358,Martín Fermín 7675,-31.33386,-64.24635,CERRITO AUTODROMO
C1606,Avenida Enrique Bodereau 9205,-31.316169840404875,-64.28835343569517,VILLA ALLENDE PARQUE
C0078,Avenida Gobernador Amadeo Sabattini S/N,-31.42774,-64.17155,CRISOL SUD
C0134,Avenida Rafael Núñez 5476,-31.35363,-64.245,LAS CORTADERAS
C0187,Avenida Donato Álvarez 7623,-31.333666,-64.262386,VILLA 9 DE JULIO
C0272,Chaquira 7590,-31.32173999999999,-64.26971,VILLA 9 DE JULIO
C0262,Pascana 4020,-31.43004,-64.13026,ACOSTA
C0250,Junín 5020,-31.42975,-64.12149,EMPALME
MA-00000215,Calingasta 5263,-31.44099841092664,-64.11813139915468,VILLA BUSTOS
C0284,Cauque 7458,-31.31784,-64.27027,VILLA CORNU
C1232,Cangallo 1960,-31.43253,-64.11927,EMPALME
C1216,Avenida Ricardo Rojas 6778,-31.34107,-64.25465,ARGUELLO
C1196,Tipayante 7593,-31.32271,-64.26913,VILLA 9 DE JULIO
C1178,Avenida Donato Álvarez 9557,-31.31479167000001,-64.27574722,VILLA CORNU
C0164,Viracocha 6974,-31.340761,-64.27318,LA SALLE
C0148,Heriberto Martínez 7349,-31.336908,-64.262643,VILLA 9 DE JULIO
C0104,Avenida Caraffa 2888,-31.38626,-64.21765,LAS MARGARITAS
C0072,Avenida Sabattini 1673,-31.4326,-64.16209,CRISOL SUD
C0042,Avenida Amadeo Sabattini 5023,-31.44669,-64.12165,VILLA BUSTOS
C0388,Dirección desconocida,-31.314579851396896,-64.25409793853761,MERCANTIL
C4026,Avenida Emilio Olmos 471,-31.41559,-64.17708,URQUIZA
C2030,Avenida Malvinas Argentinas 2647,-31.38936,-64.13602,LOS PINOS
C2012,Celestino Vidal 3157,-31.37348,-64.13986,RESIDENCIAL SAN JORGE
C3118,Julio de Vedia 3532,-31.36988,-64.1382,PATRICIOS ESTE
C3098,Alsina 2018,-31.38546,-64.13336,YOFRE NORTE
C3090,Avenida Malvinas Argentinas 2345,-31.39033999999999,-64.13997,LOS PINOS
C3084,Puerto de Palos 2700,-31.3927,-64.15003,GENERAL PUEYRREDON
C3074,Avenida Bulnes 1896,-31.39756,-64.16417,GENERAL PUEYRREDON
C3058,Avenida 24 de Septiembre 1118,-31.41441,-64.16817,YAPEYU
C3038,Avenida Fuerza Aérea 1781,-31.430571589529126,-64.21427819877863,BELLA VISTA
C3018,Avenida Fuerza Aérea 4599,-31.43272,-64.2467,VILLA ADELA
C1344,Avenida Carlos Federico Gauss 5711,-31.35599,-64.25072,COLINAS DEL CERRO
C1326,Avenida Recta Martinoli 7753,-31.34751,-64.26821,LA SALLE
C1664,Avenida Zanon Eguia 9513,-31.33836,-64.29742,VILLA RIVERA INDARTE
C0564,Avenida Recta Martinoli 8860,-31.34385,-64.28772,LA SALLE
C0604,Avenida Ricardo Rojas 8752,-31.337313196186813,-64.28505063056947,LA SALLE
C4108,Jujuy 40,-31.41367,-64.19059,URQUIZA
C0635,San Lorenzo 199,-31.316358,-64.305285,VILLA RIVERA INDARTE
C1578,A Capilla De Los Remedios 6799,-31.4584,-64.0936,LOS SAUCES
C0446,A Capilla De Los Remedios 6713,-31.45839,-64.09515,LOS SAUCES
C1516,Cumbres de Gaspar,-31.48984610108295,-64.08618679268416,ITUZAINGO ANEXO
C1484,Cipriano Perelló 4736,-31.46475,-64.11083,FERREYRA
C1474,Piedra Labrada 7883,-31.325871,-64.270949,VILLA 9 DE JULIO
C0198,Piedra Labrada 7894,-31.325666,-64.271141,VILLA 9 DE JULIO
C0168,Juan Ramón Rojas 5301,-31.469206,-64.11519,FERREYRA
C1426,Alfredo Guido 2782,-31.37097,-64.22171,LAS MARGARITAS
C1390,Martín Fermín 7546,-31.33518,-64.24655,CERRITO AUTODROMO
C0313,Calingasta 5307,-31.44103044853652,-64.11760568618776,VILLA BUSTOS
c0381,Onofre Marimón 6765,-31.32062,-64.255,MERCANTIL
C0332,Avenida La Cordillera 4274,-31.36195,-64.22991,LOS BOULEVARES
C1258,Eugenio Pizzolatto 7199,-31.32137,-64.26108,MERCANTIL
C0396,A Capilla De Los Remedios 6235,-31.46014,-64.10122,LOS SAUCES
C0190,Avenida Donato Álvarez 7793,-31.33205,-64.26284,VILLA 9 DE JULIO
C0252,Junín 4866,-31.42975,-64.12377,EMPALME
C0240,Pedro Medrano 4916,-31.43536,-64.12288,EMPALME
C0290,Avenida Donato Álvarez 9774,-31.31220833,-64.27732778,VILLA ALLENDE PARQUE
C4020,Avenida Emilio Olmos 241,-31.41466,-64.17967,URQUIZA
C1456,Pehuanches 9108,-31.32152737009949,-64.27621543407442,VILLA 9 DE JULIO
C0218,Cruz Alta 8008,-31.31622222,-64.27524444,VILLA CORNU
C0350,Bulevar Los Alemanes 5817,-31.34332,-64.24288,LAS CORTADERAS
C1404,Avenida Rafael Núñez 5712,-31.351,-64.24716,LAS CORTADERAS
C0128,Avenida Rafael Núñez 4644,-31.363,-64.23692,COLINAS DEL CERRO
C0082,Avenida Castro Barros 26,-31.40506,-64.19398,URQUIZA
C1250,Onofre Marimón 6850,-31.32116,-64.25644,MERCANTIL
C1240,Ramos Mejía 2452,-31.43703,-64.12347,EMPALME
C1223,Sacanta 1907,-31.431318,-64.129134,ACOSTA
C1208,Avenida Donato Álvarez 7653,-31.33307,-64.2623,VILLA 9 DE JULIO
C1190,Tabacué 8937,-31.31815,-64.26598,VILLA CORNU
C1168,Presidente Perón 8479,-31.30845,-64.28235,VILLA ALLENDE PARQUE
C0154,José María Morelos 7448,-31.34181,-64.26539,LA SALLE
C0138,Avenida Rafael Núñez 5982,-31.34784,-64.24951,CERRITO AUTODROMO
