id,cueanexo,nombre,est_sector,est_ambito,est_domicilio,est_barrio,est_localidad,est_departamento,nivel,n_plan_estudio,lon,lat
98,140051700,ESC. NORMAL SUPERIOR GRAL. MANUEL BELGRANO,Estatal,Urbano,SANTIAGO DEL ESTERO 529,NOROESTE,MARCOS JUAREZ,MARCOS JUAREZ,"[""0. Común - Inicial"",""1. Común - Primario"",""2. Común - Secundario"",""3. Común - Superior""]","[""2. Bachiller en Ciencias Sociales y Humanidades"",""2. Bachiller en comunicación""]",-62.1088,-32.6917
99,140051800,I.P.E.M. Nº 126 ADA EVA SIMONETTA,Estatal,Urbano,CHACO S/N,MONTERREY,MONTE MAIZ,UNION,"[""2. Común - Secundario""]","[""2. Bachiller en Ciencias Sociales y Humanidades""]",-62.6003,-33.2096
100,140051802,I.P.E.M. N° 126 ADA E. SIMONETTA - ANEXO COLONIA BISMARCK -,Estatal,Rural Disperso,RIVADAVIA 360,,COLONIA BISMARCK,UNION,"[""2. Común - Secundario""]","[""2. Bachiller en Agro y Ambiente""]",-62.7147,-33.3019
101,140049500,ESCUELA JUAN BAUTISTA ALBERDI,Estatal,Urbano,MITRE 695,ARTEMIO ARAN,BELL VILLE,UNION,"[""1. Común - Primario""]",,-62.6858,-32.6384
102,140052300,INSTITUTO JOSE MANUEL ESTRADA,Privado,Rural Aglomerado,BUENOS AIRES 414,CENTRO,PUEBLO ITALIANO,UNION,"[""2. Común - Secundario""]","[""2. Bachiller en economía y administración""]",-62.8405,-33.8808
103,140054800,INSTITUTO JOSE MANUEL ESTRADA,Privado,Urbano,RIVADAVIA 941,,OBISPO TREJO,RIO PRIMERO,"[""2. Común - Secundario""]","[""2. Bachiller en Agro y Ambiente"",""2. Técnico en producción agropecuaria""]",-63.4125,-30.7801
104,140052200,ESCUELA VICENTE LOPEZ Y PLANES,Estatal,Rural Aglomerado,BUENOS AIRES 474,CENTRO,PUEBLO ITALIANO,UNION,"[""1. Común - Primario""]",,-62.8399,-33.8809
105,140055900,INSTITUTO MARIA INMACULADA,Privado,Urbano,HIPOLITO YRIGOYEN 650,CENTRO,MARCOS JUAREZ,MARCOS JUAREZ,"[""2. Común - Secundario""]","[""2. Bachiller en economía y administración""]",-62.1001,-32.6948
106,140056000,INSTITUTO PADRE CLARET,Privado,Urbano,AVENIDA  LA CORDILLERA 4950,PADRE CLARET,CORDOBA,CAPITAL,"[""2. Común - Secundario""]","[""2. Bachiller en ciencias naturales"",""2. Bachiller en economía y administración""]",-64.2386,-31.3577
107,140057200,I.P.E.M. Nº 269 DR. CESAR MILSTEIN,Estatal,Urbano,AV. GENERAL PAZ 488,CENTRO,CORDOBA,CAPITAL,"[""2. Común - Secundario""]","[""2. Bachiller en ciencias naturales"",""2. Bachiller en Ciencias Sociales y Humanidades""]",-64.1843,-31.4098
108,140057300,INSTITUTO TECNICO PARROQUIAL LAS ACEQUIAS,Privado,Urbano,CHACABUCO 336,NORTE,LAS ACEQUIAS,RIO CUARTO,"[""2. Común - Secundario""]","[""2. Técnico en Industria de los Alimentos""]",-63.9751,-33.2797
109,140058200,I.P.E.M. Nº 172 JOSE HERNANDEZ,Estatal,Urbano,BV.PERON (EX-ENTRE RIOS) 66,,TIO PUJIO,GENERAL SAN MARTIN,"[""2. Común - Secundario""]","[""2. Bachiller en economía y administración""]",-63.3532,-32.2863
110,140058201,I.P.E.M. N° 172 JOSE HERNANDEZ - ANEXO SAN ANTONIO DE YUCAT,Estatal,Rural Disperso,CALLE PUBLICA,,PEDANIA YUCAT,GENERAL SAN MARTIN,"[""2. Común - Secundario""]","[""2. Bachiller en Agro y Ambiente""]",-63.4619,-32.2915
111,140056100,ESCUELA JUAN PEDRO ESNAOLA,Estatal,Rural Disperso,CALLE PUBLICA S/N,,ANA ZUMARAN,UNION,"[""1. Común - Primario""]",,-63.057,-32.3911
112,140060200,I.P.E.A. Nº 244 VICTOR SANTIAGO IRAOLA,Estatal,Rural Aglomerado,AV. RIVADAVIA Y MITRE,CENTRO,BULNES,RIO CUARTO,"[""2. Común - Secundario""]","[""2. Técnico en producción agropecuaria""]",-64.6807,-33.5055
113,140060800,C.E.N.M.A. Nº 202,Estatal,Urbano,INTENDENTE D'ANDREA 86,AMADEO SABATTINI,SAMPACHO,RIO CUARTO,"[""7. Jóvenes y Adultos - Secundario""]","[""7. Bachiller orientado en informática""]",-64.7297,-33.3876
114,140060802,C.E.N.M.A. N° 202 ANEXO SEDE BULNES,Estatal,Urbano,AVENIDA RIVADAVIA,CENTRO,BULNES,RIO CUARTO,"[""7. Jóvenes y Adultos - Secundario""]","[""7. Bachiller orientado en economía y administración""]",-64.6807,-33.5055
115,140061700,INSTITUTO PIO X,Privado,Urbano,9 DE JULIO 1050,ALBERDI,CORDOBA,CAPITAL,"[""2. Común - Secundario""]","[""2. Bachiller en economía y administración""]",-64.1978,-31.4107
116,140061800,C.E.N.M.A. Nº 70 COMPAÑERO HUGO ESTANISLAO OCHOA,Estatal,Urbano,SANTA ROSA 650,ALBERDI,CORDOBA,CAPITAL,"[""7. Jóvenes y Adultos - Secundario""]","[""7. Bachiller orientado en economía y administración"",""7. Bachiller orientado en metalmecánica""]",-64.1914,-31.41
117,140058900,ROSARIO VALENTINA NAVARRO,Estatal,Rural Disperso,CALLE PUBLICA S/N,,CHACRAS DE TIO PUJIO,GENERAL SAN MARTIN,"[""0. Común - Inicial"",""1. Común - Primario""]",,-63.2779,-32.2357
118,140061801,C.E.N.M.A. Nº 70 COMPAÑERO HUGO ESTANISLAO OCHOA ANEXO Bº ARTURO CAPDEVILA,Estatal,Urbano,AVENIDA FEDERICO RAUCH 2790,ARTURO CAPDEVILA,CORDOBA,CAPITAL,"[""7. Jóvenes y Adultos - Secundario""]","[""7. Bachiller orientado en economía y administración""]",-64.1319,-31.3759
119,140061802,C.E.N.M.A. Nº 70 COMPAÑERO HUGO ESTANISLAO OCHOA ANEXO BARRIO CIUDAD OBISPO ANGELELLI,Estatal,Urbano,CALLE PUBLICA S/N,CIUDAD OBISPO ANGELELLI,CORDOBA,CAPITAL,"[""7. Jóvenes y Adultos - Secundario""]","[""7. Bachiller orientado en economía y administración""]",-64.1947,-31.5054
120,140061900,ESTEBAN ECHEVERRIA,Estatal,Rural Disperso,CALLE PUBLICA S/N,,PEDANIA YUCAT,GENERAL SAN MARTIN,"[""0. Común - Inicial"",""1. Común - Primario""]",,-63.5042,-32.3608
121,140062000,J.DE INF. EL JILGUERITO,Estatal,Urbano,RIVADAVIA 938,,ARROYO CABRAL,GENERAL SAN MARTIN,"[""0. Común - Inicial""]",,-63.3976,-32.4885
122,140066800,I.P.E.T. Nº 263. DR. BERNARDO HOUSSAY,Estatal,Urbano,JUAN BAUTISTA ALBERDI 466,,LAS VARILLAS,SAN JUSTO,"[""2. Común - Secundario""]","[""2. Maestro mayor de obras"",""2. Técnico en Industria de los Alimentos"",""2. Técnico mecánico""]",-62.7132,-31.8751
123,140065700,JOSE M. ESTRADA,Estatal,Rural Disperso,CALLE PUBLICA S/N ,,LAS ASTILLAS,TOTORAL,"[""0. Común - Inicial"",""1. Común - Primario""]",,-63.881,-30.9071
124,140068700,INSTITUTO FASTA SAGRADO CORAZON,Privado,Urbano,LARDIZABAL 545,,MARCOS JUAREZ,MARCOS JUAREZ,"[""2. Común - Secundario""]","[""2. Bachiller en Ciencias Sociales y Humanidades""]",-62.0998,-32.6993
125,140069100,INSTITUTO AGROTECNICO INDUSTRIAL CHAZON,Privado,Rural Aglomerado,CALLE PUBLICA S/N ,,CHAZON,GENERAL SAN MARTIN,"[""2. Común - Secundario""]","[""2. Técnico en producción agropecuaria""]",-63.2696,-33.0766
126,140071300,C.E.N.M.A. CRUZ DEL EJE,Estatal,Urbano,SARMIENTO 471,CENTRO,CRUZ DEL EJE,CRUZ DEL EJE,"[""7. Jóvenes y Adultos - Secundario""]","[""7. Bachiller orientado en economía y administración"",""7. Bachiller orientado en informática""]",-64.7996,-30.7292
127,140071301,C.E.N.M.A. CRUZ DEL EJE ANEXO SEDE SAN CARLOS MINAS,Estatal,Rural Aglomerado,MONSEÑOR LEAL,CENTRO,SAN CARLOS MINAS,MINAS,"[""7. Jóvenes y Adultos - Secundario""]","[""7. Bachiller orientado en economía y administración"",""7. Bachiller orientado en informática""]",-65.1,-31.1781
128,140071304,C.E.N.M.A. CRUZ DEL EJE ANEXO Nº 1,Estatal,Urbano,RONDEAU 10,RESIDENCIAL AMERICA,CRUZ DEL EJE,CRUZ DEL EJE,"[""7. Jóvenes y Adultos - Secundario""]","[""7. Bachiller orientado en economía y administración""]",-64.8168,-30.7328
129,140072500,I.P.E.T. Nº 64 MALVINAS ARGENTINAS,Estatal,Urbano,ENTRE RIOS 1547,SAN VICENTE,CORDOBA,CAPITAL,"[""2. Común - Secundario""]","[""2. Técnico en Industrialización de la Madera y el Mueble""]",-64.164,-31.4229
130,140073200,I.P.E.T.y M. Nº 75 - DR. RENE FAVALORO,Estatal,Urbano,AV. CHACABUCO 243,,LOS CONDORES,CALAMUCHITA,"[""2. Común - Secundario""]","[""2. Bachiller en economía y administración"",""2. Técnico en equipos e instalaciones electromecánicas""]",-64.2819,-32.3226
131,140071500,J.DE INF. LEOPOLDO HERRERA,Estatal,Urbano,VUELTA DE OBLIGADO,LEOPOLDO HERRERA,CRUZ DEL EJE,CRUZ DEL EJE,"[""0. Común - Inicial""]",,-64.7996,-30.7207
132,140074100,C.E.N.M.A. Nº 19,Estatal,Urbano,ANA MARIA JANER 1551,PUEYRREDON,CORDOBA,CAPITAL,"[""7. Jóvenes y Adultos - Secundario""]","[""7. Bachiller orientado en economía y administración""]",-64.1658,-31.3987
133,140074101,C.E.N.M.A. Nº 19 ANEXO Bº YOFRE H,Estatal,Urbano,MARTIN ALLENDE 2005,YOFRE H,CORDOBA,CAPITAL,"[""7. Jóvenes y Adultos - Secundario""]","[""7. Bachiller orientado en ciencias sociales y humanidades"",""7. Bachiller orientado en informática""]",-64.129,-31.3856
134,140074300,INSTITUTO SAN AGUSTIN,Privado,Urbano,PROVINCIA VASCONGADAS 2410,COLON,CORDOBA,CAPITAL,"[""2. Común - Secundario""]","[""2. Bachiller en ciencias naturales"",""2. Bachiller en Ciencias Sociales y Humanidades"",""2. Bachiller en economía y administración"",""2. Bachiller en Informática""]",-64.152,-31.4374
135,140074102,C.E.N.M.A. Nº 19 - ANEXO SEDE MERCADO DE ABASTO,Estatal,Urbano,AV. DE LA SEMILLERIA S/N,PALMAR,CORDOBA,CAPITAL,"[""7. Jóvenes y Adultos - Secundario""]","[""7. Bachiller orientado en economía y administración""]",-64.1101,-31.3928
136,140074200,COLEGIO SAGRADA FAMILIA,Privado,Urbano,ANA MARIA JANER 1250,PUEYRREDON,CORDOBA,CAPITAL,"[""0. Común - Inicial"",""1. Común - Primario""]",,-64.1646,-31.4013
137,140074103,C.E.N.M.A. Nº 19 ANEXO SEDE CPC B° PUEYRREDON,Estatal,Urbano,GAVILAN 850,PUEYRREDON,CORDOBA,CAPITAL,"[""7. Jóvenes y Adultos - Secundario""]","[""7. Bachiller orientado en agro y ambiente""]",-64.1548,-31.4033
138,140078900,I.P.E.M. Nº 208  MARINA WAISMAN,Estatal,Urbano,AV. SAGRADA FAMILIA 1545,CERRO DE LAS ROSAS,CORDOBA,CAPITAL,"[""2. Común - Secundario""]","[""2. Bachiller en Arte - Artes Visuales"",""2. Bachiller en Arte - Música"",""2. Bachiller en Ciencias Sociales y Humanidades"",""2. Bachiller orientado en ciencias sociales""]",-64.2252,-31.3846
139,140079200,C.E.N.M.A. COSQUIN,Estatal,Urbano,SAN JUAN 900,CENTRO,COSQUIN,PUNILLA,"[""7. Jóvenes y Adultos - Secundario""]","[""7. Bachiller orientado en turismo""]",-64.4691,-31.2423
140,140079201,C.E.N.M.A. COSQUIN ANEXO VALLE HERMOSO,Estatal,Urbano,GOBERNADOR NUÑEZ,CENTRO,VALLE HERMOSO,PUNILLA,"[""7. Jóvenes y Adultos - Secundario""]","[""7. Bachiller orientado en turismo""]",-64.4857,-31.1118
141,140079204,C.E.N.M.A. COSQUIN ANEXO VILLA GIARDINO,Estatal,Urbano,LOS COCOS 314,,VILLA GIARDINO,PUNILLA,"[""7. Jóvenes y Adultos - Secundario""]","[""7. Bachiller orientado en turismo""]",-64.4953,-31.0535
142,140079207,C.E.N.M.A. COSQUIN ANEXO SEDE EDUCACION A DISTANCIA,Estatal,Urbano,SAN MARTIN Y SARMIENTO,CENTRO,COSQUIN,PUNILLA,"[""7. Jóvenes y Adultos - Secundario""]","[""7. Bachiller orientado en informática""]",-64.4659,-31.2428
143,140077100,J.DE INF. MAESTROS PUNTANOS,Estatal,Urbano,JULIO ESSAIN 25,POETA LUGONES ANEXO,CORDOBA,CAPITAL,"[""0. Común - Inicial""]",,-64.2225,-31.3607
144,140082000,C.E.N.M.A. ALTA GRACIA,Estatal,Urbano,INTENDENTE LUIS PERALTA 80,CAMARA,ALTA GRACIA,SANTA MARIA,"[""7. Jóvenes y Adultos - Secundario""]","[""7. Bachiller orientado en turismo""]",-64.4179,-31.6576
145,140082001,C.E.N.M.A. ALTA GRACIA ANEXO SEDE ANISACATE,Estatal,Urbano,SALOMON PALACIOS 180,,ANIZACATE,SANTA MARIA,"[""7. Jóvenes y Adultos - Secundario""]","[""7. Bachiller orientado en informática""]",-64.4026,-31.7255
146,140079600,J.DE INF. MERCEDITAS DE SAN MARTIN,Estatal,Urbano,AMEGHINO Y BALCARCE,VILLA DEL LAGO,VILLA CARLOS PAZ,PUNILLA,"[""0. Común - Inicial""]",,-64.1242,-30.3954
147,140082007,C.E.N.M.A. ALTA GRACIA ANEXO SEDE B° VALLE ALEGRE,Estatal,Urbano,ALONSO NIETO ESQ. BERNARDO FERRONI,,FALDA DEL CARMEN,SANTA MARIA,"[""7. Jóvenes y Adultos - Secundario""]","[""7. Bachiller orientado en agro y ambiente""]",-64.4462,-31.6096
148,140079800,MARTIN GUEMES,Estatal,Rural Disperso,CALLE PUBLICA S/N,,PARQUE CALMAYO,CALAMUCHITA,"[""0. Común - Inicial"",""1. Común - Primario""]",,-64.4668,-32.0293
149,140082900,I.P.E.T. Nº 85 REPUBLICA DE ITALIA,Estatal,Rural Aglomerado,SANTA FE S/N,,GENERAL PAZ,COLON,"[""2. Común - Secundario""]","[""2. Técnico en Industria de los Alimentos""]",-64.1402,-31.1359
150,140085400,I.P.E.A.y M. Nº 237 SAN ANTONIO,Estatal,Rural Aglomerado,CALLE PUBLICA,,MELO,PRESIDENTE ROQUE SAENZ PEÑA,"[""2. Común - Secundario""]","[""2. Bachiller en Informática"",""2. Técnico en producción agropecuaria""]",-63.4347,-34.343
151,140086000,I.P.E.M. Nº 278 MALVINAS ARGENTINAS,Estatal,Urbano,AVENIDA INDEPENDENCIA 475,CENTRO,LABOULAYE,PRESIDENTE ROQUE SAENZ PEÑA,"[""2. Común - Secundario""]","[""2. Bachiller en ciencias naturales"",""2. Bachiller en Ciencias Sociales y Humanidades"",""2. Bachiller en economía y administración""]",-63.3917,-34.1328
152,140086100,INST. SUP. DE FORM. DOCENTE SAN JOSE,Privado,Urbano,RIVADAVIA 245,CENTRO,LABOULAYE,PRESIDENTE ROQUE SAENZ PEÑA,"[""2. Común - Secundario"",""3. Común - Superior""]","[""2. Bachiller en Ciencias Sociales y Humanidades""]",-63.3874,-34.1285
153,140082200,ESCUELA PROVINCIA DE CORRIENTES,Estatal,Urbano,DOMINGO ZIPOLI 1358,ESCOBAR,CORDOBA,CAPITAL,"[""1. Común - Primario""]",,-64.2167,-31.3914
154,140087400,J.DE INF. 25 DE MAYO,Estatal,Urbano,BELGRANO,,LA PLAYOSA,GENERAL SAN MARTIN,"[""0. Común - Inicial""]",,-63.0314,-32.0983
155,140090700,INSTITUTO SECUNDARIO SANTA MARIA TERESA GORETTI,Privado,Urbano,PASAJE SAENZ 2851,PIZARRO,RIO CUARTO,RIO CUARTO,"[""2. Común - Secundario""]","[""2. Técnico en equipos e instalaciones electromecánicas""]",-64.3634,-33.1457
156,140090800,INSTITUTO COLEGIO CONCORDIA,Privado,Urbano,PEDRO VARGAS 260,INDUSTRIAL,RIO CUARTO,RIO CUARTO,"[""2. Común - Secundario""]","[""2. Bachiller en ciencias naturales""]",-64.3515,-33.1491
157,140091900,I.P.E.T.A.y.M. Nº 65 JUAN A. DE MENA ,Estatal,Urbano,ARTURO ILLIA 261,LOS SILOS,VICUÑA MACKENNA,RIO CUARTO,"[""2. Común - Secundario""]","[""2. Bachiller en economía y administración"",""2. Técnico en equipos e instalaciones electromecánicas"",""2. Técnico en producción agropecuaria""]",-64.4012,-33.9152
158,140092000,C.E.N.M.A Nº 285 VICUÑA MACKENNA,Estatal,Urbano,ARTURO ILLIA  261,SUR,VICUÑA MACKENNA,RIO CUARTO,"[""7. Jóvenes y Adultos - Secundario""]","[""7. Bachiller orientado en economía y administración""]",-64.4012,-33.9152
159,140092001,C.E.N.M.A. N° 285 VICUÑA MACKENNA ANEXO LA CAUTIVA,Estatal,Rural Aglomerado,INTENDENTE JOSE BONILLA,,LA CAUTIVA,RIO CUARTO,"[""7. Jóvenes y Adultos - Secundario""]","[""7. Bachiller orientado en agro y ambiente""]",-64.0824,-33.9787
160,140092003,C.E.N.M.A. N° 285 VICUÑA MACKENNA ANEXO GENERAL LEVALLE,Estatal,Urbano,PELEGRINI 331,CENTRO,GENERAL LEVALLE,PRESIDENTE ROQUE SAENZ PEÑA,"[""7. Jóvenes y Adultos - Secundario""]","[""7. Bachiller orientado en economía y administración""]",-63.9252,-34.0132
161,140092004,C.E.N.M.A Nº 285 VICUÑA MACKENNA ANEXO MATTALDI,Estatal,Rural Aglomerado,TUCUMAN 225,CENTRO,MATTALDI,GENERAL ROCA,"[""7. Jóvenes y Adultos - Secundario""]","[""7. Bachiller orientado en economía y administración""]",-64.1714,-34.4821
162,140089900,J.DE INF. MARIA EUDORA CARRERA DE NECCO,Estatal,Rural Disperso,AV. ADOLFO KRUTTLY,,LOMA BOLA,SAN JAVIER,"[""0. Común - Inicial""]",,-65.0263,-32.22
163,140092005,C.E.N.M.A Nº 285 VICUÑA MACKENNA ANEXO JOVITA,Estatal,Urbano,GUEMES 220,,JOVITA,GENERAL ROCA,"[""7. Jóvenes y Adultos - Secundario""]","[""7. Bachiller orientado en economía y administración""]",-63.9366,-34.5161
164,140093900,INSTITUTO SANTA TERESA DE JESUS,Privado,Urbano,OBISPO TREJO 160,CENTRO,CORDOBA,CAPITAL,"[""2. Común - Secundario""]","[""2. Bachiller en ciencias naturales"",""2. Bachiller en Ciencias Sociales y Humanidades""]",-64.1862,-31.4172
165,140094100,I.P.E.T. Nº 66  DR.JOSE A.BALSEIRO,Estatal,Urbano,HIPOLITO IRIGOYEN 258,NUEVA CORDOBA,CORDOBA,CAPITAL,"[""2. Común - Secundario""]","[""2. Técnico en electrónica""]",-64.1876,-31.4233
166,140092300,J.DE INF. PRESIDENTE HIPOLITO YRIGOYEN,Estatal,Urbano,BELGRANO 880,ITURRASPE,SAN FRANCISCO,SAN JUSTO,"[""0. Común - Inicial""]",,-62.0756,-31.4291
167,140096600,INSTITUTO LA ASUNCION DE MARIA,Privado,Urbano,PASAJE CURA BROCHERO 189,CENTRO,ELENA,RIO CUARTO,"[""2. Común - Secundario""]","[""2. Bachiller en ciencias naturales""]",-64.3943,-32.5702
168,140097600,I.P.E.T.y M. Nº 89 PAULA ALBARRACIN,Estatal,Urbano,GUEMES 423,,DEVOTO,SAN JUSTO,"[""2. Común - Secundario""]","[""2. Bachiller en Informática"",""2. Técnico en equipos e instalaciones electromecánicas"",""2. Técnico en Industria de los Alimentos""]",-62.301,-31.4024
169,140097700,INSTITUTO JOSE MARIA PAZ,Privado,Urbano,ALMIRANTE BROWN 152,,DEVOTO,SAN JUSTO,"[""2. Común - Secundario""]","[""2. Bachiller en economía y administración""]",-62.2996,-31.4052
170,140098700,INSTITUTO DOMINGO FAUSTINO SARMIENTO,Privado,Urbano,25 DE MAYO 38,,ALICIA,SAN JUSTO,"[""2. Común - Secundario""]","[""2. Bachiller en ciencias naturales""]",-62.4647,-31.944
171,140098900,I.P.E.A. Nº 235. JULIO R. VALENZUELA,Estatal,Rural Aglomerado,MATEO OLIVERO 78,,EL FORTIN,SAN JUSTO,"[""2. Común - Secundario""]","[""2. Bachiller en Agro Ambiente"",""2. Técnico en producción agropecuaria""]",-62.3048,-31.9673
172,140096200,J.DE INF. GRAL. ENRIQUE MOSCONI,Estatal,Urbano,FELIX ROBIN FERREYRA 2324,ALTO ALBERDI,CORDOBA,CAPITAL,"[""0. Común - Inicial""]",,-64.216,-31.4149
173,140100800,INSTITUTO ALEJANDRO,Privado,Urbano,NIEVES MARTIJENA 76,CENTRO,ALEJANDRO ROCA,JUAREZ CELMAN,"[""2. Común - Secundario""]","[""2. Bachiller en ciencias naturales"",""2. Bachiller en economía y administración""]",-63.719,-33.3542
174,140100900,C.E.N.M.A. ALEJANDRO ROCA,Estatal,Urbano,VELEZ SARSFIELD 625,,ALEJANDRO ROCA,JUAREZ CELMAN,"[""7. Jóvenes y Adultos - Secundario""]","[""7. Bachiller orientado en economía y administración""]",-63.7163,-33.3537
175,140101100,INSTITUTO LIBERTADOR GENERAL SAN MARTIN,Privado,Urbano,MODESTO A. GIULIANI 60,CENTRO,UCACHA,JUAREZ CELMAN,"[""2. Común - Secundario""]","[""2. Bachiller en ciencias naturales"",""2. Bachiller en economía y administración""]",-63.5058,-33.033
176,140101900,C.E.N.M.A. No. 346,Estatal,Urbano,JOSE MARIA PAZ 72,CENTRO,UCACHA,JUAREZ CELMAN,"[""7. Jóvenes y Adultos - Secundario""]","[""7. Bachiller orientado en economía y administración""]",-63.5063,-33.0284
177,140101901,C.E.N.M.A. No. 346 - ANEXO BENGOLEA,Estatal,Rural Aglomerado,SAN MARTIN 626,,BENGOLEA,JUAREZ CELMAN,"[""7. Jóvenes y Adultos - Secundario""]","[""7. Bachiller orientado en economía y administración""]",-63.6687,-33.0257
178,140101903,C.E.N.M.A. No. 346 - ANEXO SEDE LA LAGUNA,Estatal,Rural Aglomerado,SAN MARTIN 262,,LA LAGUNA,GENERAL SAN MARTIN,"[""7. Jóvenes y Adultos - Secundario""]","[""7. Bachiller orientado en informática""]",-63.2412,-32.8023
179,140101905,C.E.N.M.A. No. 346 ANEXO SEDE CHARRAS,Estatal,Rural Aglomerado,SARMIENTO 92,CENTRO,CHARRAS,JUAREZ CELMAN,"[""7. Jóvenes y Adultos - Secundario""]","[""7. Bachiller orientado en informática""]",-64.0471,-33.0258
180,140099300,ESCUELA DOMINGO FAUSTINO SARMIENTO,Estatal,Rural Aglomerado,MATEO OLIVERO 576,,EL FORTIN,SAN JUSTO,"[""1. Común - Primario""]",,-62.2987,-31.9685
181,140099600,ESCUELA FRAY CAYETANO RODRIGUEZ,Estatal,Urbano,MITRE 718,,ALICIA,SAN JUSTO,"[""1. Común - Primario""]",,-62.4627,-31.9394
182,140102200,I.P.E.M. Nº 175 PADRE GRENON,Estatal,Urbano,CANDIDO GALVAN 1331,VILLA AZALAIS,CORDOBA,CAPITAL,"[""2. Común - Secundario""]","[""2. Bachiller en ciencias naturales"",""2. Bachiller en Ciencias Sociales y Humanidades"",""2. Bachiller en comunicación""]",-64.1532,-31.3772
183,140102300,INSTITUTO SECUNDARIO PRIVADO JUAN XXIII,Privado,Urbano,PAYSANDU 860,RESIDENCIAL AMERICA,CORDOBA,CAPITAL,"[""2. Común - Secundario""]","[""2. Bachiller en economía y administración"",""2. Bachiller en Informática""]",-64.1644,-31.3814
184,140102500,ARTURO CAPDEVILA,Estatal,Rural Disperso,CALLE PUBLICA S/N,,PUENTE LOS MOLLES,RIO CUARTO,"[""0. Común - Inicial"",""1. Común - Primario""]",,-64.0587,-32.6766
185,140106800,I.P.E.T. Nº 106 REMEDIOS ESCALADA DE SAN MARTIN,Estatal,Urbano,MALVINAS ARGENTINAS,MARIA AUXILIADORA,SERREZUELA,CRUZ DEL EJE,"[""2. Común - Secundario""]","[""2. Técnico en Industria de los Alimentos""]",-65.3855,-30.6372
186,140105600,INDEPENDENCIA ARGENTINA,Estatal,Rural Disperso,CAMINO 60 CUADRAS-KM 16,,CASEROS CENTRO,SANTA MARIA,"[""0. Común - Inicial"",""1. Común - Primario""]",,-64.1476,-31.5616
187,140110600,I.P.E.M.y T. Nº 286 DOMINGO FAUSTINO SARMIENTO,Estatal,Urbano,DORREGO 854,URQUIZA,MORTEROS,SAN JUSTO,"[""2. Común - Secundario""]","[""2. Bachiller en ciencias naturales"",""2. Bachiller en economía y administración"",""2. Maestro mayor de obras""]",-61.9955,-30.7122
188,140110605,I.P.E.M.y T. Nº 286 DOMINGO FAUSTINO SARMIENTO ANEXO MORTEROS,Estatal,Urbano,ITALIA 650,CENTRO,MORTEROS,SAN JUSTO,"[""2. Común - Secundario""]","[""2. Bachiller en Robótica y Programación""]",-62.0073,-30.7082
189,140110700,INSTITUTO CRISTO REY,Privado,Urbano,BV. 9 DE JULIO 1008,CENTRO,MORTEROS,SAN JUSTO,"[""2. Común - Secundario""]","[""2. Bachiller en Ciencias Sociales y Humanidades""]",-62.0069,-30.7126
190,140110800,C.E.I.J.A. Nº 6 MORTEROS,Estatal,Urbano,MARCONI 69,CENTRO,MORTEROS,SAN JUSTO,"[""7. Jóvenes y Adultos - Secundario""]","[""7. Bachiller orientado en economía y administración""]",-62.0075,-30.7082
191,140108700,MANUEL BELGRANO,Estatal,Rural Disperso,12 DE OCTUBRE S/N,,PACHECO DE MELO,JUAREZ CELMAN,"[""0. Común - Inicial"",""1. Común - Primario""]",,-63.4911,-33.758
192,140111600,PATRICIAS ARGENTINAS,Estatal,Rural Disperso,CALLE PUBLICA,,LA ANGOSTURA,TULUMBA,"[""1. Común - Primario""]",,-63.6598,-30.4295
193,140115800,I.P.E.M. Nº 284 DOMINGO FAUSTINO SARMIENTO,Estatal,Urbano,SANTA TERESA 250,,CALCHIN,RIO SEGUNDO,"[""2. Común - Secundario""]","[""2. Bachiller en ciencias naturales"",""2. Bachiller en economía y administración""]",-63.2,-31.6689
194,140114900,FACUNDO QUIROGA,Estatal,Rural Disperso,CALLE PUBLICA,,LA QUEMADA-TRANSITO,SAN JUSTO,"[""0. Común - Inicial"",""1. Común - Primario""]",,-63.1861,-31.3197
195,140119800,I.P.E.M. Nº 271  DR. DALMACIO VELEZ SARSFIELD,Estatal,Urbano,AV. DR. DELL ACQUA 300,GOMEZ,SANTA ROSA DE CALAMUCHITA,CALAMUCHITA,"[""2. Común - Secundario""]","[""2. Bachiller en Arte - Artes Visuales"",""2. Bachiller en Ciencias Sociales y Humanidades""]",-64.5368,-32.0641
196,140120000,I.P.E.T.y M. Nº 74 FRAY MAMERTO ESQUIU,Estatal,Urbano,BOULEVAR ALLENDE,LAS FLORES,VILLA DEL TOTORAL,TOTORAL,"[""2. Común - Secundario""]","[""2. Bachiller en economía y administración"",""2. Tecnico en Industrias de Procesos""]",-64.0609,-30.7041
