X,Y,Name,NOMBRE_BAR,SUP_HA_MOD,COD_BA_14,Poblacion,Hombres,Mujeres,%Poblacion,Hogares,NBI(hogares)
-64.141051484461,-31.4396411027469,125-CORRAL DE PALOS,CORRAL DE PALOS,12.8,"125","1,244","606","638",0.09%,"342","23"
-64.2624888179182,-31.3849544927415,124-CORDOBA V,CORDOBA V,5.9,"124","300","152","148",0.02%,"97","1"
-64.2635715412857,-31.3896498487242,123-CORDOBA IV,CORDOBA IV,9.46,"123","399","188","211",0.03%,"132","0"
-64.1128840395055,-31.4306306779508,122-COOPERATIVA LA UNIDAD,COOPERATIVA LA UNIDAD,21.01,"122","2,120","1,001","1,119",0.16%,"508","32"
-64.108104347353,-31.4387347588299,121-COOPERATIVA LA HERMOSA,COOPERATIVA LA HERMOSA,3.78,"121","494","240","254",0.04%,"99","24"
-64.1081012779207,-31.4401823495232,120-COOPERATIVA EL FUTURO,COOPERATIVA EL FUTURO,4.4,"120","424","210","214",0.03%,"99","12"
-64.2665829411583,-31.3141584245256,119-COOPERATIVA 16 DE NOVIEMBRE,COOPERATIVA 16 DE NOVIEMBRE,39.5,"119","1,892","902","990",0.14%,"459","58"
-64.2563181903396,-31.3137484998804,119-COOPERATIVA 16 DE NOVIEMBRE,COOPERATIVA 16 DE NOVIEMBRE,39.5,"119","1,892","902","990",0.14%,"459","58"
-64.2613974856711,-31.3119243426302,119-COOPERATIVA 16 DE NOVIEMBRE,COOPERATIVA 16 DE NOVIEMBRE,39.5,"119","1,892","902","990",0.14%,"459","58"
-64.2343527594393,-31.420751186944,118-CONSORCIO ESPERANZA,CONSORCIO ESPERANZA,3.95,"118","344","151","193",0.03%,"97","3"
-64.2568748329355,-31.318339045152,117-CONSORCIO 16 DE NOVIEMBRE,CONSORCIO 16 DE NOVIEMBRE,9.19,"117","785","379","406",0.06%,"213","12"
-64.2358058990285,-31.4681013129692,116-CONGRESO,CONGRESO,39.52,"116","2,534","1,224","1,310",0.19%,"657","39"
-64.2022362312717,-31.4888795374585,115-COMERCIAL,COMERCIAL,142.21,"115","6,575","3,213","3,362",0.49%,"1,700","215"
-64.2239801087424,-31.4172008300048,114-COMANDANTE ESPORA,COMANDANTE ESPORA,20.97,"114","1,567","718","849",0.12%,"500","10"
-64.1159918943381,-31.4173796371801,113-COLONIA LOLA,COLONIA LOLA,132.709,"113","4,709","2,290","2,419",0.35%,"1,184","146"
-64.1172824464013,-31.4100171683142,113-COLONIA LOLA,COLONIA LOLA,132.709,"113","4,709","2,290","2,419",0.35%,"1,184","146"
-64.1545306231643,-31.436618122344,112-COLON,COLON,48.34,"112","3,862","1,817","2,045",0.29%,"1,259","30"
-64.2425945373611,-31.3794775140737,111-COLINAS DEL CERRO,COLINAS DEL CERRO,45.23,"111","2,264","1,105","1,159",0.17%,"674","27"
-64.1990623202613,-31.4381468762996,110-COLINAS DE VELEZ SARSFIELD,COLINAS DE VELEZ SARSFIELD,28.79,"110","1,642","774","868",0.12%,"581","4"
-64.2085248637918,-31.436452678148,109-COLINAS DE BELLA VISTA,COLINAS DE BELLA VISTA,9.52,"109","817","384","433",0.06%,"242","13"
-64.1852851395368,-31.4031901115249,108-COFICO,COFICO,6.92,"108","498","233","265",0.04%,"177","1"
-64.1501328655991,-31.456977552863,107-CLAROS DEL BOSQUE,CLAROS DEL BOSQUE,11.15,"107","146","66","80",0.01%,"38","5"
-64.2017866497851,-31.4460153622855,106-CIUDADELA,CIUDADELA,22.39,"106","1,442","690","752",0.11%,"469","10"
-64.1404442766924,-31.3475166725032,105-CIUDAD VILLA RETIRO,CIUDAD VILLA RETIRO,11.3,"105","1,402","676","726",0.11%,"316","57"
-64.1885056254328,-31.4381745010519,0-CIUDAD UNIVERSITARIA,CIUDAD UNIVERSITARIA,0,"0",,,,,,
-64.2411054061895,-31.4488199161473,104-CIUDAD PARQUE LAS ROSAS,CIUDAD PARQUE LAS ROSAS,20.8,"104","1,385","680","705",0.10%,"325","26"
-64.1937646299897,-31.5051491986518,103-CIUDAD OBISPO ANGELELLI,CIUDAD OBISPO ANGELELLI,24.3,"103","1,828","902","926",0.14%,"403","81"
-64.0647579740385,-31.4039224720164,102-CIUDAD MI ESPERANZA,CIUDAD MI ESPERANZA,18.73,"102","1,492","748","744",0.11%,"349","50"
-64.1087832676033,-31.4484079521651,101-CIUDAD EVITA,CIUDAD EVITA,39.89,"101","2,662","1,344","1,318",0.20%,"638","95"
-64.086363859368,-31.4778174582913,100-CIUDAD DE MIS SUENOS,CIUDAD DE MIS SUENOS,29.84,"100","2,147","1,068","1,079",0.16%,"511","85"
-64.1303859488957,-31.3566522536983,99-CIUDAD DE LOS CUARTETOS,CIUDAD DE LOS CUARTETOS,29.81,"99","2,204","1,089","1,115",0.17%,"489","68"
-64.1749362785875,-31.4372589847956,0-CIUDAD DE LAS ARTES,CIUDAD DE LAS ARTES,0,"0",,,,,,
-64.1578281757511,-31.3635208249505,98-CIUDAD DE JUAN PABLO II,CIUDAD DE JUAN PABLO II,26.83,"98","2,125","1,054","1,071",0.16%,"552","45"
-64.1192198232826,-31.4735017733638,96-CIUDAD AMPLIACION FERREYRA,CIUDAD AMPLIACION FERREYRA,18.16,"96",,,,,,
-64.2274587118079,-31.4849199270226,97-CIUDAD AMPLIACION CABILDO,CIUDAD AMPLIACION CABILDO,30.68,"97","2,593","1,286","1,307",0.20%,"577","93"
-64.1200220660993,-31.4108730392785,0-CIRCUNVALACION,CIRCUNVALACION,0,"0",,,,,,
-64.2527394178353,-31.4415932456619,0-CIRCUNVALACION,CIRCUNVALACION,0,"0",,,,,,
-64.2195821314472,-31.4632619152891,0-CIRCUNVALACION,CIRCUNVALACION,0,"0",,,,,,
-64.2213634037756,-31.4630400546055,0-CIRCUNVALACION,CIRCUNVALACION,0,"0",,,,,,
-64.203542359342,-31.3548403310597,0-CIRCUNVALACION,CIRCUNVALACION,0,"0",,,,,,
-64.2033636709564,-31.3534776015309,0-CIRCUNVALACION,CIRCUNVALACION,0,"0",,,,,,
-64.2552177396363,-31.3816923685587,95-CHATEAU CARRERAS,CHATEAU CARRERAS,98.99,"95","1,624","762","862",0.12%,"514","3"
-64.1590022913468,-31.4645962351559,94-CERVECEROS,CERVECEROS,39.09,"94","3,893","1,832","2,061",0.29%,"1,094","17"
-64.2768733858269,-31.3209690442071,93-CERRO NORTE,CERRO NORTE,93.17,"93","5,374","2,599","2,775",0.40%,"1,449","111"
-64.2338114049795,-31.3721205657055,92-CERRO DE LAS ROSAS,CERRO DE LAS ROSAS,227.89,"92","5,947","2,680","3,267",0.45%,"1,944","3"
-64.2218998049562,-31.3661094460602,91-CERRO CHICO,CERRO CHICO,65.75,"91","2,719","1,259","1,460",0.20%,"1,019","6"
-64.169598089564,-31.3711168685116,90-CENTRO AMERICA,CENTRO AMERICA,66.85,"90","5,529","2,630","2,899",0.42%,"1,658","36"
-64.1834500355127,-31.4178042932322,89-CENTRO,CENTRO,312.03,"89","28,200","12,558","15,642",2.12%,"14,423","568"
-64.2082520348117,-31.4142417872261,88-CASEROS,CASEROS,14.47,"88","1,497","684","813",0.11%,"619","6"
-64.2571015075561,-31.4539727871905,87-CARRARA,CARRARA,13.33,"87","295","153","142",0.02%,"75","11"
-64.2143267353581,-31.4287913300171,86-CAROLA LORENZINI,CAROLA LORENZINI,7.16,"86","426","186","240",0.03%,"145","3"
-64.2062215826798,-31.481475590577,85-CARBO,CARBO,15.36,"85","1,444","695","749",0.11%,"395","29"
-64.2618877279315,-31.3643753189019,0-CAMPING GRL SAN MARTIN,CAMPING GRL SAN MARTIN,0,"0",,,,,,
-64.1016340990286,-31.4454314028892,84-CAMINO A VILLA POSSE,CAMINO A VILLA POSSE,121.87,"84","96","52","44",0.01%,"22","5"
-64.1602009421762,-31.498433296585,83-CAMINO A SAN CARLOS,CAMINO A SAN CARLOS,1486.08,"83","1,123","552","571",0.08%,"316","58"
-64.2049114948959,-31.4512195238216,82-CALIFORNIA,CALIFORNIA,6.45,"82","600","282","318",0.05%,"196","12"
-64.1995556046831,-31.4334534441777,81-CACERES,CACERES,11.52,"81","875","428","447",0.07%,"248","21"
-64.2086420011531,-31.4684133082217,80-CABO FARINA,CABO FARINA,73.96,"80","2,287","1,117","1,170",0.17%,"647","79"
-64.2063094484214,-31.4625626100678,80-CABO FARINA,CABO FARINA,73.96,"80","2,287","1,117","1,170",0.17%,"647","79"
-64.167683330608,-31.4422675134741,79-CABANA DEL PILAR,CABANA DEL PILAR,0,"79","458","216","242",0.03%,"151","0"
-64.2394604532514,-31.3411226022524,78-BRIGADIER SAN MARTIN,BRIGADIER SAN MARTIN,5.84,"78","392","185","207",0.03%,"119","0"
-64.1081671999376,-31.4319549557882,77-BOEDO,BOEDO,21.82,"77","2,664","1,330","1,334",0.20%,"567","154"
-64.1651467142123,-31.4525117900242,76-BIALET MASSE,BIALET MASSE,20.76,"76","2,091","980","1,111",0.16%,"591","20"
-64.1435230251151,-31.4988602721623,75-BH_CAMINO A 60 CUADRAS,BH_CAMINO A 60 CUADRAS,628.96,"75","1,615","808","807",0.12%,"422","89"
-64.0910018817445,-31.4568137138722,74-BETANIA,BETANIA,91.65,"74","1,992","989","1,003",0.15%,"480","65"
-64.2076232592013,-31.4325822240742,73-BELLA VISTA OESTE,BELLA VISTA OESTE,17.47,"73","1,828","859","969",0.14%,"532","28"
-64.2017610385703,-31.4310760948932,72-BELLA VISTA,BELLA VISTA,52.47,"72","4,607","2,216","2,391",0.35%,"1,364","118"
-64.1843646320929,-31.4629669528025,70-BARRANCAS DEL SUR,BARRANCAS DEL SUR,12.2,"70","172","85","87",0.01%,"40","0"
-64.1586498297489,-31.415001699413,69-BAJO GENERAL PAZ,BAJO GENERAL PAZ,14.4,"69","1,223","567","656",0.09%,"423","7"
-64.2020960413652,-31.393145323592,68-BAJO GALAN,BAJO GALAN,16.51,"68","810","387","423",0.06%,"301","6"
-64.2050175366239,-31.4270086711897,67-BAJADA SAN ROQUE,BAJADA SAN ROQUE,5.3,"67","388","180","208",0.03%,"125","3"
-64.1450691476688,-31.414768303164,66-BAJADA DE PIEDRA,BAJADA DE PIEDRA,25.03,"66","889","418","471",0.07%,"225","26"
-64.1710426559524,-31.3790860572758,65-AYACUCHO,AYACUCHO,67.59,"65","4,356","2,030","2,326",0.33%,"1,435","15"
-64.2169629957844,-31.4281121539283,64-AVENIDA,AVENIDA,16.05,"64","1,121","518","603",0.08%,"352","4"
-64.2307559136671,-31.4341764450624,63-ATE,ATE,17.77,"63","968","454","514",0.07%,"324","6"
-64.131224666199,-31.3761910181056,62-ARTURO CAPDEVILA,ARTURO CAPDEVILA,14.97,"62","1,818","898","920",0.14%,"484","7"
-64.2488448935656,-31.3308180580161,61-ARGUELLO NORTE,ARGUELLO NORTE,297.75,"61","15,574","7,639","7,935",1.17%,"4,079","539"
-64.2422392486779,-31.3247249919385,60-ARGUELLO II,ARGUELLO II,34.28,"60","2,677","1,375","1,302",0.20%,"623","91"
-64.262051826128,-31.3461722429859,59-ARGUELLO,ARGUELLO,498.21,"59","14,865","7,120","7,745",1.12%,"4,354","87"
-64.2355975006689,-31.3520184390118,58-APEADERO LA TABLADA,APEADERO LA TABLADA,8.78,"58","443","201","242",0.03%,"133","3"
-64.1594514014465,-31.3666642452745,57-ANEXO LOS ALAMOS,ANEXO LOS ALAMOS,4.23,"57","757","361","396",0.06%,"218","3"
-64.2012741737084,-31.3788939846699,56-ANA MARIA ZUMARAN,ANA MARIA ZUMARAN,39.5,"56","3,542","1,604","1,938",0.27%,"1,198","36"
-64.2155839465438,-31.4536351703001,55-AMPLIACION VELEZ SARSFIELD,AMPLIACION VELEZ SARSFIELD,19.07,"55","1,625","784","841",0.12%,"449","14"
-64.2397057643087,-31.3861014776024,54-AMPLIACION URCA,AMPLIACION URCA,50.19,"54","2,059","979","1,080",0.15%,"630","3"
-64.1597214554589,-31.4520403999847,53-AMPLIACION SAN PABLO,AMPLIACION SAN PABLO,18.49,"53","2,247","1,040","1,207",0.17%,"735","2"
-64.1916184339401,-31.4534767190212,52-AMPLIACION SAN FERNANDO,AMPLIACION SAN FERNANDO,36.34,"52","3,375","1,619","1,756",0.25%,"1,000","48"
-64.2242393178094,-31.4399633501796,51-AMPLIACION ROSEDAL,AMPLIACION ROSEDAL,31.55,"51","3,123","1,474","1,649",0.23%,"814","40"
-64.1612331264453,-31.376008249888,50-AMPLIACION RESIDENCIAL AMERICA,AMPLIACION RESIDENCIAL AMERICA,58.82,"50","5,488","2,608","2,880",0.41%,"1,603","53"
-64.1450821797477,-31.393666954668,49-AMPLIACION PUEYRREDON,AMPLIACION PUEYRREDON,23.37,"49","1,809","850","959",0.14%,"553","14"
-64.1123370937661,-31.4437153991218,48-AMPLIACION PRIMERO DE MAYO,AMPLIACION PRIMERO DE MAYO,13.42,"48","1,690","829","861",0.13%,"389","40"
-64.2227669849132,-31.3597595516254,47-AMPLIACION POETA LUGONES,AMPLIACION POETA LUGONES,49.46,"47","2,830","1,355","1,475",0.21%,"839","2"
-64.1563841653437,-31.4499585215276,46-AMPLIACION PARQUE SAN CARLOS,AMPLIACION PARQUE SAN CARLOS,10.84,"46","1,070","495","575",0.08%,"311","4"
-64.1799886672889,-31.365476066006,45-AMPLIACION PANAMERICANO,AMPLIACION PANAMERICANO,55.68,"45","1,545","674","871",0.12%,"528","10"
-64.1202527784613,-31.3875352636237,44-AMPLIACION PALMAR,AMPLIACION PALMAR,16.08,"44","1,356","659","697",0.10%,"380","6"
-64.2341405576036,-31.4186010236435,43-AMPLIACION LOS PLATANOS,AMPLIACION LOS PLATANOS,9.23,"43","1,060","529","531",0.08%,"281","10"
-64.1542919428214,-31.3644166507386,42-AMPLIACION LOS ALAMOS,AMPLIACION LOS ALAMOS,9.18,"42","795","390","405",0.06%,"194","4"
-64.2428597732512,-31.4010828106417,41-AMPLIACION LAS PALMAS,AMPLIACION LAS PALMAS,22.54,"41","1,750","873","877",0.13%,"513","12"
-64.1943881636183,-31.4562968531853,40-AMPLIACION KENNEDY,AMPLIACION KENNEDY,6.02,"40","370","177","193",0.03%,"105","7"
-64.1432181375558,-31.4507822343279,39-AMPLIACION JOSE IGNACIO DIAZ SECCION 3,AMPLIACION JOSE IGNACIO DIAZ SECCION 3,17.2,"39","668","328","340",0.05%,"152","22"
-64.1466007273166,-31.4509219153054,38-AMPLIACION JOSE IGNACIO DIAZ SECCION 2,AMPLIACION JOSE IGNACIO DIAZ SECCION 2,22.37,"38","1,883","922","961",0.14%,"430","56"
-64.1732980577387,-31.4554158322251,37-AMPLIACION JARDIN ESPINOSA,AMPLIACION JARDIN ESPINOSA,18.67,"37","519","256","263",0.04%,"158","0"
-64.1958875212659,-31.4632233206896,36-AMPLIACION GENERAL ARTIGAS,AMPLIACION GENERAL ARTIGAS,49.77,"36","2,325","1,106","1,219",0.17%,"661","20"
-64.1252161280049,-31.4317354197924,35-AMPLIACION EMPALME,AMPLIACION EMPALME,35.06,"35","3,115","1,502","1,613",0.23%,"940","25"
-64.2148780007921,-31.4615420959235,34-AMPLIACION CABO FARINA,AMPLIACION CABO FARINA,5.27,"34","280","140","140",0.02%,"73","12"
-64.2313350079771,-31.4437851200053,33-AMPLIACION BENJAMIN MATIENZO,AMPLIACION BENJAMIN MATIENZO,41.79,"33","1,012","480","532",0.08%,"256","27"
-64.2384966902919,-31.4488116804318,33-AMPLIACION BENJAMIN MATIENZO,AMPLIACION BENJAMIN MATIENZO,41.79,"33","1,012","480","532",0.08%,"256","27"
-64.130149050924,-31.418800365534,32-AMPLIACION ALTAMIRA,AMPLIACION ALTAMIRA,16.72,"32","1,897","923","974",0.14%,"504","37"
-64.2375798932284,-31.4344344120781,31-AMEGHINO SUD,AMEGHINO SUD,52.97,"31","3,449","1,659","1,790",0.26%,"1,093","18"
-64.2372008417107,-31.4291728661583,30-AMEGHINO NORTE,AMEGHINO NORTE,51.92,"30","3,781","1,832","1,949",0.28%,"1,008","124"
-64.1408888444944,-31.4371311914398,29-ALTOS SUD DE SAN VICENTE,ALTOS SUD DE SAN VICENTE,7.7,"29","1,023","494","529",0.08%,"275","21"
-64.2143578517347,-31.3772325958898,28-ALTOS SAN MARTIN,ALTOS SAN MARTIN,21.5,"28","1,279","597","682",0.10%,"440","3"
-64.2688125491184,-31.374856848098,127-COUNTRY ALTOS DEL CHATEAU,COUNTRY ALTOS DEL CHATEAU,46.34,"127","560","254","306",0.04%,"126","0"
-64.2196230940151,-31.3812472018439,27-ALTOS DE VILLA CABRERA,ALTOS DE VILLA CABRERA,23.17,"27","1,164","524","640",0.09%,"400","5"
-64.2140975038702,-31.4483323168207,26-ALTOS DE VELEZ SARSFIELD,ALTOS DE VELEZ SARSFIELD,21.16,"26","1,678","793","885",0.13%,"544","7"
-64.2141325964614,-31.3735358226288,24-ALTO VERDE,ALTO VERDE,89.98,"24","3,956","1,808","2,148",0.30%,"1,287","3"
-64.2247362943992,-31.3756925958522,23-ALTO PALERMO,ALTO PALERMO,25.96,"23","923","402","521",0.07%,"311","0"
-64.3052937554776,-31.3302939640896,22-ALTO HERMOSO,ALTO HERMOSO,52.13,"22","134","63","71",0.01%,"39","0"
-64.1541697551546,-31.4073366174112,187-HOGAR PROPIO,HOGAR PROPIO,47.79,"187","4,716","2,141","2,575",0.35%,"1,581","56"
-64.2489468672371,-31.4064423364043,21-ALTO DE SANTA ANA,ALTO DE SANTA ANA,62.87,"21","1,508","715","793",0.11%,"424","20"
-64.2657645536358,-31.3869535266229,20-ALTO DE DON BOSCO,ALTO DE DON BOSCO,83.21,"20","675","330","345",0.05%,"212","0"
-64.219940676278,-31.4077929131874,19-ALTO ALBERDI,ALTO ALBERDI,387.98,"19","30,472","14,357","16,115",2.29%,"10,101","389"
-64.1312574377859,-31.4251579009481,18-ALTAMIRA,ALTAMIRA,71.98,"18","6,103","2,834","3,269",0.46%,"1,895","36"
-64.1842494728698,-31.3903799365102,17-ALTA CORDOBA,ALTA CORDOBA,478.42,"17","34,575","15,929","18,646",2.60%,"12,560","372"
-64.0911138850279,-31.4616440154167,16-ALMIRANTE BROWN,ALMIRANTE BROWN,12.62,"16","1,019","508","511",0.08%,"246","13"
-64.231473963748,-31.3582805289735,15-ALEJANDRO CENTENO,ALEJANDRO CENTENO,24.84,"15","1,231","569","662",0.09%,"432","2"
-64.2251144260463,-31.3620500617943,14-ALBORADA SUR,ALBORADA SUR,5.56,"14","311","145","166",0.02%,"99","1"
-64.2683019408073,-31.3416624086498,13-ALBORADA NORTE,ALBORADA NORTE,6.11,"13","405","187","218",0.03%,"133","2"
-64.2021742180649,-31.408369589323,12-ALBERDI,ALBERDI,250.5,"12","32,729","14,585","18,144",2.46%,"15,505","858"
-64.1844348530897,-31.4642440553401,11-AIRES DEL SUR,AIRES DEL SUR,6.18,"11","142","64","78",0.01%,"32","0"
-64.1957356859382,-31.3249626672809,10-AEROPUERTO,AEROPUERTO,310.81,"10","272","133","139",0.02%,"76","5"
-64.270881350096,-31.4304095651434,9-AERONAUTICO- VILLA ZEPELLIN,AERONAUTICO- VILLA ZEPELLIN,106.06,"9","928","477","451",0.07%,"256","7"
-64.1235108429697,-31.4236045698365,8-ACOSTA,ACOSTA,62.44,"8","5,512","2,691","2,821",0.41%,"1,519","137"
-64.2040585961533,-31.436225387803,7-ACHAVAL PENA,ACHAVAL PENA,807.67,"7","754","360","394",0.06%,"218","10"
-64.1456965562471,-31.4561267034649,6-4 DE FEBRERO,4 DE FEBRERO,25.14,"6","854","416","438",0.06%,"207","16"
-64.0823231112529,-31.4900986725101,5-25 DE MAYO,25 DE MAYO,18.43,"5","441","207","234",0.03%,"113","31"
-64.1279620826956,-31.4576861165788,4-23 DE ABRIL,23 DE ABRIL,18.5,"4","1,879","925","954",0.14%,"424","69"
-64.1637940986309,-31.38667683145,3-20 DE JUNIO,20 DE JUNIO,4.17,"3","661","317","344",0.05%,"157","28"
-64.2419277567805,-31.3336313559965,2-2 DE SEPTIEMBRE,2 DE SEPTIEMBRE,23.67,"2","2,624","1,289","1,335",0.20%,"588","126"
-64.1193963104104,-31.4342983441901,1-1 DE MAYO,1 DE MAYO,113.06,"1","9,998","4,827","5,171",0.75%,"2,788","171"
-64.1159935743986,-31.4376200945223,1-1 DE MAYO,1 DE MAYO,113.06,"1","9,998","4,827","5,171",0.75%,"2,788","171"
-64.1524118917786,-31.4590670929175,145-DE LOS DOCENTES,DE LOS DOCENTES,1.16,"145","155","67","88",0.01%,"48","0"
-64.0853266784547,-31.4160911815595,0-SIN BARRIO,SIN BARRIO,0,"0","18,570","9,335","9,235",1.40%,"5,008","982"
-64.2832774548682,-31.4886222170366,0-SIN BARRIO,SIN BARRIO,0,"0","18,570","9,335","9,235",1.40%,"5,008","982"
-64.2191594669817,-31.3222796204837,0-SIN BARRIO,SIN BARRIO,0,"0","18,570","9,335","9,235",1.40%,"5,008","982"
-64.1374398097881,-31.4680029252012,0-SIN BARRIO,SIN BARRIO,0,"0","18,570","9,335","9,235",1.40%,"5,008","982"
-64.2370422842695,-31.4519710224116,0-SIN BARRIO,SIN BARRIO,0,"0","18,570","9,335","9,235",1.40%,"5,008","982"
-64.1338264433518,-31.4023582879446,0-SIN BARRIO,SIN BARRIO,0,"0","18,570","9,335","9,235",1.40%,"5,008","982"
-64.1914995424647,-31.350362060329,0-SIN BARRIO,SIN BARRIO,0,"0","18,570","9,335","9,235",1.40%,"5,008","982"
-64.1560727811735,-31.4560700161507,0-SIN BARRIO,SIN BARRIO,0,"0","18,570","9,335","9,235",1.40%,"5,008","982"
-64.166332315665,-31.4632166936165,0-SIN BARRIO,SIN BARRIO,0,"0","18,570","9,335","9,235",1.40%,"5,008","982"
-64.1842050140668,-31.3135031479882,0-SIN BARRIO,SIN BARRIO,0,"0","18,570","9,335","9,235",1.40%,"5,008","982"
-64.1418804676716,-31.4333605600357,0-SIN BARRIO,SIN BARRIO,0,"0","18,570","9,335","9,235",1.40%,"5,008","982"
-64.1105385374433,-31.4322586066823,0-SIN BARRIO,SIN BARRIO,0,"0","18,570","9,335","9,235",1.40%,"5,008","982"
-64.1633897353408,-31.3717015740408,0-SIN BARRIO,SIN BARRIO,0,"0","18,570","9,335","9,235",1.40%,"5,008","982"
-64.218933637217,-31.4550982391583,0-SIN BARRIO,SIN BARRIO,0,"0","18,570","9,335","9,235",1.40%,"5,008","982"
-64.1543896989075,-31.3658868825283,0-SIN BARRIO,SIN BARRIO,0,"0","18,570","9,335","9,235",1.40%,"5,008","982"
-64.2106242091961,-31.4112034293309,0-SIN BARRIO,SIN BARRIO,0,"0","18,570","9,335","9,235",1.40%,"5,008","982"
-64.1547442213247,-31.410674047023,0-SIN BARRIO,SIN BARRIO,0,"0","18,570","9,335","9,235",1.40%,"5,008","982"
-64.1758895338934,-31.3831584593925,0-SIN BARRIO,SIN BARRIO,0,"0","18,570","9,335","9,235",1.40%,"5,008","982"
-64.1607244749426,-31.4672392804491,0-SIN BARRIO,SIN BARRIO,0,"0","18,570","9,335","9,235",1.40%,"5,008","982"
-64.1613686970051,-31.4404243968646,0-SIN BARRIO,SIN BARRIO,0,"0","18,570","9,335","9,235",1.40%,"5,008","982"
-64.3100388559764,-31.3505723500715,0-SIN BARRIO,SIN BARRIO,0,"0","18,570","9,335","9,235",1.40%,"5,008","982"
-64.1415980492793,-31.4361250833261,0-SIN BARRIO,SIN BARRIO,0,"0","18,570","9,335","9,235",1.40%,"5,008","982"
-64.1516943551279,-31.4097663182146,0-SIN BARRIO,SIN BARRIO,0,"0","18,570","9,335","9,235",1.40%,"5,008","982"
