X,Y,Name,NOMBRE_BAR,SUP_HA_MOD,COD_BA_14,Poblacion,Hombres,Mujeres,%Poblacion,Hogares,NBI(hogares)
-64.2308945622633,-31.3514066893432,303-PALMAS DEL CLARET,PALMAS DEL CLARET,5.32,"303","623","284","339",0.05%,"211","0"
-64.1246701968207,-31.3899757721453,302-PALMAR,PALMAR,23.61,"302","1,025","523","502",0.08%,"283","10"
-64.2246185527337,-31.3869413360447,301-PALERMO BAJO,PALERMO BAJO,37.1,"301","1,909","867","1,042",0.14%,"666","3"
-64.237238422406,-31.3544915100643,300-PADRE CLARET,PADRE CLARET,31.78,"300","871","425","446",0.07%,"256","0"
-64.15824125761,-31.4599043773051,299-OSN,OSN,13.66,"299","1,993","941","1,052",0.15%,"575","8"
-64.1653991848349,-31.4492916492839,298-ONA,ONA,22.43,"298","1,333","646","687",0.10%,"405","9"
-64.21753693663,-31.3893202773862,297-OMBU,OMBU,28.59,"297","1,681","764","917",0.13%,"567","5"
-64.2028823470864,-31.4231361956293,296-OBSERVATORIO,OBSERVATORIO,80.64,"296","6,616","3,135","3,481",0.50%,"2,360","128"
-64.2122200883557,-31.4134335064709,295-OBRERO,OBRERO,28.94,"295","2,481","1,149","1,332",0.19%,"919","13"
-64.2674905686599,-31.3828475471979,294-NUEVO URCA,NUEVO URCA,22.8,"294","104","48","56",0.01%,"36","0"
-64.1452722218278,-31.3859550300777,293-NUEVA ITALIA,NUEVA ITALIA,43.51,"293","3,347","1,593","1,754",0.25%,"988","54"
-64.164017889066,-31.4363481826837,292-NUEVA CORDOBA ANEXA,NUEVA CORDOBA ANEXA,19.46,"292","1,582","750","832",0.12%,"500","6"
-64.186098312365,-31.426755004302,291-NUEVA CORDOBA,NUEVA CORDOBA,123.77,"291","37,055","16,304","20,751",2.79%,"20,811","245"
-64.2062959925261,-31.5015622563288,290-NUESTRO HOGAR III,NUESTRO HOGAR III,63.28,"290","5,570","2,798","2,772",0.42%,"1,394","305"
-64.1933487549502,-31.5002671717633,290-NUESTRO HOGAR III,NUESTRO HOGAR III,63.28,"290","5,570","2,798","2,772",0.42%,"1,394","305"
-64.0982253407013,-31.387682870044,289-NUESTRO HOGAR II,NUESTRO HOGAR II,12.91,"289","861","430","431",0.06%,"209","33"
-64.1489809392811,-31.4713698368511,288-NUESTRO HOGAR I,NUESTRO HOGAR I,6.82,"288","595","296","299",0.04%,"157","18"
-64.1037099479582,-31.4623154748996,287-NICOLAS AVELLANEDA,NICOLAS AVELLANEDA,16.51,"287","1,782","879","903",0.13%,"492","16"
-64.2241300612357,-31.4569004597575,286-MUTUAL DE LOS DOCENTES,MUTUAL DE LOS DOCENTES,19.55,"286","729","351","378",0.05%,"205","1"
-64.2058443325684,-31.4736776999547,285-MIRIZZI,MIRIZZI,23.61,"285","693","346","347",0.05%,"163","17"
-64.1122227442397,-31.4244364501647,284-MIRALTA,MIRALTA,33.81,"284","3,528","1,755","1,773",0.27%,"889","145"
-64.260224253225,-31.3799567679798,283-MIRADOR DEL CHATEAU,MIRADOR DEL CHATEAU,49.78,"283","377","199","178",0.03%,"144","0"
-64.2647550870844,-31.3902715362893,283-MIRADOR DEL CHATEAU,MIRADOR DEL CHATEAU,49.78,"283","377","199","178",0.03%,"144","0"
-64.1385804949468,-31.4289133054055,282-MIRADOR,MIRADOR,31.35,"282","3,164","1,486","1,678",0.24%,"956","107"
-64.2718381204991,-31.3961038343019,281-MILITAR GENERAL DEHEZA,MILITAR GENERAL DEHEZA,37.4,"281","825","413","412",0.06%,"198","2"
-64.2587038912171,-31.3183526871751,280-MERCANTIL,MERCANTIL,8.8,"280","723","349","374",0.05%,"214","3"
-64.2081597810474,-31.4274174705639,279-MAURIZI,MAURIZI,11.17,"279","756","357","399",0.06%,"255","11"
-64.1388534120657,-31.4147746684517,278-MAULLER,MAULLER,83.71,"278","5,734","2,759","2,975",0.43%,"1,593","125"
-64.1957122787195,-31.3632265199259,277-MARQUES DE SOBREMONTE,MARQUES DE SOBREMONTE,269.74,"277","12,304","5,836","6,468",0.93%,"3,770","170"
-64.1923436318616,-31.3740313531852,277-MARQUES DE SOBREMONTE,MARQUES DE SOBREMONTE,269.74,"277","12,304","5,836","6,468",0.93%,"3,770","170"
-64.1928078297263,-31.369436667034,276-MARQUES ANEXO,MARQUES ANEXO,61.07,"276","5,239","2,495","2,744",0.39%,"1,352","115"
-64.1904175087366,-31.3734349151453,276-MARQUES ANEXO,MARQUES ANEXO,61.07,"276","5,239","2,495","2,744",0.39%,"1,352","115"
-64.1856708289333,-31.3660728145572,275-MARIANO FRAGUEIRO,MARIANO FRAGUEIRO,29.16,"275","3,630","1,780","1,850",0.27%,"963","89"
-64.2215931493569,-31.4336980595615,274-MARIANO BALCARCE,MARIANO BALCARCE,21.82,"274","1,994","933","1,061",0.15%,"656","10"
-64.1819207021647,-31.3266603545532,273-MARIA LASTENIA,MARIA LASTENIA,229.31,"273","451","233","218",0.03%,"117","11"
-64.2142652519137,-31.3955292239017,272-MARECHAL,MARECHAL,41.39,"272","3,557","1,669","1,888",0.27%,"1,077","61"
-64.149863964445,-31.4451190053854,271-MARCOS SASTRE,MARCOS SASTRE,16.81,"271","1,104","549","555",0.08%,"281","18"
-64.1718542573729,-31.3680411492782,270-MARCELO T DE ALVEAR,MARCELO T DE ALVEAR,27.52,"270","2,748","1,310","1,438",0.21%,"751","48"
-64.2275132126212,-31.4501755442947,484-MANANTIALES I-MANANTIALES II,MANANTIALES I-MANANTIALES II,16.14,"484","28","14","14",0.00%,"6","0"
-64.127450781327,-31.412245483126,269-MALDONADO,MALDONADO,187.6,"269","8,018","3,979","4,039",0.60%,"1,873","359"
-64.159805647332,-31.4296995173019,268-MAIPU SECCION 2,MAIPU SECCION 2,36.5,"268","2,283","1,026","1,257",0.17%,"764","8"
-64.1595471854071,-31.4361764058547,267-MAIPU SECCION 1,MAIPU SECCION 1,26.56,"267","2,022","925","1,097",0.15%,"679","7"
-64.2559838632293,-31.3316515562663,266-LOURDES,LOURDES,13.06,"266","1,413","695","718",0.11%,"318","50"
-64.2832690939214,-31.3604453595515,140-LOS SUENOS,LOS SUENOS,0,"140",,,,,,
-64.2793737164161,-31.373202223043,140-LOS SOLES,LOS SOLES,0,"140",,,,,,
-64.2780249136265,-31.370989607522,140-LOS SOLES,LOS SOLES,0,"140",,,,,,
-64.2780474888555,-31.3754911509533,140-LOS SOLES,LOS SOLES,0,"140",,,,,,
-64.2788786586861,-31.3759616875684,140-LOS SOLES,LOS SOLES,0,"140",,,,,,
-64.2788416219486,-31.3704267097399,140-LOS SOLES,LOS SOLES,0,"140",,,,,,
-64.0988703018824,-31.4611868550392,265-LOS SAUCES,LOS SAUCES,20.57,"265","1,635","793","842",0.12%,"469","22"
-64.2649086322231,-31.4010362677022,264-LOS ROBLES,LOS ROBLES,56.68,"264","3,479","1,683","1,796",0.26%,"958","144"
-64.2307130188136,-31.4222080751586,263-LOS PLATANOS,LOS PLATANOS,91.75,"263","7,003","3,283","3,720",0.53%,"2,166","58"
-64.1410319653281,-31.3936669516838,262-LOS PINOS,LOS PINOS,15.87,"262","1,901","906","995",0.14%,"532","21"
-64.1946480503973,-31.3830882690084,261-LOS PARAISOS,LOS PARAISOS,48.26,"261","5,079","2,329","2,750",0.38%,"1,638","40"
-64.2168392937812,-31.4672871052866,260-LOS OLMOS SUD,LOS OLMOS SUD,41.57,"260","1,243","639","604",0.09%,"318","24"
-64.2140631455711,-31.4635134756606,260-LOS OLMOS SUD,LOS OLMOS SUD,41.57,"260","1,243","639","604",0.09%,"318","24"
-64.2172530936535,-31.4597965821554,259-LOS OLMOS,LOS OLMOS,35.91,"259","1,859","919","940",0.14%,"541","21"
-64.226563138602,-31.4296647566055,258-LOS NARANJOS,LOS NARANJOS,24.91,"258","1,615","745","870",0.12%,"561","7"
-64.1238803796894,-31.4142006207762,257-LOS JOSEFINOS,LOS JOSEFINOS,4.79,"257","371","174","197",0.03%,"100","9"
-64.2364547163467,-31.4171979227171,256-LOS JACARANDAES,LOS JACARANDAES,15.26,"256","1,305","655","650",0.10%,"319","70"
-64.1720953360985,-31.3409132203449,255-LOS HORNILLOS,LOS HORNILLOS,4.81,"255","726","349","377",0.05%,"174","20"
-64.2369958390385,-31.4233609670665,254-LOS GRANADOS,LOS GRANADOS,45.45,"254","3,435","1,633","1,802",0.26%,"917","41"
-64.1695064760401,-31.3626362226789,253-LOS GIGANTES,LOS GIGANTES,72.5,"253","4,442","2,140","2,302",0.33%,"1,249","49"
-64.0815785370936,-31.4709007424932,252-LOS FRESNOS,LOS FRESNOS,14.31,"252","1,067","523","544",0.08%,"246","38"
-64.2484968686162,-31.4133081279979,251-LOS FILTROS,LOS FILTROS,19.59,"251","852","440","412",0.06%,"198","32"
-64.0885166553114,-31.4678374607454,250-LOS EUCALIPTUS,LOS EUCALIPTUS,20.33,"250","1,741","878","863",0.13%,"480","15"
-64.2842798748033,-31.372525499707,140-LOS CIELOS,LOS CIELOS,0,"140",,,,,,
-64.2815302209989,-31.3702583651836,140-LOS CIELOS,LOS CIELOS,0,"140",,,,,,
-64.2826860183185,-31.3693809556866,140-LOS CIELOS,LOS CIELOS,0,"140",,,,,,
-64.2837240187445,-31.3693122909007,140-LOS CIELOS,LOS CIELOS,0,"140",,,,,,
-64.2810685482364,-31.3759525362076,140-LOS CIELOS,LOS CIELOS,0,"140",,,,,,
-64.169066378749,-31.340792625602,249-LOS CHINGOLOS,LOS CHINGOLOS,23.04,"249","1,944","951","993",0.15%,"473","42"
-64.1480959893981,-31.429311789068,248-LOS CEIBOS,LOS CEIBOS,11.68,"248","826","383","443",0.06%,"249","7"
-64.2192643585421,-31.3451594663769,247-LOS BOULEVARES,LOS BOULEVARES,1027.03,"247","12,277","6,043","6,234",0.92%,"3,480","218"
-64.2847366879914,-31.3663128297877,140-LOS ARBOLES,LOS ARBOLES,0,"140",,,,,,
-64.2370170092703,-31.359507855743,246-LOS ANGELES,LOS ANGELES,23.07,"246","766","349","417",0.06%,"282","0"
-64.1569101282328,-31.3678133678231,245-LOS ALAMOS,LOS ALAMOS,20.17,"245","1,964","962","1,002",0.15%,"518","33"
-64.2059476982937,-31.3825174083115,244-LOMAS DE SAN MARTIN,LOMAS DE SAN MARTIN,25.83,"244","1,734","811","923",0.13%,"560","3"
-64.1667020824379,-31.3355758005306,243-LICEO GENERAL PAZ,LICEO GENERAL PAZ,134.03,"243","628","306","322",0.05%,"165","14"
-64.2503950304475,-31.4093312889146,242-LAS VIOLETAS,LAS VIOLETAS,27.97,"242","3,243","1,617","1,626",0.24%,"834","98"
-64.2281073274152,-31.391393991088,241-LAS ROSAS,LAS ROSAS,31.35,"241","877","410","467",0.07%,"346","1"
-64.247489470892,-31.439564782513,240-LAS PLAYAS,LAS PLAYAS,31.33,"240","2,869","1,421","1,448",0.22%,"798","49"
-64.2397007234111,-31.4128592856954,239-LAS PALMAS ANEXO,LAS PALMAS ANEXO,11.57,"239","864","417","447",0.06%,"230","3"
-64.2392888497874,-31.4039268357349,238-LAS PALMAS,LAS PALMAS,105.46,"238","6,142","2,882","3,260",0.46%,"1,993","57"
-64.2099396727188,-31.3784736934929,237-LAS MARGARITAS,LAS MARGARITAS,29.48,"237","2,032","935","1,097",0.15%,"644","19"
-64.2102388700929,-31.3678491335932,236-LAS MAGNOLIAS,LAS MAGNOLIAS,33.5,"236","2,459","1,152","1,307",0.18%,"767","25"
-64.1319168615125,-31.4453296898999,235-LAS LILAS,LAS LILAS,61.11,"235","2,237","1,078","1,159",0.17%,"550","56"
-64.196333901865,-31.4711647618496,234-LAS HUERTILLAS,LAS HUERTILLAS,102.4,"234","1,133","582","551",0.09%,"278","27"
-64.1971927194197,-31.4500092193326,233-LAS FLORES,LAS FLORES,70.97,"233","4,037","1,923","2,114",0.30%,"1,284","39"
-64.2372977684071,-31.4096984739965,232-LAS DALIAS,LAS DALIAS,7.7,"232","649","305","344",0.05%,"181","7"
-64.229590962207,-31.3315892531035,231-LAS CORTADERAS,LAS CORTADERAS,4.31,"231","461","237","224",0.03%,"116","18"
-64.1545963596112,-31.475993631789,230-LAS CANUELAS,LAS CANUELAS,63.92,"230","30","12","18",0.00%,"7","0"
-64.1891322142882,-31.4650784096084,229-LAS CANITAS,LAS CANITAS,10.14,"229","203","105","98",0.02%,"57","0"
-64.2345600721848,-31.4142542254104,228-LAMADRID,LAMADRID,28.44,"228","2,346","1,157","1,189",0.18%,"666","32"
-64.2618449754138,-31.4051127349579,227-LA TOMA,LA TOMA,14.04,"227","232","125","107",0.02%,"59","18"
-64.275515246264,-31.3454778183915,226-LA SALLE,LA SALLE,15.28,"226","707","327","380",0.05%,"210","3"
-64.1399484740113,-31.3843979505714,225-LA HORTENSIA,LA HORTENSIA,30.34,"225","1,423","679","744",0.11%,"371","29"
-64.1839607417547,-31.3768577788271,224-LA FRATERNIDAD,LA FRATERNIDAD,5.59,"224","314","159","155",0.02%,"88","5"
-64.2085938676132,-31.373065947038,223-LA FRANCE,LA FRANCE,30.09,"223","3,218","1,490","1,728",0.24%,"1,016","30"
-64.0584290695021,-31.3892085271405,222-LA FLORESTA,LA FLORESTA,125.78,"222","1,590","787","803",0.12%,"366","72"
-64.2421336446981,-31.4838140058101,221-LA ESPERANZA,LA ESPERANZA,3.43,"221","306","138","168",0.02%,"76","1"
-64.1116311003492,-31.3788286307828,220-LA DOROTEA,LA DOROTEA,5.57,"220","526","251","275",0.04%,"122","16"
-64.2862020234934,-31.352759985372,219-LA CAROLINA,LA CAROLINA,81.32,"219","700","357","343",0.05%,"184","0"
-64.1911071520722,-31.4580417689364,218-KENNEDY,KENNEDY,10.51,"218","1,074","517","557",0.08%,"326","8"
-64.2497173104398,-31.4826802195118,217-KAIROS,KAIROS,5.98,"217","826","412","414",0.06%,"182","23"
-64.1653082078352,-31.4192717920482,216-JUNIORS,JUNIORS,92.81,"216","6,521","2,969","3,552",0.49%,"2,409","19"
-64.224871196559,-31.4205156024717,215-JUAN XXIII,JUAN XXIII,12.76,"215","977","454","523",0.07%,"308","2"
-64.1815511893765,-31.3596644034487,214-JUAN B JUSTO,JUAN B JUSTO,44.12,"214","3,088","1,517","1,571",0.23%,"813","24"
-64.1261497485514,-31.452389503666,213-JOSE IGNACIO DIAZ SECCION 3,JOSE IGNACIO DIAZ SECCION 3,275.23,"213","5,938","2,914","3,024",0.45%,"1,503","237"
-64.138399714924,-31.4503699987394,213-JOSE IGNACIO DIAZ SECCION 3,JOSE IGNACIO DIAZ SECCION 3,275.23,"213","5,938","2,914","3,024",0.45%,"1,503","237"
-64.1454220109331,-31.445119854089,212-JOSE IGNACIO DIAZ SECCION 2,JOSE IGNACIO DIAZ SECCION 2,37.39,"212","2,204","1,070","1,134",0.17%,"598","52"
-64.1379279859404,-31.4434066051212,211-JOSE IGNACIO DIAZ SECCION 1,JOSE IGNACIO DIAZ SECCION 1,55.4,"211","4,483","2,148","2,335",0.34%,"1,196","86"
-64.1294432268321,-31.4609802081608,209-JOSE I RUCCI,JOSE I RUCCI,0.7,"209","126","57","69",0.01%,"40","0"
-64.1570348359065,-31.4442248820361,208-JOSE HERNANDEZ,JOSE HERNANDEZ,33.67,"208","3,233","1,536","1,697",0.24%,"951","44"
-64.1821573996606,-31.4545228100946,207-JOCKEY CLUB,JOCKEY CLUB,71.58,"207","258","132","126",0.02%,"73","0"
-64.1761550148195,-31.4524964486961,207-JOCKEY CLUB,JOCKEY CLUB,71.58,"207","258","132","126",0.02%,"73","0"
-64.1807124328715,-31.3551965260863,206-JERONIMO LUIS DE CABRERA,JERONIMO LUIS DE CABRERA,23.78,"206","1,636","802","834",0.12%,"464","24"
-64.1844614138145,-31.3566630272747,206-JERONIMO LUIS DE CABRERA,JERONIMO LUIS DE CABRERA,23.78,"206","1,636","802","834",0.12%,"464","24"
-64.1762033277934,-31.4545213844294,205-JARDINES DEL JOCKEY,JARDINES DEL JOCKEY,19.17,"205","516","256","260",0.04%,"130","1"
-64.187033682367,-31.4597011408406,204-JARDIN HIPODROMO,JARDIN HIPODROMO,20.78,"204","1,094","533","561",0.08%,"322","14"
-64.194573944786,-31.4581473241076,204-JARDIN HIPODROMO,JARDIN HIPODROMO,20.78,"204","1,094","533","561",0.08%,"322","14"
-64.1712567263831,-31.4534509945975,203-JARDIN ESPINOSA,JARDIN ESPINOSA,48.42,"203","1,515","681","834",0.11%,"485","3"
-64.1645849897324,-31.4560504721943,202-JARDIN DEL SUD,JARDIN DEL SUD,40.38,"202","1,482","696","786",0.11%,"451","3"
-64.1528930609459,-31.4441158992776,201-JARDIN DEL PILAR,JARDIN DEL PILAR,32.53,"201","2,131","1,003","1,128",0.16%,"633","37"
-64.2295895723668,-31.3481294929873,200-JARDIN DEL CLARET,JARDIN DEL CLARET,18.32,"200","418","204","214",0.03%,"136","1"
-64.1817052357987,-31.4463256163336,199-JARDIN,JARDIN,93.97,"199","6,841","3,206","3,635",0.51%,"2,621","45"
-64.087896921299,-31.4748343925178,198-ITUZAINGO II,ITUZAINGO II,121.78,"198","1,553","768","785",0.12%,"394","42"
-64.0829019327012,-31.4636925992066,197-ITUZAINGO ANEXO,ITUZAINGO ANEXO,93.23,"197","6,081","2,947","3,134",0.46%,"1,583","138"
-64.0971483618541,-31.4647362980865,196-ITUZAINGO,ITUZAINGO,46.71,"196","3,192","1,523","1,669",0.24%,"933","18"
-64.2025406690525,-31.4591661313717,195-IRUPE,IRUPE,13.78,"195","523","251","272",0.04%,"159","10"
-64.1641697119285,-31.367137751667,194-IPV ANEXO LOS GIGANTES,IPV ANEXO LOS GIGANTES,26.78,"194","2,620","1,265","1,355",0.20%,"707","18"
-64.1623769757828,-31.3625975779066,194-IPV ANEXO LOS GIGANTES,IPV ANEXO LOS GIGANTES,26.78,"194","2,620","1,265","1,355",0.20%,"707","18"
-64.1883722304098,-31.4447612065343,193-IPONA,IPONA,12.65,"193","982","475","507",0.07%,"402","8"
-64.2665553929106,-31.4093022069007,192-INDUSTRIAL OESTE,INDUSTRIAL OESTE,26.82,"192","1,621","778","843",0.12%,"473","14"
-64.1642099648801,-31.4295150677245,191-INDUSTRIAL ESTE,INDUSTRIAL ESTE,17.08,"191","1,153","513","640",0.09%,"386","1"
-64.1901515777845,-31.4011747261759,190-INDEPENDENCIA,INDEPENDENCIA,11.84,"190","813","390","423",0.06%,"294","7"
-64.1942870194643,-31.4764448201221,189-INAUDI,INAUDI,29.79,"189","1,662","773","889",0.12%,"459","4"
-64.2065221911296,-31.458659818397,188-HORIZONTE,HORIZONTE,28.58,"188","2,016","999","1,017",0.15%,"641","11"
-64.1862965749199,-31.3728101396738,186-HIPOLITO IRIGOYEN,HIPOLITO IRIGOYEN,28.97,"186","3,313","1,606","1,707",0.25%,"893","83"
-64.1831340646197,-31.335667108704,185-GUINAZU SUD,GUINAZU SUD,4.02,"185","164","75","89",0.01%,"41","3"
-64.1732935256594,-31.3122463444352,184-GUINAZU,GUINAZU,34.01,"184","1,361","650","711",0.10%,"373","41"
-64.1936790393253,-31.4281317736306,182-GUEMES,GUEMES,118.25,"182","11,588","5,476","6,112",0.87%,"5,333","428"
-64.1550652774413,-31.382844844148,181-GUAYAQUIL,GUAYAQUIL,7.8,"181","587","275","312",0.04%,"196","0"
-64.2925498765201,-31.3932530580866,180-GUARNICION MILITAR CORDOBA,GUARNICION MILITAR CORDOBA,2479.34,"180","268","142","126",0.02%,"66","0"
-64.2815434253756,-31.4437692781579,179-GUARNICION AEREA CORDOBA,GUARNICION AEREA CORDOBA,1096.98,"179",,,,,,
-64.2445719762199,-31.349164455122,178-GRANJA DE FUNES,GRANJA DE FUNES,109.8,"178","3,866","1,821","2,045",0.29%,"1,228","27"
-64.1976083748721,-31.3755515882091,177-GRANADERO PRINGLES,GRANADERO PRINGLES,19.06,"177","2,209","1,036","1,173",0.17%,"628","16"
-64.1580891610321,-31.371992117919,176-GENERAL SAVIO,GENERAL SAVIO,31.47,"176","4,889","2,409","2,480",0.37%,"1,309","313"
-64.1624596839047,-31.4020774327923,175-GENERAL PUEYRREDON,GENERAL PUEYRREDON,315.99,"175","24,021","11,244","12,777",1.81%,"7,938","561"
-64.1656906995031,-31.4125574874454,174-GENERAL PAZ,GENERAL PAZ,113.1,"174","9,524","4,287","5,237",0.72%,"4,209","107"
-64.1504410565656,-31.3651885926033,173-GENERAL MOSCONI,GENERAL MOSCONI,29.94,"173","3,324","1,620","1,704",0.25%,"851","110"
-64.1696498558799,-31.3903336123251,172-GENERAL BUSTOS,GENERAL BUSTOS,173.56,"172","15,659","7,368","8,291",1.18%,"4,933","243"
-64.1372878299525,-31.3704293934515,171-GENERAL BELGRANO,GENERAL BELGRANO,28.82,"171","3,154","1,496","1,658",0.24%,"890","30"
-64.1996215023561,-31.4615195852108,170-GENERAL ARTIGAS,GENERAL ARTIGAS,33.61,"170","1,552","744","808",0.12%,"471","8"
-64.0602371117818,-31.3687802681924,169-GENERAL ARENALES,GENERAL ARENALES,36.73,"169","2,318","1,145","1,173",0.17%,"622","60"
-64.1572739805666,-31.4867716545205,168-FINCAS DEL SUR,FINCAS DEL SUR,59.44,"168","490","229","261",0.04%,"119","0"
-64.1151406917793,-31.3764290500034,167-FINCA LA DOROTEA,FINCA LA DOROTEA,14.61,"167","273","137","136",0.02%,"72","10"
-64.136352474103,-31.4334514626288,166-FERROVIARIO MITRE,FERROVIARIO MITRE,18.26,"166","1,133","504","629",0.09%,"350","42"
-64.1175953235484,-31.4710619707259,165-FERREYRA SEGUNDA SECCION,FERREYRA SEGUNDA SECCION,10.45,"165","939","458","481",0.07%,"215","32"
-64.1106089877883,-31.4663540173135,164-FERREYRA,FERREYRA,88.67,"164","3,868","1,906","1,962",0.29%,"1,029","101"
-64.2117812947588,-31.4437749243189,163-FERRER,FERRER,20.96,"163","1,844","880","964",0.14%,"462","139"
-64.2556701915654,-31.3702867943909,0-FERIAR,FERIAR,0,"0",,,,,,
-64.2467689606442,-31.3678801343148,0-ESTADIO CORDOBA,ESTADIO CORDOBA,0,"0",,,,,,
-64.2475078934286,-31.4487314083608,162-ESTACION FLORES,ESTACION FLORES,70.23,"162","3,876","1,954","1,922",0.29%,"1,024","124"
-64.2575368439051,-31.4272175434882,0-ESCUELA DE SUBOFICIALES,ESCUELA DE SUBOFICIALES,0,"0",,,,,,
-64.2206422574801,-31.3918891605182,161-ESCOBAR,ESCOBAR,43.59,"161","2,180","991","1,189",0.16%,"733","7"
-64.1251666065268,-31.4387401458057,160-EMPALME CASAS DE OBREROS Y EMPLEADOS,EMPALME CASAS DE OBREROS Y EMPLEADOS,18.44,"160","1,233","576","657",0.09%,"375","13"
-64.130487667635,-31.4345112094775,159-EMPALME,EMPALME,62.58,"159","3,426","1,615","1,811",0.26%,"1,140","12"
-64.1430479576708,-31.4371264001266,158-EMAUS,EMAUS,1.56,"158","219","98","121",0.02%,"64","1"
-64.1658119554321,-31.5024363493638,157-EL VIEJO ALGARROBO,EL VIEJO ALGARROBO,23.68,"157","324","173","151",0.02%,"83","4"
-64.2255537451732,-31.4230857776258,156-EL TREBOL,EL TREBOL,17.3,"156","1,264","613","651",0.10%,"412","6"
-64.2818199937408,-31.3442649511605,155-EL REFUGIO,EL REFUGIO,31.65,"155","1,201","576","625",0.09%,"334","2"
-64.1377151621983,-31.4773371547605,154-EL QUEBRACHO,EL QUEBRACHO,75.72,"154","4,361","2,183","2,178",0.33%,"1,017","136"
-64.0666753385544,-31.3380076521557,153-EL QUEBRACHAL,EL QUEBRACHAL,197.87,"153","150","78","72",0.01%,"43","5"
-64.2568328545741,-31.4064405446942,152-EL PUEBLITO,EL PUEBLITO,39.54,"152","1,315","662","653",0.10%,"332","124"
-64.2703111858803,-31.375753313966,0-EL PRADO,EL PRADO,0,"0",,,,,,
-64.2502548066828,-31.3221687252868,151-EL CERRITO,EL CERRITO,70.31,"151","3,659","1,796","1,863",0.28%,"920","105"
-64.2351105437776,-31.4859068227125,150-EL CABILDO,EL CABILDO,54.61,"150","5,049","2,491","2,558",0.38%,"1,331","88"
-64.307387518257,-31.3380384713002,149-EL BOSQUE,EL BOSQUE,172.97,"149","1,590","777","813",0.12%,"407","6"
-64.2747796532456,-31.3747201959085,140-EL BALCON,EL BALCON,0,"140",,,,,,
-64.1961913422897,-31.447568948723,148-EJERCITO ARGENTINO,EJERCITO ARGENTINO,14.64,"148","1,845","848","997",0.14%,"624","8"
-64.1908855434012,-31.404888252086,147-DUCASSE,DUCASSE,17.23,"147","936","472","464",0.07%,"389","32"
-64.2944936477692,-31.3563236095696,0-DIPAS,DIPAS,0,"0",,,,,,
-64.1178957921271,-31.4458597071522,146-DEAN FUNES,DEAN FUNES,74.05,"146","2,124","1,027","1,097",0.16%,"682","22"
-64.2668138957885,-31.3204288535283,144-DE LOS BIOQUIMICOS,DE LOS BIOQUIMICOS,16.63,"144","1,265","624","641",0.10%,"348","25"
-64.2076951619414,-31.4214735888533,143-CUPANI,CUPANI,19.32,"143","2,255","1,065","1,190",0.17%,"674","32"
-64.1674254311003,-31.4349582821362,142-CRISOL SUD,CRISOL SUD,51.82,"142","3,336","1,559","1,777",0.25%,"1,124","10"
-64.167176368668,-31.428051362204,141-CRISOL NORTE,CRISOL NORTE,24.4,"141","1,224","568","656",0.09%,"541","5"
-64.2748861783907,-31.3668847976366,140-COUNTRY VALLE ESCONDIDO,COUNTRY VALLE ESCONDIDO,537.8,"140","3,330","1,607","1,723",0.25%,"909","4"
-64.2863420457633,-31.3633024592372,140-COUNTRY VALLE ESCONDIDO,COUNTRY VALLE ESCONDIDO,537.8,"140","3,330","1,607","1,723",0.25%,"909","4"
-64.2191810889962,-31.4527198034093,139-COUNTRY RANCH CLUB,COUNTRY RANCH CLUB,6.2,"139","13","12","1",0.00%,"2","0"
-64.1839627867177,-31.4933845474551,138-COUNTRY LOS MIMBRES,COUNTRY LOS MIMBRES,17.56,"138","93","49","44",0.01%,"25","0"
-64.2406895217807,-31.4833510004042,137-COUNTRY LOS ALGARROBOS,COUNTRY LOS ALGARROBOS,8.73,"137","180","89","91",0.01%,"45","0"
-64.3056209170965,-31.3556553169784,136-COUNTRY LOMAS DE LA CAROLINA,COUNTRY LOMAS DE LA CAROLINA,144.31,"136","1,572","762","810",0.12%,"383","0"
-64.2994579008155,-31.3619352535703,135-COUNTRY LAS DELICIAS,COUNTRY LAS DELICIAS,132.7,"135","776","347","429",0.06%,"213","2"
-64.1736761204654,-31.4773649782027,134-COUNTRY LA SANTINA - COUNTRY CAMPINA DEL SUR,COUNTRY LA SANTINA - COUNTRY CAMPINA DEL SUR,10.76,"134","98","50","48",0.01%,"22","0"
-64.2683557873944,-31.3672636397445,133-COUNTRY LA RESERVA,COUNTRY LA RESERVA,38.88,"133","795","399","396",0.06%,"207","2"
-64.1766590207414,-31.4634727942897,132-COUNTRY JOCKEY CLUB,COUNTRY JOCKEY CLUB,122.48,"132","1,555","771","784",0.12%,"379","7"
-64.1757907577539,-31.4740206319748,131-COUNTRY FORTIN DEL POZO,COUNTRY FORTIN DEL POZO,47.08,"131","428","221","207",0.03%,"95","6"
-64.1872789853517,-31.4533364108918,130-COUNTRY CLUB,COUNTRY CLUB,3.78,"130","217","105","112",0.02%,"63","0"
-64.2462880530412,-31.3805061482489,128-COUNTRY BARRANCAS,COUNTRY BARRANCAS,13.89,"128","80","42","38",0.01%,"23","0"
-64.2648073565768,-31.3747307605589,127-COUNTRY ALTOS DEL CHATEAU,COUNTRY ALTOS DEL CHATEAU,46.34,"127","560","254","306",0.04%,"126","0"
-64.2504690018409,-31.3812221255911,126-COSTA VERDE,COSTA VERDE,9.2,"126","66","29","37",0.00%,"20","0"
